university_id,year,research_score,citation_score,research_impact,research_productivity
U03336,2024,15.1,56.4,,
U02769,2024,27.0,49.4,,
U02772,2024,21.2,59.6,,
U00291,2024,17.0,67.4,,
U00310,2024,12.3,71.1,,
U03482,2024,19.6,52.0,,
U02793,2024,16.5,53.9,,
U00320,2024,11.6,75.9,,
U00333,2024,18.5,59.9,,
U02821,2024,17.6,58.6,,
U00350,2024,20.8,42.9,,
U02833,2024,17.2,53.7,,
U00357,2024,18.7,64.4,,
U00390,2024,13.5,76.5,,
U00392,2024,14.7,48.1,,
U00396,2024,17.9,55.1,,
U00917,2024,20.7,51.0,,
U00399,2024,14.5,74.1,,
U00403,2024,19.1,46.3,,
U00405,2024,20.9,42.0,,
U02845,2024,19.8,50.5,,
U00414,2024,23.0,54.3,,
U00425,2024,28.3,43.6,,
U00439,2024,29.7,34.9,,
U00451,2024,18.0,41.2,,
U02848,2024,18.1,54.2,,
U03017,2024,10.7,74.2,,
U00478,2024,24.4,56.6,,
U00492,2024,25.3,44.4,,
U00497,2024,15.4,50.8,,
U00510,2024,9.4,73.0,,
U02876,2024,24.2,39.0,,
U00522,2024,20.1,76.7,,
U02880,2024,23.2,54.3,,
U02881,2024,10.0,68.8,,
U00620,2024,19.2,57.3,,
U00636,2024,23.3,43.3,,
U02601,2024,21.6,41.6,,
U02606,2024,22.5,48.2,,
U00659,2024,26.8,48.2,,
U00671,2024,21.9,57.3,,
U00673,2024,16.4,45.2,,
U03338,2024,18.7,56.4,,
U00700,2024,16.5,71.5,,
U02929,2024,22.4,56.3,,
U02932,2024,14.0,57.6,,
U00737,2024,11.3,78.0,,
U00754,2024,12.7,77.1,,
U00753,2024,10.2,72.5,,
U00756,2024,10.4,63.7,,
U00783,2024,30.6,43.6,,
U00795,2024,10.7,70.9,,
U00827,2024,18.8,41.6,,
U02972,2024,14.4,59.3,,
U00858,2024,12.0,65.7,,
U00881,2024,25.1,35.7,,
U00886,2024,27.2,39.0,,
U02980,2024,23.1,29.2,,
U00905,2024,16.0,66.2,,
U00908,2024,27.2,41.7,,
U02658,2024,17.6,57.0,,
U00935,2024,11.2,72.7,,
U00958,2024,13.6,47.0,,
U00962,2024,11.1,62.9,,
U02989,2024,18.8,64.2,,
U00999,2024,8.9,71.9,,
U01009,2024,20.5,56.5,,
U01010,2024,14.1,60.7,,
U01012,2024,16.5,70.6,,
U01013,2024,9.9,67.3,,
U01018,2024,27.3,45.0,,
U01022,2024,22.4,60.2,,
U01040,2024,13.6,67.3,,
U01043,2024,10.6,51.9,,
U01053,2024,9.1,76.2,,
U01057,2024,8.9,74.8,,
U01068,2024,26.1,44.0,,
U01093,2024,21.7,32.3,,
U01139,2024,12.2,68.0,,
U01143,2024,22.1,59.5,,
U01148,2024,15.3,53.2,,
U01157,2024,21.0,60.2,,
U01176,2024,12.3,71.3,,
U01188,2024,19.6,40.9,,
U03014,2024,14.7,70.8,,
U01204,2024,16.0,47.8,,
U03024,2024,10.2,68.8,,
U01226,2024,16.7,60.2,,
U01228,2024,24.0,51.4,,
U01236,2024,22.3,23.6,,
U01238,2024,16.2,65.0,,
U01253,2024,12.6,55.5,,
U03046,2024,20.1,54.6,,
U03047,2024,20.1,58.2,,
U01277,2024,12.8,73.7,,
U01303,2024,25.3,39.6,,
U03060,2024,14.0,74.1,,
U03062,2024,16.2,60.6,,
U03063,2024,10.4,80.4,,
U01315,2024,12.4,68.1,,
U01325,2024,18.2,54.0,,
U01343,2024,11.0,67.6,,
U03084,2024,11.0,62.6,,
U03087,2024,19.0,55.0,,
U03107,2024,17.3,71.5,,
U01392,2024,20.4,56.3,,
U03119,2024,19.9,52.6,,
U01445,2024,18.3,68.6,,
U01437,2024,16.5,58.1,,
U01438,2024,15.1,66.5,,
U01459,2024,30.4,34.4,,
U01496,2024,25.0,35.8,,
U01482,2024,17.1,60.2,,
U02234,2024,15.5,45.8,,
U01548,2024,22.1,49.8,,
U01570,2024,23.1,51.4,,
U01573,2024,15.6,60.9,,
U03152,2024,21.8,51.7,,
U01571,2024,10.0,76.1,,
U01601,2024,12.2,50.1,,
U01624,2024,21.5,36.4,,
U03170,2024,18.5,49.2,,
U01655,2024,23.9,53.5,,
U01656,2024,17.5,58.5,,
U01658,2024,23.9,49.8,,
U01665,2024,31.8,36.6,,
U03179,2024,17.8,56.2,,
U03537,2024,16.7,63.7,,
U03494,2024,25.7,36.0,,
U01723,2024,30.5,37.1,,
U01743,2024,23.2,55.7,,
U03344,2024,14.7,62.4,,
U01772,2024,20.4,42.8,,
U01777,2024,7.3,60.0,,
U03210,2024,19.5,62.9,,
U01805,2024,16.6,64.3,,
U03211,2024,17.9,44.7,,
U01824,2024,13.2,53.4,,
U01825,2024,20.2,58.4,,
U03215,2024,21.5,52.0,,
U03224,2024,21.8,50.4,,
U03227,2024,15.0,61.1,,
U01888,2024,11.9,71.1,,
U01907,2024,11.8,54.5,,
U01915,2024,17.1,47.7,,
U03249,2024,26.1,41.0,,
U03250,2024,24.5,53.6,,
U01944,2024,10.5,62.1,,
U01955,2024,16.4,63.0,,
U01958,2024,14.4,66.7,,
U01965,2024,24.6,55.0,,
U01967,2024,12.7,55.7,,
U01973,2024,17.2,68.0,,
U01982,2024,16.7,47.7,,
U02003,2024,30.6,39.8,,
U00921,2024,13.3,70.5,,
U03304,2024,10.4,69.0,,
U02164,2024,15.8,49.8,,
U03312,2024,9.2,65.7,,
U03326,2024,28.7,44.8,,
U02299,2024,29.1,29.6,,
U02295,2024,17.0,54.0,,
U02307,2024,23.5,31.7,,
U03361,2024,15.9,42.2,,
U03367,2024,31.2,44.6,,
U03371,2024,19.9,31.1,,
U03544,2024,19.5,56.9,,
U03392,2024,17.0,53.7,,
U03394,2024,13.1,70.8,,
U03398,2024,17.9,57.8,,
U03580,2024,17.5,51.4,,
U03610,2024,26.2,43.1,,
U03617,2024,15.0,78.1,,
U03616,2024,13.6,68.7,,
U03414,2024,18.1,55.3,,
U03687,2024,28.0,41.2,,
U03675,2024,11.3,59.4,,
U03689,2024,9.2,71.4,,
U03437,2024,18.5,46.4,,
U03694,2024,15.8,46.0,,
U03696,2024,12.6,61.1,,
U02722,2024,17.5,45.6,,
U00023,2024,28.4,43.5,,
U00033,2024,20.9,38.6,,
U00038,2024,13.5,43.1,,
U00040,2024,15.3,45.8,,
U00047,2024,27.3,42.6,,
U00066,2024,13.6,59.2,,
U02738,2024,19.8,43.8,,
U02740,2024,18.9,48.9,,
U00148,2024,9.8,65.4,,
U02747,2024,13.1,38.3,,
U00188,2024,10.8,52.4,,
U02391,2024,12.2,54.5,,
U00210,2024,15.3,67.9,,
U00217,2024,16.8,46.0,,
U00223,2024,12.6,58.5,,
U00236,2024,9.9,45.2,,
U00237,2024,15.8,50.7,,
U00241,2024,13.0,69.6,,
U02767,2024,14.3,52.4,,
U00273,2024,9.2,66.5,,
U00274,2024,9.8,61.1,,
U00307,2024,13.9,52.7,,
U00315,2024,19.3,39.0,,
U02797,2024,21.1,43.2,,
U02801,2024,16.7,43.7,,
U02803,2024,15.2,33.7,,
U00343,2024,13.8,44.6,,
U02838,2024,13.8,51.9,,
U00369,2024,15.3,46.8,,
U02841,2024,14.7,29.0,,
U00408,2024,18.3,52.8,,
U00434,2024,24.4,39.0,,
U02852,2024,10.6,60.2,,
U00465,2024,16.6,41.8,,
U00495,2024,18.8,32.2,,
U00525,2024,16.5,54.3,,
U02879,2024,10.8,53.0,,
U00533,2024,11.8,53.8,,
U03504,2024,9.3,46.0,,
U00540,2024,9.0,54.9,,
U00549,2024,13.2,54.6,,
U00558,2024,11.8,62.0,,
U02891,2024,15.1,41.0,,
U00574,2024,13.8,55.6,,
U02901,2024,11.5,60.9,,
U02903,2024,9.9,53.5,,
U00614,2024,10.9,54.3,,
U02907,2024,12.4,51.9,,
U00624,2024,11.9,65.5,,
U00646,2024,19.8,33.5,,
U00647,2024,11.1,50.6,,
U00665,2024,18.0,50.3,,
U00667,2024,10.3,64.5,,
U00670,2024,16.7,39.8,,
U02915,2024,15.7,40.6,,
U00686,2024,29.2,26.3,,
U00689,2024,15.5,62.0,,
U00691,2024,13.0,55.4,,
U00704,2024,26.6,23.3,,
U00709,2024,17.0,48.3,,
U02927,2024,21.3,42.1,,
U00726,2024,23.2,29.5,,
U00728,2024,10.6,63.9,,
U02945,2024,11.3,69.5,,
U00763,2024,9.8,63.7,,
U00771,2024,11.5,61.6,,
U00777,2024,18.3,36.9,,
U00831,2024,14.3,48.1,,
U00852,2024,10.5,55.8,,
U00863,2024,21.4,32.8,,
U00874,2024,25.2,19.7,,
U00880,2024,19.4,33.4,,
U00899,2024,18.4,44.7,,
U00896,2024,13.4,49.2,,
U02986,2024,12.4,55.9,,
U02988,2024,16.8,40.9,,
U02224,2024,11.4,66.7,,
U00981,2024,22.0,34.4,,
U00982,2024,24.1,41.7,,
U00986,2024,10.9,54.3,,
U00997,2024,15.8,46.0,,
U02990,2024,9.2,51.5,,
U01029,2024,8.9,60.2,,
U01062,2024,18.8,35.4,,
U01065,2024,10.6,51.6,,
U01077,2024,14.4,53.8,,
U01078,2024,9.7,52.5,,
U01105,2024,11.8,51.2,,
U01115,2024,9.4,28.0,,
U01129,2024,11.8,51.9,,
U01167,2024,14.2,49.0,,
U03012,2024,10.7,60.0,,
U01192,2024,13.6,48.4,,
U01195,2024,9.9,55.5,,
U01197,2024,20.7,50.8,,
U03023,2024,14.4,65.5,,
U03019,2024,15.8,54.7,,
U03028,2024,16.1,45.6,,
U03029,2024,27.1,40.3,,
U03033,2024,13.7,31.6,,
U03035,2024,13.6,46.7,,
U01274,2024,11.1,51.2,,
U01295,2024,14.6,47.5,,
U01296,2024,8.9,53.8,,
U03059,2024,16.0,43.2,,
U02678,2024,19.3,22.9,,
U03069,2024,16.6,55.7,,
U03081,2024,18.9,39.1,,
U01339,2024,11.8,40.0,,
U01340,2024,10.6,47.9,,
U01348,2024,13.5,43.6,,
U01350,2024,8.1,55.6,,
U01372,2024,17.8,43.8,,
U01374,2024,25.1,43.4,,
U01377,2024,9.5,66.0,,
U01380,2024,9.4,60.0,,
U01409,2024,13.1,55.3,,
U01422,2024,17.5,32.6,,
U01427,2024,9.8,63.4,,
U01461,2024,24.9,29.7,,
U01465,2024,27.8,24.8,,
U01471,2024,25.2,33.8,,
U01483,2024,13.6,50.8,,
U01543,2024,14.1,39.0,,
U01555,2024,21.1,38.0,,
U01559,2024,15.0,41.8,,
U01561,2024,13.3,59.7,,
U01563,2024,10.7,57.1,,
U01588,2024,15.3,51.5,,
U01610,2024,15.9,44.5,,
U03742,2024,16.4,55.7,,
U03157,2024,11.7,54.8,,
U03206,2024,16.5,29.9,,
U03184,2024,9.2,58.6,,
U02543,2024,12.9,53.3,,
U03187,2024,12.2,61.0,,
U01700,2024,12.9,44.7,,
U01702,2024,11.3,53.9,,
U01719,2024,18.4,38.3,,
U01724,2024,16.9,42.3,,
U01745,2024,13.4,41.2,,
U01765,2024,14.3,49.5,,
U03208,2024,9.3,59.3,,
U01801,2024,14.0,43.2,,
U01817,2024,23.9,32.0,,
U01819,2024,9.6,67.1,,
U01831,2024,12.4,45.9,,
U01864,2024,14.6,57.4,,
U02556,2024,11.1,48.9,,
U03238,2024,11.9,50.5,,
U01922,2024,12.8,50.7,,
U03251,2024,13.9,40.5,,
U01939,2024,19.3,34.5,,
U01943,2024,13.5,55.8,,
U01945,2024,17.2,52.4,,
U01950,2024,12.8,51.8,,
U01964,2024,18.0,34.6,,
U01974,2024,24.2,26.9,,
U01980,2024,11.3,50.6,,
U03261,2024,19.9,33.6,,
U03266,2024,19.3,50.5,,
U03271,2024,18.2,51.0,,
U03275,2024,15.9,33.6,,
U03346,2024,17.6,53.5,,
U03278,2024,11.8,42.0,,
U02057,2024,11.5,48.0,,
U02075,2024,8.3,70.9,,
U02074,2024,8.8,57.6,,
U02100,2024,16.4,53.0,,
U02102,2024,12.1,62.7,,
U03299,2024,15.8,40.5,,
U02111,2024,10.2,54.2,,
U02118,2024,23.0,42.6,,
U02126,2024,9.1,62.6,,
U02154,2024,12.7,42.9,,
U02176,2024,13.1,45.6,,
U03315,2024,11.9,29.1,,
U02183,2024,13.1,52.7,,
U02197,2024,16.0,47.8,,
U02283,2024,14.3,48.2,,
U02296,2024,16.2,39.2,,
U02321,2024,24.0,24.7,,
U02322,2024,16.2,38.4,,
U02701,2024,17.1,48.1,,
U02680,2024,18.7,47.6,,
U03539,2024,25.9,34.7,,
U03382,2024,17.8,52.2,,
U03546,2024,16.8,59.9,,
U03548,2024,9.1,54.5,,
U03604,2024,12.7,49.5,,
U03624,2024,17.1,39.2,,
U02267,2024,11.8,51.9,,
U03412,2024,9.7,47.8,,
U03415,2024,16.3,50.5,,
U03427,2024,25.9,35.9,,
U03667,2024,17.3,44.7,,
U03434,2024,15.9,44.7,,
U03693,2024,17.3,53.9,,
U03701,2024,13.3,67.0,,
U03441,2024,18.0,48.2,,
U00018,2024,9.6,21.2,,
U00027,2024,17.4,39.2,,
U02238,2024,10.2,36.5,,
U02634,2024,12.5,31.9,,
U00076,2024,11.1,27.1,,
U00088,2024,14.2,28.5,,
U00098,2024,8.7,34.1,,
U02741,2024,7.8,55.0,,
U00134,2024,11.8,41.2,,
U03332,2024,15.7,30.1,,
U02745,2024,9.4,51.7,,
U02744,2024,20.3,33.5,,
U00158,2024,12.3,32.9,,
U00166,2024,18.9,37.0,,
U00183,2024,10.8,48.0,,
U00187,2024,16.7,45.0,,
U00192,2024,9.7,38.4,,
U00202,2024,14.7,30.2,,
U00209,2024,12.1,46.7,,
U02753,2024,8.2,47.3,,
U00232,2024,11.7,31.4,,
U00234,2024,17.1,29.2,,
U00247,2024,9.7,43.2,,
U00267,2024,11.5,17.0,,
U00278,2024,11.9,26.9,,
U00289,2024,17.2,37.5,,
U02787,2024,14.2,46.5,,
U00304,2024,11.0,35.1,,
U00923,2024,13.5,42.6,,
U02789,2024,14.9,28.7,,
U02208,2024,9.5,47.7,,
U00214,2024,9.9,43.6,,
U00319,2024,16.5,42.8,,
U00322,2024,18.3,35.8,,
U02798,2024,14.7,41.7,,
U00346,2024,12.8,34.8,,
U02437,2024,9.1,56.8,,
U02832,2024,9.9,31.2,,
U02423,2024,14.3,33.9,,
U00388,2024,17.0,37.2,,
U02842,2024,13.0,30.3,,
U00427,2024,20.8,25.0,,
U00428,2024,9.9,44.4,,
U00437,2024,21.2,29.9,,
U00433,2024,20.0,27.0,,
U00456,2024,20.0,25.4,,
U02857,2024,16.4,38.2,,
U02861,2024,9.1,43.0,,
U00487,2024,23.4,26.2,,
U00520,2024,13.5,27.2,,
U02882,2024,8.2,44.3,,
U00537,2024,18.2,25.5,,
U00547,2024,10.0,46.5,,
U00561,2024,19.9,44.7,,
U02581,2024,9.4,56.7,,
U02896,2024,9.1,56.9,,
U00581,2024,16.7,30.4,,
U00585,2024,14.9,27.9,,
U02245,2024,22.7,28.4,,
U00595,2024,16.1,36.1,,
U00601,2024,9.5,32.3,,
U02580,2024,13.5,24.6,,
U00623,2024,19.6,21.0,,
U02609,2024,17.6,41.1,,
U02591,2024,12.3,30.5,,
U02610,2024,16.6,24.6,,
U00628,2024,15.7,25.1,,
U00629,2024,13.8,26.2,,
U00634,2024,16.8,26.6,,
U02613,2024,16.4,29.1,,
U00640,2024,13.3,25.1,,
U00644,2024,11.3,30.6,,
U00645,2024,13.0,36.8,,
U00652,2024,12.7,36.1,,
U00654,2024,14.5,23.0,,
U00657,2024,10.8,36.2,,
U00658,2024,18.9,25.5,,
U00664,2024,8.5,50.6,,
U03018,2024,12.3,32.7,,
U02638,2024,19.8,21.7,,
U00705,2024,19.0,32.7,,
U02923,2024,14.8,30.8,,
U00710,2024,13.8,37.6,,
U00713,2024,11.3,36.4,,
U00718,2024,11.6,43.2,,
U00721,2024,11.4,40.6,,
U00739,2024,11.5,37.2,,
U02944,2024,17.5,46.2,,
U00762,2024,14.2,20.7,,
U00765,2024,8.9,40.8,,
U00767,2024,18.0,32.6,,
U00774,2024,19.8,31.8,,
U00775,2024,16.8,40.2,,
U02216,2024,14.2,40.6,,
U03511,2024,9.2,39.9,,
U03527,2024,8.7,36.6,,
U00799,2024,8.9,38.8,,
U02963,2024,14.1,37.6,,
U02966,2024,15.2,40.8,,
U00844,2024,11.6,32.5,,
U00846,2024,13.5,36.5,,
U00851,2024,13.0,44.8,,
U00857,2024,12.8,50.9,,
U00859,2024,10.0,47.7,,
U02979,2024,10.9,46.1,,
U00870,2024,18.8,16.9,,
U00875,2024,17.3,36.9,,
U00879,2024,14.6,24.1,,
U00948,2024,9.8,24.2,,
U00961,2024,21.2,27.8,,
U00972,2024,11.7,42.6,,
U00976,2024,11.7,56.9,,
U00987,2024,10.5,10.0,,
U00992,2024,15.1,27.8,,
U01015,2024,19.2,35.0,,
U01025,2024,12.9,47.1,,
U02226,2024,10.8,40.5,,
U02227,2024,14.3,35.1,,
U01054,2024,12.9,27.4,,
U01055,2024,13.5,24.0,,
U01063,2024,21.9,32.4,,
U01069,2024,9.4,57.2,,
U01082,2024,13.4,48.4,,
U01086,2024,15.3,39.0,,
U01111,2024,13.8,37.2,,
U01112,2024,9.2,44.5,,
U01120,2024,15.7,35.5,,
U01121,2024,9.5,46.9,,
U01142,2024,12.7,50.9,,
U01154,2024,11.5,28.8,,
U01155,2024,11.1,52.0,,
U01201,2024,17.1,15.2,,
U01215,2024,15.6,31.4,,
U03034,2024,14.1,31.2,,
U01264,2024,15.7,34.4,,
U02505,2024,13.0,39.2,,
U01282,2024,18.6,24.9,,
U02622,2024,8.6,35.7,,
U02676,2024,12.5,46.0,,
U01313,2024,14.2,51.9,,
U03068,2024,9.2,44.2,,
U03071,2024,16.9,40.8,,
U03072,2024,11.5,36.5,,
U03080,2024,13.4,45.3,,
U01344,2024,12.3,30.5,,
U01345,2024,12.4,31.1,,
U01346,2024,13.5,27.9,,
U03085,2024,9.9,37.2,,
U01356,2024,19.4,36.8,,
U01359,2024,23.9,22.8,,
U01371,2024,13.9,23.9,,
U01389,2024,15.0,32.2,,
U03109,2024,10.1,36.2,,
U01396,2024,12.6,29.2,,
U01397,2024,14.4,26.4,,
U01403,2024,18.3,20.4,,
U01411,2024,13.0,29.0,,
U01418,2024,11.5,27.6,,
U01420,2024,16.4,19.9,,
U01421,2024,14.8,28.5,,
U01423,2024,20.3,23.0,,
U03122,2024,10.6,45.9,,
U03123,2024,8.6,51.3,,
U01462,2024,17.8,20.6,,
U01468,2024,25.1,27.4,,
U01469,2024,22.2,25.0,,
U01511,2024,13.6,37.1,,
U01515,2024,18.9,37.8,,
U01472,2024,23.8,26.3,,
U01481,2024,10.7,45.7,,
U01484,2024,20.3,35.0,,
U01491,2024,14.9,10.7,,
U01499,2024,25.0,30.2,,
U01503,2024,9.0,14.9,,
U01505,2024,9.9,16.0,,
U03143,2024,10.6,30.3,,
U01613,2024,16.5,19.7,,
U01627,2024,9.0,7.4,,
U01636,2024,13.8,37.3,,
U03160,2024,14.6,35.0,,
U01647,2024,18.7,29.8,,
U01649,2024,16.3,31.1,,
U01669,2024,16.8,27.9,,
U03180,2024,12.4,21.6,,
U01677,2024,10.2,17.1,,
U01689,2024,14.1,45.5,,
U03343,2024,15.3,38.7,,
U01697,2024,13.3,14.5,,
U01710,2024,11.9,49.6,,
U01722,2024,9.8,29.7,,
U01725,2024,17.1,32.8,,
U01726,2024,11.5,37.4,,
U01739,2024,12.8,34.3,,
U01742,2024,8.5,53.7,,
U01747,2024,11.3,45.2,,
U01746,2024,13.0,35.9,,
U01753,2024,14.8,32.6,,
U03204,2024,11.4,40.8,,
U01767,2024,13.9,28.5,,
U03207,2024,12.1,35.1,,
U03445,2024,13.4,51.2,,
U01818,2024,9.3,34.0,,
U01822,2024,13.9,27.4,,
U03529,2024,10.9,24.2,,
U01873,2024,10.3,39.3,,
U01875,2024,10.6,45.4,,
U01880,2024,14.8,21.8,,
U01894,2024,12.9,33.1,,
U01897,2024,11.3,45.0,,
U01899,2024,9.9,35.1,,
U02650,2024,19.3,33.9,,
U01919,2024,14.4,36.7,,
U01923,2024,10.5,46.2,,
U01927,2024,20.1,32.7,,
U03021,2024,9.9,49.2,,
U01935,2024,13.7,41.8,,
U01941,2024,10.6,20.8,,
U01942,2024,8.4,43.4,,
U03252,2024,11.5,40.4,,
U01961,2024,20.1,22.3,,
U01962,2024,12.8,32.3,,
U01972,2024,10.3,35.5,,
U01986,2024,15.6,39.4,,
U03498,2024,7.6,51.3,,
U01998,2024,12.2,27.4,,
U02004,2024,9.0,53.5,,
U02013,2024,25.4,33.0,,
U02014,2024,15.0,25.1,,
U03530,2024,15.3,20.8,,
U03265,2024,10.3,31.4,,
U03274,2024,13.9,27.7,,
U02028,2024,14.3,21.4,,
U02024,2024,9.2,53.3,,
U02038,2024,15.1,38.3,,
U03284,2024,13.9,49.1,,
U02046,2024,11.3,23.6,,
U02048,2024,11.5,51.6,,
U03745,2024,13.0,49.3,,
U02053,2024,9.9,44.4,,
U02056,2024,16.4,22.8,,
U02688,2024,11.3,38.6,,
U03295,2024,9.9,40.2,,
U02094,2024,20.9,27.7,,
U02653,2024,9.4,51.5,,
U03306,2024,13.7,31.5,,
U02124,2024,12.7,34.1,,
U03308,2024,19.0,45.1,,
U02127,2024,13.1,20.2,,
U02155,2024,13.2,39.3,,
U02156,2024,11.1,50.4,,
U02160,2024,17.1,30.2,,
U03314,2024,10.9,24.3,,
U02689,2024,11.4,32.6,,
U00914,2024,10.8,25.4,,
U03330,2024,8.5,45.1,,
U02199,2024,15.3,27.9,,
U02200,2024,19.1,25.7,,
U02274,2024,8.9,41.9,,
U02284,2024,15.0,33.7,,
U02287,2024,12.0,36.5,,
U02289,2024,24.0,24.4,,
U02301,2024,15.2,19.7,,
U02303,2024,26.1,26.4,,
U02306,2024,21.0,31.8,,
U03362,2024,14.6,29.2,,
U02324,2024,11.5,49.8,,
U02325,2024,8.2,49.5,,
U02342,2024,14.4,37.8,,
U03370,2024,10.3,23.5,,
U02348,2024,26.0,18.3,,
U02374,2024,13.9,38.0,,
U02375,2024,15.4,22.3,,
U02699,2024,13.5,37.0,,
U03388,2024,14.4,37.9,,
U03567,2024,9.1,44.4,,
U03390,2024,29.2,19.9,,
U03574,2024,11.2,46.8,,
U03579,2024,16.3,36.0,,
U03587,2024,13.4,41.8,,
U03591,2024,10.9,8.8,,
U03594,2024,12.9,34.5,,
U03600,2024,19.7,27.8,,
U03602,2024,12.3,27.4,,
U03606,2024,13.3,35.5,,
U03607,2024,11.8,41.6,,
U03609,2024,19.6,33.3,,
U03411,2024,18.0,35.2,,
U03413,2024,17.1,39.3,,
U03620,2024,13.7,40.2,,
U03639,2024,13.9,34.3,,
U03640,2024,17.4,33.1,,
U03642,2024,11.0,46.2,,
U03654,2024,15.9,49.0,,
U03656,2024,16.3,43.5,,
U03659,2024,15.3,24.8,,
U03661,2024,13.4,21.4,,
U03432,2024,13.1,25.9,,
U03665,2024,12.9,41.5,,
U03666,2024,14.5,52.3,,
U03676,2024,22.5,19.1,,
U03684,2024,24.1,32.1,,
U03685,2024,9.9,8.2,,
U03435,2024,9.8,45.8,,
U03436,2024,12.3,42.6,,
U03690,2024,12.6,35.5,,
U03695,2024,16.4,34.5,,
U03438,2024,12.7,37.3,,
U03474,2024,8.6,25.4,,
U02704,2024,7.8,8.1,,
U00008,2024,9.7,30.1,,
U02724,2024,9.0,11.6,,
U00019,2024,12.0,22.7,,
U00026,2024,7.7,26.1,,
U00030,2024,11.6,17.2,,
U00051,2024,13.4,20.8,,
U00053,2024,8.8,23.5,,
U00073,2024,12.1,31.6,,
U00106,2024,16.5,15.2,,
U00109,2024,15.3,24.6,,
U02743,2024,9.1,39.1,,
U02636,2024,12.7,16.5,,
U03334,2024,8.6,8.8,,
U00135,2024,10.4,18.7,,
U02383,2024,10.4,33.5,,
U00144,2024,11.6,30.5,,
U00145,2024,12.6,23.1,,
U00151,2024,9.6,20.0,,
U00152,2024,7.9,33.1,,
U00154,2024,8.9,10.4,,
U00164,2024,11.2,32.7,,
U02392,2024,8.0,10.2,,
U02393,2024,8.0,12.8,,
U02402,2024,9.6,11.1,,
U02404,2024,9.3,7.7,,
U02405,2024,9.1,9.1,,
U02397,2024,9.1,17.1,,
U02398,2024,10.5,19.1,,
U02401,2024,10.0,14.6,,
U00205,2024,9.0,12.6,,
U00221,2024,16.2,12.5,,
U02754,2024,12.6,19.8,,
U00227,2024,8.6,13.8,,
U00250,2024,12.2,15.7,,
U02762,2024,7.8,14.6,,
U02765,2024,7.9,12.2,,
U02799,2024,8.3,14.4,,
U00269,2024,13.7,10.6,,
U00271,2024,9.5,17.1,,
U02771,2024,5.7,35.0,,
U00276,2024,10.3,10.7,,
U00279,2024,7.3,30.2,,
U00281,2024,9.4,13.5,,
U00282,2024,14.9,23.1,,
U00285,2024,9.5,22.8,,
U02800,2024,12.8,13.9,,
U02776,2024,9.5,26.7,,
U02779,2024,8.6,19.3,,
U00297,2024,8.6,14.9,,
U00300,2024,9.3,29.2,,
U00308,2024,9.4,30.3,,
U02790,2024,9.9,17.2,,
U00327,2024,9.8,10.3,,
U00330,2024,9.4,30.4,,
U00331,2024,10.4,20.0,,
U02805,2024,11.0,9.0,,
U03712,2024,9.5,22.7,,
U00356,2024,10.5,11.7,,
U00358,2024,15.2,29.0,,
U02420,2024,13.4,19.3,,
U02416,2024,14.9,22.9,,
U02835,2024,9.4,11.8,,
U00364,2024,11.4,8.9,,
U01314,2024,5.2,21.6,,
U00377,2024,9.7,18.2,,
U00382,2024,9.1,5.8,,
U00391,2024,18.2,28.2,,
U00458,2024,7.9,30.4,,
U00398,2024,10.7,10.7,,
U00404,2024,8.8,13.0,,
U00416,2024,10.0,16.8,,
U03478,2024,10.8,28.8,,
U00430,2024,11.9,15.9,,
U00440,2024,12.7,15.5,,
U02850,2024,8.0,12.4,,
U00466,2024,15.7,26.3,,
U00467,2024,17.3,15.5,,
U00482,2024,10.7,30.4,,
U02862,2024,11.5,25.2,,
U00509,2024,11.4,27.0,,
U02871,2024,10.3,28.2,,
U00515,2024,12.8,31.3,,
U02719,2024,9.9,31.1,,
U00532,2024,16.9,12.7,,
U00535,2024,15.4,19.1,,
U00536,2024,10.3,22.0,,
U00545,2024,10.9,11.1,,
U00556,2024,7.8,23.3,,
U00557,2024,9.2,17.5,,
U00563,2024,11.0,16.5,,
U00587,2024,9.3,20.0,,
U00597,2024,8.7,37.6,,
U00599,2024,9.4,29.0,,
U00605,2024,16.6,20.5,,
U02579,2024,11.0,15.7,,
U02588,2024,10.9,21.6,,
U02585,2024,13.8,20.2,,
U02589,2024,9.8,7.4,,
U00627,2024,8.0,24.5,,
U02593,2024,12.8,25.1,,
U00630,2024,9.6,21.3,,
U02595,2024,12.1,27.5,,
U02612,2024,10.3,14.5,,
U00635,2024,11.7,22.3,,
U02598,2024,12.0,20.7,,
U00638,2024,11.7,21.3,,
U00625,2024,11.0,19.1,,
U02621,2024,9.0,5.7,,
U02603,2024,10.4,36.4,,
U00676,2024,13.1,27.8,,
U02913,2024,9.4,33.6,,
U03508,2024,8.1,13.5,,
U02455,2024,8.6,11.6,,
U02918,2024,12.4,16.4,,
U00693,2024,9.7,17.9,,
U03486,2024,9.4,28.9,,
U00707,2024,10.8,33.0,,
U00720,2024,9.3,22.2,,
U00722,2024,8.7,34.0,,
U00724,2024,9.6,23.2,,
U00727,2024,9.3,20.8,,
U00731,2024,12.4,23.0,,
U00750,2024,10.1,18.9,,
U02940,2024,8.8,13.7,,
U02942,2024,9.3,13.4,,
U00755,2024,10.5,12.5,,
U00779,2024,15.7,27.4,,
U00791,2024,11.2,25.8,,
U03510,2024,10.3,19.2,,
U00793,2024,12.3,20.7,,
U02951,2024,11.8,10.8,,
