university_id,year,source,total_students,students_per_staff,international_student_percentage,international_student_is_true_percentage,international_student_score_qs,faculty_student_score_qs
U00727,2025,QS_2025,,,,False,23.8,22.4
U00728,2024,THE_2024,1070,11.6,34.0,True,,
U00728,2023,WUR_2023,1067.0,9.4,26.0,True,,
U00728,2025,QS_2025,,,,False,98.3,23.1
U00729,2024,THE_2024,14338,21.3,0.0,True,,
U00729,2023,WUR_2023,14217.0,21.7,0.0,True,,
U00729,2025,QS_2025,,,,False,1.0,9.1
U00730,2024,THE_2024,12805,25.2,15.0,True,,
U00730,2023,WUR_2023,13375.0,26.2,14.0,True,,
U00730,2025,QS_2025,,,,False,17.7,61.8
U00731,2025,QS_2025,,,,False,1.5,25.2
U00732,2024,THE_2024,15545,18.3,50.0,True,,
U00732,2023,WUR_2023,15905.0,18.7,50.0,True,,
U00732,2025,QS_2025,,,,False,99.5,8.1
U00733,2024,THE_2024,10830,31.7,22.0,True,,
U00733,2023,WUR_2023,10745.0,33.4,21.0,True,,
U00733,2025,QS_2025,,,,False,72.0,22.0
U00734,2025,QS_2025,,,,False,15.8,4.8
U00735,2025,QS_2025,,,,False,11.0,11.6
U00736,2024,THE_2024,21836,27.0,5.0,True,,
U00736,2023,WUR_2023,21409.0,26.9,5.0,True,,
U00736,2025,QS_2025,,,,False,3.6,2.9
U00737,2024,THE_2024,17196,26.0,7.0,True,,
U00737,2023,WUR_2023,16677.0,24.9,7.0,True,,
U00737,2025,QS_2025,,,,False,7.9,3.6
U00738,2025,QS_2025,,,,False,19.0,15.2
U00739,2025,QS_2025,,,,False,38.3,5.7
U00740,2024,THE_2024,91494,18.2,5.0,True,,
U00740,2023,WUR_2023,93251.0,18.9,5.0,True,,
U00740,2025,QS_2025,,,,False,4.0,4.6
U00741,2024,THE_2024,9271,19.0,27.0,True,,
U00741,2025,QS_2025,,,,False,60.0,87.5
U00742,2024,THE_2024,29656,29.4,21.0,True,,
U00742,2023,WUR_2023,28760.0,29.7,22.0,True,,
U00742,2025,QS_2025,,,,False,43.7,3.8
U00743,2025,QS_2025,,,,False,2.7,4.3
U00744,2025,QS_2025,,,,False,3.1,79.7
U00745,2025,QS_2025,,,,False,8.5,80.0
U00746,2024,THE_2024,8331,13.5,8.0,True,,
U00746,2023,WUR_2023,8140.0,13.3,7.0,True,,
U00746,2025,QS_2025,,,,False,8.6,15.8
U00747,2024,THE_2024,65269,39.1,4.0,True,,
U00747,2023,WUR_2023,62248.0,36.1,5.0,True,,
U00747,2025,QS_2025,,,,False,4.3,2.9
U00748,2024,THE_2024,26890,15.9,25.0,True,,
U00748,2023,WUR_2023,24585.0,15.9,23.0,True,,
U00748,2025,QS_2025,,,,False,75.3,7.5
U00749,2024,THE_2024,17315,19.8,48.0,True,,
U00749,2023,WUR_2023,16945.0,20.8,50.0,True,,
U00749,2025,QS_2025,,,,False,100.0,5.7
U00750,2024,THE_2024,17491,8.3,28.0,True,,
U00750,2023,WUR_2023,17080.0,8.5,26.0,True,,
U00750,2025,QS_2025,,,,False,55.7,64.6
U00751,2024,THE_2024,14113,40.0,19.0,True,,
U00751,2023,WUR_2023,16106.0,45.2,25.0,True,,
U00751,2025,QS_2025,,,,False,41.5,2.4
U00752,2024,THE_2024,8210,11.2,15.0,True,,
U00752,2023,WUR_2023,7765.0,11.3,14.0,True,,
U00752,2025,QS_2025,,,,False,47.8,41.8
U00753,2024,THE_2024,8293,4.1,9.0,True,,
U00753,2023,WUR_2023,8122.0,4.0,10.0,True,,
U00753,2025,QS_2025,,,,False,10.9,100.0
U00754,2025,QS_2025,,,,False,1.4,13.9
U00755,2024,THE_2024,7986,13.3,8.0,True,,
U00755,2023,WUR_2023,8361.0,14.2,8.0,True,,
U00755,2025,QS_2025,,,,False,28.6,31.1
U00756,2025,QS_2025,,,,False,24.2,55.5
U00757,2024,THE_2024,17662,24.0,4.0,True,,
U00757,2023,WUR_2023,18091.0,24.3,3.0,True,,
U00757,2025,QS_2025,,,,False,3.7,9.4
U00758,2025,QS_2025,,,,False,1.5,7.1
U00759,2025,QS_2025,,,,False,6.3,10.1
U00760,2024,THE_2024,17879,14.2,0.0,True,,
U00760,2025,QS_2025,,,,False,1.1,5.5
U00761,2024,THE_2024,12720,13.4,2.0,True,,
U00761,2023,WUR_2023,13163.0,13.9,3.0,True,,
U00761,2025,QS_2025,,,,False,1.8,18.0
U00762,2024,THE_2024,10056,12.3,14.0,True,,
U00762,2023,WUR_2023,9687.0,10.7,13.0,True,,
U00762,2025,QS_2025,,,,False,19.2,31.7
U00763,2024,THE_2024,13509,21.1,3.0,True,,
U00763,2023,WUR_2023,15290.0,24.2,3.0,True,,
U00763,2025,QS_2025,,,,False,6.0,14.2
U00764,2024,THE_2024,33268,25.0,6.0,True,,
U00764,2023,WUR_2023,35901.0,23.9,4.0,True,,
U00764,2025,QS_2025,,,,False,8.3,33.3
U00765,2024,THE_2024,6237,13.2,0.0,True,,
U00765,2023,WUR_2023,6268.0,13.0,0.0,True,,
U00765,2025,QS_2025,,,,False,1.0,13.6
U00766,2024,THE_2024,29628,14.5,2.0,True,,
U00766,2023,WUR_2023,27805.0,13.1,2.0,True,,
U00766,2025,QS_2025,,,,False,3.9,14.5
U00767,2024,THE_2024,33883,15.4,3.0,True,,
U00767,2023,WUR_2023,32300.0,15.6,3.0,True,,
U00767,2025,QS_2025,,,,False,3.0,12.4
U00768,2025,QS_2025,,,,False,12.4,19.4
U00769,2025,QS_2025,,,,False,8.1,100.0
U00770,2024,THE_2024,31172,29.4,5.0,True,,
U00770,2023,WUR_2023,29393.0,25.6,6.0,True,,
U00770,2025,QS_2025,,,,False,4.8,2.7
U00771,2023,WUR_2023,46881.0,14.8,0.0,True,,
U00771,2025,QS_2025,,,,False,,58.8
U00772,2024,THE_2024,14260,19.1,21.0,True,,
U00772,2023,WUR_2023,13825.0,18.6,21.0,True,,
U00772,2025,QS_2025,,,,False,47.1,6.1
U00773,2024,THE_2024,13832,8.9,6.0,True,,
U00773,2023,WUR_2023,13640.0,8.5,5.0,True,,
U00773,2025,QS_2025,,,,False,4.3,66.1
U00774,2025,QS_2025,,,,False,2.7,53.6
U00775,2025,QS_2025,,,,False,16.4,100.0
U00776,2025,QS_2025,,,,False,37.8,62.3
U00777,2025,QS_2025,,,,False,2.7,24.2
U00778,2025,QS_2025,,,,False,7.8,26.0
U00779,2024,THE_2024,11668,17.2,11.0,True,,
U00779,2023,WUR_2023,11456.0,16.8,8.0,True,,
U00779,2025,QS_2025,,,,False,25.8,14.1
U00780,2025,QS_2025,,,,False,64.3,41.4
U00781,2024,THE_2024,20968,26.0,4.0,True,,
U00781,2023,WUR_2023,18621.0,23.8,4.0,True,,
U00781,2025,QS_2025,,,,False,4.2,4.1
U00782,2024,THE_2024,43018,21.1,4.0,True,,
U00782,2023,WUR_2023,39811.0,21.0,4.0,True,,
U00782,2025,QS_2025,,,,False,3.8,5.3
U00783,2024,THE_2024,70633,18.7,1.0,True,,
U00783,2023,WUR_2023,68589.0,18.4,1.0,True,,
U00783,2025,QS_2025,,,,False,1.3,6.5
U00784,2025,QS_2025,,,,False,2.5,5.2
U00785,2024,THE_2024,37222,10.2,7.0,True,,
U00785,2025,QS_2025,,,,False,7.9,33.9
U00786,2024,THE_2024,37331,21.1,6.0,True,,
U00786,2023,WUR_2023,35957.0,19.4,7.0,True,,
U00786,2025,QS_2025,,,,False,9.6,6.2
U00787,2024,THE_2024,8644,9.3,34.0,True,,
U00787,2023,WUR_2023,9692.0,9.7,35.0,True,,
U00787,2025,QS_2025,,,,False,92.3,41.1
U00788,2025,QS_2025,,,,False,24.1,86.6
U00789,2024,THE_2024,42576,17.7,2.0,True,,
U00789,2023,WUR_2023,38751.0,16.1,2.0,True,,
U00789,2025,QS_2025,,,,False,2.2,19.2
U00790,2024,THE_2024,12125,30.2,7.0,True,,
U00790,2023,WUR_2023,11877.0,32.7,7.0,True,,
U00790,2025,QS_2025,,,,False,5.1,5.9
U00791,2024,THE_2024,8132,28.1,18.0,True,,
U00791,2023,WUR_2023,7450.0,26.9,17.0,True,,
U00791,2025,QS_2025,,,,False,33.7,3.4
U00792,2025,QS_2025,,,,False,12.8,75.0
U00793,2024,THE_2024,3274,10.8,32.0,True,,
U00793,2025,QS_2025,,,,False,89.0,21.6
U00794,2024,THE_2024,23278,30.6,3.0,True,,
U00794,2023,WUR_2023,22080.0,29.1,3.0,True,,
U00794,2025,QS_2025,,,,False,3.2,73.9
U00795,2024,THE_2024,9610,15.8,15.0,True,,
U00795,2023,WUR_2023,9170.0,15.3,16.0,True,,
U00795,2025,QS_2025,,,,False,30.7,14.4
U00796,2024,THE_2024,9981,14.5,24.0,True,,
U00796,2023,WUR_2023,9757.0,14.6,24.0,True,,
U00796,2025,QS_2025,,,,False,52.9,10.2
U00797,2024,THE_2024,15885,8.1,26.0,True,,
U00797,2025,QS_2025,,,,False,63.0,57.4
U00798,2025,QS_2025,,,,False,1.2,4.1
U00799,2024,THE_2024,27540,11.3,3.0,True,,
U00799,2023,WUR_2023,27216.0,11.2,4.0,True,,
U00799,2025,QS_2025,,,,False,3.3,15.3
U00800,2023,WUR_2023,18046.0,16.9,5.0,True,,
U00800,2025,QS_2025,,,,False,4.0,43.5
U00801,2025,QS_2025,,,,False,2.9,7.3
U00802,2024,THE_2024,22523,13.0,5.0,True,,
U00802,2023,WUR_2023,22941.0,11.9,5.0,True,,
U00802,2025,QS_2025,,,,False,5.4,62.1
U00803,2024,THE_2024,4102,12.1,60.0,True,,
U00803,2025,QS_2025,,,,False,100.0,9.4
U00804,2024,THE_2024,205777,28.7,4.0,True,,
U00804,2023,WUR_2023,202206.0,28.2,4.0,True,,
U00804,2025,QS_2025,,,,False,4.8,4.5
U00805,2025,QS_2025,,,,False,4.6,7.8
U00806,2024,THE_2024,11431,29.5,4.0,True,,
U00806,2023,WUR_2023,11421.0,30.3,7.0,True,,
U00806,2025,QS_2025,,,,False,3.2,3.6
U00807,2025,QS_2025,,,,False,1.8,38.2
U00808,2025,QS_2025,,,,False,34.1,51.0
U00809,2024,THE_2024,16339,16.2,2.0,True,,
U00809,2023,WUR_2023,15651.0,18.1,2.0,True,,
U00809,2025,QS_2025,,,,False,2.5,8.0
U00810,2024,THE_2024,12415,22.4,34.0,True,,
U00810,2023,WUR_2023,11535.0,20.4,35.0,True,,
U00810,2025,QS_2025,,,,False,86.0,4.0
U00811,2024,THE_2024,13903,17.9,5.0,True,,
U00811,2023,WUR_2023,14816.0,19.9,5.0,True,,
U00811,2025,QS_2025,,,,False,4.0,29.6
U00812,2025,QS_2025,,,,False,1.6,6.0
U00813,2024,THE_2024,6857,17.1,19.0,True,,
U00813,2025,QS_2025,,,,False,40.2,79.4
U00814,2024,THE_2024,141583,13.0,0.0,True,,
U00814,2023,WUR_2023,133839.0,12.6,0.0,True,,
U00814,2025,QS_2025,,,,False,1.1,9.1
U00815,2024,THE_2024,19006,9.6,3.0,True,,
U00815,2023,WUR_2023,19826.0,9.8,3.0,True,,
U00815,2025,QS_2025,,,,False,2.6,37.1
U00816,2025,QS_2025,,,,False,16.3,44.6
U00817,2024,THE_2024,34147,14.7,13.0,True,,
U00817,2025,QS_2025,,,,False,19.4,6.8
U00818,2024,THE_2024,23200,18.1,16.0,True,,
U00818,2023,WUR_2023,21725.0,17.4,16.0,True,,
U00818,2025,QS_2025,,,,False,22.4,8.0
U00819,2024,THE_2024,14510,17.5,37.0,True,,
U00819,2023,WUR_2023,13050.0,16.8,35.0,True,,
U00819,2025,QS_2025,,,,False,96.8,9.1
U00820,2024,THE_2024,11885,28.5,12.0,True,,
U00820,2023,WUR_2023,11454.0,28.5,15.0,True,,
U00820,2025,QS_2025,,,,False,16.7,9.2
U00821,2024,THE_2024,21170,8.0,3.0,True,,
U00821,2023,WUR_2023,21170.0,8.0,3.0,True,,
U00821,2025,QS_2025,,,,False,2.0,37.4
U00822,2025,QS_2025,,,,False,1.9,9.4
U00823,2025,QS_2025,,,,False,20.7,5.2
U00824,2025,QS_2025,,,,False,1.6,4.7
U00825,2025,QS_2025,,,,False,32.7,17.5
U00826,2024,THE_2024,19214,14.1,21.0,True,,
U00826,2023,WUR_2023,20620.0,14.9,23.0,True,,
U00826,2025,QS_2025,,,,False,39.3,11.6
U00827,2024,THE_2024,7389,17.9,7.0,True,,
U00827,2025,QS_2025,,,,False,22.5,98.6
U00828,2024,THE_2024,39142,42.8,9.0,True,,
U00828,2025,QS_2025,,,,False,8.1,1.8
U00829,2024,THE_2024,19477,56.0,15.0,True,,
U00829,2023,WUR_2023,25046.0,74.8,10.0,True,,
U00829,2025,QS_2025,,,,False,17.1,28.1
U00830,2025,QS_2025,,,,False,3.0,50.0
U00831,2025,QS_2025,,,,False,2.2,32.3
U00832,2024,THE_2024,7874,10.2,2.0,True,,
U00832,2023,WUR_2023,10338.0,13.6,5.0,True,,
U00832,2025,QS_2025,,,,False,1.9,40.1
U00833,2025,QS_2025,,,,False,5.4,3.5
U00834,2025,QS_2025,,,,False,1.4,11.5
U00835,2025,QS_2025,,,,False,39.4,13.2
U00836,2025,QS_2025,,,,False,13.2,84.4
U00837,2025,QS_2025,,,,False,27.4,7.0
U00838,2024,THE_2024,19080,17.2,9.0,True,,
U00838,2023,WUR_2023,18183.0,15.8,3.0,True,,
U00838,2025,QS_2025,,,,False,4.9,12.4
U00839,2024,THE_2024,2829,7.9,6.0,True,,
U00839,2023,WUR_2023,2910.0,7.2,6.0,True,,
U00839,2025,QS_2025,,,,False,3.0,98.8
U00840,2024,THE_2024,22767,14.5,10.0,True,,
U00840,2023,WUR_2023,22094.0,14.4,10.0,True,,
U00840,2025,QS_2025,,,,False,12.8,25.3
U00841,2024,THE_2024,77128,13.3,0.0,True,,
U00841,2023,WUR_2023,73873.0,9.4,0.0,True,,
U00841,2025,QS_2025,,,,False,1.1,24.6
U00842,2025,QS_2025,,,,False,2.0,4.6
U00843,2024,THE_2024,14525,18.0,22.0,True,,
U00843,2023,WUR_2023,15015.0,16.8,22.0,True,,
U00843,2025,QS_2025,,,,False,51.1,8.5
U00844,2024,THE_2024,32362,33.3,2.0,True,,
U00844,2023,WUR_2023,31267.0,32.7,2.0,True,,
U00844,2025,QS_2025,,,,False,2.0,7.1
U00845,2025,QS_2025,,,,False,2.0,14.5
U00846,2024,THE_2024,21185,13.0,6.0,True,,
U00846,2025,QS_2025,,,,False,3.6,9.4
U00847,2025,QS_2025,,,,False,1.2,39.5
U00848,2024,THE_2024,26142,26.5,2.0,True,,
U00848,2023,WUR_2023,26289.0,27.4,3.0,True,,
U00848,2025,QS_2025,,,,False,1.6,5.6
U00849,2024,THE_2024,11428,10.5,13.0,True,,
U00849,2023,WUR_2023,11089.0,11.4,11.0,True,,
U00849,2025,QS_2025,,,,False,,84.6
U00850,2024,THE_2024,12223,10.8,4.0,True,,
U00850,2025,QS_2025,,,,False,2.4,60.0
U00851,2023,WUR_2023,55426.0,14.9,2.0,True,,
U00851,2025,QS_2025,,,,False,2.5,11.5
U00852,2025,QS_2025,,,,False,5.3,41.5
U00853,2025,QS_2025,,,,False,66.8,12.7
U00854,2025,QS_2025,,,,False,59.7,28.6
U00855,2024,THE_2024,21133,24.6,13.0,True,,
U00855,2023,WUR_2023,22735.0,20.2,20.0,True,,
U00855,2025,QS_2025,,,,False,47.9,8.2
U00856,2024,THE_2024,22051,17.7,7.0,True,,
U00856,2025,QS_2025,,,,False,7.3,45.4
U00857,2024,THE_2024,20334,19.8,4.0,True,,
U00857,2023,WUR_2023,21244.0,20.7,4.0,True,,
U00857,2025,QS_2025,,,,False,9.2,46.3
U00858,2024,THE_2024,3871,15.5,8.0,True,,
U00858,2023,WUR_2023,4024.0,14.9,9.0,True,,
U00858,2025,QS_2025,,,,False,15.0,13.5
U00859,2024,THE_2024,16082,19.5,26.0,True,,
U00859,2023,WUR_2023,14999.0,19.6,23.0,True,,
U00859,2025,QS_2025,,,,False,45.9,49.5
U00860,2024,THE_2024,23099,14.7,6.0,True,,
U00860,2023,WUR_2023,22434.0,14.4,6.0,True,,
U00860,2025,QS_2025,,,,False,3.1,25.5
U00861,2024,THE_2024,30821,15.7,7.0,True,,
U00861,2023,WUR_2023,34734.0,17.3,5.0,True,,
U00861,2025,QS_2025,,,,False,10.4,4.3
U00862,2025,QS_2025,,,,False,27.7,11.2
U00863,2024,THE_2024,10235,11.2,4.0,True,,
U00863,2023,WUR_2023,10481.0,11.2,2.0,True,,
U00863,2025,QS_2025,,,,False,5.2,33.6
U00864,2024,THE_2024,19332,13.8,6.0,True,,
U00864,2023,WUR_2023,19927.0,13.1,7.0,True,,
U00864,2025,QS_2025,,,,False,4.6,10.3
U00865,2025,QS_2025,,,,False,18.8,84.6
U00866,2025,QS_2025,,,,False,,99.8
U00867,2024,THE_2024,9019,16.3,17.0,True,,
U00867,2023,WUR_2023,8886.0,16.5,20.0,True,,
U00867,2025,QS_2025,,,,False,32.1,55.1
U00868,2024,THE_2024,8782,6.7,5.0,True,,
U00868,2023,WUR_2023,8869.0,6.7,6.0,True,,
U00868,2025,QS_2025,,,,False,4.7,81.0
U00869,2025,QS_2025,,,,False,1.4,28.5
U00870,2024,THE_2024,39684,25.5,3.0,True,,
U00870,2023,WUR_2023,40095.0,24.3,3.0,True,,
U00870,2025,QS_2025,,,,False,2.0,4.9
U00871,2024,THE_2024,13027,10.0,7.0,True,,
U00871,2023,WUR_2023,13012.0,10.4,10.0,True,,
U00871,2025,QS_2025,,,,False,6.3,61.3
U00872,2024,THE_2024,21239,14.1,5.0,True,,
U00872,2023,WUR_2023,21250.0,14.0,6.0,True,,
U00872,2025,QS_2025,,,,False,6.1,9.2
U00873,2025,QS_2025,,,,False,65.3,59.7
U00874,2024,THE_2024,6184,8.5,6.0,True,,
U00874,2025,QS_2025,,,,False,7.9,94.3
U00875,2023,WUR_2023,19695.0,23.4,1.0,True,,
U00875,2025,QS_2025,,,,False,1.6,4.1
U00876,2025,QS_2025,,,,False,21.6,88.8
U00877,2024,THE_2024,20801,18.7,18.0,True,,
U00877,2023,WUR_2023,20686.0,18.7,21.0,True,,
U00877,2025,QS_2025,,,,False,38.8,12.3
U00878,2024,THE_2024,10647,15.1,1.0,True,,
U00878,2025,QS_2025,,,,False,1.8,8.8
U00879,2024,THE_2024,5834,15.6,7.0,True,,
U00879,2023,WUR_2023,5686.0,15.2,6.0,True,,
U00879,2025,QS_2025,,,,False,7.1,12.9
U00880,2025,QS_2025,,,,False,3.6,34.4
U00881,2025,QS_2025,,,,False,1.9,79.0
U00882,2025,QS_2025,,,,False,3.6,2.6
U00883,2025,QS_2025,,,,False,15.1,7.8
U00884,2025,QS_2025,,,,False,7.6,18.8
U00885,2024,THE_2024,51748,18.4,11.0,True,,
U00885,2023,WUR_2023,50418.0,17.9,12.0,True,,
U00885,2025,QS_2025,,,,False,11.0,1.8
U00886,2023,WUR_2023,16090.0,17.2,8.0,True,,
U00886,2025,QS_2025,,,,False,7.2,5.4
U00887,2025,QS_2025,,,,False,14.1,44.3
U00888,2024,THE_2024,1147,21.0,24.0,True,,
U00888,2023,WUR_2023,1147.0,27.3,24.0,True,,
U00888,2025,QS_2025,,,,False,72.0,10.6
U00889,2024,THE_2024,18961,12.0,2.0,True,,
U00889,2023,WUR_2023,19970.0,23.9,2.0,True,,
U00889,2025,QS_2025,,,,False,2.4,34.9
U00890,2024,THE_2024,59744,35.9,1.0,True,,
U00890,2023,WUR_2023,54256.0,32.4,1.0,True,,
U00890,2025,QS_2025,,,,False,1.7,1.9
U00891,2024,THE_2024,20480,16.3,40.0,True,,
U00891,2023,WUR_2023,18780.0,15.5,38.0,True,,
U00891,2025,QS_2025,,,,False,100.0,5.9
U00892,2024,THE_2024,15020,16.1,13.0,True,,
U00892,2023,WUR_2023,14480.0,15.7,13.0,True,,
U00892,2025,QS_2025,,,,False,47.2,7.9
U00893,2025,QS_2025,,,,False,2.9,83.0
U00894,2024,THE_2024,33972,22.0,1.0,True,,
U00894,2023,WUR_2023,32351.0,22.4,1.0,True,,
U00894,2025,QS_2025,,,,False,1.9,4.4
U00895,2024,THE_2024,31813,13.3,7.0,True,,
U00895,2023,WUR_2023,26511.0,13.3,7.0,True,,
U00895,2025,QS_2025,,,,False,5.8,12.5
U00896,2024,THE_2024,198816,114.2,3.0,True,,
U00896,2023,WUR_2023,236282.0,232.2,3.0,True,,
U00896,2025,QS_2025,,,,False,7.3,1.1
U00897,2024,THE_2024,17787,15.1,7.0,True,,
U00897,2023,WUR_2023,19501.0,16.4,7.0,True,,
U00897,2025,QS_2025,,,,False,8.4,32.1
U00898,2024,THE_2024,52005,15.9,1.0,True,,
U00898,2023,WUR_2023,48070.0,15.3,1.0,True,,
U00898,2025,QS_2025,,,,False,1.2,7.6
U00899,2024,THE_2024,8369,12.3,11.0,True,,
U00899,2023,WUR_2023,8322.0,13.0,11.0,True,,
U00899,2025,QS_2025,,,,False,32.9,37.7
U00900,2024,THE_2024,25944,10.6,3.0,True,,
U00900,2023,WUR_2023,26472.0,10.7,4.0,True,,
U00900,2025,QS_2025,,,,False,3.2,38.8
U00901,2025,QS_2025,,,,False,18.5,4.2
U00902,2024,THE_2024,23843,38.4,14.0,True,,
U00902,2023,WUR_2023,23728.0,39.1,15.0,True,,
U00902,2025,QS_2025,,,,False,41.7,5.1
U00903,2023,WUR_2023,29086.0,14.7,5.0,True,,
U00903,2025,QS_2025,,,,False,9.6,15.2
U00904,2025,QS_2025,,,,False,1.7,10.2
U00905,2025,QS_2025,,,,False,4.5,5.4
U00906,2024,THE_2024,8471,9.9,11.0,True,,
U00906,2023,WUR_2023,9066.0,10.7,10.0,True,,
U00906,2025,QS_2025,,,,False,21.7,34.9
U00907,2025,QS_2025,,,,False,3.3,6.0
U00908,2024,THE_2024,19873,15.0,2.0,True,,
U00908,2025,QS_2025,,,,False,,1.0
U00909,2024,THE_2024,4255,12.8,11.0,True,,
U00909,2025,QS_2025,,,,False,16.3,21.4
U00910,2025,QS_2025,,,,False,4.2,17.4
U00911,2024,THE_2024,10271,9.9,6.0,True,,
U00911,2023,WUR_2023,9886.0,9.4,7.0,True,,
U00911,2025,QS_2025,,,,False,5.8,55.1
U00912,2024,THE_2024,13360,9.1,7.0,True,,
U00912,2025,QS_2025,,,,False,5.2,41.3
U00913,2024,THE_2024,5768,15.0,11.0,True,,
U00913,2023,WUR_2023,5448.0,14.5,17.0,True,,
U00913,2025,QS_2025,,,,False,19.7,10.7
U00914,2024,THE_2024,31112,19.4,4.0,True,,
U00914,2023,WUR_2023,29191.0,18.2,5.0,True,,
U00914,2025,QS_2025,,,,False,3.8,7.8
U00915,2024,THE_2024,29510,19.2,3.0,True,,
U00915,2023,WUR_2023,31233.0,21.0,3.0,True,,
U00915,2025,QS_2025,,,,False,7.5,3.4
U00916,2025,QS_2025,,,,False,7.7,42.9
U00917,2025,QS_2025,,,,False,11.1,27.1
U00918,2024,THE_2024,9664,9.3,11.0,True,,
U00918,2025,QS_2025,,,,False,16.6,96.7
U00919,2025,QS_2025,,,,False,5.3,53.2
U00920,2024,THE_2024,18681,21.3,0.0,True,,
U00920,2023,WUR_2023,24760.0,30.9,0.0,True,,
U00920,2025,QS_2025,,,,False,1.1,6.1
U00921,2024,THE_2024,15734,11.5,4.0,True,,
U00921,2023,WUR_2023,15827.0,11.5,5.0,True,,
U00921,2025,QS_2025,,,,False,3.1,51.3
U00922,2025,QS_2025,,,,False,50.0,11.9
U00923,2024,THE_2024,5672,25.8,47.0,True,,
U00923,2025,QS_2025,,,,False,99.4,2.6
U00924,2024,THE_2024,10095,21.0,26.0,True,,
U00924,2023,WUR_2023,8955.0,19.1,25.0,True,,
U00924,2025,QS_2025,,,,False,74.1,5.6
U00925,2024,THE_2024,15354,11.0,11.0,True,,
U00925,2025,QS_2025,,,,False,13.4,44.1
U00926,2025,QS_2025,,,,False,2.8,64.4
U00927,2025,QS_2025,,,,False,1.2,99.7
U00928,2025,QS_2025,,,,False,1.4,4.9
U00929,2025,QS_2025,,,,False,1.5,36.4
U00930,2025,QS_2025,,,,False,1.5,6.2
U00931,2023,WUR_2023,47716.0,26.1,0.0,True,,
U00931,2025,QS_2025,,,,False,,7.9
U00932,2024,THE_2024,10565,10.6,2.0,True,,
U00932,2023,WUR_2023,11497.0,11.5,2.0,True,,
U00932,2025,QS_2025,,,,False,2.3,74.7
U00933,2025,QS_2025,,,,False,30.2,11.9
U00934,2025,QS_2025,,,,False,4.8,9.4
U00935,2025,QS_2025,,,,False,10.4,5.6
U00936,2025,QS_2025,,,,False,4.2,2.2
U00937,2025,QS_2025,,,,False,,56.0
U00938,2024,THE_2024,12784,16.1,5.0,True,,
U00938,2023,WUR_2023,19788.0,23.2,3.0,True,,
U00938,2025,QS_2025,,,,False,6.2,5.5
U00939,2024,THE_2024,14480,26.1,52.0,True,,
U00939,2023,WUR_2023,12180.0,21.9,44.0,True,,
U00939,2025,QS_2025,,,,False,100.0,3.1
U00940,2024,THE_2024,19400,11.2,3.0,True,,
U00940,2023,WUR_2023,19366.0,11.2,10.0,True,,
U00940,2025,QS_2025,,,,False,3.0,39.4
U00941,2025,QS_2025,,,,False,11.3,39.5
U00942,2024,THE_2024,12919,14.4,11.0,True,,
U00942,2023,WUR_2023,12403.0,14.3,10.0,True,,
U00942,2025,QS_2025,,,,False,13.0,29.2
U00943,2024,THE_2024,28862,17.7,5.0,True,,
U00943,2023,WUR_2023,26351.0,16.0,8.0,True,,
U00943,2025,QS_2025,,,,False,3.9,24.5
U00944,2024,THE_2024,52678,34.5,2.0,True,,
U00944,2023,WUR_2023,52678.0,34.5,2.0,True,,
U00944,2025,QS_2025,,,,False,,20.1
U00945,2024,THE_2024,20494,42.7,0.0,True,,
U00945,2023,WUR_2023,6107.0,9.0,1.0,True,,
U00945,2025,QS_2025,,,,False,1.9,34.3
U00946,2024,THE_2024,20010,20.3,23.0,True,,
U00946,2023,WUR_2023,18220.0,18.7,20.0,True,,
U00946,2025,QS_2025,,,,False,69.8,6.4
U00947,2025,QS_2025,,,,False,26.1,62.1
U00948,2025,QS_2025,,,,False,1.1,5.7
U00949,2024,THE_2024,5834,13.0,14.0,True,,
U00949,2023,WUR_2023,5949.0,12.7,19.0,True,,
U00949,2025,QS_2025,,,,False,23.5,17.4
U00950,2024,THE_2024,22772,19.8,4.0,True,,
U00950,2023,WUR_2023,23657.0,20.3,6.0,True,,
U00950,2025,QS_2025,,,,False,5.0,33.7
U00951,2024,THE_2024,13838,8.0,2.0,True,,
U00951,2025,QS_2025,,,,False,1.7,51.4
U00952,2024,THE_2024,5144,6.0,3.0,True,,
U00952,2023,WUR_2023,5073.0,6.0,2.0,True,,
U00952,2025,QS_2025,,,,False,2.4,96.2
U00953,2024,THE_2024,7022,6.3,6.0,True,,
U00953,2025,QS_2025,,,,False,4.8,88.1
U00954,2024,THE_2024,10477,53.7,5.0,True,,
U00954,2023,WUR_2023,9682.0,51.0,6.0,True,,
U00954,2025,QS_2025,,,,False,3.1,1.7
U00955,2024,THE_2024,27670,18.2,8.0,True,,
U00955,2023,WUR_2023,27512.0,18.2,10.0,True,,
U00955,2025,QS_2025,,,,False,6.0,7.6
U00956,2024,THE_2024,23684,13.2,2.0,True,,
U00956,2023,WUR_2023,23323.0,13.3,2.0,True,,
U00956,2025,QS_2025,,,,False,2.2,41.7
U00957,2025,QS_2025,,,,False,4.3,19.9
U00958,2024,THE_2024,3217,12.2,27.0,True,,
U00958,2023,WUR_2023,3273.0,11.6,25.0,True,,
U00958,2025,QS_2025,,,,False,84.7,18.9
U00959,2023,WUR_2023,23491.0,15.5,6.0,True,,
U00959,2025,QS_2025,,,,False,5.2,12.6
U00960,2025,QS_2025,,,,False,2.5,64.2
