university_id,year,source,research_score,citation_score,research_impact
U00673,2024,THE_2024,34.7,76.3,55.5
U00673,2023,WUR_2023,31.2,75.0,53.1
U00674,2025,QS_2025,,25.9,
U00674,2024,THE_2024,21.9,79.5,50.7
U00674,2023,WUR_2023,22.7,79.6,51.15
U00675,2025,QS_2025,,1.1,
U00675,2024,THE_2024,,,
U00675,2023,WUR_2023,,,
U00676,2025,QS_2025,,48.1,
U00676,2024,THE_2024,34.1,54.1,44.1
U00676,2023,WUR_2023,34.0,42.0,38.0
U00677,2025,QS_2025,,10.7,
U00678,2025,QS_2025,,1.1,
U00679,2025,QS_2025,,7.4,
U00680,2025,QS_2025,,7.0,
U00681,2025,QS_2025,,32.1,
U00681,2024,THE_2024,30.1,68.4,49.25
U00681,2023,WUR_2023,29.1,66.4,47.75
U00682,2025,QS_2025,,68.5,
U00683,2025,QS_2025,,12.0,
U00683,2024,THE_2024,25.2,75.4,50.300000000000004
U00683,2023,WUR_2023,25.9,63.4,44.65
U00684,2025,QS_2025,,71.1,
U00685,2025,QS_2025,,10.6,
U00685,2024,THE_2024,27.3,45.0,36.15
U00686,2025,QS_2025,,31.7,
U00686,2024,THE_2024,20.5,87.0,53.75
U00687,2025,QS_2025,,2.5,
U00687,2024,THE_2024,16.3,66.1,41.199999999999996
U00687,2023,WUR_2023,13.6,46.3,29.95
U00688,2025,QS_2025,,16.9,
U00688,2024,THE_2024,24.3,85.2,54.75
U00688,2023,WUR_2023,23.1,83.5,53.3
U00689,2025,QS_2025,,61.0,
U00689,2023,WUR_2023,17.4,55.3,36.349999999999994
U00690,2025,QS_2025,,27.5,
U00691,2025,QS_2025,,1.4,
U00692,2025,QS_2025,,8.5,
U00692,2024,THE_2024,14.7,64.0,39.35
U00692,2023,WUR_2023,13.3,61.8,37.55
U00693,2025,QS_2025,,41.0,
U00694,2025,QS_2025,,60.7,
U00694,2024,THE_2024,24.6,55.0,39.8
U00694,2023,WUR_2023,24.4,37.1,30.75
U00695,2025,QS_2025,,1.1,
U00696,2025,QS_2025,,1.5,
U00697,2025,QS_2025,,1.2,
U00697,2024,THE_2024,9.1,12.0,10.55
U00697,2023,WUR_2023,9.1,8.7,8.899999999999999
U00698,2025,QS_2025,,6.0,
U00698,2024,THE_2024,22.5,48.2,35.35
U00698,2023,WUR_2023,21.4,55.4,38.4
U00699,2025,QS_2025,,10.1,
U00699,2024,THE_2024,22.5,54.1,38.3
U00699,2023,WUR_2023,21.9,50.8,36.349999999999994
U00700,2025,QS_2025,,56.3,
U00700,2024,THE_2024,19.2,89.3,54.25
U00700,2023,WUR_2023,18.8,95.2,57.0
U00701,2025,QS_2025,,11.7,
U00701,2024,THE_2024,17.5,81.2,49.35
U00701,2023,WUR_2023,16.8,78.2,47.5
U00702,2025,QS_2025,,40.4,
U00702,2024,THE_2024,25.6,75.9,50.75
U00702,2023,WUR_2023,25.3,79.9,52.6
U00703,2025,QS_2025,,67.1,
U00704,2025,QS_2025,,9.7,
U00705,2025,QS_2025,,3.7,
U00705,2024,THE_2024,13.2,76.4,44.800000000000004
U00705,2023,WUR_2023,11.9,69.5,40.7
U00706,2025,QS_2025,,71.0,
U00706,2024,THE_2024,17.1,60.2,38.650000000000006
U00706,2023,WUR_2023,15.9,49.8,32.85
U00707,2025,QS_2025,,41.7,
U00707,2024,THE_2024,25.3,74.6,49.949999999999996
U00707,2023,WUR_2023,20.5,69.6,45.05
U00708,2025,QS_2025,,2.2,
U00708,2024,THE_2024,13.1,20.2,16.65
U00708,2023,WUR_2023,12.9,10.8,11.850000000000001
U00709,2025,QS_2025,,30.4,
U00710,2025,QS_2025,,31.1,
U00711,2025,QS_2025,,3.8,
U00712,2025,QS_2025,,4.3,
U00712,2024,THE_2024,17.1,57.2,37.150000000000006
U00712,2023,WUR_2023,16.8,55.7,36.25
U00713,2025,QS_2025,,18.2,
U00713,2024,THE_2024,16.6,88.2,52.400000000000006
U00713,2023,WUR_2023,14.7,78.2,46.45
U00714,2025,QS_2025,,10.8,
U00714,2024,THE_2024,15.4,50.8,33.1
U00714,2023,WUR_2023,13.6,42.1,27.85
U00715,2025,QS_2025,,8.0,
U00715,2024,THE_2024,15.1,71.0,43.05
U00715,2023,WUR_2023,14.8,59.3,37.05
U00716,2025,QS_2025,,11.0,
U00717,2025,QS_2025,,67.6,
U00717,2023,WUR_2023,24.1,59.5,41.8
U00718,2025,QS_2025,,2.3,
U00718,2024,THE_2024,12.9,44.7,28.8
U00719,2025,QS_2025,,2.4,
U00720,2025,QS_2025,,13.8,
U00721,2025,QS_2025,,51.7,
U00721,2024,THE_2024,16.0,90.6,53.3
U00722,2025,QS_2025,,12.4,
U00723,2025,QS_2025,,30.9,
U00723,2023,WUR_2023,19.9,16.1,18.0
U00724,2025,QS_2025,,11.6,
U00724,2024,THE_2024,28.3,84.6,56.449999999999996
U00724,2023,WUR_2023,23.1,90.3,56.7
U00725,2025,QS_2025,,8.5,
U00725,2024,THE_2024,18.3,35.8,27.049999999999997
U00725,2023,WUR_2023,17.5,18.0,17.75
U00726,2025,QS_2025,,1.5,
U00726,2024,THE_2024,15.4,19.1,17.25
U00726,2023,WUR_2023,11.2,12.3,11.75
U00727,2025,QS_2025,,28.7,
U00727,2024,THE_2024,26.0,79.6,52.8
U00727,2023,WUR_2023,26.0,76.4,51.2
U00728,2025,QS_2025,,17.6,
U00728,2024,THE_2024,,,
U00728,2023,WUR_2023,,,
U00729,2025,QS_2025,,40.6,
U00729,2024,THE_2024,15.8,46.0,30.9
U00729,2023,WUR_2023,16.9,28.9,22.9
U00730,2025,QS_2025,,17.1,
U00730,2024,THE_2024,37.6,49.1,43.35
U00730,2023,WUR_2023,37.8,30.5,34.15
U00731,2025,QS_2025,,45.2,
U00732,2025,QS_2025,,10.6,
U00732,2024,THE_2024,18.5,80.0,49.25
U00732,2023,WUR_2023,19.6,75.3,47.45
U00733,2025,QS_2025,,3.0,
U00733,2024,THE_2024,23.9,32.0,27.95
U00733,2023,WUR_2023,22.0,14.8,18.4
U00734,2025,QS_2025,,14.7,
U00735,2025,QS_2025,,28.3,
U00736,2025,QS_2025,,49.7,
U00736,2024,THE_2024,24.6,79.6,52.099999999999994
U00736,2023,WUR_2023,23.2,72.1,47.65
U00737,2025,QS_2025,,43.3,
U00737,2024,THE_2024,25.1,74.2,49.650000000000006
U00737,2023,WUR_2023,25.5,63.8,44.65
U00738,2025,QS_2025,,37.9,
U00739,2025,QS_2025,,18.3,
U00740,2025,QS_2025,,5.3,
U00740,2024,THE_2024,27.0,49.4,38.2
U00740,2023,WUR_2023,33.0,44.5,38.75
U00741,2025,QS_2025,,1.4,
U00741,2024,THE_2024,16.5,15.2,15.85
U00742,2025,QS_2025,,15.6,
U00742,2024,THE_2024,31.2,67.0,49.1
U00742,2023,WUR_2023,30.5,50.4,40.45
U00743,2025,QS_2025,,1.0,
U00744,2025,QS_2025,,1.1,
U00745,2025,QS_2025,,6.1,
U00746,2025,QS_2025,,35.0,
U00746,2024,THE_2024,19.0,67.5,43.25
U00746,2023,WUR_2023,18.2,58.7,38.45
U00747,2025,QS_2025,,23.6,
U00747,2024,THE_2024,34.4,74.7,54.55
U00747,2023,WUR_2023,29.5,60.1,44.8
U00748,2025,QS_2025,,11.9,
U00748,2024,THE_2024,15.0,82.6,48.8
U00748,2023,WUR_2023,14.6,92.9,53.75
U00749,2025,QS_2025,,5.1,
U00749,2024,THE_2024,18.1,55.3,36.7
U00749,2023,WUR_2023,18.4,35.9,27.15
U00750,2025,QS_2025,,1.4,
U00750,2024,THE_2024,10.9,8.8,9.850000000000001
U00750,2023,WUR_2023,10.5,4.6,7.55
U00751,2025,QS_2025,,34.1,
U00751,2024,THE_2024,29.9,73.1,51.5
U00751,2023,WUR_2023,26.9,63.6,45.25
U00752,2025,QS_2025,,2.4,
U00752,2024,THE_2024,12.3,27.4,19.85
U00752,2023,WUR_2023,12.4,15.5,13.95
U00753,2025,QS_2025,,8.6,
U00753,2024,THE_2024,22.0,80.6,51.3
U00753,2023,WUR_2023,20.2,81.9,51.050000000000004
U00754,2025,QS_2025,,1.6,
U00755,2025,QS_2025,,7.9,
U00755,2024,THE_2024,15.3,39.0,27.15
U00755,2023,WUR_2023,15.9,21.3,18.6
U00756,2025,QS_2025,,5.5,
U00757,2025,QS_2025,,10.0,
U00757,2024,THE_2024,26.1,26.4,26.25
U00757,2023,WUR_2023,24.4,11.3,17.85
U00758,2025,QS_2025,,4.2,
U00759,2025,QS_2025,,48.4,
U00760,2025,QS_2025,,21.4,
U00760,2024,THE_2024,15.2,33.7,24.450000000000003
U00761,2025,QS_2025,,6.7,
U00761,2024,THE_2024,9.9,53.5,31.7
U00761,2023,WUR_2023,9.9,41.5,25.7
U00762,2025,QS_2025,,7.2,
U00762,2024,THE_2024,16.2,60.6,38.4
U00762,2023,WUR_2023,16.7,53.4,35.05
U00763,2025,QS_2025,,36.7,
U00763,2024,THE_2024,25.3,79.1,52.199999999999996
U00763,2023,WUR_2023,23.6,72.1,47.849999999999994
U00764,2025,QS_2025,,4.8,
U00764,2024,THE_2024,28.4,43.5,35.95
U00764,2023,WUR_2023,25.3,28.3,26.8
U00765,2025,QS_2025,,14.9,
U00765,2024,THE_2024,15.8,50.7,33.25
U00765,2023,WUR_2023,13.4,33.0,23.2
U00766,2025,QS_2025,,2.7,
U00766,2024,THE_2024,12.2,68.0,40.1
U00766,2023,WUR_2023,9.4,55.4,32.4
U00767,2025,QS_2025,,57.8,
U00767,2024,THE_2024,31.6,50.1,40.85
U00767,2023,WUR_2023,26.1,23.1,24.6
U00768,2025,QS_2025,,22.9,
U00769,2025,QS_2025,,3.6,
U00770,2025,QS_2025,,27.0,
U00770,2024,THE_2024,17.8,56.2,37.0
U00770,2023,WUR_2023,16.6,43.7,30.150000000000002
U00771,2025,QS_2025,,1.7,
U00771,2023,WUR_2023,12.4,79.5,45.95
U00772,2025,QS_2025,,16.4,
U00772,2024,THE_2024,21.1,86.7,53.900000000000006
U00772,2023,WUR_2023,20.7,88.4,54.550000000000004
U00773,2025,QS_2025,,8.8,
U00773,2024,THE_2024,20.9,42.0,31.45
U00773,2023,WUR_2023,18.3,32.8,25.549999999999997
U00774,2025,QS_2025,,31.8,
U00775,2025,QS_2025,,1.7,
U00776,2025,QS_2025,,2.1,
U00777,2025,QS_2025,,2.5,
U00778,2025,QS_2025,,5.1,
U00779,2025,QS_2025,,13.5,
U00779,2024,THE_2024,24.6,61.5,43.05
U00779,2023,WUR_2023,22.2,58.4,40.3
U00780,2025,QS_2025,,2.8,
U00781,2025,QS_2025,,41.6,
U00781,2024,THE_2024,26.2,84.1,55.15
U00781,2023,WUR_2023,26.0,80.0,53.0
U00782,2025,QS_2025,,4.4,
U00782,2024,THE_2024,16.8,46.0,31.4
U00782,2023,WUR_2023,16.0,37.6,26.8
U00783,2025,QS_2025,,2.5,
U00783,2024,THE_2024,12.6,23.5,18.05
U00783,2023,WUR_2023,11.4,13.4,12.4
U00784,2025,QS_2025,,1.3,
U00785,2025,QS_2025,,1.8,
U00785,2024,THE_2024,20.4,42.8,31.599999999999998
U00786,2025,QS_2025,,11.3,
U00786,2024,THE_2024,20.9,56.9,38.9
U00786,2023,WUR_2023,19.2,42.9,31.049999999999997
U00787,2025,QS_2025,,2.6,
U00787,2024,THE_2024,15.5,45.8,30.65
U00787,2023,WUR_2023,14.5,47.2,30.85
U00788,2025,QS_2025,,1.0,
U00789,2025,QS_2025,,8.5,
U00789,2024,THE_2024,21.6,41.6,31.6
U00789,2023,WUR_2023,19.2,35.9,27.549999999999997
U00790,2025,QS_2025,,5.3,
U00790,2024,THE_2024,27.1,40.3,33.7
U00790,2023,WUR_2023,27.6,45.3,36.45
U00791,2025,QS_2025,,37.3,
U00791,2024,THE_2024,32.5,63.9,48.2
U00791,2023,WUR_2023,27.0,60.1,43.55
U00792,2025,QS_2025,,2.7,
U00793,2025,QS_2025,,10.6,
U00793,2024,THE_2024,15.2,72.7,43.95
U00794,2025,QS_2025,,1.2,
U00794,2024,THE_2024,11.3,22.2,16.75
U00794,2023,WUR_2023,10.6,5.1,7.85
U00795,2025,QS_2025,,26.2,
U00795,2024,THE_2024,24.6,73.3,48.95
U00795,2023,WUR_2023,24.8,68.4,46.6
U00796,2025,QS_2025,,30.4,
U00796,2024,THE_2024,23.5,69.2,46.35
U00796,2023,WUR_2023,20.6,60.6,40.6
U00797,2025,QS_2025,,4.3,
U00797,2024,THE_2024,17.1,47.7,32.400000000000006
U00798,2025,QS_2025,,4.3,
U00799,2025,QS_2025,,23.5,
U00799,2024,THE_2024,30.8,71.8,51.3
U00799,2023,WUR_2023,27.3,59.2,43.25
U00800,2025,QS_2025,,14.9,
U00800,2023,WUR_2023,29.3,74.5,51.9
U00801,2025,QS_2025,,18.9,
U00802,2025,QS_2025,,10.6,
U00802,2024,THE_2024,20.4,70.2,45.3
U00802,2023,WUR_2023,18.6,67.2,42.900000000000006
U00803,2025,QS_2025,,2.7,
U00803,2024,THE_2024,,,
U00804,2025,QS_2025,,2.0,
U00804,2024,THE_2024,17.7,58.2,37.95
U00804,2023,WUR_2023,13.7,56.2,34.95
U00805,2025,QS_2025,,2.6,
U00806,2025,QS_2025,,52.5,
U00806,2024,THE_2024,36.6,80.6,58.599999999999994
U00806,2023,WUR_2023,36.5,76.1,56.3
U00807,2025,QS_2025,,33.1,
U00808,2025,QS_2025,,1.0,
U00809,2025,QS_2025,,20.4,
U00809,2024,THE_2024,17.0,67.4,42.2
U00809,2023,WUR_2023,11.3,63.8,37.55
U00810,2025,QS_2025,,11.8,
U00810,2024,THE_2024,18.4,77.9,48.150000000000006
U00810,2023,WUR_2023,17.0,81.3,49.15
U00811,2025,QS_2025,,12.7,
U00811,2024,THE_2024,17.0,48.3,32.65
U00811,2023,WUR_2023,15.1,33.3,24.2
U00812,2025,QS_2025,,59.7,
U00813,2025,QS_2025,,1.8,
U00813,2024,THE_2024,18.8,16.9,17.85
U00814,2025,QS_2025,,2.0,
U00814,2024,THE_2024,9.9,14.5,12.2
U00814,2023,WUR_2023,10.6,12.5,11.55
U00815,2025,QS_2025,,2.3,
U00815,2024,THE_2024,18.3,58.3,38.3
U00815,2023,WUR_2023,17.7,47.7,32.7
U00816,2025,QS_2025,,1.2,
U00817,2025,QS_2025,,2.9,
U00817,2024,THE_2024,9.9,55.5,32.7
U00818,2025,QS_2025,,12.3,
U00818,2024,THE_2024,19.3,77.7,48.5
U00818,2023,WUR_2023,19.0,81.2,50.1
U00819,2025,QS_2025,,4.4,
U00819,2024,THE_2024,12.4,65.9,39.150000000000006
U00819,2023,WUR_2023,12.1,63.5,37.8
U00820,2025,QS_2025,,12.7,
U00820,2024,THE_2024,30.7,77.0,53.85
U00820,2023,WUR_2023,28.9,71.7,50.3
U00821,2025,QS_2025,,1.5,
U00821,2024,THE_2024,9.9,16.0,12.95
U00821,2023,WUR_2023,10.0,27.8,18.9
U00822,2025,QS_2025,,50.5,
U00823,2025,QS_2025,,25.0,
U00824,2025,QS_2025,,6.6,
U00825,2025,QS_2025,,17.6,
U00826,2025,QS_2025,,10.6,
U00826,2024,THE_2024,28.2,73.3,50.75
U00826,2023,WUR_2023,28.0,64.3,46.15
U00827,2025,QS_2025,,14.1,
U00827,2024,THE_2024,38.7,42.9,40.8
U00828,2025,QS_2025,,26.4,
U00828,2024,THE_2024,32.3,57.3,44.8
U00829,2025,QS_2025,,6.2,
U00829,2024,THE_2024,42.2,62.3,52.25
U00829,2023,WUR_2023,43.2,43.7,43.45
U00830,2025,QS_2025,,1.1,
U00831,2025,QS_2025,,1.3,
U00832,2025,QS_2025,,2.4,
U00832,2024,THE_2024,11.1,48.9,30.0
U00832,2023,WUR_2023,9.8,42.8,26.299999999999997
U00833,2025,QS_2025,,40.9,
U00834,2025,QS_2025,,1.4,
U00835,2025,QS_2025,,11.2,
U00836,2025,QS_2025,,5.2,
U00837,2025,QS_2025,,12.9,
U00838,2025,QS_2025,,5.8,
U00838,2024,THE_2024,17.1,48.1,32.6
U00838,2023,WUR_2023,14.9,49.8,32.35
U00839,2025,QS_2025,,12.9,
U00839,2024,THE_2024,31.0,63.1,47.05
U00839,2023,WUR_2023,24.9,70.0,47.45
U00840,2025,QS_2025,,7.7,
U00840,2024,THE_2024,19.8,43.8,31.799999999999997
U00840,2023,WUR_2023,18.4,23.1,20.75
U00841,2025,QS_2025,,1.5,
U00841,2024,THE_2024,12.6,19.8,16.2
U00841,2023,WUR_2023,11.1,14.6,12.85
U00842,2025,QS_2025,,25.0,
U00843,2025,QS_2025,,14.9,
U00843,2024,THE_2024,16.5,53.9,35.2
U00843,2023,WUR_2023,15.6,53.0,34.3
U00844,2025,QS_2025,,4.2,
U00844,2024,THE_2024,21.1,43.2,32.150000000000006
U00844,2023,WUR_2023,16.8,23.1,19.950000000000003
U00845,2025,QS_2025,,41.5,
U00846,2025,QS_2025,,18.5,
U00846,2024,THE_2024,30.5,79.4,54.95
U00847,2025,QS_2025,,3.4,
U00848,2025,QS_2025,,37.1,
U00848,2024,THE_2024,24.4,79.2,51.8
U00848,2023,WUR_2023,23.3,77.4,50.35
U00849,2025,QS_2025,,5.0,
U00849,2024,THE_2024,15.6,66.6,41.099999999999994
U00849,2023,WUR_2023,15.6,72.3,43.949999999999996
U00850,2025,QS_2025,,33.6,
U00850,2024,THE_2024,26.6,69.0,47.8
U00851,2025,QS_2025,,47.0,
U00851,2023,WUR_2023,15.2,48.3,31.75
U00852,2025,QS_2025,,6.5,
U00853,2025,QS_2025,,1.7,
U00854,2025,QS_2025,,3.1,
U00855,2025,QS_2025,,8.1,
U00855,2024,THE_2024,17.9,55.1,36.5
U00855,2023,WUR_2023,16.0,32.5,24.25
U00856,2025,QS_2025,,12.4,
U00856,2024,THE_2024,28.3,43.6,35.95
U00857,2025,QS_2025,,10.7,
U00857,2024,THE_2024,29.7,34.9,32.3
U00857,2023,WUR_2023,24.6,18.7,21.65
U00858,2025,QS_2025,,41.8,
U00858,2024,THE_2024,18.0,41.2,29.6
U00858,2023,WUR_2023,16.5,35.3,25.9
U00859,2025,QS_2025,,5.0,
U00859,2024,THE_2024,25.3,44.4,34.85
U00859,2023,WUR_2023,24.6,35.9,30.25
U00860,2025,QS_2025,,47.3,
U00860,2024,THE_2024,22.1,72.8,47.45
U00860,2023,WUR_2023,19.6,55.1,37.35
U00861,2025,QS_2025,,22.4,
U00861,2024,THE_2024,25.4,72.6,49.0
U00861,2023,WUR_2023,26.9,65.2,46.05
U00862,2025,QS_2025,,4.8,
U00863,2025,QS_2025,,26.0,
U00863,2024,THE_2024,14.4,75.7,45.050000000000004
U00863,2023,WUR_2023,12.5,75.8,44.15
U00864,2025,QS_2025,,22.1,
U00864,2024,THE_2024,20.9,57.4,39.15
U00864,2023,WUR_2023,20.8,41.0,30.9
U00865,2025,QS_2025,,1.1,
U00866,2025,QS_2025,,1.0,
U00867,2025,QS_2025,,4.1,
U00867,2024,THE_2024,19.4,36.8,28.099999999999998
U00867,2023,WUR_2023,17.6,18.1,17.85
U00868,2025,QS_2025,,6.3,
U00868,2024,THE_2024,14.8,28.5,21.65
U00868,2023,WUR_2023,13.0,22.1,17.55
U00869,2025,QS_2025,,36.8,
U00870,2025,QS_2025,,14.9,
U00870,2024,THE_2024,18.7,64.3,41.5
U00870,2023,WUR_2023,18.5,67.3,42.9
U00871,2025,QS_2025,,7.7,
U00871,2024,THE_2024,21.5,36.4,28.95
U00871,2023,WUR_2023,20.3,22.4,21.35
U00872,2025,QS_2025,,13.3,
U00872,2024,THE_2024,20.9,60.8,40.849999999999994
U00872,2023,WUR_2023,20.5,53.8,37.15
U00873,2025,QS_2025,,3.0,
U00874,2025,QS_2025,,6.4,
U00874,2024,THE_2024,11.3,45.2,28.25
U00875,2025,QS_2025,,33.3,
U00875,2023,WUR_2023,27.4,36.2,31.8
U00876,2025,QS_2025,,11.7,
U00877,2025,QS_2025,,3.1,
U00877,2024,THE_2024,13.1,45.6,29.35
U00877,2023,WUR_2023,12.3,33.1,22.700000000000003
U00878,2025,QS_2025,,46.1,
U00878,2024,THE_2024,11.9,84.8,48.35
U00879,2025,QS_2025,,30.5,
U00879,2024,THE_2024,29.1,29.6,29.35
U00879,2023,WUR_2023,25.2,12.0,18.6
U00880,2025,QS_2025,,4.3,
U00881,2025,QS_2025,,1.1,
U00882,2025,QS_2025,,34.6,
U00883,2025,QS_2025,,21.4,
U00884,2025,QS_2025,,16.9,
U00885,2025,QS_2025,,10.9,
U00885,2024,THE_2024,33.8,57.2,45.5
U00885,2023,WUR_2023,29.1,35.6,32.35
U00886,2025,QS_2025,,33.9,
U00886,2023,WUR_2023,25.7,71.4,48.550000000000004
U00887,2025,QS_2025,,7.2,
U00888,2025,QS_2025,,11.0,
U00888,2024,THE_2024,,,
U00888,2023,WUR_2023,,,
U00889,2025,QS_2025,,3.9,
U00889,2024,THE_2024,14.8,30.8,22.8
U00889,2023,WUR_2023,15.5,19.1,17.3
U00890,2025,QS_2025,,5.3,
U00890,2024,THE_2024,21.3,42.1,31.700000000000003
U00890,2023,WUR_2023,17.0,32.1,24.55
U00891,2025,QS_2025,,5.2,
U00891,2024,THE_2024,13.4,67.2,40.300000000000004
U00891,2023,WUR_2023,13.2,58.1,35.65
U00892,2025,QS_2025,,9.9,
U00892,2024,THE_2024,18.7,82.2,50.45
U00892,2023,WUR_2023,17.4,85.8,51.599999999999994
U00893,2025,QS_2025,,5.5,
U00894,2025,QS_2025,,32.2,
U00894,2024,THE_2024,22.5,69.8,46.15
U00894,2023,WUR_2023,21.9,56.3,39.099999999999994
U00895,2025,QS_2025,,1.3,
U00895,2024,THE_2024,9.5,25.8,17.65
U00895,2023,WUR_2023,,,
U00896,2025,QS_2025,,7.3,
U00896,2024,THE_2024,19.3,50.5,34.9
U00896,2023,WUR_2023,25.5,29.3,27.4
U00897,2025,QS_2025,,3.9,
U00897,2024,THE_2024,25.9,35.9,30.9
U00897,2023,WUR_2023,24.0,20.1,22.05
U00898,2025,QS_2025,,2.4,
U00898,2024,THE_2024,11.2,46.8,29.0
U00898,2023,WUR_2023,9.6,45.9,27.75
U00899,2025,QS_2025,,7.8,
U00899,2024,THE_2024,16.3,36.0,26.15
U00899,2023,WUR_2023,14.7,32.1,23.4
U00900,2025,QS_2025,,12.8,
U00900,2024,THE_2024,23.2,82.8,53.0
U00900,2023,WUR_2023,12.3,86.2,49.25
U00901,2025,QS_2025,,12.2,
U00902,2025,QS_2025,,12.1,
U00902,2024,THE_2024,25.7,97.0,61.35
U00902,2023,WUR_2023,25.9,98.3,62.099999999999994
U00903,2025,QS_2025,,31.8,
U00903,2023,WUR_2023,28.3,22.5,25.4
U00904,2025,QS_2025,,49.3,
U00905,2025,QS_2025,,23.4,
U00906,2025,QS_2025,,2.0,
U00906,2024,THE_2024,,,
U00906,2023,WUR_2023,,,
U00907,2025,QS_2025,,4.4,
U00908,2025,QS_2025,,46.9,
U00908,2024,THE_2024,9.3,22.2,15.75
U00909,2025,QS_2025,,5.6,
U00909,2024,THE_2024,11.4,40.6,26.0
U00910,2025,QS_2025,,1.5,
U00911,2025,QS_2025,,12.2,
U00911,2024,THE_2024,18.8,35.4,27.1
U00911,2023,WUR_2023,17.0,25.8,21.4
U00912,2025,QS_2025,,1.1,
U00912,2024,THE_2024,,,
U00913,2025,QS_2025,,1.7,
U00913,2024,THE_2024,,,
U00913,2023,WUR_2023,,,
U00914,2025,QS_2025,,12.9,
U00914,2024,THE_2024,21.4,61.1,41.25
U00914,2023,WUR_2023,21.4,47.0,34.2
U00915,2025,QS_2025,,4.5,
U00915,2024,THE_2024,25.3,39.6,32.45
U00915,2023,WUR_2023,27.7,34.5,31.1
U00916,2025,QS_2025,,4.4,
U00917,2025,QS_2025,,28.6,
U00918,2025,QS_2025,,1.7,
U00918,2024,THE_2024,16.1,17.6,16.85
U00919,2025,QS_2025,,4.9,
U00920,2025,QS_2025,,2.7,
U00920,2024,THE_2024,10.0,76.1,43.05
U00920,2023,WUR_2023,9.3,87.8,48.55
U00921,2025,QS_2025,,6.5,
U00921,2024,THE_2024,18.7,29.8,24.25
U00921,2023,WUR_2023,17.0,17.8,17.4
U00922,2025,QS_2025,,5.1,
U00923,2025,QS_2025,,2.5,
U00923,2024,THE_2024,,,
U00924,2025,QS_2025,,5.3,
U00924,2024,THE_2024,13.2,53.4,33.3
U00924,2023,WUR_2023,12.9,33.9,23.4
U00925,2025,QS_2025,,3.6,
U00925,2024,THE_2024,13.5,74.7,44.1
U00926,2025,QS_2025,,1.2,
U00927,2025,QS_2025,,1.2,
U00928,2025,QS_2025,,2.3,
U00929,2025,QS_2025,,1.1,
U00930,2025,QS_2025,,1.6,
U00931,2025,QS_2025,,1.3,
U00931,2023,WUR_2023,10.4,4.5,7.45
U00932,2025,QS_2025,,1.7,
U00932,2024,THE_2024,10.6,10.2,10.399999999999999
U00932,2023,WUR_2023,10.6,4.8,7.699999999999999
U00933,2025,QS_2025,,6.1,
U00934,2025,QS_2025,,18.0,
U00935,2025,QS_2025,,43.6,
U00936,2025,QS_2025,,12.1,
U00937,2025,QS_2025,,16.8,
U00938,2025,QS_2025,,22.6,
U00938,2024,THE_2024,19.5,69.6,44.55
U00938,2023,WUR_2023,18.0,57.3,37.65
U00939,2025,QS_2025,,6.2,
U00939,2024,THE_2024,15.1,41.0,28.05
U00939,2023,WUR_2023,15.0,34.4,24.7
U00940,2025,QS_2025,,2.4,
U00940,2024,THE_2024,10.5,72.3,41.4
U00940,2023,WUR_2023,9.2,98.7,53.95
U00941,2025,QS_2025,,3.4,
U00942,2025,QS_2025,,6.8,
U00942,2024,THE_2024,16.9,40.8,28.849999999999998
U00942,2023,WUR_2023,17.4,28.3,22.85
U00943,2025,QS_2025,,6.8,
U00943,2024,THE_2024,19.9,52.6,36.25
U00943,2023,WUR_2023,19.1,34.0,26.55
U00944,2025,QS_2025,,1.8,
U00944,2024,THE_2024,10.6,45.9,28.25
U00944,2023,WUR_2023,8.8,86.9,47.85
U00945,2025,QS_2025,,21.4,
U00945,2024,THE_2024,12.2,61.0,36.6
U00945,2023,WUR_2023,10.8,53.2,32.0
U00946,2025,QS_2025,,6.9,
U00946,2024,THE_2024,15.0,61.1,38.05
U00946,2023,WUR_2023,14.9,46.1,30.5
U00947,2025,QS_2025,,1.2,
U00948,2025,QS_2025,,2.1,
U00949,2025,QS_2025,,26.2,
U00949,2024,THE_2024,22.1,61.2,41.650000000000006
U00949,2023,WUR_2023,19.3,53.8,36.55
U00950,2025,QS_2025,,5.3,
U00950,2024,THE_2024,17.4,33.1,25.25
U00950,2023,WUR_2023,16.0,14.9,15.45
U00951,2025,QS_2025,,1.3,
U00951,2024,THE_2024,8.6,26.8,17.7
U00952,2025,QS_2025,,10.3,
U00952,2024,THE_2024,11.3,59.4,35.35
U00952,2023,WUR_2023,10.2,82.8,46.5
U00953,2025,QS_2025,,1.0,
U00953,2024,THE_2024,,,
U00954,2025,QS_2025,,20.0,
U00954,2024,THE_2024,23.6,53.3,38.45
U00954,2023,WUR_2023,26.6,42.1,34.35
U00955,2025,QS_2025,,17.2,
U00955,2024,THE_2024,25.7,59.6,42.65
U00955,2023,WUR_2023,23.4,45.9,34.65
U00956,2025,QS_2025,,1.4,
U00956,2024,THE_2024,8.6,13.8,11.2
U00956,2023,WUR_2023,7.8,15.1,11.45
U00957,2025,QS_2025,,2.1,
U00958,2025,QS_2025,,16.7,
U00958,2024,THE_2024,20.8,66.8,43.8
U00958,2023,WUR_2023,20.7,64.9,42.800000000000004
U00959,2025,QS_2025,,15.2,
U00959,2023,WUR_2023,21.4,41.7,31.55
U00960,2025,QS_2025,,1.2,
U00961,2025,QS_2025,,28.2,
