university_id,year,total_students,students_per_staff,international_student_percentage,stats_female_male_ratio,source,female_male_ratio
U0046,2024,46464.0,47.3,4.0,45 : 55,THE 2024,
U0061,2024,27973.0,27.3,2.0,59 : 41,THE 2024,
U2640,2024,22767.0,14.5,10.0,59 : 41,THE 2024,
U2642,2024,12902.0,17.0,10.0,55 : 45,THE 2024,
U0141,2024,24835.0,21.7,11.0,66 : 34,THE 2024,
U2649,2024,17933.0,6.5,29.0,54 : 46,THE 2024,
U0178,2024,14168.0,11.1,1.0,52 : 48,THE 2024,
U2210,2024,30336.0,25.5,1.0,65 : 35,THE 2024,
U0199,2024,7477.0,27.1,2.0,61 : 39,THE 2024,
U0204,2024,43018.0,21.1,4.0,64 : 36,THE 2024,
U0211,2024,26994.0,27.2,0.0,40 : 60,THE 2024,
U0225,2024,6810.0,11.4,1.0,45 : 55,THE 2024,
U0226,2024,6237.0,13.2,0.0,22 : 78,THE 2024,
U0230,2024,11828.0,31.8,11.0,39 : 61,THE 2024,
U2669,2024,13545.0,29.1,64.0,59 : 41,THE 2024,
U0258,2024,110873.0,30.9,2.0,42 : 58,THE 2024,
U0259,2024,85158.0,31.6,0.0,49 : 51,THE 2024,
U0293,2024,15159.0,17.6,3.0,57 : 43,THE 2024,
U0301,2024,18137.0,15.5,25.0,28 : 72,THE 2024,
U2698,2024,32362.0,33.3,2.0,70 : 30,THE 2024,
U2700,2024,19416.0,17.7,8.0,55 : 45,THE 2024,
U2702,2024,17879.0,14.2,0.0,54 : 46,THE 2024,
U0330,2024,11155.0,20.1,15.0,68 : 32,THE 2024,
U2733,2024,21525.0,16.3,28.0,58 : 42,THE 2024,
U0357,2024,13780.0,18.3,3.0,60 : 40,THE 2024,
U2736,2024,4061.0,8.3,23.0,57 : 43,THE 2024,
U0391,2024,18448.0,16.4,3.0,65 : 35,THE 2024,
U0417,2024,15939.0,33.5,7.0,46 : 54,THE 2024,
U2747,2024,34058.0,32.0,0.0,60 : 40,THE 2024,
U0469,2024,21812.0,10.5,15.0,65 : 35,THE 2024,
U0496,2024,15663.0,8.7,21.0,30 : 70,THE 2024,
U0519,2024,22266.0,36.4,3.0,48 : 52,THE 2024,
U2773,2024,16638.0,14.4,4.0,57 : 43,THE 2024,
U0528,2024,18126.0,17.6,2.0,50 : 50,THE 2024,
U2524,2024,27917.0,19.7,1.0,56 : 44,THE 2024,
U0538,2024,26030.0,12.4,12.0,,THE 2024,
U0543,2024,5462.0,24.1,1.0,36 : 64,THE 2024,
U0554,2024,27163.0,35.3,1.0,55 : 45,THE 2024,
U2786,2024,14480.0,26.1,52.0,56 : 44,THE 2024,
U0568,2024,11910.0,16.4,6.0,70 : 30,THE 2024,
U2794,2024,9307.0,21.7,2.0,6 : 94,THE 2024,
U2796,2024,12720.0,13.4,2.0,29 : 71,THE 2024,
U0605,2024,11416.0,12.0,30.0,50 : 50,THE 2024,
U2800,2024,20146.0,10.7,3.0,55 : 45,THE 2024,
U0613,2024,46689.0,18.0,0.0,62 : 38,THE 2024,
U0635,2024,21119.0,16.1,1.0,51 : 49,THE 2024,
U0636,2024,19711.0,24.5,0.0,26 : 74,THE 2024,
U0652,2024,16580.0,13.0,9.0,51 : 49,THE 2024,
U0654,2024,35348.0,25.4,6.0,49 : 51,THE 2024,
U0657,2024,8850.0,15.7,1.0,67 : 33,THE 2024,
U2808,2024,24908.0,33.5,11.0,58 : 42,THE 2024,
U0674,2024,16382.0,27.2,6.0,59 : 41,THE 2024,
U0675,2024,30262.0,17.1,1.0,53 : 47,THE 2024,
U0677,2024,3071.0,3.6,1.0,58 : 42,THE 2024,
U0690,2024,6817.0,17.3,0.0,53 : 47,THE 2024,
U0695,2024,13903.0,17.9,5.0,38 : 62,THE 2024,
U2820,2024,59744.0,35.9,1.0,49 : 51,THE 2024,
U0713,2024,7134.0,14.6,4.0,38 : 62,THE 2024,
U0717,2024,10719.0,16.8,0.0,29 : 71,THE 2024,
U2836,2024,14741.0,24.7,0.0,58 : 42,THE 2024,
U0750,2024,8928.0,21.7,0.0,40 : 60,THE 2024,
U0757,2024,9464.0,22.8,3.0,51 : 49,THE 2024,
U0763,2024,1216.0,4.1,3.0,48 : 52,THE 2024,
U0815,2024,33228.0,17.8,19.0,51 : 49,THE 2024,
U0832,2024,6013.0,7.2,2.0,53 : 47,THE 2024,
U0843,2024,5224.0,18.4,31.0,28 : 72,THE 2024,
U0854,2024,1592.0,15.0,19.0,25 : 75,THE 2024,
U0864,2024,1589.0,12.6,0.0,28 : 72,THE 2024,
U0883,2024,2486.0,14.9,1.0,22 : 78,THE 2024,
U0880,2024,2058.0,12.9,1.0,27 : 73,THE 2024,
U2873,2024,32155.0,32.6,5.0,54 : 46,THE 2024,
U2875,2024,17182.0,24.0,8.0,58 : 42,THE 2024,
U0941,2024,64226.0,47.8,0.0,42 : 58,THE 2024,
U0960,2024,61369.0,25.4,9.0,56 : 44,THE 2024,
U0961,2024,22236.0,27.8,6.0,52 : 48,THE 2024,
U0965,2024,8258.0,8.9,36.0,66 : 34,THE 2024,
U0976,2024,14338.0,21.3,0.0,31 : 69,THE 2024,
U2877,2024,28561.0,14.6,2.0,67 : 33,THE 2024,
U1005,2024,30186.0,14.9,1.0,38 : 62,THE 2024,
U1038,2024,10271.0,9.9,6.0,37 : 63,THE 2024,
U1040,2024,1217.0,1.6,3.0,55 : 45,THE 2024,
U1052,2024,10279.0,12.8,2.0,63 : 37,THE 2024,
U1053,2024,4968.0,12.1,0.0,53 : 47,THE 2024,
U1082,2024,5350.0,3.9,3.0,,THE 2024,
U1089,2024,7744.0,10.8,11.0,26 : 74,THE 2024,
U1102,2024,34545.0,17.7,2.0,32 : 68,THE 2024,
U1139,2024,7055.0,43.0,0.0,26 : 74,THE 2024,
U2898,2024,16543.0,13.7,1.0,63 : 37,THE 2024,
U1164,2024,5007.0,9.0,1.0,,THE 2024,
U1167,2024,34147.0,14.7,13.0,73 : 27,THE 2024,
U1168,2024,71529.0,60.8,1.0,38 : 62,THE 2024,
U2905,2024,41048.0,27.5,0.0,51 : 49,THE 2024,
U2907,2024,19228.0,13.3,5.0,58 : 42,THE 2024,
U2913,2024,15681.0,17.0,6.0,57 : 43,THE 2024,
U2914,2024,12125.0,30.2,7.0,69 : 31,THE 2024,
U2919,2024,2496.0,4.2,17.0,26 : 74,THE 2024,
U2918,2024,10410.0,12.1,4.0,53 : 47,THE 2024,
U1241,2024,8762.0,22.7,2.0,57 : 43,THE 2024,
U1257,2024,14768.0,20.7,5.0,72 : 28,THE 2024,
U1258,2024,9968.0,12.6,8.0,43 : 57,THE 2024,
U2940,2024,35595.0,13.3,6.0,54 : 46,THE 2024,
U2544,2024,12158.0,14.9,13.0,71 : 29,THE 2024,
U2949,2024,3452.0,23.6,0.0,55 : 45,THE 2024,
U2961,2024,13164.0,32.3,7.0,62 : 38,THE 2024,
U1298,2024,5705.0,13.1,8.0,77 : 23,THE 2024,
U1299,2024,6340.0,5.4,17.0,73 : 27,THE 2024,
U1307,2024,10068.0,6.4,8.0,71 : 29,THE 2024,
U1309,2024,9704.0,19.9,0.0,21 : 79,THE 2024,
U1330,2024,12189.0,16.5,8.0,50 : 50,THE 2024,
U1332,2024,4415.0,18.6,2.0,25 : 75,THE 2024,
U1335,2024,75399.0,17.7,1.0,54 : 46,THE 2024,
U1338,2024,8459.0,23.6,0.0,44 : 56,THE 2024,
U1367,2024,4833.0,14.0,2.0,33 : 67,THE 2024,
U1380,2024,4540.0,7.4,3.0,53 : 47,THE 2024,
U1385,2024,21759.0,18.2,2.0,62 : 38,THE 2024,
U1415,2024,11001.0,9.5,7.0,35 : 65,THE 2024,
U1417,2024,12329.0,14.9,12.0,56 : 44,THE 2024,
U1423,2024,14394.0,15.5,6.0,42 : 58,THE 2024,
U1434,2024,6643.0,19.8,5.0,21 : 79,THE 2024,
U1492,2024,18828.0,12.8,13.0,52 : 48,THE 2024,
U1504,2024,18122.0,12.0,5.0,67 : 33,THE 2024,
U1509,2024,11942.0,7.2,3.0,37 : 63,THE 2024,
U1511,2024,3424.0,14.4,2.0,32 : 68,THE 2024,
U1513,2024,939.0,0.9,0.0,37 : 63,THE 2024,
U1540,2024,26059.0,13.3,1.0,52 : 48,THE 2024,
U1557,2024,15046.0,17.6,4.0,58 : 42,THE 2024,
U0310,2024,10997.0,34.4,7.0,22 : 78,THE 2024,
U3037,2024,1164.0,2.5,1.0,52 : 48,THE 2024,
U3060,2024,16267.0,13.7,24.0,59 : 41,THE 2024,
U3063,2024,22336.0,13.9,1.0,65 : 35,THE 2024,
U2418,2024,10503.0,15.6,1.0,66 : 34,THE 2024,
U3066,2024,20494.0,42.7,0.0,18 : 82,THE 2024,
U1645,2024,12595.0,9.1,15.0,57 : 43,THE 2024,
U1647,2024,12702.0,44.7,0.0,37 : 63,THE 2024,
U1662,2024,8187.0,21.5,1.0,46 : 54,THE 2024,
U1672,2024,12686.0,21.1,1.0,51 : 49,THE 2024,
U1688,2024,7296.0,6.0,11.0,73 : 27,THE 2024,
U1707,2024,8215.0,11.8,6.0,52 : 48,THE 2024,
U3087,2024,22042.0,20.4,0.0,34 : 66,THE 2024,
U1736,2024,10634.0,22.9,4.0,60 : 40,THE 2024,
U1752,2024,10830.0,31.7,22.0,34 : 66,THE 2024,
U1754,2024,25073.0,18.4,0.0,51 : 49,THE 2024,
U1766,2024,17693.0,14.5,3.0,49 : 51,THE 2024,
U1798,2024,5354.0,27.2,1.0,43 : 57,THE 2024,
U2431,2024,7874.0,10.2,2.0,50 : 50,THE 2024,
U3116,2024,19172.0,24.3,0.0,55 : 45,THE 2024,
U1852,2024,14404.0,15.1,1.0,55 : 45,THE 2024,
U3126,2024,30597.0,12.6,3.0,65 : 35,THE 2024,
U1869,2024,15142.0,25.2,5.0,,THE 2024,
U1873,2024,7198.0,20.3,0.0,56 : 44,THE 2024,
U1875,2024,8326.0,20.7,1.0,46 : 54,THE 2024,
U1879,2024,23263.0,16.7,2.0,45 : 55,THE 2024,
U1890,2024,10602.0,10.4,3.0,32 : 68,THE 2024,
U1899,2024,9401.0,18.3,13.0,51 : 49,THE 2024,
U1904,2024,95994.0,55.6,1.0,51 : 49,THE 2024,
U3136,2024,1725.0,10.8,2.0,70 : 30,THE 2024,
U3142,2024,198816.0,114.2,3.0,74 : 26,THE 2024,
U3147,2024,9131.0,14.6,7.0,70 : 30,THE 2024,
U3151,2024,6909.0,16.0,3.0,63 : 37,THE 2024,
U3216,2024,12622.0,36.9,1.0,59 : 41,THE 2024,
U3158,2024,15780.0,16.0,21.0,53 : 47,THE 2024,
U1968,2024,11085.0,17.6,12.0,48 : 52,THE 2024,
U1992,2024,17744.0,20.3,2.0,54 : 46,THE 2024,
U1991,2024,45981.0,13.1,1.0,52 : 48,THE 2024,
U2012,2024,15863.0,39.0,7.0,77 : 23,THE 2024,
U2014,2024,16408.0,13.0,6.0,48 : 52,THE 2024,
U3175,2024,20050.0,12.3,20.0,56 : 44,THE 2024,
U2019,2024,61471.0,24.4,2.0,61 : 39,THE 2024,
U2024,2024,4509.0,9.9,14.0,71 : 29,THE 2024,
U2031,2024,123577.0,17.3,1.0,57 : 43,THE 2024,
U2059,2024,4549.0,10.1,8.0,28 : 72,THE 2024,
U2080,2024,20801.0,18.7,18.0,44 : 56,THE 2024,
U3188,2024,3174.0,20.1,22.0,25 : 75,THE 2024,
U2087,2024,14085.0,19.4,25.0,57 : 43,THE 2024,
U2101,2024,30895.0,20.0,1.0,60 : 40,THE 2024,
U2114,2024,4771.0,14.3,1.0,47 : 53,THE 2024,
U2127,2024,8903.0,10.9,7.0,39 : 61,THE 2024,
U2147,2024,2034.0,10.8,15.0,13 : 87,THE 2024,
U2148,2024,503.0,9.7,1.0,8 : 92,THE 2024,
U2564,2024,19080.0,17.2,9.0,51 : 49,THE 2024,
U2545,2024,10143.0,16.8,5.0,69 : 31,THE 2024,
U3310,2024,26883.0,14.0,16.0,50 : 50,THE 2024,
U3247,2024,15779.0,39.0,6.0,63 : 37,THE 2024,
U3317,2024,3193.0,30.7,0.0,30 : 70,THE 2024,
U3319,2024,5501.0,17.7,7.0,53 : 47,THE 2024,
U3371,2024,1810.0,4.3,0.0,45 : 55,THE 2024,
U3387,2024,16486.0,21.3,8.0,53 : 47,THE 2024,
U3221,2024,39257.0,16.3,1.0,68 : 32,THE 2024,
U3278,2024,9835.0,12.9,45.0,59 : 41,THE 2024,
U3280,2024,7495.0,17.4,10.0,65 : 35,THE 2024,
U3288,2024,17787.0,15.1,7.0,67 : 33,THE 2024,
U3429,2024,14204.0,29.7,3.0,57 : 43,THE 2024,
U3295,2024,58474.0,14.8,3.0,60 : 40,THE 2024,
U3451,2024,1052.0,9.8,0.0,48 : 52,THE 2024,
U3457,2024,18214.0,22.5,3.0,63 : 37,THE 2024,
U2864,2024,7154.0,14.0,3.0,32 : 68,THE 2024,
U0019,2024,5771.0,7.3,7.0,32 : 68,THE 2024,
U0026,2024,10606.0,25.0,5.0,38 : 62,THE 2024,
U2627,2024,11262.0,35.3,1.0,9 : 91,THE 2024,
U2454,2024,28816.0,7.2,3.0,67 : 33,THE 2024,
U0070,2024,24303.0,5.9,10.0,59 : 41,THE 2024,
U0081,2024,15113.0,29.7,3.0,57 : 43,THE 2024,
U0090,2024,6714.0,5.9,0.0,55 : 45,THE 2024,
U2643,2024,24322.0,16.4,0.0,55 : 45,THE 2024,
U0126,2024,21491.0,17.0,8.0,53 : 47,THE 2024,
U3202,2024,9711.0,17.9,2.0,66 : 34,THE 2024,
U2647,2024,8563.0,15.9,2.0,55 : 45,THE 2024,
U2646,2024,38087.0,21.1,0.0,51 : 49,THE 2024,
U0149,2024,37942.0,13.9,10.0,32 : 68,THE 2024,
U0157,2024,14234.0,21.4,0.0,48 : 52,THE 2024,
U0173,2024,99610.0,22.1,1.0,38 : 62,THE 2024,
U0176,2024,58922.0,31.0,4.0,50 : 50,THE 2024,
U0180,2024,9302.0,13.5,7.0,44 : 56,THE 2024,
U0193,2024,18594.0,16.4,1.0,54 : 46,THE 2024,
U0198,2024,74001.0,21.8,1.0,56 : 44,THE 2024,
U2655,2024,30973.0,14.9,0.0,59 : 41,THE 2024,
U0221,2024,9873.0,16.8,4.0,99 : 1,THE 2024,
U0223,2024,27774.0,15.3,3.0,43 : 57,THE 2024,
U0236,2024,43027.0,25.4,0.0,35 : 65,THE 2024,
U0252,2024,23030.0,7.6,19.0,62 : 38,THE 2024,
U0263,2024,3622.0,11.8,5.0,72 : 28,THE 2024,
U0274,2024,15185.0,14.2,4.0,43 : 57,THE 2024,
U2689,2024,15370.0,21.8,4.0,59 : 41,THE 2024,
U0290,2024,1992.0,8.8,8.0,33 : 67,THE 2024,
U0900,2024,9626.0,20.6,34.0,53 : 47,THE 2024,
U2691,2024,46097.0,13.6,1.0,52 : 48,THE 2024,
U0300,2024,10648.0,14.8,3.0,47 : 53,THE 2024,
U0305,2024,7805.0,18.3,0.0,31 : 69,THE 2024,
U0306,2024,11153.0,24.1,1.0,59 : 41,THE 2024,
U0309,2024,18621.0,16.9,13.0,31 : 69,THE 2024,
U2699,2024,7764.0,13.5,5.0,55 : 45,THE 2024,
U0333,2024,9665.0,18.1,20.0,54 : 46,THE 2024,
U2257,2024,21749.0,21.3,1.0,59 : 41,THE 2024,
U2727,2024,29691.0,10.1,1.0,63 : 37,THE 2024,
U2243,2024,13125.0,19.5,15.0,53 : 47,THE 2024,
U0372,2024,6397.0,25.6,1.0,89 : 11,THE 2024,
U2737,2024,10860.0,18.9,17.0,68 : 32,THE 2024,
U0407,2024,20247.0,24.5,3.0,48 : 52,THE 2024,
U0409,2024,27720.0,20.7,2.0,46 : 54,THE 2024,
U0414,2024,17075.0,14.0,5.0,44 : 56,THE 2024,
U0416,2024,7052.0,17.2,4.0,64 : 36,THE 2024,
U0432,2024,4136.0,16.2,1.0,60 : 40,THE 2024,
U2752,2024,30174.0,18.2,2.0,53 : 47,THE 2024,
U2756,2024,34884.0,14.8,2.0,53 : 47,THE 2024,
U0489,2024,35424.0,15.4,4.0,45 : 55,THE 2024,
U0516,2024,9977.0,10.5,2.0,57 : 43,THE 2024,
U2776,2024,29461.0,17.9,0.0,54 : 46,THE 2024,
U0533,2024,56667.0,23.7,3.0,46 : 54,THE 2024,
U0542,2024,11555.0,7.7,3.0,63 : 37,THE 2024,
U0557,2024,21641.0,33.4,9.0,44 : 56,THE 2024,
U2326,2024,48306.0,28.7,0.0,41 : 59,THE 2024,
U2789,2024,26664.0,30.6,0.0,53 : 47,THE 2024,
U0575,2024,31178.0,20.3,4.0,54 : 46,THE 2024,
U0578,2024,9101.0,11.3,2.0,39 : 61,THE 2024,
U2790,2024,4659.0,15.5,5.0,12 : 88,THE 2024,
U0588,2024,51907.0,37.2,6.0,46 : 54,THE 2024,
U0593,2024,10271.0,10.4,1.0,39 : 61,THE 2024,
U2325,2024,22879.0,9.4,0.0,56 : 44,THE 2024,
U0612,2024,15631.0,12.9,21.0,59 : 41,THE 2024,
U2354,2024,18805.0,25.3,1.0,37 : 63,THE 2024,
U2336,2024,51291.0,19.9,0.0,41 : 59,THE 2024,
U2355,2024,40899.0,19.8,1.0,44 : 56,THE 2024,
U0617,2024,24728.0,13.3,1.0,55 : 45,THE 2024,
U0618,2024,25332.0,13.3,1.0,50 : 50,THE 2024,
U0623,2024,14733.0,18.3,1.0,52 : 48,THE 2024,
U2358,2024,39031.0,15.6,1.0,56 : 44,THE 2024,
U0629,2024,34549.0,12.8,0.0,51 : 49,THE 2024,
U0633,2024,42906.0,16.7,0.0,40 : 60,THE 2024,
U0634,2024,28741.0,14.6,1.0,54 : 46,THE 2024,
U0641,2024,25700.0,14.1,1.0,52 : 48,THE 2024,
U0643,2024,17866.0,9.7,2.0,55 : 45,THE 2024,
U0645,2024,22812.0,29.7,3.0,24 : 76,THE 2024,
U0646,2024,19770.0,23.3,7.0,40 : 60,THE 2024,
U0651,2024,34779.0,22.8,1.0,60 : 40,THE 2024,
U2903,2024,12157.0,23.2,1.0,51 : 49,THE 2024,
U2457,2024,39209.0,8.2,6.0,56 : 44,THE 2024,
U0693,2024,41736.0,17.0,3.0,51 : 49,THE 2024,
U2816,2024,18961.0,12.0,2.0,65 : 35,THE 2024,
U0696,2024,7234.0,24.5,2.0,43 : 57,THE 2024,
U0699,2024,9258.0,17.0,13.0,64 : 36,THE 2024,
U0705,2024,22852.0,18.0,3.0,59 : 41,THE 2024,
U0707,2024,4255.0,12.8,11.0,38 : 62,THE 2024,
U0726,2024,11709.0,17.6,0.0,44 : 56,THE 2024,
U2835,2024,19023.0,34.3,1.0,58 : 42,THE 2024,
U0749,2024,6248.0,7.6,4.0,37 : 63,THE 2024,
U0752,2024,6445.0,19.6,0.0,46 : 54,THE 2024,
U0754,2024,16536.0,12.5,2.0,45 : 55,THE 2024,
U0760,2024,8369.0,9.3,4.0,,THE 2024,
U0761,2024,6048.0,20.0,6.0,60 : 40,THE 2024,
U0775,2024,17665.0,23.0,7.0,63 : 37,THE 2024,
U2532,2024,125790.0,35.7,2.0,54 : 46,THE 2024,
U2581,2024,13422.0,27.9,12.0,47 : 53,THE 2024,
U0783,2024,124886.0,22.4,2.0,54 : 46,THE 2024,
U2852,2024,5338.0,24.4,0.0,58 : 42,THE 2024,
U2855,2024,6334.0,12.8,3.0,64 : 36,THE 2024,
U0825,2024,10252.0,11.6,16.0,53 : 47,THE 2024,
U0827,2024,2603.0,4.6,1.0,59 : 41,THE 2024,
U0831,2024,66964.0,88.7,3.0,52 : 48,THE 2024,
U0837,2024,44187.0,199.9,2.0,52 : 48,THE 2024,
U0839,2024,15400.0,13.4,4.0,62 : 38,THE 2024,
U2868,2024,52921.0,39.2,0.0,51 : 49,THE 2024,
U0850,2024,6857.0,17.1,19.0,59 : 41,THE 2024,
U0855,2024,12885.0,15.7,3.0,45 : 55,THE 2024,
U0863,2024,1913.0,14.3,0.0,33 : 67,THE 2024,
U0928,2024,23070.0,6.8,3.0,60 : 40,THE 2024,
U0939,2024,11567.0,27.9,15.0,50 : 50,THE 2024,
U0953,2024,10484.0,16.0,14.0,49 : 51,THE 2024,
U0956,2024,15254.0,18.7,2.0,55 : 45,THE 2024,
U0967,2024,19799.0,10.7,2.0,63 : 37,THE 2024,
U0971,2024,6309.0,18.6,3.0,47 : 53,THE 2024,
U0994,2024,11376.0,17.2,6.0,53 : 47,THE 2024,
U1000,2024,25759.0,15.0,2.0,,THE 2024,
U1003,2024,1095.0,0.9,0.0,50 : 50,THE 2024,
U1015,2024,9173.0,9.6,9.0,65 : 35,THE 2024,
U1030,2024,6309.0,9.6,2.0,42 : 58,THE 2024,
U1031,2024,10257.0,10.1,3.0,38 : 62,THE 2024,
U1039,2024,21920.0,21.6,3.0,41 : 59,THE 2024,
U1044,2024,47709.0,42.4,24.0,39 : 61,THE 2024,
U1057,2024,7659.0,16.5,0.0,36 : 64,THE 2024,
U1061,2024,7986.0,13.3,8.0,36 : 64,THE 2024,
U1085,2024,12604.0,16.8,3.0,55 : 45,THE 2024,
U1086,2024,5654.0,12.0,12.0,31 : 69,THE 2024,
U1094,2024,32895.0,17.2,2.0,62 : 38,THE 2024,
U1095,2024,6997.0,13.9,0.0,43 : 57,THE 2024,
U1114,2024,28122.0,23.3,0.0,42 : 58,THE 2024,
U1125,2024,8628.0,5.2,0.0,55 : 45,THE 2024,
U1128,2024,17602.0,14.6,2.0,36 : 64,THE 2024,
U1172,2024,3943.0,13.8,6.0,29 : 71,THE 2024,
U1184,2024,5628.0,16.0,5.0,14 : 86,THE 2024,
U2920,2024,7181.0,13.4,12.0,,THE 2024,
U1230,2024,11706.0,13.1,5.0,39 : 61,THE 2024,
U2380,2024,3481.0,12.1,4.0,57 : 43,THE 2024,
U1248,2024,26014.0,50.4,18.0,68 : 32,THE 2024,
U2367,2024,11153.0,6.4,18.0,54 : 46,THE 2024,
U2542,2024,10836.0,13.6,3.0,47 : 53,THE 2024,
U1274,2024,8361.0,14.9,3.0,43 : 57,THE 2024,
U2948,2024,17175.0,14.5,2.0,64 : 36,THE 2024,
U2951,2024,12919.0,14.4,11.0,54 : 46,THE 2024,
U2952,2024,115156.0,45.9,1.0,51 : 49,THE 2024,
U2960,2024,8167.0,22.8,1.0,54 : 46,THE 2024,
U1303,2024,6884.0,5.7,16.0,72 : 28,THE 2024,
U1304,2024,10237.0,7.3,5.0,74 : 26,THE 2024,
U1305,2024,10849.0,5.7,44.0,48 : 52,THE 2024,
U2965,2024,4298.0,9.8,14.0,63 : 37,THE 2024,
U1315,2024,9019.0,16.3,17.0,57 : 43,THE 2024,
U1317,2024,60865.0,42.1,1.0,50 : 50,THE 2024,
U1329,2024,6983.0,8.3,3.0,38 : 62,THE 2024,
U1348,2024,87462.0,41.7,3.0,53 : 47,THE 2024,
U2990,2024,18846.0,8.5,2.0,69 : 31,THE 2024,
U1354,2024,6973.0,14.6,7.0,61 : 39,THE 2024,
U1355,2024,15468.0,12.8,12.0,29 : 71,THE 2024,
U1361,2024,14248.0,20.7,14.0,33 : 67,THE 2024,
U1369,2024,8893.0,16.3,9.0,45 : 55,THE 2024,
U1376,2024,11348.0,15.5,18.0,44 : 56,THE 2024,
U1378,2024,2127.0,10.2,12.0,12 : 88,THE 2024,
U1379,2024,8782.0,6.7,5.0,39 : 61,THE 2024,
U1381,2024,5760.0,16.1,5.0,17 : 83,THE 2024,
U3001,2024,52678.0,34.5,2.0,24 : 76,THE 2024,
U3002,2024,28916.0,21.6,3.0,63 : 37,THE 2024,
U1416,2024,8459.0,15.0,8.0,51 : 49,THE 2024,
U1421,2024,7618.0,22.7,6.0,30 : 70,THE 2024,
U1422,2024,8748.0,15.6,4.0,44 : 56,THE 2024,
U1461,2024,56586.0,22.0,1.0,40 : 60,THE 2024,
U1465,2024,80478.0,67.5,4.0,55 : 45,THE 2024,
U1424,2024,9970.0,18.6,9.0,52 : 48,THE 2024,
U1432,2024,3820.0,15.9,0.0,0 : 100,THE 2024,
U1435,2024,28128.0,33.1,3.0,39 : 61,THE 2024,
U1443,2024,5032.0,9.5,7.0,25 : 75,THE 2024,
U1450,2024,8244.0,16.2,8.0,32 : 68,THE 2024,
U1453,2024,11055.0,7.9,14.0,31 : 69,THE 2024,
U1455,2024,21170.0,8.0,3.0,30 : 70,THE 2024,
U3022,2024,43108.0,11.7,1.0,46 : 54,THE 2024,
U1560,2024,2678.0,14.5,6.0,100 : 0,THE 2024,
U1575,2024,7478.0,10.1,2.0,56 : 44,THE 2024,
U1585,2024,5096.0,13.7,6.0,32 : 68,THE 2024,
U3040,2024,15820.0,17.5,6.0,56 : 44,THE 2024,
U1596,2024,15734.0,11.5,4.0,37 : 63,THE 2024,
U1598,2024,10520.0,25.7,3.0,36 : 64,THE 2024,
U1617,2024,35218.0,23.4,16.0,64 : 36,THE 2024,
U3058,2024,14105.0,13.9,15.0,53 : 47,THE 2024,
U1624,2024,7060.0,10.3,24.0,67 : 33,THE 2024,
U1634,2024,5499.0,23.1,5.0,55 : 45,THE 2024,
U3213,2024,53676.0,11.1,0.0,59 : 41,THE 2024,
U1642,2024,9613.0,6.9,4.0,,THE 2024,
U1653,2024,19211.0,16.9,5.0,47 : 53,THE 2024,
U1670,2024,27960.0,7.3,1.0,47 : 53,THE 2024,
U1673,2024,18104.0,26.2,1.0,43 : 57,THE 2024,
U1674,2024,28879.0,12.9,2.0,56 : 44,THE 2024,
U1665,2024,11476.0,13.0,1.0,56 : 44,THE 2024,
U1686,2024,29241.0,28.3,0.0,62 : 38,THE 2024,
U1690,2024,6184.0,8.5,6.0,60 : 40,THE 2024,
U1689,2024,14304.0,11.4,6.0,32 : 68,THE 2024,
U1696,2024,33318.0,12.9,2.0,69 : 31,THE 2024,
U3083,2024,43535.0,15.2,1.0,58 : 42,THE 2024,
U1709,2024,16563.0,11.4,10.0,52 : 48,THE 2024,
U3085,2024,11828.0,43.0,33.0,44 : 56,THE 2024,
U3304,2024,42153.0,19.4,6.0,59 : 41,THE 2024,
U1753,2024,19783.0,14.4,4.0,,THE 2024,
U1757,2024,35119.0,17.4,10.0,37 : 63,THE 2024,
U2583,2024,7941.0,10.9,7.0,61 : 39,THE 2024,
U1807,2024,1915.0,1.4,0.0,51 : 49,THE 2024,
U1809,2024,42601.0,26.6,7.0,51 : 49,THE 2024,
U1814,2024,9198.0,10.7,14.0,48 : 52,THE 2024,
U1827,2024,1294.0,3.3,0.0,44 : 56,THE 2024,
U1830,2024,10360.0,13.1,3.0,43 : 57,THE 2024,
U1832,2024,13406.0,10.6,5.0,50 : 50,THE 2024,
U2469,2024,27580.0,16.9,2.0,64 : 36,THE 2024,
U1850,2024,32183.0,14.0,8.0,58 : 42,THE 2024,
U1853,2024,3537.0,7.9,7.0,61 : 39,THE 2024,
U1857,2024,8987.0,13.8,9.0,36 : 64,THE 2024,
U2912,2024,8170.0,26.4,1.0,51 : 49,THE 2024,
U1865,2024,13458.0,22.1,1.0,60 : 40,THE 2024,
U1871,2024,6260.0,13.0,2.0,58 : 42,THE 2024,
U1872,2024,9585.0,17.8,0.0,31 : 69,THE 2024,
U3127,2024,26472.0,10.5,2.0,43 : 57,THE 2024,
U1887,2024,9001.0,29.7,5.0,18 : 82,THE 2024,
U1888,2024,1163.0,3.2,4.0,50 : 50,THE 2024,
U1897,2024,3668.0,1.6,0.0,62 : 38,THE 2024,
U1909,2024,17424.0,12.0,4.0,32 : 68,THE 2024,
U2517,2024,32675.0,29.4,0.0,71 : 29,THE 2024,
U1922,2024,4550.0,11.9,5.0,54 : 46,THE 2024,
U1928,2024,64200.0,27.6,0.0,56 : 44,THE 2024,
U1936,2024,10329.0,21.4,6.0,51 : 49,THE 2024,
U1937,2024,15808.0,18.6,12.0,48 : 52,THE 2024,
