master_university_id,year,source,research_score,research_impact_score,research_network_score,industry_income_score
UNI00197,2024,THE,55.7,54.3,,99.5
UNI01586,2024,THE,38.8,85.5,,76.5
UNI00190,2024,THE,33.6,93.3,,68.9
UNI01587,2024,THE,38.5,84.1,,77.1
UNI00147,2024,THE,49.7,71.9,,95.3
UNI01574,2024,THE,38.3,90.5,,78.4
UNI01588,2024,THE,44.7,80.4,,91.0
UNI00229,2024,THE,38.0,88.7,,65.0
UNI00191,2024,THE,40.6,84.1,,70.8
UNI00256,2024,THE,37.2,78.4,,80.1
UNI01592,2024,THE,39.0,80.1,,90.3
UNI01591,2024,THE,60.7,57.3,,68.2
UNI01594,2024,THE,40.8,92.8,,60.3
UNI01595,2024,THE,39.5,83.2,,86.2
UNI00249,2024,THE,35.6,92.7,,66.1
UNI00271,2024,THE,34.0,91.3,,75.4
UNI00243,2024,THE,49.7,83.0,,76.2
UNI01597,2024,THE,47.6,71.4,,93.5
UNI00274,2024,THE,44.9,80.1,,82.6
UNI00194,2024,THE,41.3,84.0,,75.1
UNI00278,2024,THE,38.5,87.0,,83.5
UNI01598,2024,THE,42.6,80.9,,92.4
UNI00135,2024,THE,42.9,75.2,,99.6
UNI00183,2024,THE,39.3,84.0,,91.4
UNI00171,2024,THE,35.1,80.5,,65.3
UNI01599,2024,THE,44.0,74.7,,82.1
UNI00225,2024,THE,33.9,84.2,,69.4
UNI00287,2024,THE,30.5,84.6,,60.7
UNI00289,2024,THE,28.3,84.6,,64.2
UNI00290,2024,THE,35.4,85.7,,70.6
UNI00261,2024,THE,34.6,91.4,,72.2
UNI01601,2024,THE,32.0,90.9,,51.6
UNI00205,2024,THE,46.8,53.9,,78.5
UNI00296,2024,THE,38.6,79.4,,68.2
UNI00273,2024,THE,37.8,82.7,,74.6
UNI01603,2024,THE,34.5,82.3,,82.2
UNI00237,2024,THE,35.5,85.7,,80.5
UNI01605,2024,THE,27.9,98.0,,62.8
UNI01606,2024,THE,32.6,82.3,,89.0
UNI01607,2024,THE,35.9,78.4,,95.6
UNI01608,2024,THE,28.6,90.7,,46.1
UNI01583,2024,THE,44.4,71.5,,97.4
UNI00303,2024,THE,40.0,71.0,,95.9
UNI00304,2024,THE,36.7,91.7,,65.1
UNI00272,2024,THE,35.4,88.1,,73.8
UNI00306,2024,THE,38.7,73.7,,94.2
UNI00302,2024,THE,41.3,86.4,,92.8
UNI00239,2024,THE,34.4,77.4,,70.2
UNI01611,2024,THE,34.2,78.9,,65.0
UNI01612,2024,THE,35.4,72.6,,52.5
UNI01585,2024,THE,29.3,89.6,,98.6
UNI01613,2024,THE,31.4,85.3,,66.5
UNI00308,2024,THE,41.4,73.3,,79.1
UNI00314,2024,THE,38.2,84.1,,66.0
UNI00195,2024,THE,35.6,83.4,,61.8
UNI01615,2024,THE,38.0,72.3,,94.0
UNI01616,2024,THE,36.6,81.7,,76.9
UNI00164,2024,THE,36.2,83.2,,73.2
UNI00318,2024,THE,46.7,72.2,,85.9
UNI00320,2024,THE,34.5,94.0,,73.8
UNI01618,2024,THE,27.8,76.9,,66.4
UNI00323,2024,THE,36.7,84.2,,83.1
UNI01619,2024,THE,38.2,83.2,,92.8
UNI01620,2024,THE,33.5,89.1,,91.5
UNI00262,2024,THE,36.4,87.6,,99.9
UNI01621,2024,THE,29.7,81.4,,66.5
UNI01622,2024,THE,49.5,63.1,,99.6
UNI00265,2024,THE,34.5,88.0,,73.0
UNI01593,2024,THE,26.4,84.0,,88.3
UNI00328,2024,THE,30.2,89.7,,62.8
UNI00334,2024,THE,38.4,82.0,,70.5
UNI00276,2024,THE,48.1,62.6,,99.8
UNI01623,2024,THE,44.1,57.6,,96.2
UNI00336,2024,THE,39.4,78.8,,76.7
UNI01596,2024,THE,26.9,98.3,,66.8
UNI01624,2024,THE,48.0,70.0,,98.3
UNI01625,2024,THE,43.5,68.6,,94.7
UNI01627,2024,THE,39.0,68.8,,67.2
UNI01629,2024,THE,34.1,76.1,,74.8
UNI01630,2024,THE,30.0,89.4,,74.5
UNI01602,2024,THE,32.8,92.4,,89.9
UNI01604,2024,THE,32.3,92.1,,43.8
UNI00335,2024,THE,31.6,78.9,,71.7
UNI00345,2024,THE,26.0,79.6,,75.6
UNI00231,2024,THE,32.1,84.9,,83.0
UNI01634,2024,THE,35.1,76.3,,66.3
UNI01635,2024,THE,31.8,81.0,,57.7
UNI00349,2024,THE,35.4,78.4,,71.0
UNI00325,2024,THE,33.8,76.7,,83.0
UNI00331,2024,THE,37.9,66.9,,69.1
UNI00186,2024,THE,40.4,62.0,,99.4
UNI01609,2024,THE,36.3,68.9,,71.0
UNI01636,2024,THE,28.9,77.2,,69.6
UNI01637,2024,THE,33.1,70.3,,79.6
UNI01610,2024,THE,33.3,81.6,,63.0
UNI00187,2024,THE,47.5,51.2,,98.4
UNI01638,2024,THE,38.7,72.7,,95.5
UNI01639,2024,THE,35.6,74.7,,68.1
UNI00313,2024,THE,30.4,82.3,,79.1
UNI01640,2024,THE,40.6,74.7,,86.7
UNI00329,2024,THE,38.4,74.7,,67.8
UNI01614,2024,THE,21.3,91.7,,86.8
UNI00234,2024,THE,35.1,75.8,,68.8
UNI01617,2024,THE,32.3,82.7,,80.4
UNI00368,2024,THE,33.5,74.3,,77.5
UNI00370,2024,THE,29.3,79.0,,63.3
UNI01590,2024,THE,25.8,93.5,,66.8
UNI01643,2024,THE,37.4,78.3,,86.2
UNI00364,2024,THE,36.8,82.5,,98.3
UNI01644,2024,THE,46.3,68.4,,90.4
UNI00316,2024,THE,39.5,76.9,,89.8
UNI00311,2024,THE,35.5,71.2,,75.5
UNI01645,2024,THE,34.9,78.8,,85.4
UNI00377,2024,THE,38.4,80.9,,93.1
UNI00379,2024,THE,31.8,86.5,,64.1
UNI01646,2024,THE,37.8,77.7,,67.9
UNI00381,2024,THE,31.6,84.5,,72.9
UNI00354,2024,THE,34.9,83.3,,67.0
UNI00326,2024,THE,34.5,83.2,,77.4
UNI00330,2024,THE,31.6,82.4,,75.9
UNI00387,2024,THE,34.5,74.8,,82.9
UNI00277,2024,THE,31.7,87.7,,51.5
UNI01649,2024,THE,42.9,72.4,,81.3
UNI01650,2024,THE,33.5,83.7,,72.1
UNI00338,2024,THE,27.2,71.9,,63.2
UNI01651,2024,THE,33.7,77.0,,85.1
UNI01628,2024,THE,29.9,76.3,,65.4
UNI00398,2024,THE,40.8,65.0,,83.4
UNI00400,2024,THE,29.9,72.5,,66.7
UNI00384,2024,THE,26.5,80.7,,60.1
UNI01653,2024,THE,45.5,54.0,,65.5
UNI00294,2024,THE,31.6,82.4,,40.8
UNI01654,2024,THE,38.2,75.9,,79.6
UNI00366,2024,THE,30.9,78.6,,61.8
UNI01633,2024,THE,23.7,93.7,,73.4
UNI00409,2024,THE,30.2,72.8,,68.7
UNI00343,2024,THE,38.9,64.8,,78.1
UNI00412,2024,THE,26.2,86.9,,69.2
UNI01657,2024,THE,35.2,80.9,,85.5
UNI00407,2024,THE,34.4,78.6,,72.9
UNI00417,2024,THE,22.8,85.5,,45.6
UNI01659,2024,THE,40.5,68.2,,69.8
UNI00355,2024,THE,38.1,69.1,,83.9
UNI00264,2024,THE,33.4,65.2,,75.1
UNI00219,2024,THE,44.0,47.4,,95.1
UNI01662,2024,THE,30.4,92.0,,75.2
UNI00425,2024,THE,26.9,67.8,,91.5
UNI00426,2024,THE,34.5,69.3,,84.8
UNI00420,2024,THE,30.9,79.6,,58.9
UNI00428,2024,THE,38.0,72.5,,70.5
UNI00429,2024,THE,25.9,73.1,,79.9
UNI00431,2024,THE,40.5,68.9,,91.9
UNI00433,2024,THE,41.5,62.1,,81.6
UNI00432,2024,THE,34.7,76.3,,62.3
UNI00375,2024,THE,43.1,53.6,,81.9
UNI00310,2024,THE,31.8,87.3,,69.5
UNI00359,2024,THE,26.0,91.1,,66.7
UNI00435,2024,THE,29.6,81.4,,67.2
UNI00374,2024,THE,28.3,86.9,,72.0
UNI01666,2024,THE,31.3,67.4,,61.6
UNI00439,2024,THE,37.9,69.5,,90.2
UNI01641,2024,THE,21.0,81.4,,66.6
UNI00388,2024,THE,35.1,62.9,,95.8
UNI00321,2024,THE,25.7,93.8,,29.0
UNI01668,2024,THE,34.3,85.3,,57.9
UNI01669,2024,THE,36.7,74.8,,56.4
UNI00372,2024,THE,25.9,88.0,,46.9
UNI00449,2024,THE,34.0,66.9,,68.1
UNI00382,2024,THE,24.3,85.2,,70.4
UNI00443,2024,THE,28.3,84.9,,72.3
UNI00454,2024,THE,34.8,80.5,,65.2
UNI00405,2024,THE,42.6,52.3,,72.9
UNI01647,2024,THE,31.2,80.1,,63.8
UNI00399,2024,THE,32.4,78.3,,69.6
UNI00390,2024,THE,36.6,80.6,,63.2
UNI00459,2024,THE,26.5,82.5,,64.1
UNI00461,2024,THE,21.2,84.0,,40.8
UNI00282,2024,THE,25.7,97.0,,21.9
UNI00464,2024,THE,25.3,72.7,,64.3
UNI01677,2024,THE,43.9,22.1,,51.7
UNI00286,2024,THE,23.1,82.5,,23.1
UNI00291,2024,THE,21.1,86.7,,38.4
UNI00396,2024,THE,19.2,89.3,,62.4
UNI01631,2024,THE,28.9,76.0,,22.9
UNI01632,2024,THE,23.9,86.8,,48.1
UNI01681,2024,THE,29.0,76.9,,48.8
UNI01679,2024,THE,22.7,81.2,,59.0
UNI01683,2024,THE,33.4,50.6,,81.1
UNI00472,2024,THE,34.4,74.7,,78.3
UNI00403,2024,THE,32.5,73.9,,36.3
UNI00280,2024,THE,33.1,61.9,,60.1
UNI01684,2024,THE,38.4,52.0,,98.3
UNI01680,2024,THE,27.1,65.0,,71.3
UNI00397,2024,THE,38.2,59.9,,78.0
UNI01682,2024,THE,31.7,74.4,,69.4
UNI01685,2024,THE,35.9,48.9,,84.7
UNI01686,2024,THE,35.0,68.1,,86.8
UNI00406,2024,THE,31.8,72.5,,80.9
UNI00477,2024,THE,35.2,77.1,,62.8
UNI00215,2024,THE,30.3,55.7,,87.2
UNI01689,2024,THE,30.2,65.7,,70.2
UNI00488,2024,THE,29.3,74.2,,61.5
UNI01690,2024,THE,33.2,63.2,,54.7
UNI00486,2024,THE,28.3,78.0,,73.4
UNI00353,2024,THE,27.5,82.7,,62.0
UNI00489,2024,THE,25.4,72.6,,65.2
UNI00494,2024,THE,25.2,75.4,,28.9
UNI01655,2024,THE,29.9,73.8,,60.2
UNI00496,2024,THE,36.2,66.2,,78.1
UNI00367,2024,THE,39.6,50.3,,99.9
UNI01692,2024,THE,44.0,57.3,,56.5
UNI00498,2024,THE,24.3,74.3,,59.8
UNI01658,2024,THE,23.4,65.8,,21.5
UNI01660,2024,THE,36.5,43.6,,90.5
UNI01691,2024,THE,32.6,60.2,,59.6
UNI01694,2024,THE,37.4,75.2,,73.9
UNI00342,2024,THE,36.3,66.8,,44.8
UNI00504,2024,THE,35.4,58.2,,98.7
UNI00499,2024,THE,34.1,78.2,,53.0
UNI01695,2024,THE,27.8,58.7,,47.4
UNI00378,2024,THE,29.0,77.6,,51.9
UNI00507,2024,THE,30.8,71.8,,70.9
UNI00230,2024,THE,19.9,84.5,,48.7
UNI00487,2024,THE,32.6,64.1,,75.9
UNI00411,2024,THE,26.7,68.4,,49.7
UNI00301,2024,THE,38.0,69.9,,64.7
UNI01697,2024,THE,31.4,68.8,,63.1
UNI00511,2024,THE,30.7,77.0,,58.3
UNI00516,2024,THE,28.7,69.6,,88.1
UNI01699,2024,THE,26.0,66.0,,69.9
UNI00514,2024,THE,24.6,79.6,,80.3
UNI01700,2024,THE,41.0,42.4,,57.5
UNI00446,2024,THE,36.9,63.8,,93.2
UNI00263,2024,THE,42.3,58.4,,99.5
UNI00248,2024,THE,44.3,52.9,,99.9
UNI00520,2024,THE,31.1,71.5,,67.0
UNI01702,2024,THE,26.4,67.2,,53.5
UNI01704,2024,THE,23.5,69.2,,69.8
UNI00529,2024,THE,30.5,79.4,,70.2
UNI01703,2024,THE,36.5,66.5,,62.2
UNI00395,2024,THE,31.2,80.5,,68.7
UNI00528,2024,THE,21.9,79.5,,66.1
UNI01705,2024,THE,30.2,73.5,,85.8
UNI00120,2024,THE,34.3,67.6,,84.7
UNI00285,2024,THE,35.4,71.1,,66.3
UNI00532,2024,THE,20.0,84.5,,40.6
UNI01708,2024,THE,20.5,87.0,,37.8
UNI00351,2024,THE,24.1,84.2,,22.9
UNI01709,2024,THE,33.8,57.2,,71.5
UNI00539,2024,THE,30.3,60.9,,89.9
UNI01665,2024,THE,20.7,75.6,,61.1
UNI01710,2024,THE,27.8,60.0,,53.7
UNI01642,2024,THE,16.3,80.9,,60.6
UNI00544,2024,THE,36.1,60.2,,15.6
UNI01712,2024,THE,24.6,75.1,,63.4
UNI00548,2024,THE,25.3,74.6,,62.4
UNI00441,2024,THE,26.2,82.4,,41.0
UNI00546,2024,THE,13.5,68.9,,20.0
UNI00549,2024,THE,28.2,73.3,,72.7
UNI01713,2024,THE,32.6,60.9,,85.1
UNI01714,2024,THE,28.4,71.9,,60.5
UNI00209,2024,THE,29.3,65.0,,55.0
UNI00553,2024,THE,31.3,53.4,,99.0
UNI00555,2024,THE,42.2,62.3,,72.0
UNI00445,2024,THE,24.4,73.1,,67.8
UNI00418,2024,THE,30.1,84.5,,74.4
UNI00533,2024,THE,33.5,80.2,,60.6
UNI01717,2024,THE,27.6,69.7,,28.1
UNI01670,2024,THE,27.7,90.3,,39.5
UNI00450,2024,THE,26.2,84.1,,67.0
UNI00561,2024,THE,29.9,73.1,,57.2
UNI00270,2024,THE,34.1,69.4,,58.4
UNI00564,2024,THE,23.2,82.8,,72.7
UNI00281,2024,THE,31.0,74.3,,72.4
UNI00452,2024,THE,22.0,80.6,,78.5
UNI00568,2024,THE,25.4,85.7,,35.0
UNI00563,2024,THE,23.0,68.5,,62.4
UNI00570,2024,THE,31.6,59.3,,67.1
UNI00573,2024,THE,37.7,52.8,,92.3
UNI00456,2024,THE,31.0,63.1,,47.5
UNI00576,2024,THE,15.2,72.7,,42.1
UNI01648,2024,THE,17.9,73.5,,66.0
UNI01626,2024,THE,16.3,84.8,,19.0
UNI00490,2024,THE,26.3,72.4,,51.0
UNI01719,2024,THE,22.8,73.2,,70.9
UNI00582,2024,THE,25.7,59.6,,69.3
UNI01676,2024,THE,21.5,94.4,,28.4
UNI00584,2024,THE,34.1,54.1,,85.8
UNI00585,2024,THE,24.6,47.3,,18.6
UNI00534,2024,THE,30.6,59.0,,71.6
UNI00574,2024,THE,22.4,73.8,,58.1
UNI01600,2024,THE,22.0,74.4,,37.8
UNI00589,2024,THE,36.3,52.8,,64.7
UNI00592,2024,THE,19.5,69.6,,47.4
UNI01726,2024,THE,30.9,62.4,,68.2
UNI00595,2024,THE,31.2,67.0,,75.5
UNI01727,2024,THE,26.7,76.0,,39.5
UNI01729,2024,THE,37.5,56.6,,81.8
UNI00193,2024,THE,29.4,58.8,,52.1
UNI00444,2024,THE,29.3,66.2,,66.3
UNI01730,2024,THE,22.0,65.6,,62.4
UNI00473,2024,THE,25.7,76.5,,64.5
UNI01731,2024,THE,25.8,75.3,,64.3
UNI00475,2024,THE,24.3,64.2,,55.8
UNI01734,2024,THE,22.1,72.8,,85.3
UNI00603,2024,THE,31.2,69.7,,67.4
UNI00481,2024,THE,18.4,77.9,,47.7
UNI01736,2024,THE,28.6,48.1,,75.5
UNI01688,2024,THE,24.9,74.3,,66.9
UNI00463,2024,THE,26.6,65.7,,52.2
UNI01738,2024,THE,21.8,66.9,,51.2
UNI00482,2024,THE,21.4,51.5,,91.5
UNI00591,2024,THE,17.5,81.2,,40.9
UNI01740,2024,THE,24.5,53.0,,79.5
UNI00613,2024,THE,29.7,65.8,,70.2
UNI00616,2024,THE,25.0,66.3,,44.4
UNI00600,2024,THE,34.0,70.6,,75.6
UNI00465,2024,THE,36.6,51.8,,87.3
UNI00607,2024,THE,14.4,75.7,,37.5
UNI01742,2024,THE,22.8,73.5,,43.6
UNI00614,2024,THE,24.6,73.3,,66.1
UNI00624,2024,THE,20.1,70.3,,48.6
UNI00502,2024,THE,19.4,72.4,,48.1
UNI00627,2024,THE,34.8,63.7,,39.7
UNI00596,2024,THE,38.1,51.5,,96.2
UNI00622,2024,THE,13.2,76.4,,32.8
UNI01746,2024,THE,22.9,85.3,,25.8
UNI00508,2024,THE,18.7,82.2,,24.7
UNI00509,2024,THE,19.3,77.7,,35.4
UNI01696,2024,THE,38.1,62.3,,23.2
UNI00633,2024,THE,18.5,77.4,,57.7
UNI00268,2024,THE,28.2,60.5,,77.6
UNI00635,2024,THE,24.5,60.9,,83.2
UNI01745,2024,THE,25.3,79.1,,59.5
UNI00512,2024,THE,18.5,80.0,,46.8
UNI00630,2024,THE,32.5,63.9,,64.0
UNI01749,2024,THE,25.2,67.2,,64.1
UNI00257,2024,THE,39.2,47.2,,100.0
UNI00506,2024,THE,23.9,77.3,,89.8
UNI00497,2024,THE,32.0,51.4,,92.7
UNI01751,2024,THE,27.3,74.6,,69.1
UNI01752,2024,THE,29.5,65.9,,40.4
UNI01701,2024,THE,16.4,77.8,,66.1
UNI01754,2024,THE,21.0,76.1,,26.3
UNI01747,2024,THE,22.7,75.8,,40.4
UNI00637,2024,THE,14.3,84.6,,37.3
UNI01755,2024,THE,33.7,61.5,,71.5
UNI01756,2024,THE,27.6,76.9,,59.9
UNI00363,2024,THE,34.3,56.7,,69.9
UNI00653,2024,THE,39.1,45.1,,86.6
UNI01758,2024,THE,30.5,51.2,,64.9
UNI01759,2024,THE,24.3,68.1,,49.7
UNI01667,2024,THE,14.2,78.0,,56.0
UNI00644,2024,THE,24.4,79.2,,52.4
UNI00357,2024,THE,25.6,60.1,,17.2
UNI01760,2024,THE,38.0,62.7,,71.3
UNI01753,2024,THE,22.8,77.7,,32.6
UNI00440,2024,THE,17.9,85.2,,17.7
UNI00537,2024,THE,25.6,75.9,,74.9
UNI01765,2024,THE,24.3,79.8,,75.6
UNI00664,2024,THE,27.7,65.4,,52.8
UNI00666,2024,THE,27.7,70.2,,37.3
UNI01767,2024,THE,23.4,80.1,,43.1
UNI01768,2024,THE,15.1,73.1,,29.9
UNI01770,2024,THE,17.8,84.1,,20.9
UNI00671,2024,THE,22.5,79.2,,63.6
UNI01772,2024,THE,40.0,31.8,,53.8
UNI00657,2024,THE,25.1,74.2,,52.3
UNI01774,2024,THE,24.0,61.5,,77.0
UNI01715,2024,THE,17.2,71.9,,52.9
UNI01763,2024,THE,22.1,68.8,,54.0
UNI00676,2024,THE,26.6,69.0,,86.6
UNI01764,2024,THE,25.6,75.7,,58.2
UNI00668,2024,THE,20.4,70.2,,79.3
UNI00559,2024,THE,15.0,82.6,,30.2
UNI00681,2024,THE,29.8,56.7,,60.7
UNI01778,2024,THE,29.8,67.3,,64.6
UNI01779,2024,THE,24.6,64.9,,66.7
UNI01775,2024,THE,12.6,80.4,,21.8
UNI01782,2024,THE,12.5,81.5,,39.5
UNI01783,2024,THE,13.8,58.6,,63.7
UNI00685,2024,THE,21.2,64.4,,46.6
UNI01672,2024,THE,12.8,64.8,,23.2
UNI00689,2024,THE,14.0,61.6,,34.3
UNI01777,2024,THE,23.5,71.3,,47.1
UNI00680,2024,THE,17.1,57.2,,38.5
UNI00414,2024,THE,26.3,57.9,,27.9
UNI01781,2024,THE,30.5,62.6,,67.3
UNI00385,2024,THE,30.2,57.3,,48.1
UNI01675,2024,THE,12.0,70.5,,18.0
UNI00691,2024,THE,16.4,66.4,,26.8
UNI01786,2024,THE,21.8,78.3,,57.8
UNI00699,2024,THE,23.9,65.8,,65.5
UNI00695,2024,THE,19.7,61.3,,54.8
UNI01789,2024,THE,22.2,65.4,,36.7
UNI01790,2024,THE,32.6,48.0,,34.6
UNI00572,2024,THE,26.0,48.8,,91.4
UNI00571,2024,THE,11.8,77.8,,23.2
UNI01792,2024,THE,26.6,57.4,,59.6
UNI01793,2024,THE,9.6,79.0,,47.7
UNI01678,2024,THE,15.4,83.4,,17.0
UNI01794,2024,THE,23.8,71.0,,44.6
UNI01791,2024,THE,20.9,65.8,,46.0
UNI01795,2024,THE,16.1,82.0,,22.2
UNI01796,2024,THE,20.0,45.6,,68.7
UNI00711,2024,THE,38.7,42.9,,89.9
UNI00702,2024,THE,34.6,47.2,,95.5
UNI00238,2024,THE,32.2,50.2,,76.6
UNI00706,2024,THE,20.8,66.8,,54.0
UNI00710,2024,THE,16.6,88.2,,30.5
UNI01799,2024,THE,19.9,62.6,,41.9
UNI00650,2024,THE,14.9,69.6,,26.8
UNI01798,2024,THE,19.1,63.3,,21.9
UNI00720,2024,THE,22.5,40.7,,51.1
UNI00718,2024,THE,15.1,71.0,,45.0
UNI00721,2024,THE,12.8,71.8,,26.5
UNI00479,2024,THE,14.2,87.5,,17.4
UNI01803,2024,THE,25.8,60.2,,87.1
UNI01724,2024,THE,15.2,73.8,,35.9
UNI01805,2024,THE,25.7,32.6,,82.5
UNI01807,2024,THE,31.4,34.5,,77.3
UNI01808,2024,THE,37.0,31.3,,80.8
UNI01809,2024,THE,27.6,62.4,,27.7
UNI01806,2024,THE,12.8,82.6,,17.1
UNI01811,2024,THE,33.1,38.1,,40.5
UNI00566,2024,THE,35.3,44.5,,82.8
UNI01813,2024,THE,36.0,36.7,,81.0
UNI00730,2024,THE,22.5,54.1,,52.9
UNI01815,2024,THE,17.2,71.3,,41.7
UNI01816,2024,THE,24.7,65.5,,30.6
UNI01814,2024,THE,18.3,71.7,,59.9
UNI00732,2024,THE,13.9,66.7,,46.1
UNI01725,2024,THE,15.0,83.4,,32.7
UNI01817,2024,THE,19.3,79.6,,63.5
UNI00737,2024,THE,26.8,50.4,,73.5
UNI00736,2024,THE,30.1,68.4,,64.5
UNI01656,2024,THE,10.5,72.3,,23.5
UNI01728,2024,THE,27.4,72.9,,37.4
UNI00739,2024,THE,13.4,67.2,,33.9
UNI00536,2024,THE,26.4,44.7,,68.5
UNI01821,2024,THE,13.9,70.6,,20.8
UNI01822,2024,THE,19.6,72.4,,26.7
UNI01823,2024,THE,24.1,52.0,,49.5
UNI01825,2024,THE,24.1,59.7,,30.0
UNI01827,2024,THE,24.1,70.6,,19.8
UNI01733,2024,THE,22.7,80.4,,43.2
UNI01735,2024,THE,21.4,71.7,,49.6
UNI01829,2024,THE,16.4,54.5,,39.1
UNI01830,2024,THE,35.7,56.3,,55.2
UNI01831,2024,THE,26.5,62.0,,75.2
UNI01832,2024,THE,34.9,40.0,,69.0
UNI00341,2024,THE,29.0,55.7,,46.7
UNI01833,2024,THE,15.0,74.8,,40.4
UNI00684,2024,THE,24.3,51.8,,33.9
UNI01834,2024,THE,14.1,77.5,,51.1
UNI01835,2024,THE,19.2,78.3,,28.2
UNI01836,2024,THE,13.4,62.7,,30.8
UNI00754,2024,THE,18.3,58.3,,21.3
UNI01837,2024,THE,17.1,59.3,,81.4
UNI01838,2024,THE,28.7,44.4,,83.0
UNI00758,2024,THE,20.9,57.4,,66.9
UNI01840,2024,THE,19.9,74.7,,21.9
UNI01741,2024,THE,15.0,75.6,,17.4
UNI00242,2024,THE,27.0,49.2,,73.3
UNI01842,2024,THE,15.8,61.5,,52.0
UNI01843,2024,THE,21.7,43.6,,36.1
UNI00542,2024,THE,27.2,48.1,,75.4
UNI00764,2024,THE,37.6,49.1,,73.7
UNI01663,2024,THE,11.2,67.6,,18.8
UNI00628,2024,THE,22.5,57.6,,63.6
UNI01743,2024,THE,23.2,58.6,,67.2
UNI00769,2024,THE,12.4,65.9,,52.4
UNI01847,2024,THE,18.9,58.0,,60.6
UNI00770,2024,THE,21.4,61.1,,63.1
UNI00771,2024,THE,11.3,34.2,,18.8
UNI00434,2024,THE,25.0,46.3,,78.6
UNI01848,2024,THE,15.6,76.5,,19.8
UNI00775,2024,THE,19.0,67.5,,28.3
UNI01849,2024,THE,18.5,46.3,,44.9
UNI01851,2024,THE,22.6,75.6,,64.9
UNI00779,2024,THE,24.6,61.5,,66.8
UNI00460,2024,THE,31.0,50.1,,41.7
UNI01852,2024,THE,14.7,63.9,,28.5
UNI01664,2024,THE,12.4,65.6,,28.1
UNI00700,2024,THE,30.3,59.3,,74.7
UNI00783,2024,THE,20.0,58.8,,66.2
UNI01854,2024,THE,22.7,61.9,,60.1
UNI01855,2024,THE,27.2,53.7,,62.8
UNI01857,2024,THE,31.6,50.1,,71.4
UNI01858,2024,THE,21.2,79.4,,28.7
UNI01860,2024,THE,16.2,69.1,,68.1
UNI01861,2024,THE,27.0,38.3,,93.8
UNI01863,2024,THE,19.4,71.2,,34.9
UNI01864,2024,THE,27.1,43.2,,64.1
UNI00578,2024,THE,33.7,43.8,,79.1
UNI00389,2024,THE,23.0,59.1,,59.7
UNI01865,2024,THE,20.2,64.7,,29.9
UNI01866,2024,THE,19.5,71.7,,18.4
UNI01867,2024,THE,18.8,66.6,,49.9
UNI01868,2024,THE,25.6,64.7,,51.5
UNI01869,2024,THE,25.0,62.4,,64.0
UNI00798,2024,THE,22.1,74.4,,58.7
UNI01870,2024,THE,28.1,57.8,,73.7
UNI01871,2024,THE,15.9,60.0,,60.4
UNI00803,2024,THE,18.7,64.3,,48.0
UNI00804,2024,THE,14.7,64.0,,36.5
UNI01872,2024,THE,36.6,31.6,,40.7
UNI01873,2024,THE,20.1,61.2,,54.7
UNI00806,2024,THE,20.9,60.8,,65.8
UNI01875,2024,THE,20.4,61.2,,64.0
UNI01876,2024,THE,25.0,63.5,,51.9
UNI01877,2024,THE,16.1,68.7,,52.6
UNI01748,2024,THE,18.2,75.9,,29.7
UNI01878,2024,THE,22.5,77.9,,43.8
UNI01880,2024,THE,18.0,54.4,,51.4
UNI00471,2024,THE,21.1,62.5,,29.1
UNI00814,2024,THE,22.5,69.8,,47.2
UNI00816,2024,THE,16.2,67.9,,39.2
UNI00810,2024,THE,22.6,72.2,,65.9
UNI01882,2024,THE,22.6,78.2,,25.6
UNI01884,2024,THE,25.2,38.8,,62.3
UNI01885,2024,THE,21.0,57.3,,69.7
UNI01886,2024,THE,25.0,55.4,,83.2
UNI01881,2024,THE,12.0,80.8,,23.5
UNI00742,2024,THE,16.3,66.1,,28.3
UNI01706,2024,THE,11.6,71.9,,18.7
UNI01883,2024,THE,18.4,84.1,,40.0
UNI00642,2024,THE,18.2,70.3,,32.1
UNI01888,2024,THE,24.0,76.1,,28.7
UNI00829,2024,THE,20.5,57.4,,50.0
UNI01891,2024,THE,25.3,58.3,,49.5
UNI01892,2024,THE,33.4,55.5,,76.1
UNI01893,2024,THE,23.0,46.1,,21.0
UNI01894,2024,THE,16.9,69.3,,50.4
UNI01895,2024,THE,21.8,64.5,,52.2
UNI01889,2024,THE,20.5,63.6,,71.1
UNI01890,2024,THE,21.1,58.7,,69.6
UNI01750,2024,THE,24.7,66.3,,45.7
UNI01896,2024,THE,10.2,77.8,,17.3
UNI01897,2024,THE,22.9,49.9,,63.5
UNI01899,2024,THE,26.9,60.7,,46.2
UNI01901,2024,THE,21.7,63.9,,51.4
UNI01902,2024,THE,13.5,74.7,,24.7
UNI01711,2024,THE,12.8,79.3,,26.9
UNI00649,2024,THE,15.6,66.6,,30.2
UNI00522,2024,THE,22.2,62.3,,35.7
UNI00665,2024,THE,14.6,71.7,,17.2
UNI01904,2024,THE,22.0,61.1,,62.8
UNI01905,2024,THE,20.6,65.7,,48.1
UNI01906,2024,THE,18.5,54.3,,45.1
UNI00839,2024,THE,16.8,58.0,,70.8
UNI01908,2024,THE,20.5,65.5,,62.9
UNI00851,2024,THE,20.9,56.9,,58.0
UNI00854,2024,THE,11.9,84.8,,23.0
UNI00856,2024,THE,16.7,54.5,,68.8
UNI00795,2024,THE,16.0,90.6,,20.9
UNI01910,2024,THE,32.3,57.3,,70.3
UNI01761,2024,THE,22.6,77.3,,54.9
