master_university_id,university_name,country,year,source,rank_start,overall_score,academic_reputation_score
UNI00861,Nanjing Agricultural University,China (Mainland),2024,QS,,,5.5
UNI00862,National Institute of Technology Tiruchirappalli,India,2024,QS,,,3.7
UNI00549,Syracuse University,United States,2024,QS,,,13.6
UNI00711,The Catholic University of Korea,South Korea,2024,QS,,,3.6
UNI00775,Universiti Malaysia Pahang,Malaysia,2024,QS,,,10.1
UNI00456,University of Alaska Fairbanks,United States,2024,QS,,,3.1
UNI00680,American University,United States,2024,QS,,,16.2
UNI00865,Clarkson University,United States,2024,QS,,,1.6
UNI00866,Diponegoro University,Indonesia,2024,QS,,,17.2
UNI00867,Instituto TecnolÃ³gico de Buenos Aires (ITBA),Argentina,2024,QS,,,9.0
UNI00869,Lanzhou University,China (Mainland),2024,QS,,,8.3
UNI00871,Plekhanov Russian University of Economics,Russia,2024,QS,,,12.6
UNI00872,Universidad de La Sabana,Colombia,2024,QS,,,19.4
UNI00396,University of Brescia,Italy,2024,QS,,,3.9
UNI00874,University of Engineering & Technology (UET) Lahore,Pakistan,2024,QS,,,8.9
UNI00875,University of Patras,Greece,2024,QS,,,12.1
UNI00877,Al-Ahliyya Amman University,Jordan,2024,QS,,,6.8
UNI00879,Almaty Technological University,Kazakhstan,2024,QS,,,5.1
UNI00582,Auburn University,United States,2024,QS,,,7.2
UNI00282,Australian Catholic University,Australia,2024,QS,,,8.3
UNI00881,Babes-Bolyai University,Romania,2024,QS,,,16.4
UNI00882,Bangladesh University of Engineering and Technology,Bangladesh,2024,QS,,,15.6
UNI00884,Beijing University of Technology,China (Mainland),2024,QS,,,8.3
UNI00885,Belarusian National Technical University (BNTU),Belarus,2024,QS,,,13.1
UNI00886,Charles Sturt University,Australia,2024,QS,,,5.0
UNI00887,China University of Geosciences,China (Mainland),2024,QS,,,5.3
UNI00706,Clark University,United States,2024,QS,,,3.0
UNI00718,De Montfort University,United Kingdom,2024,QS,,,5.5
UNI00481,Edinburgh Napier University,United Kingdom,2024,QS,,,4.9
UNI00890,Immanuel Kant Baltic Federal University,Russia,2024,QS,,,8.1
UNI00891,Ivane Javakhishvili Tbilisi State University,Georgia,2024,QS,,,9.7
UNI00754,Jouf University,Saudi Arabia,2024,QS,,,8.8
UNI00892,Kaunas University of Technology,Lithuania,2024,QS,,,11.3
UNI00764,Konkuk University,South Korea,2024,QS,,,9.4
UNI00770,Louisiana State University,United States,2024,QS,,,9.7
UNI00511,Maynooth University,Ireland,2024,QS,,,10.0
UNI00894,Nagasaki University,Japan,2024,QS,,,6.9
UNI00895,Nanjing University of Aeronautics and Astronautics,China (Mainland),2024,QS,,,4.7
UNI00803,North-West University,South Africa,2024,QS,,,7.1
UNI00896,Poznan University of Life Sciences,Poland,2024,QS,,,5.8
UNI00898,Ritsumeikan Asia Pacific University,Japan,2024,QS,,,5.1
UNI00851,Texas Tech University,United States,2024,QS,,,11.0
UNI00899,Tokyo University of Agriculture and Technology,Japan,2024,QS,,,13.6
UNI00900,Universidad de la RepÃºblica (Udelar),Uruguay,2024,QS,,,25.1
UNI00902,Universidad de San AndrÃ©s - UdeSA,Argentina,2024,QS,,,6.8
UNI00903,Universidad Pontificia Bolivariana,Colombia,2024,QS,,,9.3
UNI00904,Universidad San Francisco de Quito (USFQ),Ecuador,2024,QS,,,14.4
UNI00905,Universidad TÃ©cnica Federico Santa MarÃ­a (USM),Chile,2024,QS,,,10.0
UNI00906,Universidade de BrasÃ­lia,Brazil,2024,QS,,,26.1
UNI00907,Universidade Federal de Santa Catarina,Brazil,2024,QS,,,19.6
UNI00908,Universitas Brawijaya,Indonesia,2024,QS,,,17.2
UNI00909,UniversitÃ© de Sherbrooke,Canada,2024,QS,,,6.9
UNI00910,Universiti Tunku Abdul Rahman (UTAR),Malaysia,2024,QS,,,12.9
UNI00911,University Duesseldorf,Germany,2024,QS,,,12.9
UNI00912,University of Alicante,Spain,2024,QS,,,13.4
UNI00913,University of Balamand,Lebanon,2024,QS,,,4.9
UNI00915,University of Calcutta,India,2024,QS,,,15.7
UNI00916,University of Dubai,United Arab Emirates,2024,QS,,,4.2
UNI00919,University of Hyderabad,India,2024,QS,,,11.9
UNI00921,University of Latvia,Latvia,2024,QS,,,12.5
UNI00922,University of Massachusetts Boston,United States,2024,QS,,,11.9
UNI00923,University of Pecs,Hungary,2024,QS,,,13.2
UNI00644,University of Salerno,Italy,2024,QS,,,7.9
UNI00924,University of Santo Tomas,Philippines,2024,QS,,,11.5
UNI00450,Verona University,Italy,2024,QS,,,8.7
UNI00925,Vilnius Gediminas Technical University,Lithuania,2024,QS,,,9.0
UNI00926,Vytautas Magnus University,Lithuania,2024,QS,,,11.0
UNI00835,Yokohama City University,Japan,2024,QS,,,3.3
UNI00927,Karaganda State Technical University,Kazakhstan,2024,QS,,,8.4
UNI00674,Addis Ababa University,Ethiopia,2024,QS,,,5.6
UNI00929,Beijing University of Posts and Telecommunications,China (Mainland),2024,QS,,,3.9
UNI00930,Catania University,Italy,2024,QS,,,11.7
UNI00917,Chonnam National University,South Korea,2024,QS,,,11.7
UNI00920,Chungnam National University,South Korea,2024,QS,,,11.7
UNI00878,Clemson University,United States,2024,QS,,,8.3
UNI00880,CY Cergy Paris University,France,2024,QS,,,3.4
UNI00932,GdaÅsk University of Technology,Poland,2024,QS,,,9.2
UNI00489,Georgia State University,United States,2024,QS,,,11.7
UNI00934,Gulf University for Science and Technology,Kuwait,2024,QS,,,10.7
UNI00935,Huazhong Agricultural University,China (Mainland),2024,QS,,,4.1
UNI00937,Kanazawa University,Japan,2024,QS,,,9.3
UNI00758,Kansas State University,United States,2024,QS,,,8.9
UNI00938,Karaganda Buketov University,Kazakhstan,2024,QS,,,13.7
UNI00914,King Faisal University,Saudi Arabia,2024,QS,,,15.0
UNI00940,Kuwait University,Kuwait,2024,QS,,,13.6
UNI00941,Kyrgyz-Turkish Manas University,Kyrgyzstan,2024,QS,,,13.0
UNI00769,London South Bank University,United Kingdom,2024,QS,,,3.5
UNI00942,Michigan Technological University,United States,2024,QS,,,4.4
UNI00943,National Research Saratov State University,Russia,2024,QS,,,5.2
UNI00944,Niigata University,Japan,2024,QS,,,4.9
UNI00801,North South University,Bangladesh,2024,QS,,,12.1
UNI00806,Oklahoma State University,United States,2024,QS,,,8.4
UNI00945,Pavol Jozef Å afÃ¡rik University in KoÅ¡ice,Slovakia,2024,QS,,,5.1
UNI00946,"Queen Margaret University , Edinburgh",United Kingdom,2024,QS,,,3.8
UNI00947,Ryerson University,Canada,2024,QS,,,7.0
UNI00948,Southern Federal University,Russia,2024,QS,,,7.6
UNI00949,Technological University Dublin,Ireland,2024,QS,,,12.1
UNI00555,TU Dortmund University,Germany,2024,QS,,,13.6
UNI00950,Universidad CatÃ³lica del Uruguay (UCU),Uruguay,2024,QS,,,12.2
UNI00951,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,2024,QS,,,5.7
UNI00952,Universidad de Guadalajara (UDG),Mexico,2024,QS,,,20.3
UNI00954,Universidad Torcuato Di Tella,Argentina,2024,QS,,,11.9
UNI00955,Universita' degli Studi di Ferrara,Italy,2024,QS,,,6.5
UNI00956,University of Bucharest,Romania,2024,QS,,,15.5
UNI00957,University of East London,United Kingdom,2024,QS,,,3.6
UNI00739,University of Hertfordshire,United Kingdom,2024,QS,,,4.7
UNI00508,University of Lincoln,United Kingdom,2024,QS,,,6.1
UNI00933,University of Malta,Malta,2024,QS,,,5.3
UNI00959,University of Maribor,Slovenia,2024,QS,,,7.0
UNI00960,University of Messina (UniME),Italy,2024,QS,,,8.3
UNI00814,University of Palermo,Italy,2024,QS,,,10.9
UNI00810,University of Parma,Italy,2024,QS,,,9.4
UNI00961,University of Salford,United Kingdom,2024,QS,,,7.4
UNI00962,University of South Africa,South Africa,2024,QS,,,9.6
UNI00963,University Paris 2 PanthÃ©on-Assas,France,2024,QS,,,7.1
UNI00964,Vellore Institute of Technology (VIT),India,2024,QS,,,11.2
UNI00965,Wesleyan University,United States,2024,QS,,,4.4
UNI00870,Worcester Polytechnic Institute,United States,2024,QS,,,3.9
UNI00966,Wuhan University of Technology,China (Mainland),2024,QS,,,6.9
UNI00969,AGH University of Science and Technology,Poland,2024,QS,,,9.2
UNI00846,Alexandria University,Egypt,2024,QS,,,21.5
UNI00970,Ankara Ãniversitesi,Turkey,2024,QS,,,18.5
UNI00390,Asia University Taiwan,Taiwan,2024,QS,,,5.9
UNI00853,Athens University of Economics and Business,Greece,2024,QS,,,7.4
UNI00971,Beijing Jiaotong University,China (Mainland),2024,QS,,,10.1
UNI00972,College of William and Mary,United States,2024,QS,,,8.3
UNI00973,D. Serikbayev East Kazakhstan state technical university,Kazakhstan,2024,QS,,,11.6
UNI00974,Donghua University,China (Mainland),2024,QS,,,4.0
UNI00975,Hallym University,South Korea,2024,QS,,,2.6
UNI00967,Kumamoto University,Japan,2024,QS,,,7.6
UNI00976,London Metropolitan University,United Kingdom,2024,QS,,,5.5
UNI00978,Loyola University Chicago,United States,2024,QS,,,8.7
UNI00979,Mendel University in Brno,Czech Republic,2024,QS,,,6.4
UNI00980,National Chung Cheng University,Taiwan,2024,QS,,,13.0
UNI00981,"National Technical University ""Kharkiv Polytechnic Institute""",Ukraine,2024,QS,,,6.6
UNI00982,Nicolaus Copernicus University,Poland,2024,QS,,,7.5
UNI00983,Northern Borders University,Saudi Arabia,2024,QS,,,10.4
UNI00984,Notre Dame University-Louaize NDU,Lebanon,2024,QS,,,4.5
UNI00985,Ocean University of China,China (Mainland),2024,QS,,,5.5
UNI00986,Okayama University,Japan,2024,QS,,,8.9
UNI00987,Pontificia Universidad CatÃ³lica del Ecuador (PUCE),Ecuador,2024,QS,,,16.8
UNI00988,Prince of Songkla University,Thailand,2024,QS,,,20.1
UNI00991,Princess Sumaya University for Technology,Jordan,2024,QS,,,8.0
UNI00992,Qassim University,Saudi Arabia,2024,QS,,,7.2
UNI00977,Rhodes University,South Africa,2024,QS,,,6.7
UNI00993,Riga Stradins University,Latvia,2024,QS,,,6.7
UNI00994,Robert Gordon University,United Kingdom,2024,QS,,,3.5
UNI00995,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,2024,QS,,,5.5
UNI00996,Samara National Research University (Samara University),Russia,2024,QS,,,4.6
UNI00998,Sophia University,Japan,2024,QS,,,12.1
UNI00999,St. Louis University,United States,2024,QS,,,4.2
UNI01000,Sungshin Women's University,South Korea,2024,QS,,,5.1
UNI01002,Universidad AutÃ³noma Metropolitana (UAM),Mexico,2024,QS,,,23.1
UNI01004,Universidad ICESI,Colombia,2024,QS,,,5.5
UNI01005,Universidad Nacional Mayor de San Marcos,Peru,2024,QS,,,21.1
UNI01006,Universidade CatÃ³lica Portuguesa - UCP,Portugal,2024,QS,,,13.3
UNI01008,Universidade de Vigo,Spain,2024,QS,,,8.3
UNI01009,UniversitÃ degli studi Roma Tre,Italy,2024,QS,,,17.5
UNI01010,"University of Alabama, Birmingham",United States,2024,QS,,,6.7
UNI01011,University of Central Lancashire,United Kingdom,2024,QS,,,5.9
UNI00475,University of Denver,United States,2024,QS,,,5.3
UNI00989,University of Murcia,Spain,2024,QS,,,12.6
UNI01012,University of Petroleum and Energy Studies (UPES),India,2024,QS,,,18.2
UNI01013,University of Vermont,United States,2024,QS,,,3.3
UNI01015,University of Wroclaw,Poland,2024,QS,,,14.8
UNI01016,West Virginia University,United States,2024,QS,,,6.4
UNI01018,Wroclaw University of Science and Technology (WRUST),Poland,2024,QS,,,11.9
UNI00228,Bielefeld University,Germany,2024,QS,,,14.6
UNI00863,"Birla Institute of Technology and Science, Pilani",India,2024,QS,,,9.1
UNI00353,George Mason University,United States,2024,QS,,,9.0
UNI01020,Gifu University,Japan,2024,QS,,,6.3
UNI01021,Gunma University,Japan,2024,QS,,,3.8
UNI01023,Indiana UniversityâPurdue University Indianapolis,United States,2024,QS,,,7.7
UNI01024,Islamic University of Madinah,Saudi Arabia,2024,QS,,,4.4
UNI00607,Jamia Millia Islamia,India,2024,QS,,,8.0
UNI01026,Khon Kaen University,Thailand,2024,QS,,,16.4
UNI00918,King Mongkut's University of Technology Thonburi,Thailand,2024,QS,,,13.1
UNI00771,Lviv Polytechnic National University,Ukraine,2024,QS,,,8.1
UNI00931,Makerere University,Uganda,2024,QS,,,10.2
UNI01027,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,2024,QS,,,9.6
UNI01028,NJSC KIMEP University,Kazakhstan,2024,QS,,,5.9
UNI01030,Northwest Agriculture and Forestry University,China (Mainland),2024,QS,,,4.7
UNI01031,O.P. Jindal Global University,India,2024,QS,,,6.6
UNI01032,Saint Petersburg Electrotechnical University ETU-LETI,Russia,2024,QS,,,5.7
UNI01033,Shahid Beheshti University (SBU),"Iran, Islamic Republic of",2024,QS,,,6.7
UNI01035,South Ural State University (National Research University),Russia,2024,QS,,,9.3
UNI00546,Sumy State University,Ukraine,2024,QS,,,5.6
UNI01036,TecnolÃ³gico de Costa Rica -TEC,Costa Rica,2024,QS,,,8.4
UNI00854,Thapar Institute of Engineering & Technology,India,2024,QS,,,3.8
UNI00685,The University of Alabama,United States,2024,QS,,,9.7
UNI01038,Tokyo Metropolitan University,Japan,2024,QS,,,12.6
UNI01039,Universidad de Castilla-La Mancha,Spain,2024,QS,,,8.9
UNI01040,Universidad de las AmÃ©ricas Puebla (UDLAP),Mexico,2024,QS,,,8.3
UNI01041,Universidad de los Andes - Chile,Chile,2024,QS,,,15.0
UNI01042,Universidad de Valladolid,Spain,2024,QS,,,10.3
UNI01043,Universidad Diego Portales (UDP),Chile,2024,QS,,,15.0
UNI01044,Universidad Nacional de CÃ³rdoba - UNC,Argentina,2024,QS,,,24.4
UNI01045,Universidad Nacional de IngenierÃ­a Peru,Peru,2024,QS,,,7.9
UNI01046,Universidad Nacional de Rosario (UNR),Argentina,2024,QS,,,19.4
UNI01047,Universidad Peruana Cayetano Heredia (UPCH),Peru,2024,QS,,,9.7
UNI01048,Universidad Rey Juan Carlos,Spain,2024,QS,,,7.3
UNI01049,Universidad SimÃ³n BolÃ­var (USB),Venezuela,2024,QS,,,17.2
UNI01050,Universidad TecnolÃ³gica de PanamÃ¡ (UTP),Panama,2024,QS,,,8.8
UNI01051,UniversitÃ© de Tunis El Manar,Tunisia,2024,QS,,,8.0
UNI01052,UniversitÃ© Toulouse 1 Capitole,France,2024,QS,,,14.0
UNI01053,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,2024,QS,,,11.9
UNI01054,University of Baghdad,Iraq,2024,QS,,,9.5
UNI01055,University of Bahrain,Bahrain,2024,QS,,,10.7
UNI00592,University of Calabria,Italy,2024,QS,,,5.7
UNI01056,UNIVERSITY OF GDANSK,Poland,2024,QS,,,11.5
UNI01057,University of Ghana,Ghana,2024,QS,,,10.5
UNI01059,University of Lodz,Poland,2024,QS,,,11.7
UNI01060,University of New England Australia,Australia,2024,QS,,,10.9
UNI00968,University of Peshawar,Pakistan,2024,QS,,,6.0
UNI01029,University of Seoul,South Korea,2024,QS,,,12.1
UNI00864,University of the Western Cape,South Africa,2024,QS,,,8.4
UNI01061,Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,2024,QS,,,16.9
UNI01062,"Vietnam National University, Hanoi",Vietnam,2024,QS,,,13.5
UNI00876,Yeungnam University,South Korea,2024,QS,,,5.5
UNI01058,Yildiz Technical University,Turkey,2024,QS,,,8.1
UNI01063,Yokohama National University,Japan,2024,QS,,,9.6
UNI01064,UniversitÃ del Salento,Italy,2024,QS,,,7.0
UNI00901,University of Ioannina,Greece,2024,QS,,,6.9
UNI01065,Vancouver Island University,Canada,2024,QS,,,5.0
UNI01066,Al Quds University The Arab University in Jerusalem,"Palestinian Territory, Occupied",2024,QS,,,4.2
UNI00689,Aligarh Muslim University,India,2024,QS,,,9.7
UNI00888,Amity University,India,2024,QS,,,8.5
UNI00889,Amrita Vishwa Vidyapeetham,India,2024,QS,,,4.8
UNI01067,An-Najah National University,"Palestinian Territory, Occupied",2024,QS,,,6.4
UNI01068,"Arab Academy for Science, Technology and Maritime Transport",Egypt,2024,QS,,,5.3
UNI01034,Assiut University,Egypt,2024,QS,,,11.2
UNI01070,Azerbaijan State University of Economics,Azerbaijan,2024,QS,,,10.1
UNI01071,Baku State University,Azerbaijan,2024,QS,,,9.6
UNI00691,Banaras Hindu University,India,2024,QS,,,12.1
UNI00695,Baylor University,United States,2024,QS,,,6.1
UNI01072,Beijing Foreign Studies University,China (Mainland),2024,QS,,,6.6
UNI01073,Beijing University of Chinese Medicine,China (Mainland),2024,QS,,,4.9
UNI01074,Bina Nusantara University (BINUS),Indonesia,2024,QS,,,11.0
UNI01075,Binghamton University SUNY,United States,2024,QS,,,6.8
UNI00571,Birmingham City University,United Kingdom,2024,QS,,,5.8
UNI00897,BRAC University,Bangladesh,2024,QS,,,10.6
UNI01076,Brigham Young University,United States,2024,QS,,,7.0
UNI01077,Canterbury Christ Church University,United Kingdom,2024,QS,,,5.7
UNI01078,Chang Jung Christian University,Taiwan,2024,QS,,,6.3
UNI01079,Chung Yuan Christian University,Taiwan,2024,QS,,,5.8
UNI01080,Chungbuk National University,South Korea,2024,QS,,,5.4
UNI01082,Corvinus University of Budapest,Hungary,2024,QS,,,10.9
UNI01083,Cracow University of Technology (Politechnika Krakowska),Poland,2024,QS,,,11.4
UNI01084,Dankook University,South Korea,2024,QS,,,4.8
UNI01085,Doshisha University,Japan,2024,QS,,,9.0
UNI01086,EGE UNIVERSITY,Turkey,2024,QS,,,8.6
UNI01087,Escuela PolitÃ©cnica Nacional,Ecuador,2024,QS,,,6.3
UNI01088,Escuela Superior PolitÃ©cnica del Litoral (ESPOL),Ecuador,2024,QS,,,12.9
UNI01089,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",2024,QS,,,5.8
UNI01090,Financial University under the Government of the Russian Federation,Russia,2024,QS,,,5.5
UNI01091,Fordham University,United States,2024,QS,,,6.4
UNI01092,FundaciÃ³n CEU San Pablo,Spain,2024,QS,,,4.5
UNI01093,Future University in Egypt,Egypt,2024,QS,,,4.5
UNI01094,Gazi Ãniversitesi,Turkey,2024,QS,,,16.4
UNI01095,German Jordanian University,Jordan,2024,QS,,,7.1
UNI00732,Glasgow Caledonian University,United Kingdom,2024,QS,,,5.5
UNI01096,Harbin Engineering University,China (Mainland),2024,QS,,,4.6
UNI01097,Harper Adams University,United Kingdom,2024,QS,,,4.2
UNI00415,Howard University,United States,2024,QS,,,6.5
UNI01098,Hungarian University of Agriculture and Life Sciences,Hungary,2024,QS,,,5.6
UNI01099,Imam Mohammad Ibn Saud Islamic University â IMSIU,Saudi Arabia,2024,QS,,,10.6
UNI01100,Instituto TecnolÃ³gico de Santo Domingo (INTEC),Dominican Republic,2024,QS,,,2.7
UNI01102,International Christian University,Japan,2024,QS,,,4.9
UNI01103,"ITESO, Universidad Jesuita de Guadalajara",Mexico,2024,QS,,,6.3
UNI01104,Jiangnan University,China (Mainland),2024,QS,,,4.9
UNI01106,Kagoshima University,Japan,2024,QS,,,6.1
UNI01107,Kangwon National University,South Korea,2024,QS,,,5.8
UNI01108,Kazakh Ablai Khan University of International Relations and World Languages,Kazakhstan,2024,QS,,,6.5
UNI01109,Kazakh-British Technical University,Kazakhstan,2024,QS,,,13.1
UNI01110,Kazan National Research Technological University,Russia,2024,QS,,,5.0
UNI01111,Kent State University,United States,2024,QS,,,5.9
UNI01112,Kookmin University,South Korea,2024,QS,,,5.2
UNI01113,Kyoto Institute of Technology,Japan,2024,QS,,,6.4
UNI01115,Kyushu Institute of Technology,Japan,2024,QS,,,4.7
UNI00928,Leeds Beckett University,United Kingdom,2024,QS,,,4.4
UNI01116,Lobachevsky University,Russia,2024,QS,,,8.8
UNI01117,Lodz University of Technology,Poland,2024,QS,,,5.4
UNI00780,Mansoura University,Egypt,2024,QS,,,12.9
UNI01118,Meiji University,Japan,2024,QS,,,7.4
UNI00783,Mississippi State University,United States,2024,QS,,,6.0
UNI01119,Multimedia University (MMU),Malaysia,2024,QS,,,8.8
UNI01120,Mustansiriyah University,Iraq,2024,QS,,,3.7
UNI01121,Mutah University,Jordan,2024,QS,,,7.6
UNI01122,Mykolas Romeris University,Lithuania,2024,QS,,,5.3
UNI01123,Nanjing Normal University,China (Mainland),2024,QS,,,5.1
UNI01124,National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,2024,QS,,,5.2
UNI01125,Northern Arizona University,United States,2024,QS,,,6.5
UNI01126,Northwest University (China),China (Mainland),2024,QS,,,4.7
UNI01127,Novosibirsk State Technical University,Russia,2024,QS,,,6.8
UNI01128,Odessa I.I. Mechnikov National University,Ukraine,2024,QS,,,4.1
UNI01130,Ohio University,United States,2024,QS,,,8.5
UNI00816,Panjab University,India,2024,QS,,,6.7
UNI01131,Paul ValÃ©ry University Montpellier,France,2024,QS,,,12.2
UNI01132,PontifÃ­cia Universidade CatÃ³lica de SÃ£o Paulo,Brazil,2024,QS,,,11.3
UNI01133,PoznaÅ University of Technology,Poland,2024,QS,,,7.4
UNI01025,Rochester Institute of Technology (RIT),United States,2024,QS,,,6.2
UNI01135,Russian Presidential Academy of National Economy and Public Administration,Russia,2024,QS,,,5.2
UNI01136,Saint-Petersburg Mining University,Russia,2024,QS,,,3.7
UNI00827,San Diego State University,United States,2024,QS,,,5.2
UNI01137,Sathyabama Institute of Science and Technology (deemed to be university),India,2024,QS,,,5.0
UNI01138,Seoul National University of Science and Technology,South Korea,2024,QS,,,7.4
UNI01139,Shanghai International Studies University,China (Mainland),2024,QS,,,5.3
UNI00990,Sheffield Hallam University,United Kingdom,2024,QS,,,6.5
UNI01140,Shinshu University,Japan,2024,QS,,,3.4
UNI01141,"Siberian Federal University, SibFU",Russia,2024,QS,,,7.8
UNI01143,Silesian University of Technology,Poland,2024,QS,,,6.5
UNI01144,Slovak University of Technology in Bratislava,Slovakia,2024,QS,,,9.7
UNI01145,Soonchunhyang University,South Korea,2024,QS,,,5.0
UNI01146,Southern Methodist University,United States,2024,QS,,,5.2
UNI01147,Southwest University,China (Mainland),2024,QS,,,3.9
UNI01148,SzÃ©chenyi IstvÃ¡n University,Hungary,2024,QS,,,8.1
UNI01001,Taibah University,Saudi Arabia,2024,QS,,,5.7
UNI01149,Tallinn University,Estonia,2024,QS,,,8.7
UNI01151,Technical University of Kosice,Slovakia,2024,QS,,,7.5
UNI01152,Technical University of Liberec,Czech Republic,2024,QS,,,4.3
UNI01153,Telkom University,Indonesia,2024,QS,,,7.4
UNI01154,The University of Lahore,Pakistan,2024,QS,,,9.4
UNI01155,The University of Northampton,United Kingdom,2024,QS,,,3.4
UNI01158,The University of Texas at Arlington,United States,2024,QS,,,5.2
UNI01159,Tokai University,Japan,2024,QS,,,11.4
UNI01160,Tokushima University,Japan,2024,QS,,,4.8
UNI01161,Tomas Bata University in Zlin,Czech Republic,2024,QS,,,4.4
UNI01162,Ufa State Aviation Technical University,Russia,2024,QS,,,3.9
UNI01163,Universidad AndrÃ©s Bello,Chile,2024,QS,,,11.0
UNI01164,Universidad Austral de Chile,Chile,2024,QS,,,15.6
UNI01165,Universidad AutÃ³noma Chapingo,Mexico,2024,QS,,,4.1
UNI01166,Universidad AutÃ³noma de Guadalajara (UAG),Mexico,2024,QS,,,6.5
UNI01167,Universidad AutÃ³noma de Nuevo LeÃ³n,Mexico,2024,QS,,,15.4
UNI01168,Universidad AutÃ³noma del Estado de Hidalgo (UAEH),Mexico,2024,QS,,,3.9
UNI01169,Universidad AutÃ³noma del Estado de MÃ©xico (UAEMex),Mexico,2024,QS,,,21.4
UNI01170,Universidad de CÃ³rdoba - EspaÃ±a,Spain,2024,QS,,,10.6
UNI01171,Universidad de LeÃ³n,Spain,2024,QS,,,5.7
UNI01172,Universidad de Lima,Peru,2024,QS,,,10.3
UNI01173,Universidad de Los Andes - (ULA) MÃ©rida,Venezuela,2024,QS,,,16.2
UNI01174,Universidad de Monterrey (UDEM),Mexico,2024,QS,,,12.2
UNI01175,Universidad de Oriente Santiago de Cuba,Cuba,2024,QS,,,10.6
UNI01176,Universidad de Oviedo,Spain,2024,QS,,,12.6
UNI01178,Universidad de Puerto Rico,Puerto Rico,2024,QS,,,9.4
UNI01180,Universidad de Talca,Chile,2024,QS,,,11.0
UNI01181,Universidad del Norte,Colombia,2024,QS,,,9.8
UNI01182,Universidad del PacÃ­fico,Peru,2024,QS,,,7.3
UNI01183,Universidad del Valle,Colombia,2024,QS,,,18.2
UNI01184,Universidad Industrial de Santander - UIS,Colombia,2024,QS,,,10.3
UNI01185,Universidad La Salle (ULSA),Mexico,2024,QS,,,3.9
UNI01187,Universidad Metropolitana,Venezuela,2024,QS,,,6.5
UNI01188,Universidad Nacional de Cuyo,Argentina,2024,QS,,,12.3
UNI01189,Universidad Nacional de la AsunciÃ³n,Paraguay,2024,QS,,,5.4
UNI01190,Universidad Nacional de San Luis,Argentina,2024,QS,,,4.1
UNI01191,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),Argentina,2024,QS,,,5.4
UNI01192,"Universidad Nacional, Costa Rica",Costa Rica,2024,QS,,,10.8
UNI01193,Universidad Peruana de Ciencias Aplicadas,Peru,2024,QS,,,10.7
UNI01194,Universidad TecnolÃ³gica Nacional (UTN),Argentina,2024,QS,,,4.1
UNI01195,Universidade da CoruÃ±a,Spain,2024,QS,,,5.8
UNI01196,Universidade Federal de Pernambuco (UFPE),Brazil,2024,QS,,,12.4
UNI01197,Universidade Federal de SÃ£o Carlos (UFSCar),Brazil,2024,QS,,,12.4
UNI01198,Universidade Federal do ParanÃ¡ - UFPR,Brazil,2024,QS,,,13.0
UNI01199,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Italy,2024,QS,,,3.6
UNI01200,UniversitÃ degli Studi della Tuscia (University of Tuscia),Italy,2024,QS,,,3.9
UNI01201,UniversitÃ degli Studi di Udine,Italy,2024,QS,,,7.2
UNI01202,Universitas Hasanuddin,Indonesia,2024,QS,,,12.5
UNI01203,Universitas Sebelas Maret,Indonesia,2024,QS,,,10.7
UNI01204,Universitat de Lleida,Spain,2024,QS,,,5.8
UNI01206,UniversitÃ¤t Siegen,Germany,2024,QS,,,4.7
UNI01207,UniversitÃ© de Caen Normandie,France,2024,QS,,,9.0
UNI01014,UniversitÃ© de Poitiers,France,2024,QS,,,8.7
UNI01208,UniversitÃ© de Sfax,Tunisia,2024,QS,,,5.9
UNI01209,UniversitÃ© de Sousse,Tunisia,2024,QS,,,3.7
UNI01210,UniversitÃ© de Toulouse II-Le Mirail,France,2024,QS,,,10.1
UNI01211,UniversitÃ© LumiÃ¨re Lyon 2,France,2024,QS,,,10.9
UNI01212,Universiti Kuala Lumpur (UniKL),Malaysia,2024,QS,,,6.4
UNI01114,Universiti Malaysia Perlis,Malaysia,2024,QS,,,7.3
UNI01213,Universiti Malaysia Sabah (UMS),Malaysia,2024,QS,,,13.6
UNI01156,Universiti Malaysia Sarawak (UNIMAS),Malaysia,2024,QS,,,12.6
UNI01214,Universiti Malaysia Terengganu (UMT),Malaysia,2024,QS,,,10.0
UNI01215,Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,2024,QS,,,9.1
UNI01216,University of Arkansas Fayetteville,United States,2024,QS,,,6.8
UNI00708,University of Colombo,Sri Lanka,2024,QS,,,11.7
UNI00721,University of Derby,United Kingdom,2024,QS,,,4.8
UNI00883,University of Deusto,Spain,2024,QS,,,5.8
UNI01217,University of Hradec Kralove,Czech Republic,2024,QS,,,5.0
UNI01219,University of Idaho,United States,2024,QS,,,3.7
UNI01220,University of Karachi,Pakistan,2024,QS,,,10.4
UNI01221,University of Louisville,United States,2024,QS,,,3.5
UNI01222,University of Mississippi,United States,2024,QS,,,4.3
