master_university_id,year,source,faculty_student_score,international_students_score,faculty_to_student_ratio,international_student_pct
UNI00105,2024,THE,,,37.4,25.0
UNI00116,2024,THE,,,10.5,5.0
UNI01551,2024,THE,,,24.4,31.0
UNI01555,2024,THE,,,15.9,5.0
UNI01556,2024,THE,,,15.3,11.0
UNI00080,2024,THE,,,11.1,13.0
UNI01557,2024,THE,,,16.9,18.0
UNI01558,2024,THE,,,19.9,7.0
UNI01559,2024,THE,,,24.7,11.0
UNI00145,2024,THE,,,13.9,38.0
UNI01560,2024,THE,,,15.5,4.0
UNI00133,2024,THE,,,24.2,23.0
UNI00170,2024,THE,,,28.7,17.0
UNI00153,2024,THE,,,31.8,17.0
UNI00146,2024,THE,,,7.4,16.0
UNI01561,2024,THE,,,29.4,17.0
UNI00156,2024,THE,,,8.8,25.0
UNI01563,2024,THE,,,15.0,5.0
UNI01562,2024,THE,,,8.9,11.0
UNI00189,2024,THE,,,13.6,13.0
UNI01565,2024,THE,,,37.3,20.0
UNI00149,2024,THE,,,21.4,27.0
UNI01567,2024,THE,,,10.6,6.0
UNI00192,2024,THE,,,14.2,32.0
UNI00131,2024,THE,,,14.8,26.0
UNI01568,2024,THE,,,7.4,11.0
UNI00089,2024,THE,,,14.0,32.0
UNI00093,2024,THE,,,10.4,10.0
UNI01569,2024,THE,,,38.3,12.0
UNI01570,2024,THE,,,14.4,9.0
UNI01550,2024,THE,,,16.6,28.0
UNI00198,2024,THE,,,27.2,26.0
UNI00152,2024,THE,,,51.7,22.0
UNI00157,2024,THE,,,22.2,9.0
UNI01572,2024,THE,,,19.7,14.0
UNI00150,2024,THE,,,8.4,40.0
UNI00204,2024,THE,,,13.9,38.0
UNI00138,2024,THE,,,20.3,13.0
UNI01575,2024,THE,,,11.3,15.0
UNI00159,2024,THE,,,10.1,18.0
UNI01571,2024,THE,,,57.1,14.0
UNI00151,2024,THE,,,15.4,17.0
UNI00178,2024,THE,,,15.0,27.0
UNI01577,2024,THE,,,9.6,17.0
UNI00175,2024,THE,,,10.5,16.0
UNI01578,2024,THE,,,41.9,13.0
UNI01580,2024,THE,,,18.6,41.0
UNI01581,2024,THE,,,25.1,5.0
UNI00112,2024,THE,,,12.4,46.0
UNI01554,2024,THE,,,26.4,13.0
UNI01566,2024,THE,,,12.3,12.0
UNI00222,2024,THE,,,10.9,12.0
UNI00210,2024,THE,,,37.9,14.0
UNI00224,2024,THE,,,11.8,9.0
UNI00227,2024,THE,,,14.9,12.0
UNI00128,2024,THE,,,20.4,23.0
UNI00211,2024,THE,,,15.3,40.0
UNI00232,2024,THE,,,10.9,60.0
UNI01573,2024,THE,,,13.2,13.0
UNI00202,2024,THE,,,18.8,24.0
UNI00213,2024,THE,,,24.2,12.0
UNI00203,2024,THE,,,20.8,29.0
UNI01576,2024,THE,,,18.9,14.0
UNI00235,2024,THE,,,13.0,14.0
UNI01582,2024,THE,,,14.5,14.0
UNI00208,2024,THE,,,11.9,13.0
UNI00241,2024,THE,,,11.3,10.0
UNI01584,2024,THE,,,11.4,18.0
UNI00244,2024,THE,,,9.6,1.0
UNI00247,2024,THE,,,10.9,6.0
UNI00200,2024,THE,,,8.5,15.0
UNI00091,2024,THE,,,16.3,31.0
UNI00184,2024,THE,,,13.9,31.0
UNI00212,2024,THE,,,51.7,30.0
UNI00246,2024,THE,,,21.3,49.0
UNI01564,2024,THE,,,15.5,29.0
UNI01579,2024,THE,,,8.4,30.0
UNI00216,2024,THE,,,10.4,14.0
UNI01589,2024,THE,,,11.6,21.0
UNI00197,2024,THE,,,13.0,12.0
UNI01586,2024,THE,,,31.3,16.0
UNI00190,2024,THE,,,14.1,32.0
UNI01587,2024,THE,,,26.5,7.0
UNI00147,2024,THE,,,25.7,19.0
UNI01574,2024,THE,,,22.7,13.0
UNI01588,2024,THE,,,38.1,16.0
UNI00229,2024,THE,,,17.2,41.0
UNI00191,2024,THE,,,16.6,31.0
UNI00256,2024,THE,,,11.2,17.0
UNI01592,2024,THE,,,7.4,20.0
UNI01591,2024,THE,,,13.9,2.0
UNI01594,2024,THE,,,9.0,1.0
UNI01595,2024,THE,,,15.2,5.0
UNI00249,2024,THE,,,17.3,34.0
UNI00271,2024,THE,,,28.5,24.0
UNI00243,2024,THE,,,24.2,5.0
UNI01597,2024,THE,,,8.9,13.0
UNI00274,2024,THE,,,32.2,21.0
UNI00194,2024,THE,,,20.7,25.0
UNI00278,2024,THE,,,13.3,8.0
UNI01598,2024,THE,,,35.1,23.0
UNI00135,2024,THE,,,33.0,24.0
UNI00183,2024,THE,,,26.1,22.0
UNI00171,2024,THE,,,15.8,31.0
UNI01599,2024,THE,,,13.4,8.0
UNI00225,2024,THE,,,13.0,11.0
UNI00287,2024,THE,,,14.9,10.0
UNI00289,2024,THE,,,11.6,33.0
UNI00290,2024,THE,,,19.6,14.0
UNI00261,2024,THE,,,32.7,18.0
UNI01601,2024,THE,,,14.3,21.0
UNI00205,2024,THE,,,7.9,11.0
UNI00296,2024,THE,,,24.6,6.0
UNI00273,2024,THE,,,31.6,15.0
UNI01603,2024,THE,,,30.1,13.0
UNI00237,2024,THE,,,37.7,14.0
UNI01605,2024,THE,,,17.9,18.0
UNI01606,2024,THE,,,24.1,11.0
UNI01607,2024,THE,,,9.3,41.0
UNI01608,2024,THE,,,13.9,3.0
UNI01583,2024,THE,,,34.5,11.0
UNI00303,2024,THE,,,17.6,30.0
UNI00304,2024,THE,,,31.6,14.0
UNI00272,2024,THE,,,28.2,29.0
UNI00306,2024,THE,,,17.9,16.0
UNI00302,2024,THE,,,14.9,15.0
UNI00239,2024,THE,,,13.9,25.0
UNI01611,2024,THE,,,41.8,92.0
UNI01612,2024,THE,,,10.2,22.0
UNI01585,2024,THE,,,12.9,44.0
UNI01613,2024,THE,,,11.7,7.0
UNI00308,2024,THE,,,15.9,11.0
UNI00314,2024,THE,,,20.8,8.0
UNI00195,2024,THE,,,8.4,36.0
UNI01615,2024,THE,,,25.9,16.0
UNI01616,2024,THE,,,23.9,67.0
UNI00164,2024,THE,,,24.0,34.0
UNI00318,2024,THE,,,46.7,16.0
UNI00320,2024,THE,,,18.9,15.0
UNI01618,2024,THE,,,12.8,37.0
UNI00323,2024,THE,,,26.8,31.0
UNI01619,2024,THE,,,12.6,6.0
UNI01620,2024,THE,,,9.9,13.0
UNI00262,2024,THE,,,19.0,13.0
UNI01621,2024,THE,,,10.5,19.0
UNI01622,2024,THE,,,25.3,20.0
UNI00265,2024,THE,,,16.3,33.0
UNI01593,2024,THE,,,14.0,67.0
UNI00328,2024,THE,,,16.8,21.0
UNI00334,2024,THE,,,22.5,31.0
UNI00276,2024,THE,,,37.0,19.0
UNI01623,2024,THE,,,19.0,31.0
UNI00336,2024,THE,,,18.6,13.0
UNI01596,2024,THE,,,13.9,5.0
UNI01624,2024,THE,,,14.7,7.0
UNI01625,2024,THE,,,12.3,4.0
UNI01627,2024,THE,,,19.5,13.0
UNI01629,2024,THE,,,17.2,12.0
UNI01630,2024,THE,,,39.1,7.0
UNI01602,2024,THE,,,14.7,7.0
UNI01604,2024,THE,,,27.5,23.0
UNI00335,2024,THE,,,14.7,27.0
UNI00345,2024,THE,,,11.0,15.0
UNI00231,2024,THE,,,18.1,25.0
UNI01634,2024,THE,,,14.1,8.0
UNI01635,2024,THE,,,16.0,41.0
UNI00349,2024,THE,,,29.4,33.0
UNI00325,2024,THE,,,26.1,16.0
UNI00331,2024,THE,,,18.4,17.0
UNI00186,2024,THE,,,13.2,21.0
UNI01609,2024,THE,,,8.9,5.0
UNI01636,2024,THE,,,10.2,55.0
UNI01637,2024,THE,,,23.7,48.0
UNI01610,2024,THE,,,23.9,8.0
UNI00187,2024,THE,,,7.7,13.0
UNI01638,2024,THE,,,29.2,20.0
UNI01639,2024,THE,,,20.5,15.0
UNI00313,2024,THE,,,14.3,26.0
UNI01640,2024,THE,,,14.5,4.0
UNI00329,2024,THE,,,15.0,9.0
UNI01614,2024,THE,,,0.9,3.0
UNI00234,2024,THE,,,20.6,16.0
UNI01617,2024,THE,,,31.5,9.0
UNI00368,2024,THE,,,24.0,20.0
UNI00370,2024,THE,,,16.1,31.0
UNI01590,2024,THE,,,13.1,18.0
UNI01643,2024,THE,,,21.8,2.0
UNI00364,2024,THE,,,30.2,17.0
UNI01644,2024,THE,,,12.4,4.0
UNI00316,2024,THE,,,25.7,7.0
UNI00311,2024,THE,,,16.3,25.0
UNI01645,2024,THE,,,4.7,8.0
UNI00377,2024,THE,,,20.7,7.0
UNI00379,2024,THE,,,9.0,12.0
UNI01646,2024,THE,,,13.1,12.0
UNI00381,2024,THE,,,17.0,3.0
UNI00354,2024,THE,,,15.7,6.0
UNI00326,2024,THE,,,12.6,18.0
UNI00330,2024,THE,,,21.1,16.0
UNI00387,2024,THE,,,18.8,6.0
UNI00277,2024,THE,,,41.8,21.0
UNI01649,2024,THE,,,24.4,7.0
UNI01650,2024,THE,,,15.1,2.0
UNI00338,2024,THE,,,17.3,14.0
UNI01651,2024,THE,,,20.2,3.0
UNI01628,2024,THE,,,13.4,15.0
UNI00398,2024,THE,,,24.5,14.0
UNI00400,2024,THE,,,21.7,14.0
UNI00384,2024,THE,,,17.9,40.0
UNI01653,2024,THE,,,18.9,3.0
UNI00294,2024,THE,,,34.4,23.0
UNI01654,2024,THE,,,20.1,2.0
UNI00366,2024,THE,,,19.5,45.0
UNI01633,2024,THE,,,4.5,7.0
UNI00409,2024,THE,,,13.1,11.0
UNI00343,2024,THE,,,6.3,4.0
UNI00412,2024,THE,,,29.8,24.0
UNI01657,2024,THE,,,15.7,3.0
UNI00407,2024,THE,,,24.0,10.0
UNI00417,2024,THE,,,10.7,14.0
UNI01659,2024,THE,,,15.7,6.0
UNI00355,2024,THE,,,30.9,14.0
UNI00264,2024,THE,,,18.2,36.0
UNI00219,2024,THE,,,8.2,10.0
UNI01662,2024,THE,,,17.8,2.0
UNI00425,2024,THE,,,12.2,36.0
UNI00426,2024,THE,,,17.1,8.0
UNI00420,2024,THE,,,17.3,9.0
UNI00428,2024,THE,,,42.4,11.0
UNI00429,2024,THE,,,9.5,7.0
UNI00431,2024,THE,,,19.5,9.0
UNI00433,2024,THE,,,39.5,15.0
UNI00432,2024,THE,,,30.0,21.0
UNI00375,2024,THE,,,21.2,12.0
UNI00310,2024,THE,,,21.8,7.0
UNI00359,2024,THE,,,29.8,5.0
UNI00435,2024,THE,,,34.0,38.0
UNI00374,2024,THE,,,19.5,2.0
UNI01666,2024,THE,,,10.0,33.0
UNI00439,2024,THE,,,20.5,11.0
UNI01641,2024,THE,,,12.9,33.0
UNI00388,2024,THE,,,18.1,21.0
UNI00321,2024,THE,,,18.9,51.0
UNI01668,2024,THE,,,14.0,1.0
UNI01669,2024,THE,,,10.7,6.0
UNI00372,2024,THE,,,24.8,15.0
UNI00449,2024,THE,,,22.7,13.0
UNI00382,2024,THE,,,12.3,6.0
UNI00443,2024,THE,,,21.6,15.0
UNI00454,2024,THE,,,18.4,7.0
UNI00405,2024,THE,,,12.1,16.0
UNI01647,2024,THE,,,23.9,21.0
UNI00399,2024,THE,,,29.1,28.0
UNI00390,2024,THE,,,29.5,4.0
UNI00459,2024,THE,,,19.0,25.0
UNI00461,2024,THE,,,17.7,46.0
UNI00282,2024,THE,,,38.4,14.0
UNI00464,2024,THE,,,14.8,23.0
UNI01677,2024,THE,,,6.6,18.0
UNI00286,2024,THE,,,11.2,34.0
UNI00291,2024,THE,,,19.1,21.0
UNI00396,2024,THE,,,24.2,6.0
UNI01631,2024,THE,,,11.3,14.0
UNI01632,2024,THE,,,19.6,9.0
UNI01681,2024,THE,,,18.4,1.0
UNI01679,2024,THE,,,22.2,3.0
UNI01683,2024,THE,,,14.8,39.0
UNI00472,2024,THE,,,39.1,4.0
UNI00403,2024,THE,,,33.6,27.0
UNI00280,2024,THE,,,13.4,23.0
UNI01684,2024,THE,,,22.4,23.0
UNI01680,2024,THE,,,12.7,14.0
UNI00397,2024,THE,,,18.4,15.0
UNI01682,2024,THE,,,16.2,5.0
UNI01685,2024,THE,,,22.1,83.0
UNI01686,2024,THE,,,14.5,3.0
UNI00406,2024,THE,,,16.1,11.0
UNI00477,2024,THE,,,26.1,12.0
UNI00215,2024,THE,,,8.7,39.0
UNI01689,2024,THE,,,22.9,15.0
UNI00488,2024,THE,,,22.4,9.0
UNI01690,2024,THE,,,16.0,15.0
UNI00486,2024,THE,,,16.5,7.0
UNI00353,2024,THE,,,18.3,11.0
UNI00489,2024,THE,,,15.7,7.0
UNI00494,2024,THE,,,14.5,38.0
UNI01655,2024,THE,,,21.1,8.0
UNI00496,2024,THE,,,27.3,10.0
UNI00367,2024,THE,,,9.5,7.0
UNI01692,2024,THE,,,18.6,12.0
UNI00498,2024,THE,,,18.0,21.0
UNI01658,2024,THE,,,10.5,3.0
UNI01660,2024,THE,,,9.4,37.0
UNI01691,2024,THE,,,10.8,13.0
UNI01694,2024,THE,,,32.7,1.0
UNI00342,2024,THE,,,26.5,13.0
UNI00504,2024,THE,,,20.8,16.0
UNI00499,2024,THE,,,13.8,3.0
UNI01695,2024,THE,,,10.1,18.0
UNI00378,2024,THE,,,18.0,27.0
UNI00507,2024,THE,,,11.3,3.0
UNI00230,2024,THE,,,11.9,6.0
UNI00487,2024,THE,,,27.1,15.0
UNI00411,2024,THE,,,14.5,33.0
UNI00301,2024,THE,,,18.0,16.0
UNI01697,2024,THE,,,32.7,14.0
UNI00511,2024,THE,,,28.5,12.0
UNI00516,2024,THE,,,21.6,9.0
UNI01699,2024,THE,,,12.3,3.0
UNI00514,2024,THE,,,27.0,5.0
UNI01700,2024,THE,,,9.2,28.0
UNI00446,2024,THE,,,18.5,19.0
UNI00263,2024,THE,,,16.2,12.0
UNI00248,2024,THE,,,14.6,9.0
UNI00520,2024,THE,,,16.6,9.0
UNI01702,2024,THE,,,11.8,21.0
UNI01704,2024,THE,,,14.5,24.0
UNI00529,2024,THE,,,13.0,6.0
UNI01703,2024,THE,,,58.2,13.0
UNI00395,2024,THE,,,20.9,5.0
UNI00528,2024,THE,,,17.1,16.0
UNI01705,2024,THE,,,31.9,15.0
UNI00120,2024,THE,,,15.0,3.0
UNI00285,2024,THE,,,16.9,17.0
UNI00532,2024,THE,,,16.8,29.0
UNI01708,2024,THE,,,17.4,11.0
UNI00351,2024,THE,,,20.3,1.0
UNI01709,2024,THE,,,18.4,11.0
UNI00539,2024,THE,,,15.3,20.0
UNI01665,2024,THE,,,10.3,32.0
UNI01710,2024,THE,,,12.1,28.0
UNI01642,2024,THE,,,7.3,6.0
UNI00544,2024,THE,,,14.9,45.0
UNI01712,2024,THE,,,16.9,5.0
UNI00548,2024,THE,,,18.6,30.0
UNI00441,2024,THE,,,18.7,28.0
UNI00546,2024,THE,,,12.0,24.0
UNI00549,2024,THE,,,14.1,21.0
UNI01713,2024,THE,,,8.9,10.0
UNI01714,2024,THE,,,26.6,2.0
UNI00209,2024,THE,,,12.7,26.0
UNI00553,2024,THE,,,4.4,12.0
UNI00555,2024,THE,,,56.0,15.0
UNI00445,2024,THE,,,7.7,9.0
UNI00418,2024,THE,,,29.5,6.0
UNI00533,2024,THE,,,13.8,12.0
UNI01717,2024,THE,,,11.5,30.0
UNI01670,2024,THE,,,18.8,4.0
UNI00450,2024,THE,,,26.0,4.0
UNI00561,2024,THE,,,40.0,19.0
UNI00270,2024,THE,,,19.4,17.0
UNI00564,2024,THE,,,10.6,3.0
UNI00281,2024,THE,,,20.7,26.0
UNI00452,2024,THE,,,4.1,9.0
UNI00568,2024,THE,,,14.4,2.0
UNI00563,2024,THE,,,15.6,23.0
UNI00570,2024,THE,,,18.2,13.0
UNI00573,2024,THE,,,14.9,17.0
UNI00456,2024,THE,,,7.9,6.0
UNI00576,2024,THE,,,10.8,32.0
UNI01648,2024,THE,,,8.7,20.0
UNI01626,2024,THE,,,24.1,41.0
UNI00490,2024,THE,,,13.1,1.0
UNI01719,2024,THE,,,31.7,5.0
UNI00582,2024,THE,,,18.2,8.0
UNI01676,2024,THE,,,26.7,0.0
UNI00584,2024,THE,,,19.0,4.0
UNI00585,2024,THE,,,10.4,21.0
UNI00534,2024,THE,,,21.3,2.0
UNI00574,2024,THE,,,19.5,31.0
UNI01600,2024,THE,,,0.3,26.0
UNI00589,2024,THE,,,29.5,7.0
UNI00592,2024,THE,,,16.1,5.0
UNI01726,2024,THE,,,22.0,18.0
UNI00595,2024,THE,,,29.4,21.0
UNI01727,2024,THE,,,25.6,11.0
UNI01729,2024,THE,,,18.6,7.0
UNI00193,2024,THE,,,11.8,10.0
UNI00444,2024,THE,,,34.6,34.0
UNI01730,2024,THE,,,20.5,20.0
UNI00473,2024,THE,,,26.5,4.0
UNI01731,2024,THE,,,20.0,14.0
UNI00475,2024,THE,,,13.6,5.0
UNI01734,2024,THE,,,14.7,6.0
UNI00603,2024,THE,,,18.5,5.0
UNI00481,2024,THE,,,22.4,34.0
UNI01736,2024,THE,,,8.6,18.0
UNI01688,2024,THE,,,34.8,5.0
UNI00463,2024,THE,,,14.7,9.0
UNI01738,2024,THE,,,12.6,17.0
UNI00482,2024,THE,,,8.2,24.0
UNI00591,2024,THE,,,21.8,46.0
UNI01740,2024,THE,,,26.4,23.0
UNI00613,2024,THE,,,26.3,7.0
UNI00616,2024,THE,,,19.8,26.0
UNI00600,2024,THE,,,17.0,12.0
UNI00465,2024,THE,,,25.8,14.0
UNI00607,2024,THE,,,11.2,4.0
UNI01742,2024,THE,,,15.0,30.0
UNI00614,2024,THE,,,15.8,15.0
UNI00624,2024,THE,,,8.3,16.0
UNI00502,2024,THE,,,10.0,31.0
UNI00627,2024,THE,,,27.6,2.0
UNI00596,2024,THE,,,20.1,14.0
UNI00622,2024,THE,,,10.1,17.0
UNI01746,2024,THE,,,22.5,7.0
UNI00508,2024,THE,,,16.1,13.0
UNI00509,2024,THE,,,18.1,16.0
UNI01696,2024,THE,,,20.5,2.0
UNI00633,2024,THE,,,17.4,19.0
UNI00268,2024,THE,,,17.4,27.0
UNI00635,2024,THE,,,15.1,23.0
UNI01745,2024,THE,,,21.1,3.0
UNI00512,2024,THE,,,18.3,50.0
UNI00630,2024,THE,,,28.1,18.0
UNI01749,2024,THE,,,24.5,9.0
UNI00257,2024,THE,,,15.9,11.0
UNI00506,2024,THE,,,34.0,11.0
UNI00497,2024,THE,,,12.3,12.0
UNI01751,2024,THE,,,21.5,6.0
UNI01752,2024,THE,,,13.9,3.0
UNI01701,2024,THE,,,2.0,7.0
UNI01754,2024,THE,,,13.0,54.0
UNI01747,2024,THE,,,16.1,22.0
UNI00637,2024,THE,,,15.4,21.0
UNI01755,2024,THE,,,17.8,20.0
UNI01756,2024,THE,,,43.0,1.0
UNI00363,2024,THE,,,22.1,6.0
UNI00653,2024,THE,,,16.9,10.0
UNI01758,2024,THE,,,11.3,27.0
UNI01759,2024,THE,,,13.3,13.0
UNI01667,2024,THE,,,2.1,1.0
UNI00644,2024,THE,,,26.5,2.0
UNI00357,2024,THE,,,42.6,32.0
UNI01760,2024,THE,,,13.0,6.0
UNI01753,2024,THE,,,12.9,0.0
UNI00440,2024,THE,,,15.3,1.0
UNI00537,2024,THE,,,18.1,10.0
UNI01765,2024,THE,,,15.8,3.0
UNI00664,2024,THE,,,48.7,23.0
UNI00666,2024,THE,,,29.8,13.0
UNI01767,2024,THE,,,26.7,4.0
UNI01768,2024,THE,,,9.3,2.0
UNI01770,2024,THE,,,19.4,3.0
UNI00671,2024,THE,,,26.4,3.0
UNI01772,2024,THE,,,11.6,37.0
UNI00657,2024,THE,,,26.0,7.0
UNI01774,2024,THE,,,19.6,18.0
UNI01715,2024,THE,,,10.8,9.0
UNI01763,2024,THE,,,10.6,8.0
UNI00676,2024,THE,,,10.8,4.0
UNI01764,2024,THE,,,13.7,9.0
UNI00668,2024,THE,,,13.0,5.0
UNI00559,2024,THE,,,15.9,25.0
UNI00681,2024,THE,,,34.1,35.0
UNI01778,2024,THE,,,35.4,10.0
UNI01779,2024,THE,,,12.5,13.0
UNI01775,2024,THE,,,22.8,0.0
UNI01782,2024,THE,,,12.8,0.0
UNI01783,2024,THE,,,11.5,12.0
UNI00685,2024,THE,,,21.6,4.0
UNI01672,2024,THE,,,15.8,0.0
UNI00689,2024,THE,,,12.0,1.0
UNI01777,2024,THE,,,40.8,7.0
UNI00680,2024,THE,,,12.0,12.0
UNI00414,2024,THE,,,12.5,74.0
UNI01781,2024,THE,,,18.6,4.0
UNI00385,2024,THE,,,16.3,11.0
UNI01675,2024,THE,,,11.7,0.0
UNI00691,2024,THE,,,8.0,3.0
UNI01786,2024,THE,,,20.0,2.0
UNI00699,2024,THE,,,13.8,5.0
UNI00695,2024,THE,,,19.0,6.0
UNI01789,2024,THE,,,17.4,18.0
UNI01790,2024,THE,,,18.2,0.0
UNI00572,2024,THE,,,14.8,8.0
UNI00571,2024,THE,,,17.2,26.0
UNI01792,2024,THE,,,23.5,2.0
UNI01793,2024,THE,,,28.9,2.0
UNI01678,2024,THE,,,24.0,1.0
UNI01794,2024,THE,,,38.6,0.0
UNI01791,2024,THE,,,4.9,5.0
UNI01795,2024,THE,,,28.0,0.0
UNI01796,2024,THE,,,11.2,6.0
UNI00711,2024,THE,,,17.9,7.0
UNI00702,2024,THE,,,12.3,5.0
UNI00238,2024,THE,,,12.7,3.0
UNI00706,2024,THE,,,12.2,27.0
UNI00710,2024,THE,,,16.0,1.0
UNI01799,2024,THE,,,12.9,11.0
UNI00650,2024,THE,,,14.9,48.0
UNI01798,2024,THE,,,15.3,14.0
UNI00720,2024,THE,,,12.0,24.0
UNI00718,2024,THE,,,18.5,37.0
UNI00721,2024,THE,,,15.8,18.0
UNI00479,2024,THE,,,24.3,0.0
UNI01803,2024,THE,,,18.0,2.0
UNI01724,2024,THE,,,25.4,75.0
UNI01805,2024,THE,,,16.4,24.0
UNI01807,2024,THE,,,9.8,24.0
UNI01808,2024,THE,,,14.8,14.0
UNI01809,2024,THE,,,18.4,3.0
UNI01806,2024,THE,,,19.4,2.0
UNI01811,2024,THE,,,12.8,4.0
UNI00566,2024,THE,,,16.7,15.0
UNI01813,2024,THE,,,13.5,1.0
UNI00730,2024,THE,,,16.5,1.0
UNI01815,2024,THE,,,16.8,38.0
UNI01816,2024,THE,,,33.2,1.0
UNI01814,2024,THE,,,31.7,2.0
UNI00732,2024,THE,,,24.1,18.0
UNI01725,2024,THE,,,26.5,0.0
UNI01817,2024,THE,,,19.0,0.0
UNI00737,2024,THE,,,19.9,3.0
UNI00736,2024,THE,,,18.4,3.0
UNI01656,2024,THE,,,11.2,3.0
UNI01728,2024,THE,,,44.9,3.0
UNI00739,2024,THE,,,16.3,40.0
UNI00536,2024,THE,,,7.6,10.0
UNI01821,2024,THE,,,11.3,4.0
UNI01822,2024,THE,,,25.8,5.0
UNI01823,2024,THE,,,18.0,1.0
UNI01825,2024,THE,,,16.7,0.0
UNI01827,2024,THE,,,18.8,1.0
UNI01733,2024,THE,,,27.5,5.0
UNI01735,2024,THE,,,18.3,7.0
UNI01829,2024,THE,,,8.3,10.0
UNI01830,2024,THE,,,26.7,17.0
UNI01831,2024,THE,,,22.7,1.0
UNI01832,2024,THE,,,14.6,18.0
UNI00341,2024,THE,,,8.8,11.0
UNI01833,2024,THE,,,18.5,3.0
UNI00684,2024,THE,,,16.1,1.0
UNI01834,2024,THE,,,9.4,6.0
UNI01835,2024,THE,,,13.0,13.0
UNI01836,2024,THE,,,10.3,20.0
UNI00754,2024,THE,,,9.6,3.0
UNI01837,2024,THE,,,5.0,3.0
UNI01838,2024,THE,,,22.0,19.0
UNI00758,2024,THE,,,13.8,6.0
UNI01840,2024,THE,,,28.4,2.0
UNI01741,2024,THE,,,20.5,3.0
UNI00242,2024,THE,,,10.2,8.0
UNI01842,2024,THE,,,12.3,10.0
UNI01843,2024,THE,,,13.0,1.0
UNI00542,2024,THE,,,10.2,7.0
UNI00764,2024,THE,,,25.2,15.0
UNI01663,2024,THE,,,10.7,2.0
UNI00628,2024,THE,,,11.2,17.0
UNI01743,2024,THE,,,31.5,13.0
UNI00769,2024,THE,,,17.5,37.0
UNI01847,2024,THE,,,20.0,16.0
UNI00770,2024,THE,,,19.4,4.0
UNI00771,2024,THE,,,11.9,1.0
UNI00434,2024,THE,,,8.9,5.0
UNI01848,2024,THE,,,17.3,0.0
UNI00775,2024,THE,,,13.5,8.0
UNI01849,2024,THE,,,9.1,12.0
UNI01851,2024,THE,,,28.9,5.0
UNI00779,2024,THE,,,17.2,11.0
UNI00460,2024,THE,,,18.4,23.0
UNI01852,2024,THE,,,9.0,4.0
UNI01664,2024,THE,,,12.4,1.0
UNI00700,2024,THE,,,19.5,13.0
UNI00783,2024,THE,,,14.6,4.0
UNI01854,2024,THE,,,14.9,12.0
UNI01855,2024,THE,,,22.2,12.0
UNI01857,2024,THE,,,15.4,3.0
UNI01858,2024,THE,,,16.5,1.0
UNI01860,2024,THE,,,13.5,3.0
UNI01861,2024,THE,,,18.7,29.0
UNI01863,2024,THE,,,9.3,5.0
UNI01864,2024,THE,,,12.0,21.0
UNI00578,2024,THE,,,12.6,9.0
UNI00389,2024,THE,,,20.3,6.0
UNI01865,2024,THE,,,20.6,4.0
UNI01866,2024,THE,,,16.3,2.0
UNI01867,2024,THE,,,29.2,86.0
UNI01868,2024,THE,,,23.2,4.0
UNI01869,2024,THE,,,15.0,14.0
UNI00798,2024,THE,,,20.6,6.0
UNI01870,2024,THE,,,13.2,3.0
UNI01871,2024,THE,,,14.3,6.0
UNI00803,2024,THE,,,25.5,3.0
UNI00804,2024,THE,,,8.2,12.0
UNI01872,2024,THE,,,6.6,20.0
UNI01873,2024,THE,,,19.9,4.0
UNI00806,2024,THE,,,14.1,5.0
UNI01875,2024,THE,,,18.2,2.0
UNI01876,2024,THE,,,30.1,8.0
UNI01877,2024,THE,,,33.5,8.0
UNI01748,2024,THE,,,96.5,6.0
UNI01878,2024,THE,,,15.6,5.0
UNI01880,2024,THE,,,11.2,26.0
UNI00471,2024,THE,,,14.0,25.0
UNI00814,2024,THE,,,22.0,1.0
UNI00816,2024,THE,,,18.6,1.0
UNI00810,2024,THE,,,33.4,6.0
UNI01882,2024,THE,,,32.4,1.0
UNI01884,2024,THE,,,9.8,20.0
UNI01885,2024,THE,,,9.8,13.0
UNI01886,2024,THE,,,14.5,14.0
UNI01881,2024,THE,,,11.9,2.0
UNI00742,2024,THE,,,12.1,17.0
UNI01706,2024,THE,,,1.6,2.0
UNI01883,2024,THE,,,15.1,1.0
UNI00642,2024,THE,,,22.6,20.0
UNI01888,2024,THE,,,24.2,10.0
UNI00829,2024,THE,,,14.5,3.0
UNI01891,2024,THE,,,46.5,5.0
UNI01892,2024,THE,,,15.8,15.0
UNI01893,2024,THE,,,15.6,32.0
UNI01894,2024,THE,,,13.4,12.0
UNI01895,2024,THE,,,24.7,2.0
UNI01889,2024,THE,,,13.4,1.0
UNI01890,2024,THE,,,14.6,6.0
UNI01750,2024,THE,,,38.1,2.0
UNI01896,2024,THE,,,7.1,1.0
UNI01897,2024,THE,,,8.0,4.0
UNI01899,2024,THE,,,29.9,13.0
UNI01901,2024,THE,,,18.9,3.0
UNI01902,2024,THE,,,11.0,11.0
UNI01711,2024,THE,,,5.5,8.0
UNI00649,2024,THE,,,10.5,13.0
UNI00522,2024,THE,,,9.2,4.0
UNI00665,2024,THE,,,8.1,14.0
UNI01904,2024,THE,,,22.1,8.0
UNI01905,2024,THE,,,11.4,14.0
UNI01906,2024,THE,,,6.2,12.0
UNI00839,2024,THE,,,9.0,19.0
UNI01908,2024,THE,,,31.9,11.0
UNI00851,2024,THE,,,21.1,6.0
UNI00854,2024,THE,,,15.1,1.0
UNI00856,2024,THE,,,17.0,9.0
