university_id,year,ranking_source,total_students,students_per_staff,international_students,international_student_percentage
U0792,2024,THE,,,,
U0793,2024,THE,,10.8,,32.0
U0794,2024,THE,,30.6,,3.0
U0795,2024,THE,,15.8,,15.0
U0796,2024,THE,,,,
U0797,2024,THE,,8.1,,26.0
U0798,2024,THE,,,,
U0799,2024,THE,,11.3,,3.0
U0800,2024,THE,,,,
U0801,2024,THE,,,,
U0802,2024,THE,,13.0,,5.0
U0803,2024,THE,,12.1,,60.0
U0804,2024,THE,,28.7,,4.0
U0805,2024,THE,,,,
U0806,2024,THE,,,,
U0807,2024,THE,,,,
U0808,2024,THE,,,,
U0809,2024,THE,,16.2,,2.0
U0810,2024,THE,,22.4,,34.0
U0811,2024,THE,,,,
U0812,2024,THE,,,,
U0813,2024,THE,,17.1,,19.0
U0814,2024,THE,,13.0,,0.0
U0815,2024,THE,,9.6,,3.0
U0816,2024,THE,,,,
U0817,2024,THE,,14.7,,13.0
U0818,2024,THE,,18.1,,16.0
U0819,2024,THE,,17.5,,37.0
U0820,2024,THE,,28.5,,12.0
U0821,2024,THE,,,,
U0822,2024,THE,,,,
U0823,2024,THE,,,,
U0824,2024,THE,,,,
U0825,2024,THE,,,,
U0826,2024,THE,,14.1,,21.0
U0827,2024,THE,,17.9,,7.0
U0828,2024,THE,,42.8,,9.0
U0829,2024,THE,,56.0,,15.0
U0830,2024,THE,,,,
U0831,2024,THE,,,,
U0832,2024,THE,,,,
U0833,2024,THE,,,,
U0834,2024,THE,,,,
U0835,2024,THE,,,,
U0836,2024,THE,,,,
U0837,2024,THE,,,,
U0838,2024,THE,,17.2,,9.0
U0839,2024,THE,,7.9,,6.0
U0840,2024,THE,,14.5,,10.0
U0841,2024,THE,,13.3,,0.0
U0842,2024,THE,,,,
U0843,2024,THE,,18.0,,22.0
U0844,2024,THE,,33.3,,2.0
U0845,2024,THE,,,,
U0846,2024,THE,,13.0,,6.0
U0847,2024,THE,,,,
U0848,2024,THE,,26.5,,2.0
U0849,2024,THE,,10.5,,13.0
U0850,2024,THE,,10.8,,4.0
U0851,2024,THE,,,,
U0852,2024,THE,,,,
U0853,2024,THE,,13.4,,26.0
U0854,2024,THE,,,,
U0855,2024,THE,,24.6,,13.0
U0856,2024,THE,,17.7,,7.0
U0857,2024,THE,,19.8,,4.0
U0858,2024,THE,,15.5,,8.0
U0859,2024,THE,,19.5,,26.0
U0860,2024,THE,,14.7,,6.0
U0861,2024,THE,,15.7,,7.0
U0862,2024,THE,,,,
U0863,2024,THE,,11.2,,4.0
U0864,2024,THE,,13.8,,6.0
U0865,2024,THE,,,,
U0866,2024,THE,,,,
U0867,2024,THE,,16.3,,17.0
U0868,2024,THE,,6.7,,5.0
U0869,2024,THE,,,,
U0870,2024,THE,,25.5,,3.0
U0871,2024,THE,,10.0,,7.0
U0872,2024,THE,,14.1,,5.0
U0873,2024,THE,,,,
U0874,2024,THE,,,,
U0875,2024,THE,,,,
U0876,2024,THE,,,,
U0877,2024,THE,,18.7,,18.0
U0878,2024,THE,,,,
U0879,2024,THE,,15.6,,7.0
U0880,2024,THE,,,,
U0881,2024,THE,,,,
U0882,2024,THE,,,,
U0883,2024,THE,,,,
U0884,2024,THE,,,,
U0885,2024,THE,,18.4,,11.0
U0886,2024,THE,,,,
U0887,2024,THE,,,,
U0888,2024,THE,,21.0,,24.0
U0889,2024,THE,,,,
U0890,2024,THE,,35.9,,1.0
U0891,2024,THE,,16.3,,40.0
U0892,2024,THE,,16.1,,13.0
U0893,2024,THE,,,,
U0894,2024,THE,,22.0,,1.0
U0895,2024,THE,,13.3,,7.0
U0896,2024,THE,,114.2,,3.0
U0897,2024,THE,,,,
U0898,2024,THE,,15.9,,1.0
U0899,2024,THE,,,,
U0900,2024,THE,,10.6,,3.0
U0901,2024,THE,,,,
U0902,2024,THE,,38.4,,14.0
U0903,2024,THE,,,,
U0904,2024,THE,,,,
U0905,2024,THE,,,,
U0906,2024,THE,,9.9,,11.0
U0907,2024,THE,,,,
U0908,2024,THE,,15.0,,2.0
U0909,2024,THE,,12.8,,11.0
U0910,2024,THE,,,,
U0911,2024,THE,,9.9,,6.0
U0912,2024,THE,,9.1,,7.0
U0913,2024,THE,,15.0,,11.0
U0914,2024,THE,,19.4,,4.0
U0915,2024,THE,,19.2,,3.0
U0916,2024,THE,,,,
U0917,2024,THE,,,,
U0918,2024,THE,,9.3,,11.0
U0919,2024,THE,,,,
U0920,2024,THE,,21.3,,0.0
U0921,2024,THE,,11.5,,4.0
U0922,2024,THE,,,,
U0923,2024,THE,,,,
U0924,2024,THE,,21.0,,26.0
U0925,2024,THE,,,,
U0926,2024,THE,,,,
U0927,2024,THE,,,,
U0928,2024,THE,,,,
U0929,2024,THE,,,,
U0930,2024,THE,,,,
U0931,2024,THE,,,,
U0932,2024,THE,,,,
U0933,2024,THE,,,,
U0934,2024,THE,,,,
U0935,2024,THE,,,,
U0936,2024,THE,,,,
U0937,2024,THE,,,,
U0938,2024,THE,,16.1,,5.0
U0939,2024,THE,,26.1,,52.0
U0940,2024,THE,,11.2,,3.0
U0941,2024,THE,,14.0,,9.0
U0942,2024,THE,,14.4,,11.0
U0943,2024,THE,,17.7,,5.0
U0944,2024,THE,,34.5,,2.0
U0945,2024,THE,,42.7,,0.0
U0946,2024,THE,,20.3,,23.0
U0947,2024,THE,,,,
U0948,2024,THE,,,,
U0949,2024,THE,,13.0,,14.0
U0950,2024,THE,,,,
U0951,2024,THE,,8.0,,2.0
U0952,2024,THE,,6.0,,3.0
U0953,2024,THE,,6.3,,6.0
U0954,2024,THE,,53.7,,5.0
U0955,2024,THE,,18.2,,8.0
U0956,2024,THE,,13.2,,2.0
U0957,2024,THE,,,,
U0958,2024,THE,,12.2,,27.0
U0959,2024,THE,,,,
U0960,2024,THE,,,,
U0961,2024,THE,,30.5,,11.0
U0962,2024,THE,,13.0,,9.0
U0963,2024,THE,,9.3,,4.0
U0964,2024,THE,,,,
U0965,2024,THE,,,,
U0966,2024,THE,,17.2,,2.0
U0967,2024,THE,,,,
U0968,2024,THE,,9.8,,6.0
U0969,2024,THE,,40.2,,4.0
U0970,2024,THE,,7.2,,3.0
U0971,2024,THE,,,,
U0972,2024,THE,,,,
U0973,2024,THE,,12.9,,2.0
U0974,2024,THE,,,,
U0975,2024,THE,,,,
U0976,2024,THE,,,,
U0977,2024,THE,,,,
U0978,2024,THE,,,,
U0979,2024,THE,,12.7,,10.0
U0980,2024,THE,,11.3,,11.0
U0981,2024,THE,,,,
U0982,2024,THE,,21.6,,4.0
U0983,2024,THE,,,,
U0984,2024,THE,,,,
U0985,2024,THE,,,,
U0986,2024,THE,,,,
U0987,2024,THE,,,,
U0988,2024,THE,,,,
U0989,2024,THE,,,,
U0990,2024,THE,,,,
U0991,2024,THE,,,,
U0992,2024,THE,,,,
U0993,2024,THE,,,,
U0994,2024,THE,,,,
U0995,2024,THE,,,,
U0996,2024,THE,,,,
U0997,2024,THE,,16.3,,28.0
U0998,2024,THE,,32.0,,0.0
U0999,2024,THE,,13.6,,5.0
U1000,2024,THE,,33.4,,6.0
U1001,2024,THE,,24.6,,26.0
U1002,2024,THE,,,,
U1003,2024,THE,,36.7,,6.0
U1004,2024,THE,,28.3,,11.0
U1005,2024,THE,,14.7,,5.0
U1006,2024,THE,,22.0,,9.0
U1007,2024,THE,,12.0,,1.0
U1008,2024,THE,,17.1,,7.0
U1009,2024,THE,,11.8,,5.0
U1010,2024,THE,,21.7,,11.0
U1011,2024,THE,,13.9,,10.0
U1012,2024,THE,,22.1,,1.0
U1013,2024,THE,,,,
U1014,2024,THE,,10.4,,3.0
U1015,2024,THE,,8.0,,3.0
U1016,2024,THE,,19.0,,6.0
U1017,2024,THE,,,,
U1018,2024,THE,,,,
U1019,2024,THE,,17.2,,26.0
U1020,2024,THE,,16.9,,1.0
U1021,2024,THE,,,,
U1022,2024,THE,,20.1,,15.0
U1023,2024,THE,,,,
U1024,2024,THE,,33.5,,7.0
U1025,2024,THE,,14.0,,5.0
U1026,2024,THE,,,,
U1027,2024,THE,,,,
U1028,2024,THE,,,,
U1029,2024,THE,,,,
U1030,2024,THE,,20.3,,4.0
U1031,2024,THE,,,,
U1032,2024,THE,,,,
U1033,2024,THE,,,,
U1034,2024,THE,,18.3,,11.0
U1035,2024,THE,,14.6,,4.0
U1036,2024,THE,,24.1,,18.0
U1037,2024,THE,,7.6,,4.0
U1038,2024,THE,,,,
U1039,2024,THE,,19.8,,2.0
U1040,2024,THE,,,,
U1041,2024,THE,,9.7,,5.0
U1042,2024,THE,,11.6,,16.0
U1043,2024,THE,,,,
U1044,2024,THE,,12.1,,13.0
U1045,2024,THE,,,,
U1046,2024,THE,,8.4,,70.0
U1047,2024,THE,,,,
U1048,2024,THE,,12.9,,1.0
U1049,2024,THE,,10.1,,3.0
U1050,2024,THE,,21.6,,3.0
U1051,2024,THE,,27.6,,2.0
U1052,2024,THE,,,,
U1053,2024,THE,,,,
U1054,2024,THE,,21.9,,15.0
U1055,2024,THE,,,,
U1056,2024,THE,,13.1,,5.0
U1057,2024,THE,,25.5,,50.0
U1058,2024,THE,,,,
U1059,2024,THE,,11.9,,1.0
U1060,2024,THE,,30.6,,5.0
U1061,2024,THE,,14.6,,4.0
U1062,2024,THE,,,,
U1063,2024,THE,,6.5,,1.0
U1064,2024,THE,,15.5,,18.0
U1065,2024,THE,,,,
U1066,2024,THE,,13.5,,2.0
U1067,2024,THE,,13.0,,2.0
U1068,2024,THE,,15.6,,4.0
U1069,2024,THE,,,,
U1070,2024,THE,,,,
U1071,2024,THE,,,,
U1072,2024,THE,,,,
U1073,2024,THE,,,,
U1074,2024,THE,,9.1,,0.0
U1075,2024,THE,,,,
U1076,2024,THE,,18.6,,1.0
U1077,2024,THE,,,,
U1078,2024,THE,,,,
U1079,2024,THE,,11.4,,6.0
U1080,2024,THE,,,,
U1081,2024,THE,,10.4,,4.0
U1082,2024,THE,,,,
U1083,2024,THE,,13.4,,12.0
U1084,2024,THE,,10.7,,14.0
U1085,2024,THE,,28.1,,5.0
U1086,2024,THE,,17.7,,12.0
U1087,2024,THE,,10.4,,3.0
U1088,2024,THE,,,,
U1089,2024,THE,,12.0,,4.0
U1090,2024,THE,,11.9,,5.0
U1091,2024,THE,,8.5,,7.0
U1092,2024,THE,,28.5,,2.0
U1093,2024,THE,,21.4,,6.0
U1094,2024,THE,,,,
U1095,2024,THE,,,,
U1096,2024,THE,,15.5,,2.0
U1097,2024,THE,,12.0,,24.0
U1098,2024,THE,,,,
U1099,2024,THE,,14.8,,5.0
U1100,2024,THE,,24.4,,2.0
U1101,2024,THE,,9.9,,14.0
U1102,2024,THE,,,,
U1103,2024,THE,,,,
U1104,2024,THE,,16.8,,3.0
U1105,2024,THE,,23.0,,7.0
U1106,2024,THE,,,,
U1107,2024,THE,,,,
U1108,2024,THE,,9.7,,2.0
U1109,2024,THE,,10.9,,7.0
U1110,2024,THE,,,,
U1111,2024,THE,,,,
U1112,2024,THE,,,,
U1113,2024,THE,,,,
U1114,2024,THE,,,,
U1115,2024,THE,,,,
U1116,2024,THE,,,,
U1117,2024,THE,,,,
U1118,2024,THE,,,,
U1119,2024,THE,,,,
U1120,2024,THE,,,,
U1121,2024,THE,,,,
U1122,2024,THE,,,,
U1123,2024,THE,,,,
U1124,2024,THE,,,,
U1125,2024,THE,,9.1,,2.0
U1126,2024,THE,,8.9,,1.0
U1127,2024,THE,,,,
U1128,2024,THE,,,,
U1129,2024,THE,,,,
U1130,2024,THE,,,,
U1131,2024,THE,,,,
U1132,2024,THE,,,,
U1133,2024,THE,,,,
U1134,2024,THE,,,,
U1135,2024,THE,,,,
U1136,2024,THE,,,,
U1137,2024,THE,,,,
U1138,2024,THE,,,,
U1139,2024,THE,,,,
U1140,2024,THE,,,,
U1141,2024,THE,,,,
U1142,2024,THE,,,,
U1143,2024,THE,,,,
U1144,2024,THE,,,,
U1145,2024,THE,,,,
U1146,2024,THE,,,,
U1147,2024,THE,,16.9,,2.0
U1148,2024,THE,,,,
U1149,2024,THE,,,,
U1150,2024,THE,,,,
U1151,2024,THE,,31.5,,11.0
U1152,2024,THE,,,,
U1153,2024,THE,,,,
U1154,2024,THE,,,,
U1155,2024,THE,,,,
U1156,2024,THE,,,,
U1157,2024,THE,,,,
U1158,2024,THE,,,,
U1159,2024,THE,,16.6,,4.0
U1160,2024,THE,,14.9,,13.0
U1161,2024,THE,,16.8,,5.0
U1162,2024,THE,,,,
U1163,2024,THE,,,,
U1164,2024,THE,,15.8,,18.0
U1165,2024,THE,,18.8,,6.0
U1166,2024,THE,,,,
U1167,2024,THE,,19.7,,0.0
U1168,2024,THE,,,,
U1169,2024,THE,,32.6,,5.0
U1170,2024,THE,,39.3,,0.0
U1171,2024,THE,,,,
U1172,2024,THE,,27.5,,0.0
U1173,2024,THE,,,,
U1174,2024,THE,,,,
U1175,2024,THE,,,,
U1176,2024,THE,,,,
U1177,2024,THE,,,,
U1178,2024,THE,,,,
U1179,2024,THE,,20.6,,6.0
U1180,2024,THE,,,,
U1181,2024,THE,,15.1,,1.0
U1182,2024,THE,,14.5,,3.0
U1183,2024,THE,,15.6,,0.0
U1184,2024,THE,,14.4,,4.0
U1185,2024,THE,,19.5,,2.0
U1186,2024,THE,,,,
U1187,2024,THE,,,,
U1188,2024,THE,,35.6,,2.0
U1189,2024,THE,,29.8,,13.0
U1190,2024,THE,,17.0,,9.0
U1191,2024,THE,,,,
U1192,2024,THE,,,,
U1193,2024,THE,,17.5,,3.0
U1194,2024,THE,,16.7,,28.0
U1195,2024,THE,,14.1,,4.0
U1196,2024,THE,,,,
U1197,2024,THE,,,,
U1198,2024,THE,,14.7,,13.0
U1199,2024,THE,,,,
U1200,2024,THE,,18.3,,5.0
U1201,2024,THE,,,,
U1202,2024,THE,,13.4,,8.0
U1203,2024,THE,,27.3,,2.0
U1204,2024,THE,,22.3,,8.0
U1205,2024,THE,,17.0,,8.0
U1206,2024,THE,,12.2,,3.0
U1207,2024,THE,,,,
U1208,2024,THE,,,,
U1209,2024,THE,,27.2,,0.0
U1210,2024,THE,,,,
U1211,2024,THE,,,,
U1212,2024,THE,,13.6,,5.0
U1213,2024,THE,,45.2,,1.0
U1214,2024,THE,,,,
U1215,2024,THE,,,,
U1216,2024,THE,,,,
U1217,2024,THE,,18.3,,3.0
U1218,2024,THE,,37.5,,5.0
U1219,2024,THE,,,,
U1220,2024,THE,,14.4,,4.0
U1221,2024,THE,,,,
U1222,2024,THE,,,,
U1223,2024,THE,,15.4,,4.0
U1224,2024,THE,,,,
U1225,2024,THE,,,,
U1226,2024,THE,,,,
U1227,2024,THE,,,,
U1228,2024,THE,,18.6,,4.0
U1229,2024,THE,,,,
U1230,2024,THE,,13.2,,1.0
U1231,2024,THE,,23.3,,7.0
U1232,2024,THE,,,,
U1233,2024,THE,,27.2,,6.0
U1234,2024,THE,,,,
U1235,2024,THE,,12.8,,2.0
U1236,2024,THE,,34.1,,0.0
U1237,2024,THE,,13.1,,10.0
U1238,2024,THE,,22.4,,2.0
U1239,2024,THE,,,,
U1240,2024,THE,,23.0,,1.0
U1241,2024,THE,,,,
U1242,2024,THE,,,,
U1243,2024,THE,,,,
U1244,2024,THE,,10.7,,2.0
U1245,2024,THE,,,,
U1246,2024,THE,,17.3,,0.0
U1247,2024,THE,,,,
U1248,2024,THE,,17.2,,6.0
U1249,2024,THE,,,,
U1250,2024,THE,,11.6,,16.0
U1251,2024,THE,,,,
U1252,2024,THE,,10.8,,11.0
U1253,2024,THE,,13.9,,0.0
U1254,2024,THE,,,,
U1255,2024,THE,,,,
U1256,2024,THE,,,,
U1257,2024,THE,,23.3,,0.0
U1258,2024,THE,,11.6,,11.0
U1259,2024,THE,,60.8,,1.0
U1260,2024,THE,,13.8,,6.0
U1261,2024,THE,,,,
U1262,2024,THE,,12.2,,3.0
U1263,2024,THE,,34.0,,5.0
U1264,2024,THE,,14.9,,6.0
U1265,2024,THE,,,,
U1266,2024,THE,,,,
U1267,2024,THE,,,,
U1268,2024,THE,,18.6,,9.0
U1269,2024,THE,,,,
U1270,2024,THE,,15.7,,6.0
U1271,2024,THE,,16.2,,8.0
U1272,2024,THE,,14.6,,17.0
U1273,2024,THE,,34.4,,7.0
U1274,2024,THE,,,,
U1275,2024,THE,,25.7,,3.0
U1276,2024,THE,,,,
U1277,2024,THE,,21.5,,1.0
U1278,2024,THE,,,,
U1279,2024,THE,,,,
U1280,2024,THE,,20.5,,5.0
U1281,2024,THE,,11.4,,10.0
U1282,2024,THE,,,,
U1283,2024,THE,,14.4,,4.0
U1284,2024,THE,,15.3,,6.0
U1285,2024,THE,,,,
U1286,2024,THE,,,,
U1287,2024,THE,,,,
U1288,2024,THE,,,,
U1289,2024,THE,,,,
U1290,2024,THE,,17.8,,0.0
U1291,2024,THE,,,,
U1292,2024,THE,,,,
U1293,2024,THE,,,,
U1294,2024,THE,,,,
U1295,2024,THE,,13.1,,1.0
U1296,2024,THE,,,,
U1297,2024,THE,,,,
U1298,2024,THE,,26.2,,1.0
U1299,2024,THE,,22.5,,7.0
U1300,2024,THE,,17.3,,1.0
U1301,2024,THE,,20.5,,2.0
U1302,2024,THE,,13.3,,10.0
U1303,2024,THE,,,,
U1304,2024,THE,,,,
U1305,2024,THE,,,,
U1306,2024,THE,,,,
U1307,2024,THE,,,,
U1308,2024,THE,,,,
U1309,2024,THE,,16.0,,4.0
U1310,2024,THE,,,,
U1311,2024,THE,,14.1,,2.0
U1312,2024,THE,,,,
U1313,2024,THE,,20.4,,10.0
U1314,2024,THE,,,,
U1315,2024,THE,,,,
U1316,2024,THE,,,,
U1317,2024,THE,,,,
U1318,2024,THE,,,,
U1319,2024,THE,,,,
U1320,2024,THE,,,,
U1321,2024,THE,,,,
U1322,2024,THE,,,,
U1323,2024,THE,,,,
U1324,2024,THE,,,,
U1325,2024,THE,,,,
U1326,2024,THE,,,,
U1327,2024,THE,,,,
U1328,2024,THE,,,,
U1329,2024,THE,,,,
U1330,2024,THE,,,,
U1331,2024,THE,,,,
U1332,2024,THE,,,,
U1333,2024,THE,,,,
U1334,2024,THE,,,,
U1335,2024,THE,,13.2,,2.0
U1336,2024,THE,,,,
U1337,2024,THE,,,,
U1338,2024,THE,,,,
U1339,2024,THE,,,,
U1340,2024,THE,,,,
U1341,2024,THE,,35.2,,0.0
U1342,2024,THE,,,,
U1343,2024,THE,,,,
U1344,2024,THE,,,,
U1345,2024,THE,,9.4,,0.0
U1346,2024,THE,,19.9,,0.0
U1347,2024,THE,,,,
U1348,2024,THE,,,,
U1349,2024,THE,,,,
U1350,2024,THE,,,,
U1351,2024,THE,,19.8,,1.0
U1352,2024,THE,,,,
U1353,2024,THE,,,,
U1354,2024,THE,,,,
U1355,2024,THE,,,,
U1356,2024,THE,,29.4,,1.0
U1357,2024,THE,,18.5,,1.0
U1358,2024,THE,,19.2,,2.0
U1359,2024,THE,,,,
U1360,2024,THE,,,,
U1361,2024,THE,,,,
U1362,2024,THE,,,,
U1363,2024,THE,,13.6,,3.0
U1364,2024,THE,,16.1,,6.0
U1365,2024,THE,,14.9,,0.0
U1366,2024,THE,,11.7,,0.0
U1367,2024,THE,,,,
U1368,2024,THE,,,,
U1369,2024,THE,,13.7,,1.0
U1370,2024,THE,,12.3,,0.0
U1371,2024,THE,,14.9,,5.0
U1372,2024,THE,,14.9,,5.0
U1373,2024,THE,,,,
U1374,2024,THE,,,,
U1375,2024,THE,,,,
U1376,2024,THE,,16.0,,9.0
U1377,2024,THE,,19.5,,7.0
U1378,2024,THE,,13.5,,10.0
U1379,2024,THE,,13.9,,1.0
U1380,2024,THE,,15.3,,18.0
U1381,2024,THE,,15.6,,3.0
U1382,2024,THE,,,,
U1383,2024,THE,,,,
U1384,2024,THE,,,,
U1385,2024,THE,,11.6,,4.0
U1386,2024,THE,,,,
U1387,2024,THE,,15.7,,2.0
U1388,2024,THE,,22.9,,0.0
U1389,2024,THE,,,,
U1390,2024,THE,,,,
U1391,2024,THE,,14.8,,5.0
U1392,2024,THE,,,,
U1393,2024,THE,,,,
U1394,2024,THE,,,,
U1395,2024,THE,,11.1,,15.0
U1396,2024,THE,,21.3,,8.0
U1397,2024,THE,,10.9,,5.0
U1398,2024,THE,,,,
U1399,2024,THE,,,,
U1400,2024,THE,,23.0,,8.0
U1401,2024,THE,,25.2,,2.0
U1402,2024,THE,,12.4,,12.0
U1403,2024,THE,,,,
U1404,2024,THE,,,,
U1405,2024,THE,,,,
U1406,2024,THE,,,,
U1407,2024,THE,,,,
U1408,2024,THE,,,,
U1409,2024,THE,,,,
U1410,2024,THE,,14.8,,1.0
U1411,2024,THE,,,,
U1412,2024,THE,,,,
U1413,2024,THE,,,,
U1414,2024,THE,,,,
U1415,2024,THE,,14.2,,4.0
U1416,2024,THE,,,,
U1417,2024,THE,,24.7,,4.0
U1418,2024,THE,,16.5,,3.0
U1419,2024,THE,,,,
U1420,2024,THE,,21.5,,5.0
U1421,2024,THE,,,,
U1422,2024,THE,,18.3,,1.0
U1423,2024,THE,,15.2,,1.0
U1424,2024,THE,,,,
U1425,2024,THE,,16.5,,4.0
U1426,2024,THE,,,,
U1427,2024,THE,,,,
U1428,2024,THE,,13.0,,1.0
U1429,2024,THE,,,,
U1430,2024,THE,,22.1,,4.0
U1431,2024,THE,,26.6,,7.0
U1432,2024,THE,,,,
U1433,2024,THE,,29.7,,5.0
U1434,2024,THE,,18.8,,2.0
U1435,2024,THE,,,,
U1436,2024,THE,,18.6,,12.0
U1437,2024,THE,,,,
U1438,2024,THE,,30.5,,4.0
U1439,2024,THE,,,,
U1440,2024,THE,,,,
U1441,2024,THE,,,,
U1442,2024,THE,,21.9,,1.0
U1443,2024,THE,,,,
U1444,2024,THE,,,,
U1445,2024,THE,,,,
U1446,2024,THE,,25.5,,1.0
U1447,2024,THE,,,,
U1448,2024,THE,,,,
U1449,2024,THE,,,,
U1450,2024,THE,,,,
U1451,2024,THE,,,,
U1452,2024,THE,,,,
U1453,2024,THE,,20.3,,1.0
U1454,2024,THE,,,,
U1455,2024,THE,,,,
U1456,2024,THE,,,,
U1457,2024,THE,,,,
U1458,2024,THE,,,,
U1459,2024,THE,,17.1,,0.0
U1460,2024,THE,,21.3,,1.0
U1461,2024,THE,,,,
U1462,2024,THE,,,,
U1463,2024,THE,,,,
U1464,2024,THE,,,,
U1465,2024,THE,,,,
U1466,2024,THE,,,,
U1467,2024,THE,,,,
U1468,2024,THE,,,,
U1469,2024,THE,,,,
U1470,2024,THE,,,,
U1471,2024,THE,,,,
U1472,2024,THE,,,,
U1473,2024,THE,,,,
U1474,2024,THE,,,,
U1475,2024,THE,,,,
U1476,2024,THE,,,,
U1477,2024,THE,,,,
U1478,2024,THE,,35.4,,1.0
U1479,2024,THE,,,,
U1480,2024,THE,,21.8,,0.0
U1481,2024,THE,,,,
U1482,2024,THE,,,,
U1483,2024,THE,,,,
U1484,2024,THE,,11.5,,1.0
U1485,2024,THE,,,,
U1486,2024,THE,,,,
U1487,2024,THE,,,,
U1488,2024,THE,,,,
U1489,2024,THE,,,,
U1490,2024,THE,,,,
U1491,2024,THE,,22.0,,1.0
U1492,2024,THE,,,,
U1493,2024,THE,,,,
U1494,2024,THE,,,,
U1495,2024,THE,,,,
U1496,2024,THE,,20.9,,4.0
U1497,2024,THE,,13.1,,0.0
U1498,2024,THE,,24.0,,0.0
U1499,2024,THE,,,,
U1500,2024,THE,,17.5,,6.0
U1501,2024,THE,,,,
U1502,2024,THE,,,,
U1503,2024,THE,,,,
U1504,2024,THE,,8.0,,33.0
U1505,2024,THE,,6.1,,33.0
U1506,2024,THE,,17.9,,22.0
U1507,2024,THE,,15.4,,43.0
U1508,2024,THE,,6.2,,36.0
U1509,2024,THE,,9.6,,15.0
U1510,2024,THE,,20.0,,24.0
U1511,2024,THE,,11.8,,42.0
U1512,2024,THE,,11.5,,46.0
U1513,2024,THE,,16.7,,27.0
U1514,2024,THE,,13.5,,64.0
U1515,2024,THE,,12.0,,19.0
U1516,2024,THE,,18.3,,43.0
U1517,2024,THE,,25.1,,47.0
U1518,2024,THE,,13.9,,53.0
U1519,2024,THE,,33.5,,18.0
U1520,2024,THE,,15.0,,22.0
U1521,2024,THE,,12.6,,72.0
U1522,2024,THE,,13.3,,20.0
U1523,2024,THE,,9.9,,27.0
U1524,2024,THE,,15.6,,45.0
U1525,2024,THE,,18.8,,25.0
U1526,2024,THE,,15.1,,48.0
U1527,2024,THE,,7.3,,22.0
U1528,2024,THE,,27.5,,18.0
U1529,2024,THE,,7.7,,8.0
U1530,2024,THE,,13.9,,17.0
U1531,2024,THE,,10.7,,8.0
U1532,2024,THE,,36.6,,40.0
U1533,2024,THE,,11.8,,9.0
U1534,2024,THE,,18.3,,17.0
U1535,2024,THE,,54.5,,18.0
U1536,2024,THE,,44.5,,17.0
U1537,2024,THE,,17.5,,21.0
U1538,2024,THE,,27.1,,14.0
U1539,2024,THE,,11.4,,11.0
U1540,2024,THE,,41.5,,20.0
U1541,2024,THE,,15.4,,40.0
U1542,2024,THE,,14.4,,44.0
U1543,2024,THE,,36.4,,31.0
U1544,2024,THE,,14.2,,15.0
U1545,2024,THE,,13.3,,14.0
U1546,2024,THE,,34.4,,17.0
U1547,2024,THE,,22.2,,34.0
U1548,2024,THE,,58.5,,13.0
U1549,2024,THE,,49.6,,29.0
U1550,2024,THE,,20.5,,25.0
U1551,2024,THE,,18.2,,12.0
U1552,2024,THE,,5.4,,10.0
U1553,2024,THE,,19.4,,19.0
U1554,2024,THE,,24.4,,31.0
U1555,2024,THE,,15.3,,11.0
U1556,2024,THE,,19.9,,7.0
U1557,2024,THE,,24.7,,11.0
U1558,2024,THE,,29.4,,17.0
U1559,2024,THE,,8.9,,11.0
U1560,2024,THE,,37.3,,20.0
U1561,2024,THE,,7.4,,11.0
U1562,2024,THE,,38.3,,12.0
U1563,2024,THE,,16.6,,28.0
U1564,2024,THE,,19.7,,14.0
U1565,2024,THE,,57.1,,14.0
U1566,2024,THE,,9.6,,17.0
U1567,2024,THE,,41.9,,13.0
U1568,2024,THE,,25.1,,5.0
U1569,2024,THE,,26.4,,13.0
U1570,2024,THE,,12.3,,12.0
U1571,2024,THE,,37.9,,14.0
U1572,2024,THE,,13.2,,13.0
U1573,2024,THE,,18.9,,14.0
U1574,2024,THE,,14.5,,14.0
U1575,2024,THE,,11.3,,10.0
U1576,2024,THE,,11.4,,18.0
U1577,2024,THE,,8.5,,15.0
U1578,2024,THE,,51.7,,30.0
U1579,2024,THE,,15.5,,29.0
U1580,2024,THE,,8.4,,30.0
U1581,2024,THE,,11.6,,21.0
U1582,2024,THE,,31.3,,16.0
U1583,2024,THE,,14.1,,32.0
U1584,2024,THE,,26.5,,7.0
U1585,2024,THE,,22.7,,13.0
U1586,2024,THE,,38.1,,16.0
U1587,2024,THE,,17.2,,41.0
U1588,2024,THE,,11.2,,17.0
U1589,2024,THE,,7.4,,20.0
U1590,2024,THE,,13.9,,2.0
U1591,2024,THE,,9.0,,1.0
U1592,2024,THE,,35.1,,23.0
U1593,2024,THE,,14.3,,21.0
U1594,2024,THE,,30.1,,13.0
U1595,2024,THE,,17.9,,18.0
U1596,2024,THE,,24.1,,11.0
U1597,2024,THE,,9.3,,41.0
U1598,2024,THE,,13.9,,3.0
U1599,2024,THE,,34.5,,11.0
U1600,2024,THE,,10.2,,22.0
U1601,2024,THE,,12.9,,44.0
U1602,2024,THE,,25.9,,16.0
U1603,2024,THE,,23.9,,67.0
U1604,2024,THE,,46.7,,16.0
U1605,2024,THE,,12.8,,37.0
U1606,2024,THE,,9.9,,13.0
U1607,2024,THE,,10.5,,19.0
U1608,2024,THE,,25.3,,20.0
U1609,2024,THE,,14.0,,67.0
