university_id,year,ranking_source,research_score,citation_score,research_impact,research_productivity
U2288,2025,QS,,,,
U2289,2025,QS,,,,
U2290,2025,QS,,,,
U2291,2025,QS,,,,
U2292,2025,QS,,,,
U2293,2025,QS,,,,
U2294,2025,QS,,,,
U2295,2025,QS,,,,
U2296,2025,QS,,,,
U2297,2025,QS,,,,
U2298,2025,QS,,,,
U2299,2025,QS,,,,
U2300,2025,QS,,,,
U2301,2025,QS,,,,
U2302,2025,QS,,,,
U2303,2025,QS,,,,
U2304,2025,QS,,,,
U2305,2025,QS,,,,
U2306,2025,QS,,,,
U2307,2025,QS,,,,
U2308,2025,QS,,,,
U2309,2025,QS,,,,
U2310,2025,QS,,,,
U2311,2025,QS,,,,
U2312,2025,QS,,,,
U2313,2025,QS,,,,
U2314,2025,QS,,,,
U2315,2025,QS,,,,
U2316,2025,QS,,,,
U2317,2025,QS,,,,
U2318,2025,QS,,,,
U2319,2025,QS,,,,
U2320,2025,QS,,,,
U2321,2025,QS,,,,
U2322,2025,QS,,,,
U2323,2025,QS,,,,
U2324,2025,QS,,,,
U2325,2025,QS,,,,
U2326,2025,QS,,,,
U2327,2025,QS,,,,
U2328,2025,QS,,,,
U2329,2025,QS,,,,
U2330,2025,QS,,,,
U2331,2025,QS,,,,
U2332,2025,QS,,,,
U2333,2025,QS,,,,
U2334,2025,QS,,,,
U2335,2025,QS,,,,
U2336,2025,QS,,,,
U2337,2025,QS,,,,
U2338,2025,QS,,,,
U2339,2025,QS,,,,
U2340,2025,QS,,,,
U2341,2025,QS,,,,
U2342,2025,QS,,,,
U2343,2025,QS,,,,
U2344,2025,QS,,,,
U2345,2025,QS,,,,
U2346,2025,QS,,,,
U2347,2025,QS,,,,
U2348,2025,QS,,,,
U2349,2025,QS,,,,
U2350,2025,QS,,,,
U2351,2025,QS,,,,
U2352,2025,QS,,,,
U2353,2025,QS,,,,
U2354,2025,QS,,,,
U2355,2025,QS,,,,
U2356,2025,QS,,,,
U2357,2025,QS,,,,
U2358,2025,QS,,,,
U2359,2025,QS,,,,
U2360,2025,QS,,,,
U2361,2025,QS,,,,
U2362,2025,QS,,,,
U2363,2025,QS,,,,
U2364,2025,QS,,,,
U2365,2025,QS,,,,
U2366,2025,QS,,,,
U2367,2025,QS,,,,
U2368,2025,QS,,,,
U2369,2025,QS,,,,
U2370,2025,QS,,,,
U2371,2025,QS,,,,
U2372,2025,QS,,,,
U2373,2025,QS,,,,
U2374,2025,QS,,,,
U2375,2025,QS,,,,
U2376,2025,QS,,,,
U2377,2025,QS,,,,
U2378,2025,QS,,,,
U2379,2025,QS,,,,
U2380,2025,QS,,,,
U2381,2025,QS,,,,
U2382,2025,QS,,,,
U2383,2025,QS,,,,
U2384,2025,QS,,,,
U2385,2025,QS,,,,
U2386,2025,QS,,,,
U2387,2025,QS,,,,
U2388,2025,QS,,,,
U2389,2025,QS,,,,
U2390,2025,QS,,,,
U2391,2025,QS,,,,
U2392,2025,QS,,,,
U2393,2025,QS,,,,
U2394,2025,QS,,,,
U2395,2025,QS,,,,
U2396,2025,QS,,,,
U2397,2025,QS,,,,
U2398,2025,QS,,,,
U2399,2025,QS,,,,
U2400,2025,QS,,,,
U2401,2025,QS,,,,
U2402,2025,QS,,,,
U2403,2025,QS,,,,
U2404,2025,QS,,,,
U2405,2025,QS,,,,
U2406,2025,QS,,,,
U2407,2025,QS,,,,
U2408,2025,QS,,,,
U2409,2025,QS,,,,
U2410,2025,QS,,,,
U2411,2025,QS,,,,
U2412,2025,QS,,,,
U2413,2025,QS,,,,
U2414,2025,QS,,,,
U2415,2025,QS,,,,
U2416,2025,QS,,,,
U2417,2025,QS,,,,
U2418,2025,QS,,,,
U2419,2025,QS,,,,
U2420,2025,QS,,,,
U2421,2025,QS,,,,
U2422,2025,QS,,,,
U2423,2025,QS,,,,
U2424,2025,QS,,,,
U2425,2025,QS,,,,
U2426,2025,QS,,,,
U2427,2025,QS,,,,
U2428,2025,QS,,,,
U2429,2025,QS,,,,
U2430,2025,QS,,,,
U2431,2025,QS,,,,
U2432,2025,QS,,,,
U2433,2025,QS,,,,
U2434,2025,QS,,,,
U2435,2025,QS,,,,
U2436,2025,QS,,,,
U2437,2025,QS,,,,
U2438,2025,QS,,,,
U2439,2025,QS,,,,
U2440,2025,QS,,,,
U2441,2025,QS,,,,
U2442,2025,QS,,,,
U2443,2025,QS,,,,
U2444,2025,QS,,,,
U2445,2025,QS,,,,
U2446,2025,QS,,,,
U2447,2025,QS,,,,
U2448,2025,QS,,,,
U2449,2025,QS,,,,
U2450,2025,QS,,,,
U2451,2025,QS,,,,
U2452,2025,QS,,,,
U2453,2025,QS,,,,
U2454,2025,QS,,,,
U2455,2025,QS,,,,
U2456,2025,QS,,,,
U2457,2025,QS,,,,
U2458,2025,QS,,,,
U2459,2025,QS,,,,
U2460,2025,QS,,,,
U2461,2025,QS,,,,
U2462,2025,QS,,,,
U2463,2025,QS,,,,
U2464,2025,QS,,,,
U2465,2025,QS,,,,
U2466,2025,QS,,,,
U2467,2025,QS,,,,
U2468,2025,QS,,,,
U2469,2025,QS,,,,
U2470,2025,QS,,,,
U2471,2025,QS,,,,
U2472,2025,QS,,,,
U2473,2025,QS,,,,
U2474,2025,QS,,,,
U2475,2025,QS,,,,
U2476,2025,QS,,,,
U2477,2025,QS,,,,
U2478,2025,QS,,,,
U2479,2025,QS,,,,
U2480,2025,QS,,,,
U2481,2025,QS,,,,
U2482,2025,QS,,,,
U2483,2025,QS,,,,
U2484,2025,QS,,,,
U2485,2025,QS,,,,
U2486,2025,QS,,,,
U2487,2025,QS,,,,
U2488,2025,QS,,,,
U2489,2025,QS,,,,
U2490,2025,QS,,,,
U2491,2025,QS,,,,
U2492,2025,QS,,,,
U2493,2025,QS,,,,
U2494,2025,QS,,,,
U2495,2025,QS,,,,
U2496,2025,QS,,,,
U2497,2025,QS,,,,
U2498,2025,QS,,,,
U2499,2025,QS,,,,
U2500,2025,QS,,,,
U2501,2025,QS,,,,
U2502,2025,QS,,,,
U2503,2025,QS,,,,
U2504,2025,QS,,,,
U2505,2025,QS,,,,
U2506,2025,QS,,,,
U2507,2025,QS,,,,
U2508,2025,QS,,,,
U2509,2025,QS,,,,
U2510,2025,QS,,,,
U2511,2025,QS,,,,
U2512,2025,QS,,,,
U2513,2025,QS,,,,
U2514,2025,QS,,,,
U2515,2025,QS,,,,
U2516,2025,QS,,,,
U2517,2025,QS,,,,
U2518,2025,QS,,,,
U2519,2025,QS,,,,
U2520,2025,QS,,,,
U2521,2025,QS,,,,
U2522,2025,QS,,,,
U2523,2025,QS,,,,
U2524,2025,QS,,,,
U2525,2025,QS,,,,
U2526,2025,QS,,,,
U2527,2025,QS,,,,
U2528,2025,QS,,,,
U2529,2025,QS,,,,
U2530,2025,QS,,,,
U2531,2025,QS,,,,
U2532,2025,QS,,,,
U2533,2025,QS,,,,
U2534,2025,QS,,,,
U2535,2025,QS,,,,
U2536,2025,QS,,,,
U2537,2025,QS,,,,
U2538,2025,QS,,,,
U2539,2025,QS,,,,
U2540,2025,QS,,,,
U2541,2025,QS,,,,
U2542,2025,QS,,,,
U2543,2025,QS,,,,
U2544,2025,QS,,,,
U2545,2025,QS,,,,
U2546,2025,QS,,,,
U2547,2025,QS,,,,
U2548,2025,QS,,,,
U2549,2025,QS,,,,
U2550,2025,QS,,,,
U2551,2025,QS,,,,
U2552,2025,QS,,,,
U2553,2025,QS,,,,
U2554,2025,QS,,,,
U2555,2025,QS,,,,
U2556,2025,QS,,,,
U2557,2025,QS,,,,
U2558,2025,QS,,,,
U2559,2025,QS,,,,
U2560,2025,QS,,,,
U2561,2025,QS,,,,
U2562,2025,QS,,,,
U2563,2025,QS,,,,
U2564,2025,QS,,,,
U2565,2025,QS,,,,
U2566,2025,QS,,,,
U2567,2025,QS,,,,
U2568,2025,QS,,,,
U2569,2025,QS,,,,
U2570,2025,QS,,,,
U2571,2025,QS,,,,
U2572,2025,QS,,,,
U2573,2025,QS,,,,
U2574,2025,QS,,,,
U2575,2025,QS,,,,
U2576,2025,QS,,,,
U2577,2025,QS,,,,
U2578,2025,QS,,,,
U2579,2025,QS,,,,
U2580,2025,QS,,,,
U2581,2025,QS,,,,
U2582,2025,QS,,,,
U2583,2025,QS,,,,
U2584,2025,QS,,,,
U2585,2025,QS,,,,
U2586,2025,QS,,,,
U2587,2025,QS,,,,
U2588,2025,QS,,,,
U2589,2025,QS,,,,
U2590,2025,QS,,,,
U2591,2025,QS,,,,
U2592,2025,QS,,,,
U2593,2025,QS,,,,
U2594,2025,QS,,,,
U2595,2025,QS,,,,
U2596,2025,QS,,,,
U2597,2025,QS,,,,
U2598,2025,QS,,,,
U2599,2025,QS,,,,
U2600,2025,QS,,,,
U2601,2025,QS,,,,
U2602,2025,QS,,,,
U2603,2025,QS,,,,
U2604,2025,QS,,,,
U2605,2025,QS,,,,
U2606,2025,QS,,,,
U2607,2025,QS,,,,
U2608,2025,QS,,,,
U2609,2025,QS,,,,
U2610,2025,QS,,,,
U2611,2025,QS,,,,
U2612,2025,QS,,,,
U2613,2025,QS,,,,
U2614,2025,QS,,,,
U2615,2025,QS,,,,
U2616,2025,QS,,,,
U2617,2025,QS,,,,
U2618,2025,QS,,,,
U2619,2025,QS,,,,
U2620,2025,QS,,,,
U2621,2025,QS,,,,
U2622,2025,QS,,,,
U2623,2025,QS,,,,
U2624,2025,QS,,,,
U2625,2025,QS,,,,
U2626,2025,QS,,,,
U2627,2025,QS,,,,
U2628,2025,QS,,,,
U2629,2025,QS,,,,
U2630,2025,QS,,,,
U2631,2025,QS,,,,
U2632,2025,QS,,,,
U2633,2025,QS,,,,
U2634,2025,QS,,,,
U2635,2025,QS,,,,
U2636,2025,QS,,,,
U2637,2025,QS,,,,
U2638,2025,QS,,,,
U2639,2025,QS,,,,
U2640,2025,QS,,,,
U2641,2025,QS,,,,
U2642,2025,QS,,,,
U2643,2025,QS,,,,
U2644,2025,QS,,,,
U2645,2025,QS,,,,
U2646,2025,QS,,,,
U2647,2025,QS,,,,
U2648,2025,QS,,,,
U2649,2025,QS,,,,
U2650,2025,QS,,,,
U2651,2025,QS,,,,
U2652,2025,QS,,,,
U2653,2025,QS,,,,
U2654,2025,QS,,,,
U2655,2025,QS,,,,
U2656,2025,QS,,,,
U2657,2025,QS,,,,
U2658,2025,QS,,,,
U2659,2025,QS,,,,
U2660,2025,QS,,,,
U2661,2025,QS,,,,
U2662,2025,QS,,,,
U2663,2025,QS,,,,
U2664,2025,QS,,,,
U2665,2025,QS,,,,
U2666,2025,QS,,,,
U2667,2025,QS,,,,
U2668,2025,QS,,,,
U2669,2025,QS,,,,
U2670,2025,QS,,,,
U2671,2025,QS,,,,
U2672,2025,QS,,,,
U2673,2025,QS,,,,
U2674,2025,QS,,,,
U2675,2025,QS,,,,
U2676,2025,QS,,,,
U2677,2025,QS,,,,
U2678,2025,QS,,,,
U2679,2025,QS,,,,
U2680,2025,QS,,,,
U2681,2025,QS,,,,
U2682,2025,QS,,,,
U2683,2025,QS,,,,
U2684,2025,QS,,,,
U2685,2025,QS,,,,
U2686,2025,QS,,,,
U2687,2025,QS,,,,
U2688,2025,QS,,,,
U2689,2025,QS,,,,
U2690,2025,QS,,,,
U2691,2025,QS,,,,
U2692,2025,QS,,,,
U2693,2025,QS,,,,
U2694,2025,QS,,,,
U2695,2025,QS,,,,
U2696,2025,QS,,,,
U2697,2025,QS,,,,
U2698,2025,QS,,,,
U2699,2025,QS,,,,
U2700,2025,QS,,,,
U2701,2025,QS,,,,
U2702,2025,QS,,,,
U2703,2025,QS,,,,
U2704,2025,QS,,,,
U2705,2025,QS,,,,
U2706,2025,QS,,,,
U2707,2025,QS,,,,
U2708,2025,QS,,,,
U2709,2025,QS,,,,
U2710,2025,QS,,,,
U2711,2025,QS,,,,
U2712,2025,QS,,,,
U2713,2025,QS,,,,
U2714,2025,QS,,,,
U2715,2025,QS,,,,
U2716,2025,QS,,,,
U2717,2025,QS,,,,
U2718,2025,QS,,,,
U2719,2025,QS,,,,
U2720,2025,QS,,,,
U2721,2025,QS,,,,
U2722,2025,QS,,,,
U2723,2025,QS,,,,
U2724,2025,QS,,,,
U2725,2025,QS,,,,
U2726,2025,QS,,,,
U2727,2025,QS,,,,
U2728,2025,QS,,,,
U2729,2025,QS,,,,
U2730,2025,QS,,,,
U2731,2025,QS,,,,
U2732,2025,QS,,,,
U2733,2025,QS,,,,
U2734,2025,QS,,,,
U2735,2025,QS,,,,
U2736,2025,QS,,,,
U2737,2025,QS,,,,
U2738,2025,QS,,,,
U2739,2025,QS,,,,
U2740,2025,QS,,,,
U2741,2025,QS,,,,
U2742,2025,QS,,,,
U2743,2025,QS,,,,
U2744,2025,QS,,,,
U2745,2025,QS,,,,
U2746,2025,QS,,,,
U2747,2025,QS,,,,
U2748,2025,QS,,,,
U2749,2025,QS,,,,
U2750,2025,QS,,,,
U2751,2025,QS,,,,
U2752,2025,QS,,,,
U2753,2025,QS,,,,
U2754,2025,QS,,,,
U2755,2025,QS,,,,
U2756,2025,QS,,,,
U2757,2025,QS,,,,
U2758,2025,QS,,,,
U2759,2025,QS,,,,
U2760,2025,QS,,,,
U2761,2025,QS,,,,
U2762,2025,QS,,,,
U2763,2025,QS,,,,
U2764,2025,QS,,,,
U2765,2025,QS,,,,
U2766,2025,QS,,,,
U2767,2025,QS,,,,
U2768,2025,QS,,,,
U2769,2025,QS,,,,
U2770,2025,QS,,,,
U2771,2025,QS,,,,
U2772,2025,QS,,,,
U2773,2025,QS,,,,
U2774,2025,QS,,,,
U2775,2025,QS,,,,
U2776,2025,QS,,,,
U2777,2025,QS,,,,
U2778,2025,QS,,,,
U2779,2025,QS,,,,
U2780,2025,QS,,,,
U2781,2025,QS,,,,
U2782,2025,QS,,,,
U2783,2025,QS,,,,
U2784,2025,QS,,,,
U2785,2025,QS,,,,
U2786,2025,QS,,,,
U2787,2025,QS,,,,
U2788,2025,QS,,,,
U2789,2025,QS,,,,
U2790,2025,QS,,,,
U2791,2025,QS,,,,
U2792,2025,QS,,,,
U2793,2025,QS,,,,
U2794,2025,QS,,,,
U2795,2025,QS,,,,
U2796,2025,QS,,,,
U2797,2025,QS,,,,
U2798,2025,QS,,,,
U2799,2025,QS,,,,
U2800,2025,QS,,,,
U2801,2025,QS,,,,
U2802,2025,QS,,,,
U2803,2025,QS,,,,
U2804,2025,QS,,,,
U2805,2025,QS,,,,
U2806,2025,QS,,,,
U2807,2025,QS,,,,
U2808,2025,QS,,,,
U2809,2025,QS,,,,
U2810,2025,QS,,,,
U2811,2025,QS,,,,
U2812,2025,QS,,,,
U2813,2025,QS,,,,
U2814,2025,QS,,,,
U2815,2025,QS,,,,
U2816,2025,QS,,,,
U2817,2025,QS,,,,
U2818,2025,QS,,,,
U2819,2025,QS,,,,
U2820,2025,QS,,,,
U2821,2025,QS,,,,
U2822,2025,QS,,,,
U2823,2025,QS,,,,
U2824,2025,QS,,,,
U2825,2025,QS,,,,
U2826,2025,QS,,,,
U2827,2025,QS,,,,
U2828,2025,QS,,,,
U2829,2025,QS,,,,
U2830,2025,QS,,,,
U2831,2025,QS,,,,
U2832,2025,QS,,,,
U2833,2025,QS,,,,
U2834,2025,QS,,,,
U2835,2025,QS,,,,
U2836,2025,QS,,,,
U2837,2025,QS,,,,
U2838,2025,QS,,,,
U2839,2025,QS,,,,
U2840,2025,QS,,,,
U2841,2025,QS,,,,
U2842,2025,QS,,,,
U2843,2025,QS,,,,
U2844,2025,QS,,,,
U2845,2025,QS,,,,
U2846,2025,QS,,,,
U2847,2025,QS,,,,
U2848,2025,QS,,,,
U2849,2025,QS,,,,
U2850,2025,QS,,,,
U2851,2025,QS,,,,
U2852,2025,QS,,,,
U2853,2025,QS,,,,
U2854,2025,QS,,,,
U2855,2025,QS,,,,
U2856,2025,QS,,,,
U2857,2025,QS,,,,
U2858,2025,QS,,,,
U2859,2025,QS,,,,
U2860,2025,QS,,,,
U2861,2025,QS,,,,
U2862,2025,QS,,,,
U2863,2025,QS,,,,
U2864,2025,QS,,,,
U2865,2025,QS,,,,
U2866,2025,QS,,,,
U2867,2025,QS,,,,
U2868,2025,QS,,,,
U2869,2025,QS,,,,
U2870,2025,QS,,,,
U2871,2025,QS,,,,
U2872,2025,QS,,,,
U2873,2025,QS,,,,
U2874,2025,QS,,,,
U2875,2025,QS,,,,
U2876,2025,QS,,,,
U2877,2025,QS,,,,
U2878,2025,QS,,,,
U2879,2025,QS,,,,
U2880,2025,QS,,,,
U2881,2025,QS,,,,
U2882,2025,QS,,,,
U2883,2025,QS,,,,
U2884,2025,QS,,,,
U2885,2025,QS,,,,
U2886,2025,QS,,,,
U2887,2025,QS,,,,
U2888,2025,QS,,,,
U2889,2025,QS,,,,
U2890,2025,QS,,,,
U2891,2025,QS,,,,
U2892,2025,QS,,,,
U2893,2025,QS,,,,
U2894,2025,QS,,,,
U2895,2025,QS,,,,
U2896,2025,QS,,,,
U2897,2025,QS,,,,
U2898,2025,QS,,,,
U2899,2025,QS,,,,
U2900,2025,QS,,,,
U2901,2025,QS,,,,
U2902,2025,QS,,,,
U2903,2025,QS,,,,
U2904,2025,QS,,,,
U2905,2025,QS,,,,
U2906,2025,QS,,,,
U2907,2025,QS,,,,
U2908,2025,QS,,,,
U2909,2025,QS,,,,
U2910,2025,QS,,,,
U2911,2025,QS,,,,
U2912,2025,QS,,,,
U2913,2025,QS,,,,
U2914,2025,QS,,,,
U2915,2025,QS,,,,
U2916,2025,QS,,,,
U2917,2025,QS,,,,
U2918,2025,QS,,,,
U2919,2025,QS,,,,
U2920,2025,QS,,,,
U2921,2025,QS,,,,
U2922,2025,QS,,,,
U2923,2025,QS,,,,
U2924,2025,QS,,,,
U2925,2025,QS,,,,
U2926,2025,QS,,,,
U2927,2025,QS,,,,
U2928,2025,QS,,,,
U2929,2025,QS,,,,
U2930,2025,QS,,,,
U2931,2025,QS,,,,
U2932,2025,QS,,,,
U2933,2025,QS,,,,
U2934,2025,QS,,,,
U2935,2025,QS,,,,
U2936,2025,QS,,,,
U2937,2025,QS,,,,
U2938,2025,QS,,,,
U2939,2025,QS,,,,
U2940,2025,QS,,,,
U2941,2025,QS,,,,
U2942,2025,QS,,,,
U2943,2025,QS,,,,
U2944,2025,QS,,,,
U2945,2025,QS,,,,
U2946,2025,QS,,,,
U2947,2025,QS,,,,
U2948,2025,QS,,,,
U2949,2025,QS,,,,
U2950,2025,QS,,,,
U2951,2025,QS,,,,
U2952,2025,QS,,,,
U2953,2025,QS,,,,
U2954,2025,QS,,,,
U2955,2025,QS,,,,
U2956,2025,QS,,,,
U2957,2025,QS,,,,
U2958,2025,QS,,,,
U2959,2025,QS,,,,
U2960,2025,QS,,,,
U2961,2025,QS,,,,
U2962,2025,QS,,,,
U2963,2025,QS,,,,
U2964,2025,QS,,,,
U2965,2025,QS,,,,
U2966,2025,QS,,,,
U2967,2025,QS,,,,
U2968,2025,QS,,,,
U2969,2025,QS,,,,
U2970,2025,QS,,,,
U2971,2025,QS,,,,
U2972,2025,QS,,,,
U2973,2025,QS,,,,
U2974,2025,QS,,,,
U2975,2025,QS,,,,
U2976,2025,QS,,,,
U2977,2025,QS,,,,
U2978,2025,QS,,,,
U2979,2025,QS,,,,
U2980,2025,QS,,,,
U2981,2025,QS,,,,
U2982,2025,QS,,,,
U2983,2025,QS,,,,
U2984,2025,QS,,,,
U2985,2025,QS,,,,
U2986,2025,QS,,,,
U2987,2025,QS,,,,
U2988,2025,QS,,,,
U2989,2025,QS,,,,
U2990,2025,QS,,,,
U2991,2025,QS,,,,
U2992,2025,QS,,,,
U2993,2025,QS,,,,
U2994,2025,QS,,,,
U2995,2025,QS,,,,
U2996,2025,QS,,,,
U2997,2025,QS,,,,
U2998,2025,QS,,,,
U2999,2025,QS,,,,
U3000,2025,QS,,,,
U3001,2025,QS,,,,
U3002,2025,QS,,,,
U3003,2025,QS,,,,
U3004,2025,QS,,,,
U3005,2025,QS,,,,
U3006,2025,QS,,,,
U3007,2025,QS,,,,
U3008,2025,QS,,,,
U3009,2025,QS,,,,
U3010,2025,QS,,,,
U3011,2025,QS,,,,
U3012,2025,QS,,,,
U3013,2025,QS,,,,
U3014,2025,QS,,,,
U3015,2025,QS,,,,
U3016,2025,QS,,,,
U3017,2025,QS,,,,
U3018,2025,QS,,,,
U3019,2025,QS,,,,
U3020,2025,QS,,,,
U3021,2025,QS,,,,
U3022,2025,QS,,,,
U3023,2025,QS,,,,
U3024,2025,QS,,,,
U3025,2025,QS,,,,
U3026,2025,QS,,,,
U3027,2025,QS,,,,
U3028,2025,QS,,,,
U3029,2025,QS,,,,
U3030,2025,QS,,,,
U3031,2025,QS,,,,
U3032,2025,QS,,,,
U3033,2025,QS,,,,
U3034,2025,QS,,,,
U3035,2025,QS,,,,
U3036,2025,QS,,,,
U3037,2025,QS,,,,
U3038,2025,QS,,,,
U3039,2025,QS,,,,
U3040,2025,QS,,,,
U3041,2025,QS,,,,
U3042,2025,QS,,,,
U3043,2025,QS,,,,
U3044,2025,QS,,,,
U3045,2025,QS,,,,
U3046,2025,QS,,,,
U3047,2025,QS,,,,
U3048,2025,QS,,,,
U3049,2025,QS,,,,
U3050,2025,QS,,,,
U3051,2025,QS,,,,
U3052,2025,QS,,,,
U3053,2025,QS,,,,
U3054,2025,QS,,,,
U3055,2025,QS,,,,
U3056,2025,QS,,,,
U3057,2025,QS,,,,
U3058,2025,QS,,,,
U3059,2025,QS,,,,
U3060,2025,QS,,,,
U3061,2025,QS,,,,
U3062,2025,QS,,,,
U3063,2025,QS,,,,
U3064,2025,QS,,,,
U3065,2025,QS,,,,
U3066,2025,QS,,,,
U3067,2025,QS,,,,
U3068,2025,QS,,,,
U3069,2025,QS,,,,
U3070,2025,QS,,,,
U3071,2025,QS,,,,
U3072,2025,QS,,,,
U3073,2025,QS,,,,
U3074,2025,QS,,,,
U3075,2025,QS,,,,
U3076,2025,QS,,,,
U3077,2025,QS,,,,
U3078,2025,QS,,,,
U3079,2025,QS,,,,
U3080,2025,QS,,,,
U3081,2025,QS,,,,
U3082,2025,QS,,,,
U3083,2025,QS,,,,
U3084,2025,QS,,,,
U3085,2025,QS,,,,
U3086,2025,QS,,,,
U3087,2025,QS,,,,
U3088,2025,QS,,,,
U3089,2025,QS,,,,
U3090,2025,QS,,,,
U3091,2025,QS,,,,
U3092,2025,QS,,,,
U3093,2025,QS,,,,
U3094,2025,QS,,,,
U3095,2025,QS,,,,
U3096,2025,QS,,,,
U3097,2025,QS,,,,
U3098,2025,QS,,,,
U3099,2025,QS,,,,
U3100,2025,QS,,,,
U3101,2025,QS,,,,
U3102,2025,QS,,,,
U3103,2025,QS,,,,
U3104,2025,QS,,,,
U3105,2025,QS,,,,
U3106,2025,QS,,,,
U3107,2025,QS,,,,
U3108,2025,QS,,,,
U3109,2025,QS,,,,
U3110,2025,QS,,,,
U3111,2025,QS,,,,
U3112,2025,QS,,,,
U3113,2025,QS,,,,
U3114,2025,QS,,,,
U3115,2025,QS,,,,
U3116,2025,QS,,,,
U3117,2025,QS,,,,
U3118,2025,QS,,,,
U3119,2025,QS,,,,
U3120,2025,QS,,,,
U3121,2025,QS,,,,
U3122,2025,QS,,,,
U3123,2025,QS,,,,
U3124,2025,QS,,,,
U3125,2025,QS,,,,
U3126,2025,QS,,,,
U3127,2025,QS,,,,
U3128,2025,QS,,,,
U3129,2025,QS,,,,
U3130,2025,QS,,,,
U3131,2025,QS,,,,
U3132,2025,QS,,,,
U3133,2025,QS,,,,
U3134,2025,QS,,,,
U3135,2025,QS,,,,
U3136,2025,QS,,,,
U3137,2025,QS,,,,
U3138,2025,QS,,,,
U3139,2025,QS,,,,
U3140,2025,QS,,,,
U3141,2025,QS,,,,
U3142,2025,QS,,,,
U3143,2025,QS,,,,
U3144,2025,QS,,,,
U3145,2025,QS,,,,
U3146,2025,QS,,,,
U3147,2025,QS,,,,
U3148,2025,QS,,,,
U3149,2025,QS,,,,
U3150,2025,QS,,,,
U3151,2025,QS,,,,
U3152,2025,QS,,,,
U3153,2025,QS,,,,
U3154,2025,QS,,,,
U3155,2025,QS,,,,
U3156,2025,QS,,,,
U3157,2025,QS,,,,
U3158,2025,QS,,,,
U3159,2025,QS,,,,
U3160,2025,QS,,,,
U3161,2025,QS,,,,
U3162,2025,QS,,,,
U3163,2025,QS,,,,
U3164,2025,QS,,,,
U3165,2025,QS,,,,
U3166,2025,QS,,,,
U3167,2025,QS,,,,
U3168,2025,QS,,,,
U3169,2025,QS,,,,
U3170,2025,QS,,,,
U3171,2025,QS,,,,
U3172,2025,QS,,,,
U3173,2025,QS,,,,
U3174,2025,QS,,,,
U3175,2025,QS,,,,
U3176,2025,QS,,,,
U3177,2025,QS,,,,
U3178,2025,QS,,,,
U3179,2025,QS,,,,
U3180,2025,QS,,,,
U3181,2025,QS,,,,
U3182,2025,QS,,,,
U3183,2025,QS,,,,
U3184,2025,QS,,,,
U3185,2025,QS,,,,
U3186,2025,QS,,,,
U3187,2025,QS,,,,
U3188,2025,QS,,,,
U3189,2025,QS,,,,
U3190,2025,QS,,,,
U3191,2025,QS,,,,
U3192,2025,QS,,,,
U3193,2025,QS,,,,
U3194,2025,QS,,,,
U3195,2025,QS,,,,
U3196,2025,QS,,,,
U3197,2025,QS,,,,
U3198,2025,QS,,,,
U3199,2025,QS,,,,
U3200,2025,QS,,,,
U3201,2025,QS,,,,
U3202,2025,QS,,,,
U3203,2025,QS,,,,
U3204,2025,QS,,,,
U3205,2025,QS,,,,
U3206,2025,QS,,,,
U3207,2025,QS,,,,
U3208,2025,QS,,,,
U3209,2025,QS,,,,
U3210,2025,QS,,,,
U3211,2025,QS,,,,
U3212,2025,QS,,,,
U3213,2025,QS,,,,
U3214,2025,QS,,,,
U3215,2025,QS,,,,
U3216,2025,QS,,,,
U3217,2025,QS,,,,
U3218,2025,QS,,,,
U3219,2025,QS,,,,
U3220,2025,QS,,,,
U3221,2025,QS,,,,
U3222,2025,QS,,,,
U3223,2025,QS,,,,
U3224,2025,QS,,,,
U3225,2025,QS,,,,
U3226,2025,QS,,,,
U3227,2025,QS,,,,
U3228,2025,QS,,,,
U3229,2025,QS,,,,
U3230,2025,QS,,,,
U3231,2025,QS,,,,
U3232,2025,QS,,,,
U3233,2025,QS,,,,
U3234,2025,QS,,,,
U3235,2025,QS,,,,
U3236,2025,QS,,,,
U3237,2025,QS,,,,
U3238,2025,QS,,,,
U3239,2025,QS,,,,
U3240,2025,QS,,,,
U3241,2025,QS,,,,
U3242,2025,QS,,,,
U3243,2025,QS,,,,
U3244,2025,QS,,,,
U3245,2025,QS,,,,
U3246,2025,QS,,,,
U3247,2025,QS,,,,
U3248,2025,QS,,,,
U3249,2025,QS,,,,
U3250,2025,QS,,,,
U3251,2025,QS,,,,
U3252,2025,QS,,,,
U3253,2025,QS,,,,
U3254,2025,QS,,,,
U3255,2025,QS,,,,
U3256,2025,QS,,,,
U3257,2025,QS,,,,
U3258,2025,QS,,,,
U3259,2025,QS,,,,
U3260,2025,QS,,,,
U3261,2025,QS,,,,
U3262,2025,QS,,,,
U3263,2025,QS,,,,
U3264,2025,QS,,,,
U3265,2025,QS,,,,
U3266,2025,QS,,,,
U3267,2025,QS,,,,
U3268,2025,QS,,,,
U3269,2025,QS,,,,
U3270,2025,QS,,,,
U3271,2025,QS,,,,
U3272,2025,QS,,,,
U3273,2025,QS,,,,
U3274,2025,QS,,,,
U3275,2025,QS,,,,
U3276,2025,QS,,,,
U3277,2025,QS,,,,
U3278,2025,QS,,,,
U3279,2025,QS,,,,
U3280,2025,QS,,,,
U3281,2025,QS,,,,
U3282,2025,QS,,,,
U3283,2025,QS,,,,
U3284,2025,QS,,,,
