university_id,year,research_score,research_impact,research_productivity
U01708,2024,24,76.1,50.05
U03031,2024,20.5,57.4,38.95
U03036,2024,25.3,58.3,41.8
U01725,2024,33.4,55.5,44.45
U01740,2024,23,46.1,34.55
U01768,2024,16.9,69.3,43.1
U03043,2024,21.8,64.5,43.15
U03050,2024,20.5,63.6,42.05
U03053,2024,21.1,58.7,39.9
U03058,2024,24.7,66.3,45.5
U01799,2024,10.2,77.8,44
U01830,2024,22.9,49.9,36.4
U03071,2024,26.9,60.7,43.8
U01901,2024,21.7,63.9,42.8
U01903,2024,13.5,74.7,44.1
U01927,2024,12.8,79.3,46.05
U03101,2024,15.6,66.6,41.1
U01958,2024,22.2,62.3,42.25
U01964,2024,14.6,71.7,43.15
U01965,2024,22,61.1,41.55
U01989,2024,20.6,65.7,43.15
U02051,2024,18.5,54.3,36.4
U02545,2024,16.8,58,37.4
U03129,2024,20.5,65.5,43
U02064,2024,20.9,56.9,38.9
U02067,2024,11.9,84.8,48.35
U03161,2024,16.7,54.5,35.6
U02166,2024,16,90.6,53.3
U02169,2024,32.3,57.3,44.8
U03176,2024,22.6,77.3,49.95
U03180,2024,20.2,73.1,46.65
U02209,2024,22.4,62,42.2
U02215,2024,14.4,62.2,38.3
U01575,2024,23.4,55,39.2
U03345,2024,11.7,69.3,40.5
U03388,2024,15.6,68.3,41.95
U03205,2024,29.9,55.6,42.75
U03157,2024,23.8,59.3,41.55
U03156,2024,16,66.5,41.25
U03426,2024,21.7,62.2,41.95
U03221,2024,14.7,64.7,39.7
U03428,2024,22.1,61.2,41.65
U03432,2024,13.3,66.9,40.1
U03226,2024,20.3,62.1,41.2
U03446,2024,15.1,70.8,42.95
U03443,2024,25,61,43
U03463,2024,18,66.8,42.4
U03485,2024,19,75.4,47.2
U03489,2024,19.8,82.5,51.15
U03137,2024,21.9,54.4,38.15
U00035,2024,10.7,58.1,34.4
U00061,2024,10.9,69.2,40.05
U02579,2024,15.1,55,35.05
U00069,2024,17.7,58.2,37.95
U02580,2024,19.5,52.3,35.9
U00107,2024,24,51.1,37.55
U00119,2024,14,62.3,38.15
U00125,2024,20.5,60.8,40.65
U03139,2024,19.6,48.4,34
U00155,2024,10.2,66.4,38.3
U00157,2024,16.8,66.3,41.55
U00162,2024,19.5,35.2,27.35
U00174,2024,12.1,75.6,43.85
U00178,2024,23.6,53.3,38.45
U00212,2024,24.4,59.4,41.9
U00211,2024,9.7,77.3,43.5
U03142,2024,15.1,56.4,35.75
U02615,2024,27,49.4,38.2
U02618,2024,21.2,59.6,40.4
U00276,2024,17,67.4,42.2
U00294,2024,12.3,71.1,41.7
U03308,2024,19.6,52,35.8
U02637,2024,16.5,53.9,35.2
U00304,2024,11.6,75.9,43.75
U00316,2024,18.5,59.9,39.2
U02663,2024,17.6,58.6,38.1
U00332,2024,20.8,42.9,31.85
U02672,2024,17.2,53.7,35.45
U00338,2024,18.7,64.4,41.55
U00369,2024,13.5,76.5,45
U00371,2024,14.7,48.1,31.4
U00375,2024,17.9,55.1,36.5
U00860,2024,20.7,51,35.85
U00378,2024,14.5,74.1,44.3
U00381,2024,19.1,46.3,32.7
U00383,2024,20.9,42,31.45
U02684,2024,19.8,50.5,35.15
U00392,2024,23,54.3,38.65
U00400,2024,28.3,43.6,35.95
U00411,2024,29.7,34.9,32.3
U00421,2024,18,41.2,29.6
U02687,2024,18.1,54.2,36.15
U02845,2024,10.7,74.2,42.45
U00447,2024,24.4,56.6,40.5
U00458,2024,25.3,44.4,34.85
U00463,2024,15.4,50.8,33.1
U00474,2024,9.4,73,41.2
U02713,2024,24.2,39,31.6
U00485,2024,20.1,76.7,48.4
U02717,2024,23.2,54.3,38.75
U02718,2024,10,68.8,39.4
U00578,2024,19.2,57.3,38.25
U00593,2024,23.3,43.3,33.3
U02451,2024,21.6,41.6,31.6
U02456,2024,22.5,48.2,35.35
U00615,2024,26.8,48.2,37.5
U00626,2024,21.9,57.3,39.6
U00628,2024,16.4,45.2,30.8
U03144,2024,18.7,56.4,37.55
U00654,2024,16.5,71.5,44
U02764,2024,22.4,56.3,39.35
U02766,2024,14,57.6,35.8
U00691,2024,11.3,78,44.65
U00706,2024,12.7,77.1,44.9
U00705,2024,10.2,72.5,41.35
U00708,2024,10.4,63.7,37.05
U00733,2024,30.6,43.6,37.1
U00743,2024,10.7,70.9,40.8
U00773,2024,18.8,41.6,30.2
U02804,2024,14.4,59.3,36.85
U00801,2024,12,65.7,38.85
U00824,2024,25.1,35.7,30.4
U00829,2024,27.2,39,33.1
U02811,2024,23.1,29.2,26.15
U00848,2024,16,66.2,41.1
U00851,2024,27.2,41.7,34.45
U02508,2024,17.6,57,37.3
U00879,2024,11.2,72.7,41.95
U00901,2024,13.6,47,30.3
U00904,2024,11.1,62.9,37
U02818,2024,18.8,64.2,41.5
U00940,2024,8.9,71.9,40.4
U00950,2024,20.5,56.5,38.5
U00951,2024,14.1,60.7,37.4
U00953,2024,16.5,70.6,43.55
U00954,2024,9.9,67.3,38.6
U00958,2024,27.3,45,36.15
U00961,2024,22.4,60.2,41.3
U00977,2024,13.6,67.3,40.45
U00980,2024,10.6,51.9,31.25
U00990,2024,9.1,76.2,42.65
U00994,2024,8.9,74.8,41.85
U01004,2024,26.1,44,35.05
U01029,2024,21.7,32.3,27
U01072,2024,12.2,68,40.1
U01078,2024,22.1,59.5,40.8
U01083,2024,15.3,53.2,34.25
U01093,2024,21,60.2,40.6
U01112,2024,12.3,71.3,41.8
U01123,2024,19.6,40.9,30.25
U02843,2024,14.7,70.8,42.75
U01138,2024,16,47.8,31.9
U02852,2024,10.2,68.8,39.5
U01157,2024,16.7,60.2,38.45
U01159,2024,24,51.4,37.7
U01167,2024,22.3,23.6,22.95
U01169,2024,16.2,65,40.6
U01184,2024,12.6,55.5,34.05
U02871,2024,20.1,54.6,37.35
U02872,2024,20.1,58.2,39.15
U01207,2024,12.8,73.7,43.25
U01229,2024,25.3,39.6,32.45
U02884,2024,14,74.1,44.05
U02886,2024,16.2,60.6,38.4
U02887,2024,10.4,80.4,45.4
U01241,2024,12.4,68.1,40.25
U01250,2024,18.2,54,36.1
U01266,2024,11,67.6,39.3
U02907,2024,11,62.6,36.8
U02910,2024,19,55,37
U02930,2024,17.3,71.5,44.4
U01313,2024,20.4,56.3,38.35
U02941,2024,19.9,52.6,36.25
U01362,2024,18.3,68.6,43.45
U01357,2024,16.5,58.1,37.3
U01358,2024,15.1,66.5,40.8
U01375,2024,30.4,34.4,32.4
U01409,2024,25,35.8,30.4
U01395,2024,17.1,60.2,38.65
U02094,2024,15.5,45.8,30.65
U01458,2024,22.1,49.8,35.95
U01479,2024,23.1,51.4,37.25
U01482,2024,15.6,60.9,38.25
U02973,2024,21.8,51.7,36.75
U01480,2024,10,76.1,43.05
U01508,2024,12.2,50.1,31.15
U01531,2024,21.5,36.4,28.95
U02989,2024,18.5,49.2,33.85
U01562,2024,23.9,53.5,38.7
U01563,2024,17.5,58.5,38
U01566,2024,23.9,49.8,36.85
U01573,2024,31.8,36.6,34.2
U02998,2024,17.8,56.2,37
U03337,2024,16.7,63.7,40.2
U03310,2024,25.7,36,30.85
U01626,2024,30.5,37.1,33.8
U01647,2024,23.2,55.7,39.45
U03150,2024,14.7,62.4,38.55
U01674,2024,20.4,42.8,31.6
U01678,2024,7.3,60,33.65
U03029,2024,19.5,62.9,41.2
U01702,2024,16.6,64.3,40.45
U03030,2024,17.9,44.7,31.3
U01721,2024,13.2,53.4,33.3
U01722,2024,20.2,58.4,39.3
U03034,2024,21.5,52,36.75
U03042,2024,21.8,50.4,36.1
U03045,2024,15,61.1,38.05
U01785,2024,11.9,71.1,41.5
U01801,2024,11.8,54.5,33.15
U01809,2024,17.1,47.7,32.4
U03064,2024,26.1,41,33.55
U03065,2024,24.5,53.6,39.05
U01836,2024,10.5,62.1,36.3
U01845,2024,16.4,63,39.7
U01847,2024,14.4,66.7,40.55
U01853,2024,24.6,55,39.8
U01854,2024,12.7,55.7,34.2
U01860,2024,17.2,68,42.6
U01869,2024,16.7,47.7,32.2
U01887,2024,30.6,39.8,35.2
U00864,2024,13.3,70.5,41.9
U03115,2024,10.4,69,39.7
U02032,2024,15.8,49.8,32.8
U03122,2024,9.2,65.7,37.45
U03132,2024,28.7,44.8,36.75
U02154,2024,29.1,29.6,29.35
U02151,2024,17,54,35.5
U02162,2024,23.5,31.7,27.6
U03163,2024,15.9,42.2,29.05
U03169,2024,31.2,44.6,37.9
U03173,2024,19.9,31.1,25.5
U03344,2024,19.5,56.9,38.2
U03192,2024,17,53.7,35.35
U03194,2024,13.1,70.8,41.95
U03198,2024,17.9,57.8,37.85
U03380,2024,17.5,51.4,34.45
U03408,2024,26.2,43.1,34.65
U03414,2024,15,78.1,46.55
U03413,2024,13.6,68.7,41.15
U03213,2024,18.1,55.3,36.7
U03476,2024,28,41.2,34.6
U03466,2024,11.3,59.4,35.35
U03477,2024,9.2,71.4,40.3
U03233,2024,18.5,46.4,32.45
U03482,2024,15.8,46,30.9
U03484,2024,12.6,61.1,36.85
U02569,2024,17.5,45.6,31.55
U00022,2024,28.4,43.5,35.95
U00031,2024,20.9,38.6,29.75
U00036,2024,13.5,43.1,28.3
U00038,2024,15.3,45.8,30.55
U00045,2024,27.3,42.6,34.95
U00063,2024,13.6,59.2,36.4
U02584,2024,19.8,43.8,31.8
U02586,2024,18.9,48.9,33.9
U00140,2024,9.8,65.4,37.6
U02593,2024,13.1,38.3,25.7
U00177,2024,10.8,52.4,31.6
U02246,2024,12.2,54.5,33.35
U00197,2024,15.3,67.9,41.6
U00204,2024,16.8,46,31.4
U00210,2024,12.6,58.5,35.55
U00223,2024,9.9,45.2,27.55
U00224,2024,15.8,50.7,33.25
U00228,2024,13,69.6,41.3
U02613,2024,14.3,52.4,33.35
U00258,2024,9.2,66.5,37.85
U00259,2024,9.8,61.1,35.45
U00291,2024,13.9,52.7,33.3
U00299,2024,19.3,39,29.15
U02640,2024,21.1,43.2,32.15
U02644,2024,16.7,43.7,30.2
U02646,2024,15.2,33.7,24.45
U00326,2024,13.8,44.6,29.2
U02677,2024,13.8,51.9,32.85
U00351,2024,15.3,46.8,31.05
U02680,2024,14.7,29,21.85
U00386,2024,18.3,52.8,35.55
U00407,2024,24.4,39,31.7
U02691,2024,10.6,60.2,35.4
U00435,2024,16.6,41.8,29.2
U00461,2024,18.8,32.2,25.5
U00488,2024,16.5,54.3,35.4
U02716,2024,10.8,53,31.9
U00496,2024,11.8,53.8,32.8
U03313,2024,9.3,46,27.65
U00503,2024,9,54.9,31.95
U00511,2024,13.2,54.6,33.9
U00520,2024,11.8,62,36.9
U02727,2024,15.1,41,28.05
U00534,2024,13.8,55.6,34.7
U02736,2024,11.5,60.9,36.2
U02738,2024,9.9,53.5,31.7
U00571,2024,10.9,54.3,32.6
U02742,2024,12.4,51.9,32.15
U00581,2024,11.9,65.5,38.7
U00603,2024,19.8,33.5,26.65
U00604,2024,11.1,50.6,30.85
U00620,2024,18,50.3,34.15
U00622,2024,10.3,64.5,37.4
U00625,2024,16.7,39.8,28.25
U02750,2024,15.7,40.6,28.15
U00641,2024,29.2,26.3,27.75
U00643,2024,15.5,62,38.75
U00645,2024,13,55.4,34.2
U00658,2024,26.6,23.3,24.95
U00663,2024,17,48.3,32.65
U02762,2024,21.3,42.1,31.7
U00680,2024,23.2,29.5,26.35
U00682,2024,10.6,63.9,37.25
U02777,2024,11.3,69.5,40.4
U00715,2024,9.8,63.7,36.75
U00722,2024,11.5,61.6,36.55
U00728,2024,18.3,36.9,27.6
U00777,2024,14.3,48.1,31.2
U00795,2024,10.5,55.8,33.15
U00806,2024,21.4,32.8,27.1
U00817,2024,25.2,19.7,22.45
U00823,2024,19.4,33.4,26.4
U00842,2024,18.4,44.7,31.55
U00839,2024,13.4,49.2,31.3
U02815,2024,12.4,55.9,34.15
U02817,2024,16.8,40.9,28.85
U02084,2024,11.4,66.7,39.05
U00922,2024,22,34.4,28.2
U00923,2024,24.1,41.7,32.9
U00927,2024,10.9,54.3,32.6
U00938,2024,15.8,46,30.9
U02819,2024,9.2,51.5,30.35
U00966,2024,8.9,60.2,34.55
U00999,2024,18.8,35.4,27.1
U01001,2024,10.6,51.6,31.1
U01013,2024,14.4,53.8,34.1
U01014,2024,9.7,52.5,31.1
U01041,2024,11.8,51.2,31.5
U01050,2024,9.4,28,18.7
U01063,2024,11.8,51.9,31.85
U01103,2024,14.2,49,31.6
U02841,2024,10.7,60,35.35
U01127,2024,13.6,48.4,31
U01130,2024,9.9,55.5,32.7
U01131,2024,20.7,50.8,35.75
U02851,2024,14.4,65.5,39.95
U02847,2024,15.8,54.7,35.25
U02855,2024,16.1,45.6,30.85
U02856,2024,27.1,40.3,33.7
U02860,2024,13.7,31.6,22.65
U02862,2024,13.6,46.7,30.15
U01204,2024,11.1,51.2,31.15
U01222,2024,14.6,47.5,31.05
U01223,2024,8.9,53.8,31.35
U02883,2024,16,43.2,29.6
U02528,2024,19.3,22.9,21.1
U02892,2024,16.6,55.7,36.15
U02904,2024,18.9,39.1,29
U01262,2024,11.8,40,25.9
U01263,2024,10.6,47.9,29.25
U01271,2024,13.5,43.6,28.55
U01273,2024,8.1,55.6,31.85
U01293,2024,17.8,43.8,30.8
U01295,2024,25.1,43.4,34.25
U01298,2024,9.5,66,37.75
U01301,2024,9.4,60,34.7
U01329,2024,13.1,55.3,34.2
U01343,2024,17.5,32.6,25.05
U01348,2024,9.8,63.4,36.6
U01377,2024,24.9,29.7,27.3
U01380,2024,27.8,24.8,26.3
U01385,2024,25.2,33.8,29.5
U01396,2024,13.6,50.8,32.2
U01453,2024,14.1,39,26.55
U01464,2024,21.1,38,29.55
U01468,2024,15,41.8,28.4
U01470,2024,13.3,59.7,36.5
U01472,2024,10.7,57.1,33.9
U01497,2024,15.3,51.5,33.4
U01517,2024,15.9,44.5,30.2
U03502,2024,16.4,55.7,36.05
U02978,2024,11.7,54.8,33.25
U03025,2024,16.5,29.9,23.2
U03003,2024,9.2,58.6,33.9
U02392,2024,12.9,53.3,33.1
U03006,2024,12.2,61,36.6
U01605,2024,12.9,44.7,28.8
U01607,2024,11.3,53.9,32.6
U01622,2024,18.4,38.3,28.35
U01627,2024,16.9,42.3,29.6
U01649,2024,13.4,41.2,27.3
U01668,2024,14.3,49.5,31.9
U03027,2024,9.3,59.3,34.3
U01699,2024,14,43.2,28.6
U01714,2024,23.9,32,27.95
U01716,2024,9.6,67.1,38.35
U01728,2024,12.4,45.9,29.15
U01761,2024,14.6,57.4,36
U02405,2024,11.1,48.9,30
U03056,2024,11.9,50.5,31.2
U01815,2024,12.8,50.7,31.75
U03066,2024,13.9,40.5,27.2
U03533,2024,19.3,34.5,26.9
U01835,2024,13.5,55.8,34.65
U01837,2024,17.2,52.4,34.8
U01841,2024,12.8,51.8,32.3
U01852,2024,18,34.6,26.3
U01861,2024,24.2,26.9,25.55
U01866,2024,11.3,50.6,30.95
U03075,2024,19.9,33.6,26.75
U03080,2024,19.3,50.5,34.9
U03084,2024,18.2,51,34.6
U03088,2024,15.9,33.6,24.75
U03152,2024,17.6,53.5,35.55
U03091,2024,11.8,42,26.9
U01935,2024,11.5,48,29.75
U01952,2024,8.3,70.9,39.6
U01951,2024,8.8,57.6,33.2
U01973,2024,16.4,53,34.7
U01975,2024,12.1,62.7,37.4
U03112,2024,15.8,40.5,28.15
U01983,2024,10.2,54.2,32.2
U01988,2024,23,42.6,32.8
U01995,2024,9.1,62.6,35.85
U02022,2024,12.7,42.9,27.8
U02043,2024,13.1,45.6,29.35
U03125,2024,11.9,29.1,20.5
U02050,2024,13.1,52.7,32.9
U02063,2024,16,47.8,31.9
U02139,2024,14.3,48.2,31.25
U02152,2024,16.2,39.2,27.7
U02173,2024,24,24.7,24.35
U02174,2024,16.2,38.4,27.3
U02548,2024,17.1,48.1,32.6
U02529,2024,18.7,47.6,33.15
U03339,2024,25.9,34.7,30.3
U03182,2024,17.8,52.2,35
U03346,2024,16.8,59.9,38.35
U03348,2024,9.1,54.5,31.8
U03402,2024,12.7,49.5,31.1
U03420,2024,17.1,39.2,28.15
U02125,2024,11.8,51.9,31.85
U03211,2024,9.7,47.8,28.75
U03214,2024,16.3,50.5,33.4
U03224,2024,25.9,35.9,30.9
U03458,2024,17.3,44.7,31
U03230,2024,15.9,44.7,30.3
U03481,2024,17.3,53.9,35.6
U03487,2024,13.3,67,40.15
U03237,2024,18,48.2,33.1
U00018,2024,9.6,21.2,15.4
U00026,2024,17.4,39.2,28.3
U02098,2024,10.2,36.5,23.35
U02485,2024,12.5,31.9,22.2
U00072,2024,11.1,27.1,19.1
U00083,2024,14.2,28.5,21.35
U00092,2024,8.7,34.1,21.4
U02587,2024,7.8,55,31.4
U00126,2024,11.8,41.2,26.5
U03138,2024,15.7,30.1,22.9
U02591,2024,9.4,51.7,30.55
U02590,2024,20.3,33.5,26.9
U00148,2024,12.3,32.9,22.6
U00156,2024,18.9,37,27.95
U00172,2024,10.8,48,29.4
U00176,2024,16.7,45,30.85
U00181,2024,9.7,38.4,24.05
U00189,2024,14.7,30.2,22.45
U00196,2024,12.1,46.7,29.4
U02599,2024,8.2,47.3,27.75
U00219,2024,11.7,31.4,21.55
U00221,2024,17.1,29.2,23.15
U00234,2024,9.7,43.2,26.45
U00251,2024,11.5,17,14.25
U00263,2024,11.9,26.9,19.4
U00274,2024,17.2,37.5,27.35
U02631,2024,14.2,46.5,30.35
U00288,2024,11,35.1,23.05
U00867,2024,13.5,42.6,28.05
U02633,2024,14.9,28.7,21.8
U02072,2024,9.5,47.7,28.6
U00201,2024,9.9,43.6,26.75
U00303,2024,16.5,42.8,29.65
U00306,2024,18.3,35.8,27.05
U02641,2024,14.7,41.7,28.2
U00329,2024,12.8,34.8,23.8
U02284,2024,9.1,56.8,32.95
U02671,2024,9.9,31.2,20.55
U02270,2024,14.3,33.9,24.1
U00367,2024,17,37.2,27.1
U02681,2024,13,30.3,21.65
U00401,2024,20.8,25,22.9
U00402,2024,9.9,44.4,27.15
U00410,2024,21.2,29.9,25.55
U00406,2024,20,27,23.5
U00426,2024,20,25.4,22.7
U02696,2024,16.4,38.2,27.3
U02700,2024,9.1,43,26.05
U00454,2024,23.4,26.2,24.8
U00483,2024,13.5,27.2,20.35
U02719,2024,8.2,44.3,26.25
U00501,2024,18.2,25.5,21.85
U00509,2024,10,46.5,28.25
U00523,2024,19.9,44.7,32.3
U02431,2024,9.4,56.7,33.05
U02732,2024,9.1,56.9,33
U00540,2024,16.7,30.4,23.55
U00544,2024,14.9,27.9,21.4
U02105,2024,22.7,28.4,25.55
U00553,2024,16.1,36.1,26.1
U00561,2024,9.5,32.3,20.9
U02430,2024,13.5,24.6,19.05
U00580,2024,19.6,21,20.3
U02459,2024,17.6,41.1,29.35
U02441,2024,12.3,30.5,21.4
U02461,2024,16.6,24.6,20.6
U00585,2024,15.7,25.1,20.4
U00586,2024,13.8,26.2,20
U00591,2024,16.8,26.6,21.7
U02465,2024,16.4,29.1,22.75
U00597,2024,13.3,25.1,19.2
U00601,2024,11.3,30.6,20.95
U00602,2024,13,36.8,24.9
U00609,2024,12.7,36.1,24.4
U00611,2024,14.5,23,18.75
U00613,2024,10.8,36.2,23.5
U00614,2024,18.9,25.5,22.2
U00619,2024,8.5,50.6,29.55
U02846,2024,12.3,32.7,22.5
U02488,2024,19.8,21.7,20.75
U00659,2024,19,32.7,25.85
U02758,2024,14.8,30.8,22.8
U00664,2024,13.8,37.6,25.7
U00667,2024,11.3,36.4,23.85
U00672,2024,11.6,43.2,27.4
U00675,2024,11.4,40.6,26
U00693,2024,11.5,37.2,24.35
U02776,2024,17.5,46.2,31.85
U00714,2024,14.2,20.7,17.45
U00717,2024,8.9,40.8,24.85
U00719,2024,18,32.6,25.3
U00725,2024,19.8,31.8,25.8
U00726,2024,16.8,40.2,28.5
U02079,2024,14.2,40.6,27.4
U03321,2024,9.2,39.9,24.55
U03330,2024,8.7,36.6,22.65
U00747,2024,8.9,38.8,23.85
U02795,2024,14.1,37.6,25.85
U02798,2024,15.2,40.8,28
U00787,2024,11.6,32.5,22.05
U00789,2024,13.5,36.5,25
U00794,2024,13,44.8,28.9
U00800,2024,12.8,50.9,31.85
U00802,2024,10,47.7,28.85
U02810,2024,10.9,46.1,28.5
U00813,2024,18.8,16.9,17.85
U00818,2024,17.3,36.9,27.1
U00822,2024,14.6,24.1,19.35
U00892,2024,9.8,24.2,17
U00903,2024,21.2,27.8,24.5
U00914,2024,11.7,42.6,27.15
U00918,2024,11.7,56.9,34.3
U00928,2024,10.5,10,10.25
U00933,2024,15.1,27.8,21.45
U00956,2024,19.2,35,27.1
U00962,2024,12.9,47.1,30
U02086,2024,10.8,40.5,25.65
U02087,2024,14.3,35.1,24.7
U00991,2024,12.9,27.4,20.15
U00992,2024,13.5,24,18.75
U01000,2024,21.9,32.4,27.15
U01005,2024,9.4,57.2,33.3
U01018,2024,13.4,48.4,30.9
U01022,2024,15.3,39,27.15
U01046,2024,13.8,37.2,25.5
U01047,2024,9.2,44.5,26.85
U01055,2024,15.7,35.5,25.6
U01056,2024,9.5,46.9,28.2
U01075,2024,12.7,50.9,31.8
U01090,2024,11.5,28.8,20.15
U01091,2024,11.1,52,31.55
U01135,2024,17.1,15.2,16.15
U01147,2024,15.6,31.4,23.5
U02861,2024,14.1,31.2,22.65
U01194,2024,15.7,34.4,25.05
U02353,2024,13,39.2,26.1
U01211,2024,18.6,24.9,21.75
U02474,2024,8.6,35.7,22.15
U02526,2024,12.5,46,29.25
U01239,2024,14.2,51.9,33.05
U02891,2024,9.2,44.2,26.7
U02894,2024,16.9,40.8,28.85
U02895,2024,11.5,36.5,24
U02903,2024,13.4,45.3,29.35
U01267,2024,12.3,30.5,21.4
U01268,2024,12.4,31.1,21.75
U01269,2024,13.5,27.9,20.7
U02908,2024,9.9,37.2,23.55
U01278,2024,19.4,36.8,28.1
U01281,2024,23.9,22.8,23.35
U01292,2024,13.9,23.9,18.9
U01310,2024,15,32.2,23.6
U02932,2024,10.1,36.2,23.15
U01316,2024,12.6,29.2,20.9
U01317,2024,14.4,26.4,20.4
U01323,2024,18.3,20.4,19.35
U01331,2024,13,29,21
U01338,2024,11.5,27.6,19.55
U01341,2024,16.4,19.9,18.15
U01342,2024,14.8,28.5,21.65
U01344,2024,20.3,23,21.65
U02944,2024,10.6,45.9,28.25
U02945,2024,8.6,51.3,29.95
U01378,2024,17.8,20.6,19.2
U01383,2024,25.1,27.4,26.25
U01384,2024,22.2,25,23.6
U01423,2024,13.6,37.1,25.35
U01427,2024,18.9,37.8,28.35
U01386,2024,23.8,26.3,25.05
U01394,2024,10.7,45.7,28.2
U01397,2024,20.3,35,27.65
U01404,2024,14.9,10.7,12.8
U01411,2024,25,30.2,27.6
U01414,2024,9,14.9,11.95
U01417,2024,9.9,16,12.95
U02963,2024,10.6,30.3,20.45
U01520,2024,16.5,19.7,18.1
U01534,2024,9,7.4,8.2
U01543,2024,13.8,37.3,25.55
U02981,2024,14.6,35,24.8
U01554,2024,18.7,29.8,24.25
U01556,2024,16.3,31.1,23.7
U01576,2024,16.8,27.9,22.35
U02999,2024,12.4,21.6,17
U01584,2024,10.2,17.1,13.65
U01594,2024,14.1,45.5,29.8
U03149,2024,15.3,38.7,27
U01602,2024,13.3,14.5,13.9
U01613,2024,11.9,49.6,30.75
U01625,2024,9.8,29.7,19.75
U01628,2024,17.1,32.8,24.95
U01629,2024,11.5,37.4,24.45
U01645,2024,12.8,34.3,23.55
U01646,2024,8.5,53.7,31.1
U01651,2024,11.3,45.2,28.25
U01650,2024,13,35.9,24.45
U01657,2024,14.8,32.6,23.7
U03023,2024,11.4,40.8,26.1
U01670,2024,13.9,28.5,21.2
U03026,2024,12.1,35.1,23.6
U03242,2024,13.4,51.2,32.3
U01715,2024,9.3,34,21.65
U01719,2024,13.9,27.4,20.65
U03331,2024,10.9,24.2,17.55
U01770,2024,10.3,39.3,24.8
U01772,2024,10.6,45.4,28
U01777,2024,14.8,21.8,18.3
U01790,2024,12.9,33.1,23
U01793,2024,11.3,45,28.15
U01795,2024,9.9,35.1,22.5
U02500,2024,19.3,33.9,26.6
U01813,2024,14.4,36.7,25.55
U01816,2024,10.5,46.2,28.35
U01820,2024,20.1,32.7,26.4
U02849,2024,9.9,49.2,29.55
U01828,2024,13.7,41.8,27.75
U01833,2024,10.6,20.8,15.7
U01834,2024,8.4,43.4,25.9
U03067,2024,11.5,40.4,25.95
U01849,2024,20.1,22.3,21.2
U01850,2024,12.8,32.3,22.55
U01859,2024,10.3,35.5,22.9
U01871,2024,15.6,39.4,27.5
U03311,2024,7.6,51.3,29.45
U01882,2024,12.2,27.4,19.8
U01888,2024,9,53.5,31.25
U01896,2024,25.4,33,29.2
U01897,2024,15,25.1,20.05
U03332,2024,15.3,20.8,18.05
U03079,2024,10.3,31.4,20.85
U03087,2024,13.9,27.7,20.8
U01908,2024,14.3,21.4,17.85
U01905,2024,9.2,53.3,31.25
U01916,2024,15.1,38.3,26.7
U03097,2024,13.9,49.1,31.5
U01924,2024,11.3,23.6,17.45
U01926,2024,11.5,51.6,31.55
U03496,2024,13,49.3,31.15
U01931,2024,9.9,44.4,27.15
U01934,2024,16.4,22.8,19.6
U02537,2024,11.3,38.6,24.95
U03108,2024,9.9,40.2,25.05
U01967,2024,20.9,27.7,24.3
U02503,2024,9.4,51.5,30.45
U03117,2024,13.7,31.5,22.6
U01993,2024,12.7,34.1,23.4
U03119,2024,19,45.1,32.05
U01996,2024,13.1,20.2,16.65
U02023,2024,13.2,39.3,26.25
U02024,2024,11.1,50.4,30.75
U02028,2024,17.1,30.2,23.65
U03124,2024,10.9,24.3,17.6
U02538,2024,11.4,32.6,22
U00857,2024,10.8,25.4,18.1
U03136,2024,8.5,45.1,26.8
U02065,2024,15.3,27.9,21.6
U02066,2024,19.1,25.7,22.4
U02132,2024,8.9,41.9,25.4
U02140,2024,15,33.7,24.35
U02143,2024,12,36.5,24.25
U02145,2024,24,24.4,24.2
U02156,2024,15.2,19.7,17.45
U02158,2024,26.1,26.4,26.25
U02161,2024,21,31.8,26.4
U03164,2024,14.6,29.2,21.9
U02176,2024,11.5,49.8,30.65
U02177,2024,8.2,49.5,28.85
U02190,2024,14.4,37.8,26.1
U03172,2024,10.3,23.5,16.9
U02196,2024,26,18.3,22.15
U02219,2024,13.9,38,25.95
U02220,2024,15.4,22.3,18.85
U02546,2024,13.5,37,25.25
U03188,2024,14.4,37.9,26.15
U03367,2024,9.1,44.4,26.75
U03190,2024,29.2,19.9,24.55
U03374,2024,11.2,46.8,29
U03379,2024,16.3,36,26.15
U03386,2024,13.4,41.8,27.6
U03390,2024,10.9,8.8,9.85
U03393,2024,12.9,34.5,23.7
U03399,2024,19.7,27.8,23.75
U03400,2024,12.3,27.4,19.85
U03404,2024,13.3,35.5,24.4
U03406,2024,11.8,41.6,26.7
U03407,2024,19.6,33.3,26.45
U03210,2024,18,35.2,26.6
U03212,2024,17.1,39.3,28.2
U03416,2024,13.7,40.2,26.95
U03434,2024,13.9,34.3,24.1
U03435,2024,17.4,33.1,25.25
U03437,2024,11,46.2,28.6
U03442,2024,15.9,49,32.45
U03447,2024,16.3,43.5,29.9
U03450,2024,15.3,24.8,20.05
U03452,2024,13.4,21.4,17.4
U03228,2024,13.1,25.9,19.5
U03456,2024,12.9,41.5,27.2
U03457,2024,14.5,52.3,33.4
U03467,2024,22.5,19.1,20.8
U03473,2024,24.1,32.1,28.1
U03474,2024,9.9,8.2,9.05
U03231,2024,9.8,45.8,27.8
U03232,2024,12.3,42.6,27.45
U03478,2024,12.6,35.5,24.05
U03483,2024,16.4,34.5,25.45
U03234,2024,12.7,37.3,25
U03304,2024,8.6,25.4,17
