university_id,year,total_students,students_per_staff,international_students,international_student_percentage
U02184,2023,25046.0,74.8,0.0,10.0
U03176,2023,6272.0,20.0,0.0,4.0
U03180,2023,12326.0,18.5,0.0,5.0
U02206,2023,14377.0,10.1,0.0,10.0
U03187,2023,50575.0,14.3,0.0,14.0
U03194,2023,6472.0,14.0,0.0,20.0
U03371,2023,16106.0,45.2,0.0,25.0
U03382,2023,26472.0,10.7,0.0,4.0
U03412,2023,22941.0,11.9,0.0,5.0
U02125,2023,24811.0,17.0,0.0,1.0
U03445,2023,44942.0,14.1,0.0,6.0
U03231,2023,16903.0,21.2,0.0,1.0
U03480,2023,8593.0,14.1,0.0,2.0
U03485,2023,26928.0,11.7,0.0,7.0
U00009,2023,10314.0,20.9,0.0,0.0
U03499,2023,5399.0,17.6,0.0,10.0
U00024,2023,46881.0,14.8,0.0,0.0
U00035,2023,8601.0,11.6,0.0,2.0
U00044,2023,7574.0,14.2,0.0,17.0
U00104,2023,14292.0,37.1,0.0,7.0
U00106,2023,12495.0,11.6,0.0,11.0
U00116,2023,4468.0,11.9,4468.0,76.0
U00118,2023,10673.0,21.2,0.0,2.0
U02591,2023,8083.0,20.4,0.0,2.0
U02595,2023,25207.0,19.4,0.0,4.0
U00182,2023,27512.0,18.2,0.0,10.0
U00197,2023,7350.0,26.2,0.0,0.0
U02599,2023,26449.0,12.7,0.0,0.0
U00212,2023,17813.0,47.2,0.0,18.0
U00211,2023,19573.0,22.2,0.0,1.0
U00218,2023,13900.0,8.7,0.0,3.0
U02606,2023,29905.0,21.6,0.0,2.0
U00227,2023,17255.0,17.3,0.0,4.0
U00235,2023,19700.0,17.7,0.0,7.0
U00248,2023,5698.0,12.0,0.0,18.0
U00257,2023,16468.0,20.4,0.0,2.0
U00258,2023,110645.0,32.5,0.0,3.0
U03305,2023,67049.0,37.3,0.0,11.0
U00344,2023,18231.0,38.3,0.0,10.0
U02663,2023,8129.0,27.9,0.0,10.0
U02667,2023,15245.0,18.4,0.0,22.0
U00327,2023,15254.0,4.9,0.0,5.0
U00331,2023,28760.0,29.7,0.0,22.0
U02676,2023,62248.0,36.1,0.0,5.0
U00352,2023,15453.0,20.7,0.0,26.0
U00399,2023,40696.0,19.9,0.0,3.0
U00408,2023,18101.0,22.7,0.0,22.0
U00420,2023,3273.0,11.6,0.0,25.0
U02688,2023,21429.0,18.0,0.0,19.0
U02691,2023,31792.0,31.9,0.0,0.0
U00439,2023,33465.0,14.8,0.0,2.0
U00440,2023,35592.0,33.5,0.0,34.0
U02708,2023,16847.0,13.5,0.0,10.0
U02700,2023,31545.0,13.4,0.0,2.0
U00447,2023,8362.0,15.5,0.0,1.0
U00460,2023,3280.0,16.9,0.0,14.0
U00471,2023,38465.0,15.0,0.0,3.0
U00485,2023,11196.0,22.3,0.0,3.0
U00480,2023,24490.0,20.2,0.0,38.0
U02715,2023,15525.0,14.6,0.0,18.0
U02716,2023,15933.0,15.9,0.0,3.0
U02718,2023,211424.0,16.1,0.0,3.0
U00509,2023,7249.0,6.8,0.0,3.0
U02728,2023,11898.0,18.2,0.0,5.0
U02431,2023,45256.0,26.1,0.0,0.0
U02737,2023,5290.0,19.3,0.0,2.0
U00550,2023,830.0,8.1,0.0,5.0
U00578,2023,30190.0,17.5,0.0,9.0
U00581,2023,44786.0,16.8,0.0,0.0
U02469,2023,39169.0,14.1,0.0,1.0
U02456,2023,18877.0,10.3,0.0,1.0
U00612,2023,11684.0,22.2,11684.0,52.0
U00655,2023,23416.0,32.4,0.0,2.0
U02761,2023,37465.0,13.2,0.0,7.0
U00683,2023,14270.0,23.6,0.0,19.0
U02768,2023,54619.0,14.5,0.0,10.0
U00697,2023,7823.0,14.3,0.0,1.0
U02769,2023,12531.0,12.4,0.0,17.0
U00698,2023,6353.0,8.6,0.0,23.0
U00706,2023,36701.0,19.4,0.0,0.0
U00705,2023,12891.0,1.7,0.0,2.0
U00720,2023,38444.0,20.1,0.0,3.0
U02781,2023,17353.0,17.7,0.0,3.0
U00729,2023,4668.0,28.9,0.0,23.0
U00743,2023,12145.0,26.5,0.0,0.0
U02791,2023,18780.0,15.5,0.0,38.0
U02796,2023,46958.0,27.0,0.0,7.0
U02799,2023,14410.0,19.9,0.0,26.0
U00795,2023,6279.0,8.0,0.0,2.0
U00801,2023,2687.0,13.0,0.0,4.0
U00807,2023,22059.0,8.7,0.0,4.0
U00834,2023,2001.0,11.7,0.0,0.0
U00848,2023,2399.0,23.1,0.0,2.0
U00879,2023,25221.0,25.1,0.0,7.0
U00895,2023,8840.0,8.3,0.0,5.0
U00921,2023,18562.0,24.2,0.0,15.0
U00939,2023,34725.0,9.6,0.0,11.0
U00943,2023,9636.0,20.0,0.0,3.0
U00952,2023,8840.0,14.2,0.0,2.0
U00963,2023,35687.0,9.5,0.0,6.0
U00967,2023,41858.0,16.6,0.0,27.0
U02822,2023,29167.0,25.1,0.0,15.0
U00985,2023,6762.0,13.0,0.0,14.0
U02109,2023,30380.0,13.4,0.0,13.0
U00979,2023,19826.0,9.8,0.0,3.0
U02828,2023,8572.0,28.8,0.0,22.0
U00994,2023,7365.0,8.8,0.0,3.0
U01001,2023,1086.0,1.3,0.0,2.0
U02831,2023,8190.0,27.2,0.0,3.0
U02519,2023,16873.0,10.1,0.0,14.0
U01061,2023,24796.0,12.3,0.0,9.0
U01079,2023,7870.0,11.3,0.0,1.0
U01109,2023,13375.0,26.2,0.0,14.0
U01112,2023,5053.0,14.5,0.0,1.0
U02843,2023,12924.0,34.6,0.0,5.0
U01157,2023,4499.0,13.8,0.0,1.0
U01172,2023,6459.0,11.1,0.0,18.0
U02866,2023,14733.0,25.1,0.0,20.0
U01202,2023,13050.0,16.8,0.0,35.0
U02874,2023,61210.0,20.2,0.0,17.0
U01206,2023,29191.0,18.2,0.0,5.0
U01214,2023,21367.0,10.5,0.0,1.0
U01223,2023,9053.0,13.3,0.0,10.0
U01228,2023,20844.0,14.2,0.0,2.0
U02884,2023,7757.0,27.1,0.0,1.0
U01235,2023,29195.0,15.9,0.0,19.0
U01241,2023,161977.0,47.5,0.0,3.0
U01243,2023,10544.0,22.4,0.0,5.0
U02896,2023,11456.0,16.8,0.0,8.0
U01253,2023,9148.0,9.7,0.0,4.0
U01256,2023,17534.0,16.1,0.0,29.0
U01266,2023,10294.0,8.6,0.0,10.0
U01277,2023,16098.0,14.9,0.0,21.0
U01298,2023,75566.0,17.9,0.0,1.0
U01306,2023,25113.0,11.8,0.0,4.0
U02930,2023,11435.0,28.7,0.0,0.0
U02944,2023,52678.0,34.5,0.0,2.0
U02945,2023,29369.0,21.8,0.0,3.0
U01355,2023,28184.0,17.0,0.0,2.0
U01365,2023,36281.0,24.0,0.0,11.0
U01379,2023,20080.0,15.1,0.0,12.0
U01413,2023,8906.0,17.9,0.0,18.0
U01393,2023,3900.0,13.9,0.0,3.0
U01449,2023,9135.0,21.8,0.0,6.0
U01452,2023,20103.0,24.5,20103.0,83.0
U02954,2023,26730.0,23.2,0.0,4.0
U02956,2023,8661.0,14.7,0.0,15.0
U01456,2023,9757.0,14.6,0.0,24.0
U02967,2023,27579.0,20.5,0.0,5.0
U01480,2023,24760.0,30.9,0.0,0.0
U01497,2023,40095.0,24.3,0.0,3.0
U01502,2023,6786.0,7.6,0.0,12.0
U01509,2023,20996.0,17.8,0.0,23.0
U02978,2023,1157.0,2.5,0.0,2.0
U01532,2023,21250.0,14.0,0.0,6.0
U01539,2023,8969.0,28.6,0.0,8.0
U02096,2023,68390.0,31.6,0.0,8.0
U01561,2023,13575.0,14.2,0.0,25.0
U02995,2023,28210.0,32.1,0.0,6.0
U02392,2023,6028.0,6.7,0.0,0.0
U03005,2023,24943.0,25.1,0.0,6.0
U01615,2023,9998.0,43.1,0.0,1.0
U01619,2023,29428.0,30.4,0.0,14.0
U01658,2023,27117.0,12.2,0.0,2.0
U02532,2023,18365.0,11.1,0.0,26.0
U01677,2023,42667.0,15.2,0.0,2.0
U03315,2023,50418.0,17.9,0.0,12.0
U03029,2023,14172.0,24.7,0.0,27.0
U01705,2023,7475.0,14.7,0.0,21.0
U01713,2023,8512.0,19.5,0.0,28.0
U01716,2023,23590.0,21.5,0.0,0.0
U01727,2023,12975.0,12.6,0.0,13.0
U02535,2023,23492.0,11.6,0.0,17.0
U01785,2023,31340.0,27.5,0.0,7.0
U03050,2023,2944.0,15.4,0.0,2.0
U03053,2023,24713.0,14.5,0.0,9.0
U01801,2023,5163.0,12.1,0.0,6.0
U02664,2023,33663.0,35.1,0.0,2.0
U01843,2023,37499.0,13.1,0.0,7.0
U01893,2023,47989.0,15.5,0.0,5.0
U01907,2023,10866.0,36.1,0.0,28.0
U03103,2023,51028.0,19.8,0.0,21.0
U01958,2023,7436.0,8.6,0.0,4.0
U03153,2023,11118.0,29.6,0.0,16.0
U03466,2023,5073.0,6.0,0.0,2.0
U03489,2023,70824.0,17.5,0.0,3.0
U03137,2023,22148.0,68.4,0.0,1.0
U02573,2023,27826.0,42.4,0.0,0.0
U02099,2023,1217.0,12.1,0.0,9.0
U02100,2023,35457.0,20.9,0.0,4.0
U00061,2023,425977.0,38.4,0.0,6.0
U00063,2023,28178.0,27.7,0.0,2.0
U02579,2023,15941.0,10.2,0.0,24.0
U00069,2023,202206.0,28.2,0.0,4.0
U00078,2023,20428.0,12.1,0.0,2.0
U00107,2023,5921.0,13.7,0.0,5.0
U00139,2023,15149.0,15.9,0.0,1.0
U02593,2023,17491.0,6.5,0.0,30.0
U00157,2023,49840.0,19.7,0.0,5.0
U00178,2023,9682.0,51.0,0.0,6.0
U02246,2023,27474.0,22.9,0.0,1.0
U02598,2023,12566.0,15.1,0.0,10.0
U03142,2023,11493.0,11.8,0.0,8.0
U03143,2023,43018.0,15.4,0.0,6.0
U02613,2023,13175.0,29.6,13175.0,59.0
U02614,2023,7861.0,17.0,0.0,22.0
U02615,2023,93251.0,18.9,0.0,5.0
U00259,2023,82124.0,28.3,0.0,1.0
U02618,2023,22115.0,60.9,0.0,7.0
U00265,2023,4097.0,18.8,0.0,0.0
U00271,2023,9682.0,14.2,0.0,8.0
U00276,2023,15651.0,18.1,0.0,2.0
U00293,2023,12614.0,22.3,0.0,3.0
U02637,2023,15015.0,16.8,0.0,22.0
U00316,2023,224216.0,36.8,0.0,4.0
U02645,2023,19788.0,23.2,0.0,3.0
U00371,2023,9332.0,12.8,0.0,8.0
U00860,2023,2550.0,17.2,0.0,0.0
U00378,2023,22762.0,16.3,0.0,2.0
U00391,2023,17001.0,17.4,0.0,4.0
U00405,2023,34095.0,11.5,0.0,3.0
U00423,2023,23491.0,15.5,0.0,6.0
U02687,2023,36630.0,20.9,0.0,15.0
U00448,2023,32820.0,16.1,0.0,47.0
U00458,2023,14999.0,19.6,0.0,23.0
U02710,2023,11183.0,16.5,0.0,11.0
U02717,2023,9518.0,20.1,0.0,11.0
U00496,2023,17613.0,16.0,0.0,2.0
U00506,2023,22434.0,14.4,0.0,6.0
U00523,2023,21552.0,35.5,0.0,8.0
U00534,2023,10990.0,15.4,0.0,7.0
U02736,2023,8680.0,20.7,0.0,1.0
U00575,2023,14746.0,17.5,0.0,13.0
U00593,2023,40998.0,12.9,0.0,1.0
U02453,2023,26327.0,15.8,0.0,0.0
U00622,2023,39961.0,20.6,0.0,5.0
U00625,2023,9342.0,16.8,0.0,1.0
U00626,2023,24191.0,18.7,0.0,10.0
U02746,2023,11292.0,31.8,0.0,1.0
U03144,2023,33826.0,36.8,0.0,2.0
U00645,2023,3082.0,3.8,0.0,1.0
U00654,2023,39987.0,16.8,0.0,1.0
U02764,2023,14011.0,21.1,0.0,15.0
U00703,2023,46040.0,18.1,0.0,0.0
U00759,2023,14612.0,8.1,0.0,9.0
U00840,2023,2203.0,17.9,0.0,0.0
U00829,2023,1782.0,15.1,0.0,1.0
U02508,2023,5172.0,14.0,0.0,34.0
U02815,2023,32168.0,39.6,0.0,3.0
U00900,2023,9374.0,24.9,0.0,17.0
U02084,2023,35698.0,28.5,0.0,0.0
U00918,2023,10536.0,13.4,0.0,3.0
U00927,2023,8017.0,7.9,0.0,33.0
U02818,2023,13767.0,16.4,0.0,9.0
U00982,2023,5980.0,4.6,0.0,3.0
U01003,2023,19927.0,13.1,0.0,7.0
U01013,2023,9698.0,14.0,,
U01036,2023,33636.0,10.1,0.0,8.0
U01041,2023,5226.0,3.4,0.0,2.0
U01063,2023,33234.0,14.6,0.0,2.0
U01072,2023,27805.0,13.1,0.0,2.0
U01073,2023,39389.0,8.3,0.0,7.0
U01078,2023,15116.0,19.8,0.0,2.0
U01083,2023,14975.0,19.4,0.0,43.0
U01091,2023,17801.0,14.5,0.0,2.0
U01097,2023,15477.0,10.3,0.0,8.0
U01127,2023,5062.0,7.6,0.0,2.0
U01130,2023,24680.0,15.2,0.0,15.0
U01145,2023,18892.0,20.2,0.0,13.0
U02852,2023,27149.0,14.8,0.0,2.0
U01159,2023,8365.0,25.8,0.0,21.0
U02847,2023,18270.0,12.8,0.0,5.0
U02856,2023,11877.0,32.7,0.0,7.0
U01169,2023,18945.0,20.3,0.0,13.0
U01184,2023,6167.0,8.6,0.0,22.0
U02871,2023,37615.0,13.1,0.0,8.0
U02872,2023,9164.0,15.4,0.0,10.0
U01207,2023,33469.0,14.8,0.0,6.0
U01222,2023,13802.0,21.0,0.0,4.0
U01227,2023,28477.0,9.0,0.0,5.0
U01229,2023,31233.0,21.0,0.0,3.0
U02525,2023,8140.0,13.3,0.0,7.0
U02886,2023,9687.0,10.7,0.0,13.0
U01237,2023,23002.0,9.0,0.0,12.0
U01250,2023,10540.0,12.0,0.0,3.0
U01252,2023,32271.0,18.9,0.0,23.0
U01263,2023,6344.0,5.6,0.0,16.0
U02910,2023,16520.0,14.7,0.0,5.0
U02918,2023,19922.0,19.6,0.0,16.0
U01303,2023,21810.0,15.2,0.0,3.0
U02927,2023,6365.0,15.8,0.0,5.0
U01313,2023,14094.0,16.0,0.0,3.0
U01314,2023,15735.0,14.3,0.0,10.0
U02946,2023,6753.0,20.8,0.0,12.0
U01356,2023,32318.0,17.6,0.0,1.0
U01362,2023,33008.0,16.7,0.0,3.0
U01358,2023,31211.0,13.0,0.0,2.0
U01359,2023,38866.0,13.5,0.0,3.0
U01390,2023,6382.0,18.9,0.0,27.0
U03507,2023,809.0,15.3,0.0,13.0
U01439,2023,11737.0,9.4,0.0,5.0
U01406,2023,8150.0,12.3,0.0,8.0
U01410,2023,10699.0,12.2,0.0,16.0
U01415,2023,13732.0,19.9,0.0,6.0
U01391,2023,3823.0,20.7,0.0,0.0
U01395,2023,7037.0,18.5,0.0,2.0
U02094,2023,9692.0,9.7,0.0,35.0
U01458,2023,12285.0,16.0,0.0,6.0
U01472,2023,905.0,0.9,0.0,0.0
U02968,2023,18637.0,19.5,0.0,3.0
U01486,2023,39155.0,14.8,0.0,2.0
U01482,2023,30310.0,18.7,0.0,4.0
U02973,2023,3008.0,15.6,0.0,11.0
U01492,2023,13768.0,14.4,0.0,7.0
U01529,2023,22682.0,20.1,0.0,4.0
U01533,2023,18368.0,17.5,0.0,3.0
U01562,2023,5958.0,27.2,0.0,7.0
U01563,2023,12849.0,14.4,0.0,18.0
U02992,2023,32351.0,22.4,0.0,1.0
U01570,2023,18918.0,17.6,0.0,1.0
U01573,2023,35547.0,29.0,0.0,20.0
U01579,2023,11555.0,33.7,0.0,2.0
U02530,2023,5968.0,9.9,0.0,18.0
U03006,2023,6107.0,9.0,0.0,1.0
U03149,2023,46714.0,10.6,0.0,0.0
U02511,2023,22280.0,9.5,0.0,14.0
U01620,2023,23406.0,12.7,0.0,14.0
U01626,2023,13453.0,18.7,0.0,3.0
U01627,2023,14096.0,21.3,0.0,1.0
U01629,2023,27346.0,14.2,0.0,2.0
U03019,2023,36492.0,21.7,0.0,7.0
U01661,2023,25955.0,13.1,0.0,15.0
U03150,2023,28384.0,22.4,0.0,1.0
U03030,2023,28275.0,18.5,0.0,11.0
U03031,2023,15851.0,14.5,0.0,3.0
U01710,2023,6872.0,17.0,0.0,14.0
U03034,2023,7780.0,16.2,0.0,33.0
U03036,2023,33264.0,47.7,0.0,5.0
U01725,2023,6100.0,15.8,0.0,16.0
U03042,2023,27920.0,16.9,0.0,18.0
U03043,2023,13608.0,22.6,0.0,1.0
U03045,2023,18220.0,18.7,0.0,20.0
U03059,2023,28432.0,16.1,0.0,4.0
U02849,2023,7643.0,25.5,0.0,1.0
U01829,2023,19695.0,23.4,0.0,1.0
U01845,2023,14119.0,12.2,0.0,1.0
U01847,2023,25650.0,17.2,0.0,13.0
U01853,2023,14552.0,20.2,0.0,1.0
U01854,2023,10228.0,10.4,0.0,3.0
U03071,2023,12633.0,26.4,0.0,12.0
U03084,2023,8763.0,13.8,0.0,7.0
U01901,2023,30041.0,16.4,0.0,3.0
U01909,2023,10130.0,13.8,0.0,7.0
U01951,2023,38962.0,11.4,0.0,1.0
U01964,2023,4638.0,8.6,0.0,15.0
U01975,2023,16305.0,13.0,0.0,6.0
U01983,2023,59028.0,21.7,0.0,3.0
U01995,2023,129209.0,19.2,0.0,1.0
U03122,2023,10321.0,6.9,0.0,0.0
U02545,2023,4987.0,11.4,0.0,11.0
U03132,2023,17908.0,30.2,0.0,7.0
U02064,2023,35957.0,19.4,0.0,7.0
U03159,2023,21962.0,30.2,0.0,2.0
U02169,2023,36218.0,42.4,0.0,8.0
U02177,2023,460632.0,30.9,0.0,0.0
U03182,2023,15336.0,42.1,0.0,6.0
U03380,2023,17012.0,10.2,0.0,9.0
U03388,2023,33416.0,17.0,0.0,4.0
U03205,2023,37090.0,12.0,0.0,10.0
U03413,2023,19243.0,11.2,0.0,5.0
U03214,2023,7290.0,16.8,0.0,10.0
U03218,2023,19218.0,19.3,0.0,5.0
U03428,2023,5949.0,12.7,0.0,19.0
U03226,2023,10660.0,14.7,0.0,5.0
U03453,2023,31066.0,13.3,0.0,11.0
U03463,2023,19345.0,15.0,0.0,4.0
U03477,2023,165556.0,26.4,0.0,2.0
U03481,2023,1184.0,11.6,0.0,0.0
U03487,2023,17260.0,21.3,0.0,3.0
U02569,2023,14937.0,12.2,0.0,5.0
U00022,2023,35901.0,23.9,0.0,4.0
U00038,2023,138700.0,12.5,0.0,4.0
U00072,2023,24229.0,5.7,0.0,15.0
U02580,2023,8443.0,14.0,0.0,22.0
U02586,2023,13050.0,17.5,0.0,12.0
U00119,2023,31383.0,16.2,0.0,6.0
U02589,2023,26521.0,15.9,0.0,0.0
U03139,2023,15312.0,12.7,0.0,1.0
U00162,2023,6230.0,16.5,0.0,14.0
U00172,2023,84941.0,14.9,0.0,1.0
U00181,2023,8325.0,11.1,0.0,7.0
U00196,2023,74001.0,21.8,0.0,0.0
U00204,2023,39811.0,21.0,0.0,4.0
U00210,2023,29880.0,36.7,0.0,0.0
U00234,2023,44410.0,25.9,0.0,0.0
U00242,2023,29086.0,14.7,0.0,5.0
U02631,2023,13063.0,17.6,0.0,4.0
U00291,2023,15199.0,15.7,0.0,4.0
U00867,2023,8845.0,19.4,0.0,32.0
U02641,2023,7599.0,13.5,0.0,5.0
U02646,2023,19119.0,15.6,0.0,0.0
U00329,2023,9380.0,18.6,0.0,22.0
U00332,2023,18133.0,11.0,0.0,17.0
U02022,2023,4466.0,10.0,0.0,9.0
U02672,2023,22524.0,12.8,0.0,8.0
U02270,2023,10727.0,19.5,0.0,15.0
U02677,2023,19285.0,14.4,0.0,25.0
U00366,2023,7016.0,12.1,0.0,5.0
U00375,2023,22735.0,20.2,0.0,20.0
U00381,2023,34110.0,14.0,0.0,3.0
U00383,2023,13640.0,8.5,0.0,5.0
U02684,2023,37286.0,15.5,0.0,5.0
U00388,2023,16758.0,16.6,0.0,1.0
U00386,2023,24270.0,22.4,0.0,2.0
U00400,2023,24436.0,19.9,0.0,6.0
U00421,2023,4024.0,14.9,0.0,9.0
U00435,2023,21788.0,10.6,0.0,14.0
U00452,2023,9641.0,14.9,0.0,4.0
U00463,2023,18057.0,17.6,0.0,22.0
U02711,2023,29045.0,17.7,0.0,22.0
U02713,2023,27471.0,25.6,0.0,1.0
U00511,2023,5016.0,23.7,0.0,0.0
U00528,2023,28718.0,16.9,0.0,2.0
U02727,2023,12180.0,21.9,0.0,44.0
U03503,2023,2108.0,14.3,0.0,26.0
U02738,2023,13163.0,13.9,0.0,3.0
U02440,2023,42008.0,15.6,0.0,3.0
U00571,2023,10684.0,10.7,0.0,32.0
U02742,2023,20509.0,11.2,0.0,2.0
U00600,2023,45747.0,11.4,0.0,1.0
U02451,2023,38751.0,16.1,0.0,2.0
U00604,2023,19593.0,21.1,0.0,0.0
U00615,2023,25269.0,30.9,0.0,9.0
U00628,2023,5091.0,14.9,0.0,25.0
U02748,2023,21115.0,18.5,0.0,0.0
U00641,2023,18619.0,29.0,0.0,5.0
U00643,2023,29188.0,16.9,0.0,1.0
U02762,2023,54256.0,32.4,0.0,1.0
U00704,2023,39172.0,19.8,0.0,2.0
U02777,2023,11975.0,23.5,0.0,0.0
U00717,2023,6420.0,19.3,0.0,0.0
U00722,2023,7940.0,19.8,0.0,4.0
U00728,2023,1204.0,4.6,0.0,2.0
U00777,2023,31351.0,17.2,0.0,18.0
U00788,2023,937.0,2.2,0.0,0.0
U00794,2023,51802.0,71.9,0.0,3.0
U00802,2023,16196.0,10.2,0.0,3.0
U00806,2023,5425.0,17.4,0.0,30.0
U00817,2023,1484.0,16.1,0.0,21.0
U00824,2023,1512.0,10.4,0.0,0.0
U00823,2023,1563.0,12.3,0.0,0.0
U00826,2023,2102.0,14.7,0.0,0.0
U00830,2023,6353.0,13.8,0.0,1.0
U00833,2023,7002.0,20.7,0.0,1.0
U00839,2023,1587.0,11.6,0.0,1.0
U02811,2023,41123.0,8.6,0.0,14.0
U00851,2023,17103.0,21.0,0.0,8.0
U00901,2023,10102.0,10.2,0.0,2.0
U00902,2023,11323.0,23.5,0.0,1.0
U00922,2023,59250.0,25.1,0.0,8.0
U00923,2023,25638.0,21.7,0.0,3.0
U00938,2023,14217.0,21.7,0.0,0.0
U00950,2023,11495.0,14.6,0.0,10.0
U02819,2023,26236.0,13.9,0.0,2.0
U00958,2023,20453.0,19.9,0.0,7.0
U00961,2023,29614.0,13.1,0.0,1.0
U00962,2023,23978.0,14.3,0.0,2.0
U00964,2023,24395.0,18.5,0.0,2.0
U02086,2023,1093.0,0.9,0.0,0.0
U00999,2023,9886.0,9.4,0.0,7.0
U01004,2023,6490.0,11.8,0.0,6.0
U01050,2023,7704.0,9.9,0.0,10.0
U01093,2023,8403.0,26.6,0.0,2.0
U01123,2023,9536.0,10.0,0.0,6.0
U01131,2023,87443.0,78.1,0.0,1.0
U01138,2023,1371.0,3.4,0.0,1.0
U02855,2023,15612.0,16.9,0.0,8.0
U01167,2023,46256.0,14.8,0.0,16.0
U02860,2023,2604.0,4.6,0.0,17.0
U02862,2023,14828.0,15.3,0.0,5.0
U01204,2023,9059.0,23.6,0.0,1.0
U01213,2023,7544.0,10.7,0.0,22.0
U02526,2023,10937.0,13.6,0.0,5.0
U02891,2023,16315.0,12.1,0.0,1.0
U02892,2023,3146.0,19.9,0.0,0.0
U02895,2023,110826.0,44.8,0.0,1.0
U02903,2023,8710.0,21.5,0.0,1.0
U02904,2023,13320.0,33.1,0.0,6.0
U01262,2023,5494.0,12.7,0.0,8.0
U01280,2023,100182.0,34.3,0.0,0.0
U01293,2023,12276.0,17.0,0.0,7.0
U01316,2023,6129.0,11.7,0.0,8.0
U02941,2023,26351.0,16.0,0.0,8.0
U01361,2023,32300.0,15.6,0.0,3.0
U01357,2023,20660.0,8.6,0.0,4.0
U01375,2023,172729.0,17.4,0.0,4.0
U01377,2023,10853.0,9.7,0.0,9.0
U01423,2023,42188.0,15.8,0.0,1.0
U01409,2023,9873.0,15.7,0.0,11.0
U01411,2023,8905.0,21.0,0.0,6.0
U01392,2023,7583.0,20.6,0.0,4.0
U01453,2023,18420.0,13.4,0.0,13.0
U01468,2023,12037.0,7.6,0.0,3.0
U01497,2023,26073.0,14.0,0.0,1.0
U01517,2023,15413.0,17.8,0.0,4.0
U03502,2023,11804.0,38.4,0.0,6.0
U01531,2023,13012.0,10.4,0.0,10.0
U02989,2023,18599.0,11.6,0.0,2.0
U01566,2023,18673.0,14.5,0.0,13.0
U02998,2023,29393.0,25.6,0.0,6.0
U01584,2023,6867.0,10.0,0.0,23.0
U03025,2023,17711.0,12.6,0.0,23.0
U01607,2023,11456.0,44.8,0.0,0.0
U01613,2023,18743.0,16.9,0.0,7.0
U01622,2023,7291.0,22.6,0.0,1.0
U01647,2023,18067.0,19.3,0.0,6.0
U01646,2023,29534.0,29.8,0.0,0.0
U01668,2023,7806.0,11.2,0.0,8.0
U03023,2023,47257.0,17.0,0.0,1.0
U01673,2023,21018.0,17.0,0.0,6.0
U01702,2023,8030.0,18.7,0.0,28.0
U03242,2023,43160.0,20.3,0.0,7.0
U01715,2023,20014.0,15.1,0.0,5.0
U01721,2023,8955.0,19.1,0.0,25.0
U01722,2023,14520.0,15.7,0.0,16.0
U01728,2023,17912.0,14.4,0.0,3.0
U01761,2023,4595.0,24.5,0.0,0.0
U01772,2023,40331.0,25.1,0.0,8.0
U02405,2023,10338.0,13.6,0.0,5.0
U03056,2023,23740.0,31.0,0.0,0.0
U01816,2023,3536.0,8.3,0.0,7.0
U03065,2023,49155.0,16.7,0.0,12.0
U01830,2023,12850.0,8.7,0.0,3.0
U01835,2023,7268.0,21.1,0.0,0.0
U01837,2023,8221.0,21.1,0.0,1.0
U01841,2023,23263.0,16.7,0.0,2.0
U01866,2023,90045.0,53.3,0.0,2.0
U01869,2023,13990.0,12.4,0.0,1.0
U03075,2023,1746.0,10.9,0.0,2.0
U01887,2023,9625.0,24.0,0.0,15.0
U01888,2023,60248.0,26.4,0.0,0.0
U03080,2023,236282.0,232.2,0.0,3.0
U03088,2023,7129.0,14.7,0.0,3.0
U03152,2023,12052.0,36.6,0.0,1.0
U01905,2023,52035.0,30.0,0.0,1.0
U03091,2023,15625.0,15.4,0.0,21.0
U03097,2023,19363.0,16.3,0.0,2.0
U03496,2023,9239.0,24.8,0.0,14.0
U01931,2023,833.0,0.9,0.0,1.0
U03108,2023,12050.0,15.9,0.0,40.0
U01973,2023,14522.0,37.6,0.0,8.0
U03112,2023,20023.0,12.5,0.0,22.0
U01988,2023,4178.0,9.6,0.0,16.0
U02024,2023,6597.0,31.6,0.0,4.0
U02032,2023,38976.0,15.6,0.0,16.0
U02043,2023,20686.0,18.7,0.0,21.0
U02050,2023,13135.0,19.3,0.0,20.0
U03136,2023,29420.0,23.5,0.0,3.0
U02151,2023,1370.0,1.7,0.0,1.0
U02152,2023,8829.0,10.6,0.0,6.0
U02174,2023,489.0,9.4,0.0,2.0
U03169,2023,7123.0,11.1,0.0,8.0
U02548,2023,18183.0,15.8,0.0,3.0
U03344,2023,13910.0,27.2,0.0,2.0
U03192,2023,7087.0,19.6,0.0,1.0
U03374,2023,48070.0,15.3,0.0,1.0
U03198,2023,17613.0,15.4,0.0,6.0
U03408,2023,46799.0,14.6,0.0,13.0
U03213,2023,16945.0,20.8,0.0,50.0
U03439,2023,55426.0,14.9,0.0,2.0
U03443,2023,37205.0,16.0,0.0,1.0
U03456,2023,36443.0,33.2,0.0,10.0
U03457,2023,5713.0,23.6,0.0,0.0
U03476,2023,25532.0,26.0,0.0,11.0
U03233,2023,28085.0,10.1,0.0,8.0
U03484,2023,22676.0,15.8,0.0,5.0
U03488,2023,32095.0,14.5,0.0,6.0
U03237,2023,7545.0,13.4,0.0,3.0
U03234,2023,20598.0,23.9,0.0,0.0
U03304,2023,17530.0,20.1,0.0,1.0
U00008,2023,112677.0,88.2,0.0,1.0
U00018,2023,4872.0,7.9,0.0,7.0
