university_id,university_name,country_id,country_name
U00858,Institut Teknologi Sepuluh Nopember Its Surabaya,C0068,Indonesia
U00859,Institute Of Cancer Research,C0170,United Kingdom
U00860,Institute Of Chemical Technology,C0067,India
U00861,Institute Of Engineering Technical And Transport Communications Of Turkmenistan,C0165,Turkmenistan
U00862,Institute Of International Relations Of The Ministry Of Foreign Affairs Of Turkmenistan,C0165,Turkmenistan
U00863,Institute Of Southern Punjab Ãââ Multan,C0123,Pakistan
U00864,Institute Of Space Technology,C0123,Pakistan
U00865,Institute Of Telecommunications And Informatics Of Turkmenistan,C0165,Turkmenistan
U00866,Instituto Politãcnico Nacional Ipn,C0106,Mexico
U00867,Instituto Politãâcnico De Braganãâa,C0132,Portugal
U00868,Instituto Politãâcnico De Viana Do Castelo,C0132,Portugal
U00869,Instituto Politãâcnico Nacional Ipn,C0106,Mexico
U00870,Instituto Tecnolã³Gico Autã³Nomo De Mãxico Itam,C0106,Mexico
U00871,Instituto Tecnolã³Gico De Buenos Aires Itba,C0005,Argentina
U00872,Instituto Tecnolã³Gico De Santo Domingo Intec,C0043,Dominican Republic
U00873,Instituto Tecnolãâ³Gico Metropolitano,C0034,Colombia
U00874,International American University,C0171,United States
U00875,International Christian University,C0077,Japan
U00876,International Engineering And Technology University Metu,C0079,Kazakhstan
U00877,International Hellenic University,C0056,Greece
U00878,International Institute Of Information Technology Hyderabad,C0067,India
U00879,International Islamic University Islamabad,C0123,Pakistan
U00880,International Islamic University Islamabad Iiu,C0123,Pakistan
U00881,International Islamic University Malaysia Iium,C0101,Malaysia
U00882,International It University,C0079,Kazakhstan
U00883,International University For The Humanities And Development,C0165,Turkmenistan
U00884,International University Of Business Agriculture And Technology,C0012,Bangladesh
U00885,International University Of Rabat,C0111,Morocco
U00886,Interstate School Of Veterinary Sciences And Medicine,C0141,Senegal
U00887,Inti International University,C0101,Malaysia
U00888,Inãânãâ¼ University,C0164,Turkey
U00889,Ion Mincu University Of Architecture And Urbanism,C0135,Romania
U00890,Ionian University,C0056,Greece
U00891,Iowa State University,C0171,United States
U00892,Ipb University,C0068,Indonesia
U00893,Ipb University Aka Bogor Agricultural University,C0068,Indonesia
U00894,Iqra University,C0123,Pakistan
U00895,Iran University Of Medical Sciences,C0069,Iran
U00896,Iran University Of Science And Technology,C0071,"Iran, Islamic Republic Of"
U00897,Irkutsk National Research Technical University,C0137,Russian Federation
U00898,Irkutsk State University,C0136,Russia
U00899,Iscte Instituto Universitario De Lisboa,C0132,Portugal
U00900,Iscteuniversity Institute Of Lisbon,C0132,Portugal
U00901,Isfahan University Of Medical Sciences,C0069,Iran
U00902,Isfahan University Of Technology,C0071,"Iran, Islamic Republic Of"
U00903,Ishou University,C0158,Taiwan
U00904,Islamia College Peshawar,C0123,Pakistan
U00905,Islamic Azad University Najafabad Branch Iaun,C0069,Iran
U00906,Islamic University Of Gaza,C0125,Palestine
U00907,Islamic University Of Indonesia,C0068,Indonesia
U00908,Islamic University Of Madinah,C0140,Saudi Arabia
U00909,Isra University,C0078,Jordan
U00910,Israel Technological University,C0044,Ecuador
U00911,Istanbul Arel University,C0164,Turkey
U00912,Istanbul Aydin University,C0164,Turkey
U00913,Istanbul Aydãân University,C0164,Turkey
U00914,Istanbul Bilgi University,C0164,Turkey
U00915,Istanbul Bilgi Ãniversitesi,C0164,Turkey
U00916,Istanbul Geliã Âim University,C0164,Turkey
U00917,Istanbul Kãâ¼Ltãâ¼R University,C0164,Turkey
U00918,Istanbul Medeniyet University,C0164,Turkey
U00919,Istanbul Medipol University,C0164,Turkey
U00920,Istanbul Okan University,C0164,Turkey
U00921,Istanbul Technical University,C0164,Turkey
U00922,Istanbul University,C0164,Turkey
U00923,Istanbul Universitycerrahpaã Âa,C0164,Turkey
U00924,Iteso Universidad Jesuita De Guadalajara,C0106,Mexico
U00925,Itmo University,C0136,Russia
U00926,Iubat Ãââ International University Of Business Agriculture And Technology,C0012,Bangladesh
U00927,Iuliu Haã Âieganu University Of Medicine And Pharmacy Clujnapoca,C0135,Romania
U00928,Ivan Franko National University Of Lviv,C0168,Ukraine
U00929,Ivane Javakhishvili Tbilisi State University,C0053,Georgia
U00930,Ivano Frankivsk National Technical University Of Oil And Gas,C0168,Ukraine
U00931,Ivanovo State University Of Chemistry And Technology,C0137,Russian Federation
U00932,Iwate University,C0077,Japan
U00933,Izmir Institute Of Technology,C0164,Turkey
U00934,Izmir Institute Of Technology Iztech,C0164,Turkey
U00935,Izmir University Of Economics,C0164,Turkey
U00936,Jabir Ibn Hayyan Medical University,C0072,Iraq
U00937,Jadara University,C0078,Jordan
U00938,Jadavpur University,C0067,India
U00939,Jagiellonian University,C0131,Poland
U00940,Jahangirnagar University,C0012,Bangladesh
U00941,James Cook University,C0008,Australia
U00942,Jamia Hamdard,C0067,India
U00943,Jamia Hamdard University,C0067,India
U00944,Jamia Millia Islamia,C0067,India
U00945,Jan Evangelista Purkynãâ University,C0041,Czech Republic
U00946,Jan Kochanowski University In Kielce,C0131,Poland
U00947,Japan Advanced Institute Of Science And Technology Jaist,C0077,Japan
U00948,Japan University Of Economics,C0077,Japan
U00949,Jashore University Of Science And Technology,C0012,Bangladesh
U00950,Jaume I University,C0150,Spain
U00951,Jawaharlal Nehru Technological University Anantapur Jntua,C0067,India
U00952,Jawaharlal Nehru University,C0067,India
U00953,Jaypee University Of Information Technology,C0067,India
U00954,Jazan University,C0140,Saudi Arabia
U00955,Jean Moulin University Ãââ Lyon 3,C0052,France
U00956,Jeju National University,C0149,South Korea
U00957,Jember University,C0068,Indonesia
U00958,Jeonbuk National University,C0149,South Korea
U00959,Jerash Private University,C0078,Jordan
U00960,Jianghan University,C0032,China
U00961,Jiangnan University,C0033,China (Mainland)
U00962,Jiangsu Normal University,C0032,China
U00963,Jiangsu University,C0032,China
U00964,Jiangxi University Of Finance And Economics,C0032,China
U00965,Jilin University,C0033,China (Mainland)
U00966,Jimma University,C0049,Ethiopia
U00967,Jinan University,C0032,China
U00968,Jinan University China,C0033,China (Mainland)
U00969,Jizzakh Polytechnic Institute,C0174,Uzbekistan
U00970,Jizzakh State Pedagogical University,C0174,Uzbekistan
U00971,Johannes Gutenberg University Of Mainz,C0054,Germany
U00972,Johannes Gutenberg Universitãt Mainz,C0054,Germany
U00973,Johannes Kepler University Linz,C0009,Austria
U00974,Johannes Kepler University Of Linz,C0009,Austria
U00975,John Von Neumann University,C0065,Hungary
U00976,Johns Hopkins University,C0171,United States
U00977,Jordan University Of Science And Technology,C0078,Jordan
U00978,Jordan University Of Science Technology,C0078,Jordan
U00979,Jouf University,C0140,Saudi Arabia
U00980,Jss Academy Of Higher Education And Research,C0067,India
U00981,Juliusmaximiliansuniversitãt Wã¼Rzburg,C0054,Germany
U00982,Juntendo University,C0077,Japan
U00983,Justus Liebig University Giessen,C0054,Germany
U00984,Justusliebiguniversity Giessen,C0054,Germany
U00985,Jãânkãâping University,C0155,Sweden
U00986,K Zhubanov Aktobe Regional University,C0079,Kazakhstan
U00987,Kabarak University,C0080,Kenya
U00988,Kabardinobalkarian State University,C0137,Russian Federation
U00989,Kadir Has University,C0164,Turkey
U00990,Kafrelsheikh University,C0045,Egypt
U00991,Kagawa University,C0077,Japan
U00992,Kagoshima University,C0077,Japan
U00993,Kaist Korea Advanced Institute Of Science Technology,C0149,South Korea
U00994,Kalasalingam Academy Of Research And Education,C0067,India
U00995,Kamianetspodãâlskyi Ivan Ohiienko National University,C0168,Ukraine
U00996,Kampala International University,C0167,Uganda
U00997,Kanagawa University,C0077,Japan
U00998,Kanazawa Medical University,C0077,Japan
U00999,Kanazawa University,C0077,Japan
U01000,Kangwon National University,C0149,South Korea
U01001,Kansai Medical University,C0077,Japan
U01002,Kansai University,C0077,Japan
U01003,Kansas State University,C0171,United States
U01004,Kaohsiung Medical University,C0158,Taiwan
U01005,Karabãâ¼K University,C0164,Turkey
U01006,Karadeniz Technical University,C0164,Turkey
U01007,Karaganda Buketov University,C0079,Kazakhstan
U01008,Karaganda State Technical University,C0079,Kazakhstan
U01009,Karaganda University Of Kazpotrebsoyuz,C0079,Kazakhstan
U01010,Karakalpak State University,C0174,Uzbekistan
U01011,Karlfranzensuniversitaet Graz,C0009,Austria
U01012,Karlsruhe Institute Of Technology,C0054,Germany
U01013,Karlstad University,C0155,Sweden
U01014,Karnatak University Dharwad,C0067,India
U01015,Karolinska Institute,C0155,Sweden
U01016,Karshi Engineering Economics Institute,C0174,Uzbekistan
U01017,Karshi State University,C0174,Uzbekistan
U01018,Karunya Institute Of Technology And Sciences,C0067,India
U01019,Kasetsart University,C0161,Thailand
U01020,Kashan University Of Medical Sciences And Health Services,C0069,Iran
U01021,Kastamonu University,C0164,Turkey
U01022,Kaunas University Of Technology,C0092,Lithuania
U01023,Kazakh Ablai Khan University Of International Relations And World Languages,C0079,Kazakhstan
U01024,Kazakh National Agrarian University Kaznau,C0079,Kazakhstan
U01025,Kazakh National Pedagogical University Abai,C0079,Kazakhstan
U01026,Kazakh National Womenãââs Teacher Training University,C0079,Kazakhstan
U01027,Kazakhbritish Technical University,C0079,Kazakhstan
U01028,Kazakhstan Medical University Ksph,C0079,Kazakhstan
U01029,Kazan Federal University,C0137,Russian Federation
U01030,Kazan National Research Technical University,C0137,Russian Federation
U01031,Kazan National Research Technological University,C0136,Russia
U01032,Kazan State Medical University,C0137,Russian Federation
U01033,Kazan State Power Engineering University,C0137,Russian Federation
U01034,Kazan Volga Region Federal University,C0136,Russia
U01035,Keele University,C0170,United Kingdom
U01036,Keio University,C0077,Japan
U01037,Keisen University,C0077,Japan
U01038,Kemerovo State University,C0137,Russian Federation
U01039,Kent State University,C0171,United States
U01040,Kenyatta University,C0080,Kenya
U01041,Kerman University Of Medical Sciences,C0069,Iran
U01042,Kermanshah University Of Medical Sciences,C0069,Iran
U01043,Kermanshah University Of Technology,C0069,Iran
U01044,Khalifa University,C0169,United Arab Emirates
U01045,Khalifa University Of Science And Technology,C0169,United Arab Emirates
U01046,Kharazmi University,C0069,Iran
U01047,Kharkiv Aviation Institute,C0168,Ukraine
U01048,Kharkiv National Automobile And Highway University,C0168,Ukraine
U01049,Kharkiv National University Of Internal Affairs,C0168,Ukraine
U01050,Kharkiv National University Of Radio Electronics,C0168,Ukraine
U01051,Kharkiv University Of Humanities Ãââpeopleãââs Ukrainian Academyãââ,C0168,Ukraine
U01052,Khazar University,C0010,Azerbaijan
U01053,Khoja Akhmet Yassawi International Kazakhturkish University,C0079,Kazakhstan
U01054,Khomein University Of Medical Sciences,C0069,Iran
U01055,Khon Kaen University,C0161,Thailand
U01056,Khulna University,C0012,Bangladesh
U01057,Khulna University Of Engineering And Technology,C0012,Bangladesh
U01058,Khulna University Of Engineering And Technology Kuet,C0012,Bangladesh
U01059,Khwaja Fareed University Of Engineering And Information Technology,C0123,Pakistan
U01060,Khyber Medical University,C0123,Pakistan
U01061,Kiit University,C0067,India
U01062,Kimyo International University In Tashkent,C0174,Uzbekistan
U01063,Kindai University,C0077,Japan
U01064,Kindai University Kinki University,C0077,Japan
U01065,King Abdulaziz University,C0140,Saudi Arabia
U01066,King Abdulaziz University Kau,C0140,Saudi Arabia
U01067,King Abdullah University Of Science And Technology Kaust,C0140,Saudi Arabia
U01068,King Danylo University,C0168,Ukraine
U01069,King Edward Medical University,C0123,Pakistan
U01070,King Fahd University Of Petroleum And Minerals,C0140,Saudi Arabia
U01071,King Fahd University Of Petroleum Minerals,C0140,Saudi Arabia
U01072,King Faisal University,C0140,Saudi Arabia
U01073,King Khalid University,C0140,Saudi Arabia
U01074,King Mongkuts Institute Of Technology Ladkrabang,C0161,Thailand
U01075,King Mongkuts University Of Technology North Bangkok,C0161,Thailand
U01076,King Mongkuts University Of Technology Thonburi,C0161,Thailand
U01077,King Mongkutãââs Institute Of Technology Ladkrabang,C0161,Thailand
U01078,King Mongkutãââs University Of Technology Thonburi,C0161,Thailand
U01079,King Saud Bin Abdulaziz University For Health Sciences,C0140,Saudi Arabia
U01080,King Saud University,C0140,Saudi Arabia
U01081,Kings College London,C0170,United Kingdom
U01082,Kings University,C0118,Nigeria
U01083,Kingston University,C0170,United Kingdom
U01084,Kingston University London,C0170,United Kingdom
U01085,Kingãââs College London,C0170,United Kingdom
U01086,Kinnaird College For Women,C0123,Pakistan
U01087,Kirikkale University,C0164,Turkey
U01088,Kit Karlsruhe Institute Of Technology,C0054,Germany
U01089,Kitami Institute Of Technology,C0077,Japan
U01090,Kitasato University,C0077,Japan
U01091,Kl University,C0067,India
U01092,Kle Technological University,C0067,India
U01093,Kn Toosi University Of Technology,C0069,Iran
U01094,Knowledge University,C0072,Iraq
U01095,Kobe City University Of Foreign Studies,C0077,Japan
U01096,Kobe Gakuin University,C0077,Japan
U01097,Kobe University,C0077,Japan
U01098,Kocaeli Health And Technology University,C0164,Turkey
U01099,Kocaeli University,C0164,Turkey
U01100,Kochi University,C0077,Japan
U01101,Kochi University Of Technology,C0077,Japan
U01102,Kogakuin University,C0077,Japan
U01103,Kohat University Of Science And Technology,C0123,Pakistan
U01104,Kohsar University Murree,C0123,Pakistan
U01105,Kokshetau State University,C0079,Kazakhstan
U01106,Kokugakuin University,C0077,Japan
U01107,Konan University,C0077,Japan
U01108,Konan Womenãââs University,C0077,Japan
U01109,Konkuk University,C0149,South Korea
U01110,Konya Technical University,C0164,Turkey
U01111,Kookmin University,C0149,South Korea
U01112,Kore University Of Enna,C0075,Italy
U01113,Korea Advanced Institute Of Science And Technology Kaist,C0149,South Korea
U01114,Korea University,C0149,South Korea
U01115,Korkyt Ata Kyzylorda University,C0079,Kazakhstan
U01116,Koya University,C0072,Iraq
U01117,Koã University,C0164,Turkey
U01118,Koãâ University,C0164,Turkey
U01119,Kpr Institute Of Engineering And Technology,C0067,India
U01120,Kth Royal Institute Of Technology,C0155,Sweden
U01121,Kto Karatay University,C0164,Turkey
U01122,Ku Leuven,C0014,Belgium
U01123,Kumamoto University,C0077,Japan
U01124,Kumasi Technical University,C0055,Ghana
U01125,Kurdistan University Of Medical Sciences,C0069,Iran
U01126,Kursk State Medical University,C0137,Russian Federation
U01127,Kurume University,C0077,Japan
U01128,Kutaisi University,C0053,Georgia
U01129,Kuwait College Of Science And Technology Kcst,C0084,Kuwait
U01130,Kuwait University,C0084,Kuwait
U01131,Kwame Nkrumah University Of Science And Technology,C0055,Ghana
U01132,Kwansei Gakuin University,C0077,Japan
U01133,Kyiv National Economic University,C0168,Ukraine
U01134,Kyoai Gakuen University,C0077,Japan
U01135,Kyoto Institute Of Technology,C0077,Japan
U01136,Kyoto Koka Womenãââs University,C0077,Japan
U01137,Kyoto Notre Dame University,C0077,Japan
U01138,Kyoto Prefectural University Of Medicine,C0077,Japan
U01139,Kyoto Sangyo University,C0077,Japan
U01140,Kyoto University,C0077,Japan
U01141,Kyrgyz Russian Slavic University,C0086,Kyrgyzstan
U01142,Kyrgyz State Technical University,C0086,Kyrgyzstan
U01143,Kyrgyzturkish Manas University,C0086,Kyrgyzstan
U01144,Kyung Hee University,C0149,South Korea
U01145,Kyungpook National University,C0149,South Korea
U01146,Kyushu Institute Of Technology,C0077,Japan
U01147,Kyushu Institute Of Technology Kyutech,C0077,Japan
U01148,Kyushu University,C0077,Japan
U01149,Kãârã Âehir Ahi Evran University,C0164,Turkey
U01150,Kãâ¼Tahya Health Sciences University,C0164,Turkey
U01151,La Salle University,C0034,Colombia
U01152,La Trobe University,C0008,Australia
U01153,Ladoke Akintola University Of Technology,C0118,Nigeria
U01154,Lagos State University,C0118,Nigeria
U01155,Lahore College For Women University Lcwu,C0123,Pakistan
U01156,Lahore Leads University,C0123,Pakistan
U01157,Lahore University Of Management Sciences,C0123,Pakistan
U01158,Lahore University Of Management Sciences Lums,C0123,Pakistan
U01159,Lakehead University,C0029,Canada
U01160,Lancaster University,C0170,United Kingdom
U01161,Landmark University,C0118,Nigeria
U01162,Lanzhou University,C0033,China (Mainland)
U01163,Lappeenrantalahti University Of Technology Lut,C0051,Finland
U01164,Larbi Tebessi University,C0002,Algeria
U01165,Latvia University Of Life Sciences And Technologies,C0088,Latvia
U01166,Lebanese American University,C0089,Lebanon
U01167,Lebanese University,C0089,Lebanon
U01168,Leeds Arts University,C0170,United Kingdom
U01169,Leeds Beckett University,C0170,United Kingdom
U01170,Leeds Conservatoire,C0170,United Kingdom
U01171,Leeds Trinity University,C0170,United Kingdom
U01172,Lehigh University,C0171,United States
U01173,Leibniz University Hannover,C0054,Germany
U01174,Leiden University,C0116,Netherlands
U01175,Lesya Ukrainka Volyn National University,C0168,Ukraine
U01176,Leuphana University Of Lãâ¼Neburg,C0054,Germany
U01177,Liaquat University Of Medical And Health Sciences Lumhs,C0123,Pakistan
U01178,Lincoln University,C0117,New Zealand
U01179,Lincoln University College,C0101,Malaysia
U01180,Lingnan University Hong Kong,C0063,Hong Kong Sar
U01181,Linkãping University,C0155,Sweden
U01182,Linkãâping University,C0155,Sweden
U01183,Lira University,C0167,Uganda
U01184,Lithuanian University Of Health Sciences,C0092,Lithuania
U01185,Liverpool Hope University,C0170,United Kingdom
U01186,Liverpool Institute For Performing Arts,C0170,United Kingdom
U01187,Liverpool John Moores University,C0170,United Kingdom
U01188,Liverpool School Of Tropical Medicine,C0170,United Kingdom
U01189,Lmu Munich,C0054,Germany
U01190,Ln Gumilyov Eurasian National University,C0079,Kazakhstan
U01191,Ln Gumilyov Eurasian National University Enu,C0079,Kazakhstan
U01192,Lobachevsky State University Of Nizhni Novgorod,C0137,Russian Federation
U01193,Lobachevsky University,C0136,Russia
U01194,Lodz University Of Technology,C0131,Poland
U01195,Loei Rajabhat University,C0161,Thailand
U01196,Lomonosov Moscow State University,C0136,Russia
U01197,London Academy Of Music And Dramatic Art Lamda,C0170,United Kingdom
U01198,London Business School,C0170,United Kingdom
U01199,London Metropolitan University,C0170,United Kingdom
U01200,London School Of Economics And Political Science,C0170,United Kingdom
U01201,London School Of Hygiene And Tropical Medicine,C0170,United Kingdom
U01202,London South Bank University,C0170,United Kingdom
U01203,Londrina State University,C0020,Brazil
U01204,Lorestan University,C0069,Iran
U01205,Loughborough University,C0170,United Kingdom
U01206,Louisiana State University,C0171,United States
U01207,Lovely Professional University,C0067,India
U01208,Loyola University Chicago,C0171,United States
U01209,Lucian Blaga University Of Sibiu,C0135,Romania
U01210,Ludwigmaximiliansuniversitãt Mã¼Nchen,C0054,Germany
U01211,Lumiãâre University Lyon 2,C0052,France
U01212,Lund University,C0155,Sweden
U01213,Lusophone University Of Humanities And Technologies,C0132,Portugal
U01214,Lviv Polytechnic National University,C0168,Ukraine
U01215,Lviv State University Of Life Safety,C0168,Ukraine
U01216,M Auezov South Kazakhstan University,C0079,Kazakhstan
U01217,M Kumarasamy College Of Engineering,C0067,India
U01218,Maastricht University,C0116,Netherlands
U01219,Macau University Of Science And Technology,C0098,Macau Sar
U01220,Mackenzie Presbyterian University,C0020,Brazil
U01221,Macquarie University,C0008,Australia
U01222,Mae Fah Luang University,C0161,Thailand
U01223,Maharishi Markandeshwar University Mmu,C0067,India
U01224,Mahasarakham University,C0161,Thailand
U01225,Mahatma Gandhi University,C0067,India
U01226,Mahatma Jyotiba Phule Rohilkhand University,C0067,India
U01227,Mahidol University,C0161,Thailand
U01228,Majmaah University,C0140,Saudi Arabia
U01229,Makerere University,C0167,Uganda
U01230,Malaviya National Institute Of Technology,C0067,India
U01231,Malawi University Of Science And Technology Must,C0100,Malawi
U01232,Management And Science University,C0101,Malaysia
U01233,Management Development Institute Mdi,C0067,India
U01234,Management Science University Msu,C0101,Malaysia
U01235,Manchester Metropolitan University,C0170,United Kingdom
U01236,Manchester Metropolitan University Mmu,C0170,United Kingdom
U01237,Manipal Academy Of Higher Education,C0067,India
U01238,Manipal Academy Of Higher Education Manipal Karnataka India,C0067,India
U01239,Manipal University Jaipur,C0067,India
U01240,Manisa Celal Bayar University,C0164,Turkey
U01241,Mansoura University,C0045,Egypt
U01242,Mapãâºa University,C0130,Philippines
U01243,Marche Polytechnic University,C0075,Italy
U01244,Margulan University,C0079,Kazakhstan
U01245,Maria Curieskã Âodowska University Umcs,C0131,Poland
U01246,Marian College Kuttikkanam Autonomous,C0067,India
U01247,Mariano Marcos State University,C0130,Philippines
U01248,Maritime University Of Szczecin,C0131,Poland
U01249,Marmara University,C0164,Turkey
U01250,Marquette University,C0171,United States
U01251,Martinlutheruniversitãt Hallewittenberg,C0054,Germany
U01252,Masaryk University,C0041,Czech Republic
U01253,Mashhad University Of Medical Sciences,C0069,Iran
U01254,Massachusetts Institute Of Technology,C0171,United States
U01255,Massachusetts Institute Of Technology Mit,C0171,United States
U01256,Massey University,C0117,New Zealand
U01257,Matej Bel University,C0145,Slovakia
U01258,Maynooth University,C0073,Ireland
U01259,Mazandaran University Of Medical Sciences,C0069,Iran
U01260,Mcgill University,C0029,Canada
U01261,Mcmaster University,C0029,Canada
U01262,Medical University Of Bialystok,C0131,Poland
U01263,Medical University Of Gdaã Âsk,C0131,Poland
U01264,Medical University Of Graz,C0009,Austria
U01265,Medical University Of Innsbruck,C0009,Austria
U01266,Medical University Of Lodz,C0131,Poland
U01267,Medical University Of Lublin,C0131,Poland
U01268,Medical University Of Silesia In Katowice,C0131,Poland
U01269,Medical University Of Sofia,C0024,Bulgaria
U01270,Medical University Of Vienna,C0009,Austria
U01271,Medical University Of Warsaw,C0131,Poland
U01272,Medizinische Hochschule Hannover,C0054,Germany
U01273,Mehran University Of Engineering And Technology Jamshoro Pakistan,C0123,Pakistan
U01274,Meiji University,C0077,Japan
U01275,Meijo University,C0077,Japan
U01276,Meikai University,C0077,Japan
U01277,Memorial University Of Newfoundland,C0029,Canada
U01278,Mendel University In Brno,C0041,Czech Republic
U01279,Mendeleev University Of Chemical Technology,C0136,Russia
U01280,Menoufia University,C0045,Egypt
U01281,Metropolitan Autonomous University,C0106,Mexico
U01282,Mgimo University,C0136,Russia
U01283,Miami University,C0171,United States
U01284,Michael And Cecilia Ibru University,C0118,Nigeria
U01285,Michael Okpara University Of Agriculture Umudike,C0118,Nigeria
U01286,Michigan State University,C0171,United States
U01287,Michigan Technological University,C0171,United States
U01288,Middle East Technical University,C0164,Turkey
U01289,Middle East University,C0078,Jordan
U01290,Middle Technical University,C0072,Iraq
U01291,Middlesex University,C0170,United Kingdom
U01292,Mie University,C0077,Japan
U01293,Miguel Hernãândez University Of Elche,C0150,Spain
U01294,Mindanao State University Ãââ Iligan Institute Of Technology,C0130,Philippines
U01295,Ming Chi University Of Technology,C0158,Taiwan
U01296,Ming Chuan University,C0158,Taiwan
U01297,Minhaj University Lahore,C0123,Pakistan
U01298,Minia University,C0045,Egypt
U01299,Mioti Tech And Business School,C0150,Spain
U01300,Mirea Russian Technological University,C0136,Russia
U01301,Mirpur University Of Science And Technology,C0123,Pakistan
U01302,Misr University For Science And Technology,C0045,Egypt
U01303,Mississippi State University,C0171,United States
U01304,Missouri University Of Science And Technology,C0171,United States
U01305,Mizoram University,C0067,India
U01306,Mizzou University Of Missouri,C0171,United States
U01307,Mkh Dulaty Taraz Regional University,C0079,Kazakhstan
U01308,Mns University Of Agriculture Multan,C0123,Pakistan
U01309,Modern University For Business And Science,C0089,Lebanon
U01310,Mohammed V University Of Rabat,C0111,Morocco
U01311,Monash University,C0008,Australia
U01312,Monroe College,C0171,United States
U01313,Montana State University,C0171,United States
U01314,Monterrey Institute Of Technology,C0106,Mexico
U01315,Montpellier University,C0052,France
U01316,Morgan State University,C0171,United States
U01317,Moscow Aviation Institute,C0137,Russian Federation
U01318,Moscow City University,C0136,Russia
U01319,Moscow Institute Of Physics And Technology Mipt,C0137,Russian Federation
U01320,Moscow Institute Of Physics And Technology Mipt Moscow Phystech,C0136,Russia
U01321,Moscow Pedagogical State University,C0136,Russia
U01322,Moscow Polytechnic University,C0137,Russian Federation
U01323,Moscow Power Engineering Institute,C0137,Russian Federation
U01324,Moscow State Linguistic University,C0137,Russian Federation
U01325,Moscow State University Of Civil Engineering,C0137,Russian Federation
U01326,Moscow Technical University Of Communications And Informatics,C0137,Russian Federation
U01327,Moulay Ismail University,C0111,Morocco
U01328,Muban Chombueng Rajabhat University,C0161,Thailand
U01329,Muhimbili University Of Health And Allied Sciences,C0160,Tanzania
U01330,Mukogawa Womenãââs University,C0077,Japan
U01331,Multimedia University,C0101,Malaysia
U01332,Multimedia University Mmu,C0101,Malaysia
U01333,Mulungushi University,C0181,Zambia
U01334,Murdoch University,C0008,Australia
U01335,Muroran Institute Of Technology,C0077,Japan
U01336,Musashino University,C0077,Japan
U01337,Mustansiriyah University,C0072,Iraq
U01338,Mutah University,C0078,Jordan
U01339,Mykolas Romeris University,C0092,Lithuania
U01340,Mãââhamed Bougara University Of Boumerdãâs,C0002,Algeria
U01341,Nagaoka University Of Technology,C0077,Japan
U01342,Nagasaki University,C0077,Japan
U01343,Nagoya City University,C0077,Japan
U01344,Nagoya Institute Of Technology,C0077,Japan
U01345,Nagoya Institute Of Technology Nit,C0077,Japan
U01346,Nagoya University,C0077,Japan
U01347,Nagoya University Of Commerce Business,C0077,Japan
U01348,Najran University,C0140,Saudi Arabia
U01349,Nakhchivan State University,C0010,Azerbaijan
U01350,Nakhon Ratchasima Rajabhat University,C0161,Thailand
U01351,Namal University,C0123,Pakistan
U01352,Namangan Engineering Construction Institute,C0174,Uzbekistan
U01353,Namangan Institute Of Engineering And Technology,C0174,Uzbekistan
U01354,Namangan State University,C0174,Uzbekistan
U01355,Nanjing Agricultural University,C0033,China (Mainland)
U01356,Nanjing Forestry University,C0032,China
U01357,Nanjing Medical University,C0032,China
U01358,Nanjing Normal University,C0033,China (Mainland)
U01359,Nanjing Tech University,C0032,China
U01360,Nanjing University,C0033,China (Mainland)
U01361,Nanjing University Of Aeronautics And Astronautics,C0033,China (Mainland)
U01362,Nanjing University Of Information Science And Technology,C0032,China
U01363,Nanjing University Of Science And Technology,C0033,China (Mainland)
U01364,Nankai University,C0033,China (Mainland)
U01365,Nantes Universitãâ,C0052,France
U01366,Nanyang Technological University Singapore,C0144,Singapore
U01367,Nanyang Technological University Singapore Ntu,C0144,Singapore
U01368,Nara Institute Of Science And Technology,C0077,Japan
U01369,Nara Womenãââs University,C0077,Japan
U01370,Naresuan University,C0161,Thailand
U01371,Narxoz University,C0079,Kazakhstan
U01372,Nasarawa State University Keffi,C0118,Nigeria
U01373,National Agrarian University La Molina,C0129,Peru
U01374,National And Kapodistrian University Of Athens,C0056,Greece
U01375,National Autonomous University Of Mexico,C0106,Mexico
U01376,National Aviation University,C0168,Ukraine
U01377,National Central University,C0158,Taiwan
U01378,National Changhua University Of Education,C0158,Taiwan
U01379,National Cheng Kung University Ncku,C0158,Taiwan
U01380,National Chengchi University,C0158,Taiwan
U01381,National Chi Nan University,C0158,Taiwan
U01382,National Chiayi University,C0158,Taiwan
U01383,National Chinyi University Of Technology,C0158,Taiwan
U01384,National Chung Cheng University,C0158,Taiwan
U01385,National Chung Hsing University,C0158,Taiwan
U01386,National Dong Hwa University,C0158,Taiwan
U01387,National Film And Television School,C0170,United Kingdom
U01388,National Formosa University,C0158,Taiwan
U01389,National Ilan University,C0158,Taiwan
U01390,National Institute Of Applied Sciences Of Lyon Insa Lyon,C0052,France
U01391,National Institute Of Technology Hamirpur,C0067,India
U01392,National Institute Of Technology Rourkela,C0067,India
U01393,National Institute Of Technology Silchar,C0067,India
U01394,National Institute Of Technology Srinagar,C0067,India
U01395,National Institute Of Technology Tiruchirappalli,C0067,India
U01396,National Institute Of Technology Warangal,C0067,India
U01397,National Kaohsiung University Of Science And Technology,C0158,Taiwan
U01398,National Polytechnic University Of Armenia,C0006,Armenia
U01399,National Research Nuclear University Mephi,C0137,Russian Federation
U01400,National Research Nuclear University Mephi Moscow Engineering Physics Institute,C0136,Russia
