university_id,year,global_ranking_score,research_impact_score,student_staff_ratio,faculty_student_ratio_score,international_student_percentage,academic_reputation_score,research_productivity_index
U0410,2024,29.0,1.8,18.6,39.666791463871206,12.0,24.0,30.445
U0411,2024,29.0,5.2,,,,32.1,
U0412,2024,28.9,21.7,,,,19.3,
U0413,2024,28.8,11.1,8.2,92.62448521153128,24.0,14.7,24.805
U0414,2024,28.8,91.6,,,,3.1,
U0415,2024,28.7,17.5,34.6,7.13216023961063,34.0,15.8,33.805
U0416,2024,28.6,7.0,14.0,65.27517783601647,25.0,30.7,25.81
U0417,2024,28.6,20.1,,,,23.9,
U0418,2024,28.5,14.0,18.1,42.41856982403595,25.0,18.4,38.06
U0419,2024,28.5,10.7,,,,24.9,
U0420,2024,28.4,3.6,8.7,91.18307749906404,21.0,22.0,16.07
U0421,2024,28.3,10.7,26.1,16.959940097341818,12.0,20.1,35.875
U0422,2024,28.3,23.0,27.1,15.31261699737926,15.0,18.3,36.635
U0423,2024,28.1,34.4,19.0,37.776113815050536,25.0,12.5,43.66
U0424,2024,28.1,23.8,17.9,43.20479221265444,16.0,19.2,41.49
U0425,2024,28.0,41.6,15.6,55.80307001123175,10.0,13.9,34.34
U0426,2024,27.9,1.8,,,,23.5,
U0427,2024,27.9,17.4,39.5,4.230625233994756,15.0,21.2,37.01
U0428,2024,27.8,74.4,,,,15.8,
U0429,2024,27.8,82.0,12.4,74.11081991763385,4.0,13.5,66.105
U0430,2024,27.7,99.4,,,,11.8,
U0431,2024,27.6,99.7,,,,8.6,
U0432,2024,27.6,4.2,11.6,78.45376263571696,37.0,22.0,23.63
U0433,2024,27.6,26.2,14.7,61.25046798951704,9.0,44.4,36.215
U0434,2024,25.1,3.2,15.1,58.36765256458255,82.0,17.3,
U0435,2024,27.4,2.2,,,,8.1,
U0436,2024,27.2,98.7,32.7,8.704605016847623,1.0,7.8,71.37
U0437,2024,27.2,57.3,34.0,7.712467240733812,38.0,8.0,53.63
U0438,2024,27.2,19.7,,,,26.5,
U0439,2024,27.1,3.3,9.1,89.62935230250842,9.0,19.1,20.295
U0440,2024,27.0,66.0,,,,7.4,
U0441,2024,27.0,64.6,,,,21.7,
U0442,2024,26.8,17.1,,,,18.3,
U0443,2024,26.8,9.5,6.6,96.1437663796331,20.0,24.7,24.51
U0444,2024,26.8,19.2,39.1,4.473979782852866,7.0,24.2,40.53
U0445,2024,26.7,46.9,17.3,46.10632721827032,9.0,14.4,49.475
U0446,2024,26.7,79.3,,,,12.7,
U0447,2024,26.7,19.9,,,,35.6,
U0448,2024,26.6,88.1,14.5,62.67315612130289,3.0,9.6,64.515
U0449,2024,26.6,90.6,17.8,43.5604642456009,2.0,7.9,69.88
U0450,2024,26.6,57.2,,,,18.6,
U0451,2024,26.5,99.1,15.7,55.29764133283415,3.0,5.3,72.185
U0452,2024,26.4,72.1,,,,12.1,
U0453,2024,26.4,5.4,12.3,74.69112691875702,12.0,34.7,26.21
U0454,2024,26.4,9.2,9.5,88.22538375140397,7.0,14.4,31.02
U0455,2024,26.4,30.3,18.7,39.04904530138524,28.0,11.2,41.89
U0456,2024,26.3,12.0,,,,16.6,
U0457,2024,26.3,15.2,,,,19.9,
U0458,2024,26.3,20.7,,,,39.1,
U0459,2024,26.3,50.1,27.3,15.013103706476972,10.0,12.8,49.260000000000005
U0460,2024,26.2,23.6,,,,18.0,
U0461,2024,26.1,4.2,,,,43.4,
U0462,2024,26.0,33.1,20.7,30.756271059528263,7.0,21.7,46.905
U0463,2024,26.0,8.2,,,,39.1,
U0464,2024,25.9,56.4,41.8,3.5005615874204365,92.0,4.4,54.255
U0465,2024,25.8,11.4,10.2,85.00561587420442,7.0,28.4,26.105
U0466,2024,25.7,18.3,,,,18.3,
U0467,2024,25.7,8.1,22.6,24.766005241482592,20.0,11.0,27.185
U0468,2024,25.7,33.6,,,,18.0,
U0469,2024,25.7,33.5,18.8,38.581055784350426,6.0,23.3,44.175
U0470,2024,25.6,47.9,17.1,47.15462373642831,8.0,20.7,48.56
U0471,2024,25.5,51.7,21.3,28.828154249344816,2.0,14.4,46.14
U0472,2024,25.3,22.6,,,,15.5,
U0473,2024,25.3,14.3,,,,12.8,
U0474,2024,25.2,43.0,14.8,60.61400224634967,23.0,8.6,44.23
U0475,2024,25.2,8.9,7.6,93.99101460127292,10.0,24.1,23.975
U0476,2024,25.2,36.5,,,,15.8,
U0477,2024,27.5,22.0,18.9,38.169225009359785,51.0,18.1,41.245000000000005
U0478,2024,25.1,15.2,14.8,60.61400224634967,8.0,24.0,27.38
U0479,2024,25.1,95.6,,,,6.1,
U0480,2024,25.1,27.2,,,,14.9,
U0481,2024,25.0,21.7,17.3,46.10632721827032,14.0,36.9,36.175
U0482,2024,25.0,1.1,,,,19.9,
U0483,2024,25.0,76.3,,,,10.1,
U0484,2024,24.9,88.8,,,,8.4,
U0485,2024,24.8,46.8,,,,4.6,
U0486,2024,24.8,22.1,12.6,73.23099962560839,9.0,26.5,31.585
U0487,2024,24.7,31.0,,,,15.3,
U0488,2024,24.6,41.7,,,,15.2,
U0489,2024,24.5,81.4,20.1,33.43317109696743,2.0,7.6,64.905
U0490,2024,24.5,9.3,,,,16.0,
U0491,2024,24.5,92.2,22.7,24.50393111194309,1.0,4.9,61.655
U0492,2024,24.5,30.5,13.0,71.19056533133659,6.0,20.3,41.175
U0493,2024,24.5,16.2,,,,41.1,
U0494,2024,24.5,12.1,13.8,66.39835267690005,3.0,16.2,36.325
U0495,2024,24.4,20.9,,,,9.0,
U0496,2024,24.4,49.0,24.3,20.47922126544366,0.0,11.9,46.445
U0497,2024,24.2,27.4,,,,12.1,
U0498,2024,24.2,8.1,,,,9.2,
U0499,2024,24.2,1.6,,,,35.4,
U0500,2024,24.2,50.9,19.6,35.49232497192063,14.0,16.3,54.175
U0501,2024,46.1,60.7,,,,22.7,
U0502,2024,24.1,72.0,,,,6.8,
U0503,2024,24.1,63.5,14.1,64.78846873830027,8.0,13.3,56.760000000000005
U0504,2024,24.1,11.5,,,,22.3,
U0505,2024,24.1,19.4,19.8,34.66866342193935,26.0,12.7,33.084999999999994
U0506,2024,24.0,53.9,16.1,52.639460876076384,11.0,9.4,50.815
U0507,2024,24.0,32.7,18.4,40.69636840134781,7.0,24.9,45.385
U0508,2024,23.9,15.8,18.2,41.913141145638335,5.0,28.2,28.775
U0509,2024,23.9,64.5,14.0,65.27517783601647,1.0,7.7,59.13
U0510,2024,23.9,15.1,14.9,59.86521901909397,45.0,17.1,33.725
U0511,2024,23.8,6.9,16.7,49.2137776113815,15.0,22.1,26.24
U0512,2024,23.8,80.3,15.6,55.80307001123175,4.0,5.4,59.675
U0513,2024,23.7,2.6,,,,10.5,
U0514,2024,23.7,27.8,11.7,77.94833395731936,17.0,20.3,
U0515,2024,23.7,54.1,,,,20.4,
U0516,2024,23.6,1.8,11.1,80.88730812429802,1.0,21.4,17.6
U0517,2024,23.6,49.8,29.8,11.531261699737929,24.0,8.5,50.815000000000005
U0518,2024,23.6,1.7,,,,7.7,
U0519,2024,23.6,20.5,20.1,33.43317109696743,14.0,11.1,34.41
U0520,2024,23.6,19.4,,,,19.5,
U0521,2024,23.6,21.5,18.0,42.83040059902659,21.0,8.9,35.67999999999999
U0522,2024,23.6,2.1,,,,19.6,
U0523,2024,,8.6,14.4,63.38450018719581,2.0,17.6,33.754999999999995
U0524,2024,23.4,19.5,16.9,48.221639835267695,10.0,18.7,32.76
U0525,2024,23.4,1.9,,,,20.9,
U0526,2024,23.3,8.8,,,,17.2,
U0527,2024,23.2,86.2,21.6,27.94833395731936,9.0,4.0,61.925
U0528,2024,23.2,8.4,,,,23.5,
U0529,2024,23.2,25.8,24.5,20.029951329090224,14.0,10.2,40.85
U0530,2024,23.2,4.7,17.1,47.15462373642831,7.0,23.3,17.064999999999998
U0531,2024,23.3,7.1,14.9,59.86521901909397,48.0,9.9,25.455
U0532,2024,23.1,95.0,,,,5.5,
U0533,2024,23.1,21.7,19.5,36.09135155372519,31.0,9.1,34.97
U0534,2024,23.1,30.5,13.3,69.18757019842757,8.0,15.7,47.425
U0535,2024,23.0,1.9,,,,40.8,
U0536,2024,22.9,7.4,,,,17.2,
U0537,2024,22.9,15.8,,,,10.9,
U0538,2024,22.9,17.6,21.7,27.648820666417077,14.0,31.3,35.629999999999995
U0539,2024,22.9,18.4,18.5,40.24709846499438,5.0,13.8,35.705
U0540,2024,22.8,2.0,,,,23.5,
U0541,2024,22.8,2.1,16.0,53.46312242605767,13.0,14.4,
U0542,2024,22.8,10.3,8.1,92.86783976038936,14.0,13.0,27.155
U0543,2024,22.8,25.4,,,,10.3,
U0544,2024,22.8,6.2,14.7,61.25046798951704,13.0,26.9,22.71
U0545,2024,22.7,7.0,,,,21.3,
U0546,2024,22.7,2.2,,,,8.3,
U0547,2024,22.6,63.8,14.5,62.67315612130289,4.0,5.8,58.405
U0548,2024,22.6,2.2,,,,30.6,
U0549,2024,22.6,43.7,16.5,50.33695245226507,7.0,18.8,46.885
U0550,2024,22.6,6.7,17.0,47.69749157618869,12.0,6.8,32.23
U0551,2024,22.6,36.2,34.1,7.618869337326839,35.0,3.9,39.08500000000001
U0552,2024,39.4,16.6,12.6,73.23099962560839,18.0,30.1,39.515
U0553,2024,22.5,81.7,26.7,15.743167353051293,4.0,5.9,60.895
U0554,2024,22.4,15.4,30.9,10.50168476226132,14.0,5.8,36.77
U0555,2024,22.4,5.6,,,,21.0,
U0556,2024,22.4,8.2,,,,22.0,
U0557,2024,22.4,2.9,15.3,57.35679520778735,3.0,23.0,21.86
U0558,2024,22.4,31.2,,,,7.4,
U0559,2024,22.3,2.9,,,,16.0,
U0560,2024,22.3,11.5,20.1,33.43317109696743,10.0,8.1,27.94
U0561,2024,22.3,2.2,9.6,87.81355297641333,7.0,20.7,21.47
U0562,2024,22.2,48.3,,,,18.1,
U0563,2024,22.2,9.9,6.7,96.03144889554474,7.0,15.4,
U0564,2024,22.1,6.1,17.8,43.5604642456009,11.0,23.3,23.485
U0565,2024,22.0,89.3,,,,5.7,
U0566,2024,22.0,29.8,13.1,70.46050168476225,11.0,14.4,40.69
U0567,2024,21.9,4.2,13.6,67.2407338075627,4.0,34.8,19.94
U0568,2024,21.9,2.2,14.6,61.92437289404717,16.0,29.0,14.585
U0569,2024,21.9,1.3,,,,9.8,
U0570,2024,21.8,13.5,8.3,92.30625233994758,23.0,5.6,17.795
U0571,2024,21.8,4.8,12.3,74.69112691875702,20.0,18.5,17.575
U0572,2024,21.8,11.6,22.0,26.46948708348933,1.0,15.6,25.385
U0573,2024,21.6,24.8,24.6,19.786596780232124,6.0,25.6,43.28
U0574,2024,21.5,12.6,22.4,25.32759266192437,9.0,15.3,33.845
U0575,2024,21.5,3.9,12.0,76.3010108573568,24.0,17.9,19.61
U0576,2024,21.4,3.7,,,,8.9,
U0577,2024,21.4,5.1,23.9,21.677274429052783,19.0,17.5,22.7
U0578,2024,21.4,46.3,48.7,1.8345189067764835,23.0,4.4,44.565
U0579,2024,21.4,4.6,,,,20.6,
U0580,2024,21.3,28.9,16.1,52.639460876076384,1.0,31.0,33.015
U0581,2024,21.3,52.7,,,,5.2,
U0582,2024,21.3,1.8,,,,15.1,
U0583,2024,21.3,76.5,,,,6.9,
U0584,2024,21.3,28.0,,,,17.7,
U0585,2024,21.2,1.6,,,,17.3,
U0586,2024,21.2,18.8,,,,12.3,
U0587,2024,21.1,28.8,11.2,80.49419692998877,34.0,4.3,40.23
U0588,2024,21.1,55.9,15.3,57.35679520778735,1.0,10.0,49.925
U0589,2024,21.1,24.4,,,,20.6,
U0590,2024,21.1,2.8,,,,30.8,
U0591,2024,21.1,24.5,27.6,14.526394608760762,2.0,12.6,37.905
U0592,2024,21.0,1.9,13.3,69.18757019842757,6.0,24.0,17.564999999999998
U0593,2024,21.0,5.1,15.4,56.77648820666417,21.0,10.6,28.195
U0594,2024,21.0,24.4,,,,18.5,
U0595,2024,20.9,5.4,14.6,61.92437289404717,18.0,10.5,24.375
U0596,2024,20.8,2.1,11.4,79.44590041183078,1.0,24.6,13.95
U0597,2024,20.8,1.4,11.3,79.95132909022837,1.0,19.0,9.63
U0598,2024,20.8,19.1,10.9,81.50505428678397,6.0,18.4,40.565
U0599,2024,20.8,5.9,13.8,66.39835267690005,9.0,19.9,23.045
U0600,2024,20.8,43.3,,,,13.1,
U0601,2024,,12.7,,,,19.6,
U0602,2024,,35.9,12.2,75.2714339198802,36.0,12.8,40.725
U0603,2024,,2.7,8.3,92.30625233994758,16.0,16.6,25.69
U0604,2024,,7.6,,,,17.9,
U0605,2024,,10.1,,,,11.8,
U0606,2024,,2.2,14.9,59.86521901909397,12.0,20.1,16.810000000000002
U0607,2024,,6.8,,,,9.7,
U0608,2024,,56.6,15.3,57.35679520778735,20.0,8.0,48.470000000000006
U0609,2024,,7.0,,,,10.2,
U0610,2024,,58.7,26.5,16.15499812804193,4.0,13.9,51.6
U0611,2024,,47.5,37.7,5.204043429427186,14.0,8.6,52.85
U0612,2024,,28.3,,,,13.8,
U0613,2024,,3.7,,,,23.1,
U0614,2024,,1.6,,,,9.3,
U0615,2024,,7.3,15.5,56.34593785099214,25.0,13.0,19.425
U0616,2024,,15.6,,,,17.7,
U0617,2024,,26.5,25.4,18.476226132534634,75.0,5.6,34.370000000000005
U0618,2024,,7.5,,,,32.4,
U0619,2024,,18.9,,,,10.6,
U0620,2024,,11.3,10.0,86.0539123923624,31.0,5.7,29.41
U0621,2024,,21.0,19.5,36.09135155372519,13.0,15.6,33.83
U0622,2024,,43.2,,,,7.5,
U0623,2024,,1.9,14.8,60.61400224634967,75.0,10.3,
U0624,2024,,1.0,,,,18.5,
U0625,2024,,44.2,33.6,7.899663047547733,27.0,5.7,47.53
U0626,2024,,3.5,25.4,18.476226132534634,9.0,28.1,17.7
U0627,2024,,7.9,,,,19.5,
U0628,2024,,10.8,,,,12.8,
U0629,2024,,5.6,,,,9.7,
U0630,2024,,1.0,,,,10.2,
U0631,2024,,36.3,19.0,37.776113815050536,13.0,12.9,49.16
U0632,2024,,8.9,,,,11.0,
U0633,2024,22.5,5.9,14.6,61.92437289404717,60.0,22.6,
U0634,2024,,17.9,14.9,59.86521901909397,17.0,13.7,33.555
U0635,2024,,16.6,14.9,59.86521901909397,10.0,21.3,38.465
U0636,2024,,41.9,12.3,74.69112691875702,5.0,6.3,40.67
U0637,2024,,79.7,,,,3.4,
U0638,2024,,1.7,12.9,71.86447023586672,21.0,12.8,12.79
U0639,2024,,10.9,19.2,37.28940471733433,8.0,12.2,24.305
U0640,2024,,35.3,9.6,87.81355297641333,4.0,8.9,31.875
U0641,2024,,9.7,7.7,93.72894047173344,9.0,9.8,30.695
U0642,2024,,6.7,,,,26.2,
U0643,2024,,15.1,16.8,48.68962935230251,29.0,8.1,34.165
U0644,2024,,3.3,10.4,84.06963684013478,21.0,17.7,21.755
U0645,2024,,4.5,14.5,62.67315612130289,3.0,22.6,14.105
U0646,2024,,69.7,18.0,42.83040059902659,2.0,6.9,51.96000000000001
U0647,2024,,7.1,19.9,34.18195432422314,3.0,22.5,24.82
U0648,2024,,32.5,11.2,80.49419692998877,17.0,5.2,35.275
U0649,2024,,14.4,9.5,88.22538375140397,7.0,21.5,21.9
U0650,2024,,33.9,,,,14.6,
U0651,2024,,3.1,17.4,45.56345937850992,10.0,16.6,12.955
U0652,2024,,63.0,,,,6.6,
U0653,2024,,1.8,,,,5.4,
U0654,2024,,17.3,9.0,90.00374391613629,19.0,8.0,27.3
U0655,2024,,16.5,,,,14.3,
U0656,2024,,19.0,13.8,66.39835267690005,5.0,19.5,32.415
U0657,2024,,1.6,,,,11.5,
U0658,2024,,8.5,15.2,57.88094346686634,14.0,15.2,24.215
U0659,2024,,17.0,,,,24.1,
U0660,2024,,24.6,26.3,16.622987645076748,7.0,12.7,36.685
U0661,2024,,4.1,14.8,60.61400224634967,3.0,16.3,18.38
U0662,2024,,20.3,15.6,55.80307001123175,23.0,9.4,33.295
U0663,2024,,4.7,,,,19.9,
U0664,2024,,3.5,,,,12.8,
U0665,2024,,42.6,10.7,82.4971920628978,14.0,5.8,46.395
U0666,2024,,3.1,,,,24.4,
U0667,2024,,47.8,,,,6.9,
U0668,2024,,28.6,15.1,58.36765256458255,23.0,7.2,35.24
U0669,2024,,11.5,15.5,56.34593785099214,6.0,21.1,21.87
U0670,2024,,2.0,,,,14.2,
U0671,2024,,17.7,4.4,98.16548109322352,12.0,11.8,31.385
U0672,2024,,1.6,,,,27.1,
U0673,2024,,12.0,30.0,11.344065892923991,21.0,13.6,36.02
U0674,2024,,25.9,17.1,47.15462373642831,16.0,8.9,37.9
U0675,2024,,1.1,,,,26.5,
U0676,2024,,48.1,19.0,37.776113815050536,4.0,7.8,44.7
U0677,2024,,10.7,,,,19.9,
U0678,2024,,1.1,,,,19.9,
U0679,2024,,7.4,,,,13.1,
U0680,2024,,7.0,,,,32.4,
U0681,2024,,32.1,18.4,40.69636840134781,3.0,13.0,40.475
U0682,2024,,68.5,,,,3.5,
U0683,2024,,12.0,14.5,62.67315612130289,38.0,13.1,32.47
U0684,2024,,71.1,,,,6.2,
U0685,2024,,10.6,19.6,35.49232497192063,7.0,15.6,25.045
U0686,2024,,31.7,,,,6.5,
U0687,2024,,2.5,12.1,75.739423436915,17.0,16.6,23.23
U0688,2024,,16.9,12.3,74.69112691875702,6.0,12.3,36.565
U0689,2024,,61.0,,,,6.3,
U0690,2024,,27.5,,,,4.9,
U0691,2024,,1.4,,,,14.1,
U0692,2024,,8.5,,,,5.8,
U0693,2024,,41.0,,,,6.5,
U0694,2024,,60.7,20.8,30.381879445900417,2.0,6.9,46.64
U0695,2024,,1.1,,,,21.0,
U0696,2024,,1.5,,,,17.0,
U0697,2024,,1.2,7.8,93.5604642456009,2.0,9.9,6.664999999999999
U0698,2024,,6.0,,,,10.5,
U0699,2024,,10.1,16.5,50.33695245226507,1.0,28.0,25.44
U0700,2024,,56.3,24.2,20.74129539498315,6.0,4.4,51.565
U0701,2024,,11.7,21.8,27.293148633470608,46.0,4.7,31.105
U0702,2024,,40.4,18.1,42.41856982403595,10.0,13.6,44.095
U0703,2024,,67.1,,,,4.5,
U0704,2024,,9.7,,,,7.9,
U0705,2024,,3.7,10.1,85.62336203669038,17.0,13.5,25.200000000000003
U0706,2024,,71.0,,,,4.1,
U0707,2024,,41.7,18.6,39.666791463871206,30.0,2.6,44.185
U0708,2024,,2.2,10.6,83.05877948333958,5.0,18.9,10.515
U0709,2024,,30.4,,,,10.6,
U0710,2024,,31.1,,,,10.2,
U0711,2024,,3.8,,,,16.7,
U0712,2024,,4.3,12.0,76.3010108573568,12.0,16.2,22.005000000000003
U0713,2024,,18.2,16.0,53.46312242605767,1.0,11.7,35.14
U0714,2024,,10.8,,,,10.4,
U0715,2024,,8.0,18.5,40.24709846499438,37.0,5.3,26.235
U0716,2024,,11.0,,,,9.9,
U0717,2024,,67.6,,,,5.0,
U0718,2024,,2.3,9.1,89.62935230250842,15.0,14.0,16.61
U0719,2024,,2.4,,,,8.2,
U0720,2024,,13.8,,,,6.2,
U0721,2024,,51.7,21.9,26.900037439161363,1.0,5.0,48.93
U0722,2024,,12.4,,,,6.5,
U0723,2024,,30.9,,,,9.1,
U0724,2024,,11.6,11.6,78.45376263571696,33.0,9.4,35.69499999999999
U0725,2024,,8.5,16.9,48.221639835267695,13.0,15.6,18.755
U0726,2024,,1.5,18.0,42.83040059902659,2.0,19.2,10.765
U0727,2024,,28.7,11.0,81.14938225383752,15.0,8.1,40.48
U0728,2024,,17.6,11.6,78.45376263571696,34.0,3.8,
U0729,2024,,40.6,21.3,28.828154249344816,0.0,17.8,33.27
U0730,2024,,17.1,25.2,18.794459004118306,15.0,7.0,32.275
U0731,2024,,45.2,,,,8.1,
U0732,2024,,10.6,18.3,41.276675402470985,50.0,5.3,30.715
U0733,2024,,3.0,31.7,9.715462373642836,22.0,11.5,17.564999999999998
U0734,2024,,14.7,,,,23.5,
U0735,2024,,28.3,,,,14.9,
U0736,2024,,49.7,27.0,15.40621490078622,5.0,8.6,48.39
U0737,2024,,43.3,26.0,17.184575065518537,7.0,11.7,44.655
U0738,2024,,37.9,,,,6.4,
U0739,2024,,18.3,,,,15.5,
U0740,2024,,5.3,18.2,41.913141145638335,5.0,17.6,23.92
U0741,2024,,1.4,19.0,37.776113815050536,27.0,11.7,10.134999999999998
U0742,2024,,15.6,29.4,12.354923249719208,21.0,11.1,33.91
U0743,2024,,1.0,,,,28.4,
U0744,2024,,1.1,,,,18.6,
U0745,2024,,6.1,,,,10.3,
U0746,2024,,35.0,,,,10.8,
U0747,2024,,23.6,39.1,4.473979782852866,4.0,13.7,40.155
U0748,2024,,11.9,15.9,54.26806439535754,25.0,9.0,30.66
U0749,2024,,5.1,19.8,34.66866342193935,48.0,11.5,22.2
U0750,2024,,1.4,,,,12.6,
U0751,2024,,34.1,40.0,4.024709846499441,19.0,6.9,42.38
U0752,2024,,2.4,11.2,80.49419692998877,15.0,10.4,12.114999999999998
U0753,2024,,8.6,4.1,98.427555222763,9.0,5.1,31.29
U0754,2024,,1.6,,,,15.2,
U0755,2024,,7.9,13.3,69.18757019842757,8.0,11.2,18.265
U0756,2024,,5.5,,,,10.9,
U0757,2024,,10.0,24.0,21.35904155746912,4.0,10.4,19.735
U0758,2024,,4.2,,,,25.3,
U0759,2024,,48.4,,,,5.9,
U0760,2024,,21.4,14.2,64.30175964058404,0.0,17.1,22.305
U0761,2024,,6.7,13.4,68.43878697117185,2.0,10.0,19.52
U0762,2024,,7.2,12.3,74.69112691875702,14.0,6.1,23.7
U0763,2024,,36.7,,,,8.4,
U0764,2024,,4.8,,,,16.0,
U0765,2024,,14.9,13.2,69.89891426432048,0.0,16.9,24.165000000000003
U0766,2024,,2.7,14.5,62.67315612130289,2.0,16.4,22.35
U0767,2024,,57.8,15.4,56.77648820666417,3.0,5.5,46.705
U0768,2024,,22.9,,,,11.0,
U0769,2024,,3.6,,,,8.2,
U0770,2024,,27.0,29.4,12.354923249719208,5.0,11.7,31.08
U0771,2024,,1.7,,,,6.4,
U0772,2024,,16.4,19.1,37.49532010482965,21.0,5.8,35.620000000000005
U0773,2024,,8.8,8.9,90.49045301385247,6.0,16.6,21.335
U0774,2024,,31.8,,,,5.1,
U0775,2024,,1.7,,,,14.9,
U0776,2024,,2.1,,,,6.7,
U0777,2024,,2.5,,,,15.8,
U0778,2024,,5.1,,,,9.4,
U0779,2024,,13.5,17.2,46.63047547734931,11.0,10.2,29.385
U0780,2024,,2.8,,,,14.3,
U0781,2024,,41.6,26.0,17.184575065518537,4.0,9.1,46.835
U0782,2024,,4.4,,,,15.5,
U0783,2024,,2.5,18.7,39.04904530138524,1.0,25.2,11.285
U0784,2024,,1.3,,,,25.5,
U0785,2024,,1.8,10.2,85.00561587420442,7.0,10.6,18.56
U0786,2024,,11.3,21.1,29.48333957319356,6.0,10.9,26.06
U0787,2024,,2.6,9.3,88.84312991388992,34.0,15.2,17.915
U0788,2024,,1.0,,,,9.4,
U0789,2024,,8.5,17.7,44.04717334331711,2.0,19.3,21.36
U0790,2024,,5.3,30.2,11.119430924747286,7.0,11.5,21.68
U0791,2024,,37.3,28.1,13.815050542867835,18.0,7.1,42.27
U0792,2024,,2.7,,,,5.4,
U0793,2024,,10.6,10.8,82.01048296518158,32.0,4.8,27.735
U0794,2024,,1.2,30.6,10.819917633845,3.0,10.4,9.985
U0795,2024,,26.2,15.8,54.867090977162114,15.0,6.0,37.415
U0796,2024,,30.4,,,,4.8,
U0797,2024,,4.3,8.1,92.86783976038936,26.0,5.3,19.630000000000003
U0798,2024,,4.3,,,,29.1,
U0799,2024,,23.5,11.3,79.95132909022837,3.0,11.1,38.13
U0800,2024,,14.9,,,,10.5,
U0801,2024,,18.9,,,,12.7,
U0802,2024,,10.6,13.0,71.19056533133659,5.0,7.6,28.93
U0803,2024,,2.7,12.1,75.739423436915,60.0,9.6,
U0804,2024,,2.0,28.7,13.084986896293527,4.0,23.1,21.545
U0805,2024,,2.6,,,,20.2,
U0806,2024,,52.5,,,,5.9,
U0807,2024,,33.1,,,,7.7,
U0808,2024,,1.0,,,,14.8,
U0809,2024,,20.4,16.2,52.09659303631599,2.0,11.0,30.96
U0810,2024,,11.8,22.4,25.32759266192437,34.0,5.0,30.635
U0811,2024,,12.7,,,,9.4,
U0812,2024,,59.7,,,,4.2,
U0813,2024,,1.8,17.1,47.15462373642831,19.0,7.6,11.525
U0814,2024,,2.0,13.0,71.19056533133659,0.0,19.1,7.89
U0815,2024,,2.3,9.6,87.81355297641333,3.0,11.7,21.9
U0816,2024,,1.2,,,,16.7,
U0817,2024,,2.9,14.7,61.25046798951704,13.0,14.7,18.5
U0818,2024,,12.3,18.1,42.41856982403595,16.0,10.0,31.1
U0819,2024,,4.4,17.5,45.05803070011232,37.0,3.3,22.575000000000003
U0820,2024,,12.7,28.5,13.290902283788842,12.0,10.4,35.075
U0821,2024,,1.5,,,,16.2,
U0822,2024,,50.5,,,,5.4,
U0823,2024,,25.0,,,,12.7,
U0824,2024,,6.6,,,,27.0,
U0825,2024,,17.6,,,,10.1,
U0826,2024,,10.6,14.1,64.78846873830027,21.0,12.9,32.435
U0827,2024,,14.1,17.9,43.20479221265444,7.0,4.5,29.910000000000004
U0828,2024,,26.4,42.8,3.182328715836769,9.0,8.0,36.19
U0829,2024,,6.2,56.0,1.2354923249719207,15.0,14.1,32.825
U0830,2024,,1.1,,,,13.1,
U0831,2024,,1.3,,,,18.5,
U0832,2024,,2.4,,,,16.0,
U0833,2024,,40.9,,,,9.1,
U0834,2024,,1.4,,,,19.2,
U0835,2024,,11.2,,,,11.3,
U0836,2024,,5.2,,,,7.3,
U0837,2024,,12.9,,,,13.6,
U0838,2024,,5.8,17.2,46.63047547734931,9.0,14.0,20.33
U0839,2024,,12.9,7.9,93.42942718083115,6.0,2.7,31.785
U0840,2024,,7.7,14.5,62.67315612130289,10.0,13.5,20.96
U0841,2024,,1.5,13.3,69.18757019842757,0.0,11.0,9.96
U0842,2024,,25.0,,,,12.4,
U0843,2024,,14.9,18.0,42.83040059902659,22.0,7.9,25.21
U0844,2024,,4.2,33.3,8.255335080494197,2.0,15.2,19.865
U0845,2024,,41.5,,,,13.2,
U0846,2024,,18.5,13.0,71.19056533133659,6.0,18.3,37.925
U0847,2024,,3.4,,,,21.8,
U0848,2024,,37.1,26.5,16.15499812804193,2.0,8.6,43.18000000000001
U0849,2024,,5.0,10.5,83.60164732309995,13.0,7.1,24.11
U0850,2024,,33.6,10.8,82.01048296518158,4.0,5.0,40.0
U0851,2024,,47.0,,,,6.9,
U0852,2024,,6.5,,,,9.6,
U0853,2024,,1.7,13.4,68.43878697117185,26.0,5.8,
U0854,2024,,3.1,,,,9.9,
U0855,2024,,8.1,24.6,19.786596780232124,13.0,5.1,23.28
U0856,2024,,12.4,17.7,44.04717334331711,7.0,9.3,25.765
U0857,2024,,10.7,19.8,34.66866342193935,4.0,8.8,23.4
U0858,2024,,41.8,15.5,56.34593785099214,8.0,1.3,33.32
U0859,2024,,5.0,19.5,36.09135155372519,26.0,3.7,21.955
U0860,2024,,47.3,14.7,61.25046798951704,6.0,3.8,44.855
U0861,2024,,22.4,15.7,55.29764133283415,7.0,11.3,36.0
U0862,2024,,4.8,,,,14.6,
U0863,2024,,26.0,11.2,80.49419692998877,4.0,9.3,34.365
U0864,2024,,22.1,13.8,66.39835267690005,6.0,8.2,30.505000000000003
U0865,2024,,1.1,,,,9.7,
U0866,2024,,1.0,,,,9.3,
U0867,2024,,4.1,16.3,51.535005615874205,17.0,6.2,17.63
U0868,2024,,6.3,6.7,96.03144889554474,5.0,6.9,14.825
U0869,2024,,36.8,,,,4.5,
